ENSSPUP00000014934	ENSSPUG00000011523	Sphenodon_punctatus
ENSOGAP00000013617	ENSOGAG00000015205	Otolemur_garnettii
ENSCHOP00000002146	ENSCHOG00000002420	Choloepus_hoffmanni
ENSTTRP00000012543	ENSTTRG00000013229	Tursiops_truncatus
ENSMLUP00000002871	ENSMLUG00000003156	Myotis_lucifugus
ENSPVAP00000000050	ENSPVAG00000000053	Pteropus_vampyrus
ENSEEUP00000000999	ENSEEUG00000001116	Erinaceus_europaeus
ENSVPAP00000003379	ENSVPAG00000003646	Vicugna_pacos
ENSVPAP00000008084	ENSVPAG00000008687	Vicugna_pacos
ENSSSCP00000027232	ENSSSCG00000030577	Sus_scrofa_strain_reference
ENSBIXP00005041848	ENSBIXG00005025021	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000024301	ENSBMUG00000018256	Bos_mutus
ENSBTAP00000004701	ENSBTAG00000003609	Bos_taurus
ENSBBBP00000021380	ENSBBBG00000014943	Bison_bison_bison
ENSCHIP00000013707	ENSCHIG00000015010	Capra_hircus
ENSOARP00000020148	ENSOARG00000018758	Ovis_aries
ENSECAP00000007889	ENSECAG00000009882	Equus_caballus
ENSEASP00005001347	ENSEASG00005001104	Equus_asinus_asinus
ENSSARP00000002803	ENSSARG00000003115	Sorex_araneus
ENSMPUP00000016343	ENSMPUG00000016447	Mustela_putorius_furo
ENSNVIP00000001524	ENSNVIG00000001244	Neovison_vison
ENSUMAP00000023502	ENSUMAG00000017093	Ursus_maritimus
ENSUAMP00000016992	ENSUAMG00000013479	Ursus_americanus
ENSAMEP00000012116	ENSAMEG00000011521	Ailuropoda_melanoleuca
ENSCAFP00020031631	ENSCAFG00020024666	Canis_lupus_dingo
ENSCAFP00000025376	ENSCAFG00000017228	Canis_lupus_familiaris
ENSVVUP00000018868	ENSVVUG00000013895	Vulpes_vulpes
ENSCAFP00020003301	ENSCAFG00020002802	Canis_lupus_dingo
ENSCAFP00000063729	ENSCAFG00000012275	Canis_lupus_familiaris
ENSVVUP00000002479	ENSVVUG00000001970	Vulpes_vulpes
ENSCAFP00020005915	ENSCAFG00020004812	Canis_lupus_dingo
ENSPTIP00000000684	ENSPTIG00000001818	Panthera_tigris_altaica
ENSPPRP00000001405	ENSPPRG00000024150	Panthera_pardus
ENSFCAP00000052627	ENSFCAG00000027255	Felis_catus
ENSOGAP00000019517	ENSOGAG00000027421	Otolemur_garnettii
ENSSBOP00000024486	ENSSBOG00000028727	Saimiri_boliviensis_boliviensis
ENSLAFP00000026691	ENSLAFG00000026665	Loxodonta_africana
ENSPCAP00000004269	ENSPCAG00000004571	Procavia_capensis
ENSETEP00000007013	ENSETEG00000008631	Echinops_telfairi
ENSDNOP00000033431	ENSDNOG00000005474	Dasypus_novemcinctus
ENSOANP00000021047	ENSOANG00000013333	Ornithorhynchus_anatinus
ENSXETP00000007619	ENSXETG00000007835	Xenopus_tropicalis
ENSLACP00000018319	ENSLACG00000016137	Latimeria_chalumnae
ENSPKIP00000041667	ENSPKIG00000018127	Paramormyrops_kingsleyae
ENSSFOP00015024614	ENSSFOG00015015830	Scleropages_formosus
ENSCHAP00000060630	ENSCHAG00000027105	Clupea_harengus
ENSDCDP00000062519	ENSDCDG00000035393	Denticeps_clupeoides
ENSAMXP00000021075	ENSAMXG00000020466	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005043493	ENSAMXG00005020243	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000017308	ENSPNAG00000023528	Pygocentrus_nattereri
ENSIPUP00000036565	ENSIPUG00000024491	Ictalurus_punctatus
ENSEEEP00000016946	ENSEEEG00000008400	Electrophorus_electricus
ENSDARP00000122028	ENSDARG00000057299	Danio_rerio
ENSMMOP00000014784	ENSMMOG00000011301	Mola_mola
ENSPMGP00000003378	ENSPMGG00000002919	Periophthalmus_magnuspinnatus
ENSCSEP00000027829	ENSCSEG00000017787	Cynoglossus_semilaevis
ENSAOCP00000017636	ENSAOCG00000022746	Amphiprion_ocellaris
ENSAPEP00000031946	ENSAPEG00000022681	Amphiprion_percula
ENSAOCP00000020662	ENSAOCG00000004949	Amphiprion_ocellaris
ENSAPOP00000028722	ENSAPOG00000014222	Acanthochromis_polyacanthus
ENSAPOP00000006238	ENSAPOG00000008058	Acanthochromis_polyacanthus
ENSAPOP00000012947	ENSAPOG00000015681	Acanthochromis_polyacanthus
ENSSPAP00000015281	ENSSPAG00000011515	Stegastes_partitus
ENSHCOP00000028313	ENSHCOG00000000566	Hippocampus_comes
ENSSDUP00000007593	ENSSDUG00000005565	Seriola_dumerili
ENSSLDP00000030511	ENSSLDG00000023500	Seriola_lalandi_dorsalis
ENSLCAP00010040023	ENSLCAG00010018677	Lates_calcarifer
ENSCGOP00000016095	ENSCGOG00000007751	Cottoperca_gobio
ENSGACP00000002444	ENSGACG00000001888	Gasterosteus_aculeatus
ENSLCRP00005007382	ENSLCRG00005003631	Larimichthys_crocea
ENSLBEP00000024675	ENSLBEG00000018849	Labrus_bergylta
ENSMALP00000000531	ENSMALG00000000453	Monopterus_albus
ENSMAMP00000018149	ENSMAMG00000012250	Mastacembelus_armatus
ENSACLP00000015781	ENSACLG00000010774	Astatotilapia_calliptera
ENSHBUP00000021935	ENSHBUG00000001927	Haplochromis_burtoni
ENSMZEP00005031176	ENSMZEG00005023249	Maylandia_zebra
ENSPNYP00000004323	ENSPNYG00000003349	Pundamilia_nyererei
ENSNBRP00000008126	ENSNBRG00000006350	Neolamprologus_brichardi
ENSONIP00000015809	ENSONIG00000012558	Oreochromis_niloticus
ENSACIP00000026294	ENSACIG00000020377	Amphilophus_citrinellus
ENSPRNP00000004358	ENSPRNG00000002477	Parambassis_ranga
ENSPFOP00000006487	ENSPFOG00000006527	Poecilia_formosa
ENSPLAP00000025595	ENSPLAG00000012728	Poecilia_latipinna
ENSPMEP00000003098	ENSPMEG00000004183	Poecilia_mexicana
ENSPREP00000018960	ENSPREG00000012829	Poecilia_reticulata
ENSXMAP00000040164	ENSXMAG00000025033	Xiphophorus_maculatus
ENSXCOP00000022979	ENSXCOG00000017173	Xiphophorus_couchianus
ENSGAFP00000029509	ENSGAFG00000019900	Gambusia_affinis
ENSFHEP00000025706	ENSFHEG00000008012	Fundulus_heteroclitus
ENSKMAP00000022692	ENSKMAG00000016856	Kryptolebias_marmoratus
ENSORLP00015025526	ENSORLG00015006705	Oryzias_latipes_ASM223469v1
ENSORLP00000024594	ENSORLG00000019795	Oryzias_latipes_ASM223467v1
ENSOMEP00000003868	ENSOMEG00000004797	Oryzias_melastigma
ENSGWIP00000013682	ENSGWIG00000007764	Gouania_willdenowi
ENSTNIP00000008376	ENSTNIG00000005669	Tetraodon_nigroviridis
ENSTRUP00000049665	ENSTRUG00000024859	Takifugu_rubripes
ENSATEP00000034150	ENSATEG00000023481	Anabas_testudineus
ENSBSLP00000026205	ENSBSLG00000013015	Betta_splendens
ENSLCAP00010024534	ENSLCAG00010011488	Lates_calcarifer
ENSCVAP00000022886	ENSCVAG00000005841	Cyprinodon_variegatus
ENSGMOP00000020982	ENSGMOG00000019503	Gadus_morhua
ENSHHUP00000039556	ENSHHUG00000024561	Hucho_hucho
ENSHHUP00000075213	ENSHHUG00000044068	Hucho_hucho
ENSELUP00000000730	ENSELUG00000002300	Esox_lucius
ENSLOCP00000018325	ENSLOCG00000014881	Lepisosteus_oculatus
ENSECRP00000010584	ENSECRG00000007046	Erpetoichthys_calabaricus
ENSCMIP00000029182	ENSCMIG00000012645	Callorhinchus_milii
ENSEBUP00000016759	ENSEBUG00000010506	Eptatretus_burgeri
ENSCSAVP00000010981	ENSCSAVG00000006432	Ciona_savignyi
ENSCINP00000016259	ENSCING00000007948	Ciona_intestinalis
FBpp0078009	FBgn0037087	Drosophila_melanogaster
Y54E5A.5.1	WBGene00013200	Caenorhabditis_elegans_strain_N2
YPL225W_mRNA	YPL225W	Saccharomyces_cerevisiae_strain_S288C
