ENSDCDP00000061048	ENSDCDG00000034929	Denticeps_clupeoides
ENSSFOP00015029378	ENSSFOG00015018887	Scleropages_formosus
ENSPKIP00000008192	ENSPKIG00000023792	Paramormyrops_kingsleyae
ENSECRP00000021254	ENSECRG00000014295	Erpetoichthys_calabaricus
ENSPVAP00000015108	ENSPVAG00000016009	Pteropus_vampyrus
ENSMLUP00000019355	ENSMLUG00000028904	Myotis_lucifugus
ENSECAP00000052182	ENSECAG00000032582	Equus_caballus
ENSBIXP00000000513	ENSBIXG00000029747	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005027318	ENSBIXG00005030806	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000015756	ENSBMUG00000011983	Bos_mutus
ENSBTAP00000019177	ENSBTAG00000014418	Bos_taurus
ENSBBBP00000012620	ENSBBBG00000020412	Bison_bison_bison
ENSTTRP00000012521	ENSTTRG00000013200	Tursiops_truncatus
ENSVPAP00000009927	ENSVPAG00000010664	Vicugna_pacos
ENSSSCP00000049167	ENSSSCG00000035818	Sus_scrofa_strain_reference
ENSPPRP00000002759	ENSPPRG00000023211	Panthera_pardus
ENSPTIP00000004163	ENSPTIG00000006722	Panthera_tigris_altaica
ENSFCAP00000026129	ENSFCAG00000033312	Felis_catus
ENSCAFP00000010682	ENSCAFG00000007194	Canis_lupus_familiaris
ENSNVIP00000026584	ENSNVIG00000020547	Neovison_vison
ENSSARP00000007901	ENSSARG00000008738	Sorex_araneus
ENSPTRP00000026018	ENSPTRG00000015065	Pan_troglodytes
ENSP00000418582	ENSG00000189283	Homo_sapiens
ENSGGOP00000035165	ENSGGOG00000042949	Gorilla_gorilla
ENSPPYP00000015386	ENSPPYG00000013753	Pongo_abelii
ENSNLEP00000032826	ENSNLEG00000033239	Nomascus_leucogenys
ENSRBIP00000005578	ENSRBIG00000024516	Rhinopithecus_bieti
ENSRROP00000000755	ENSRROG00000002797	Rhinopithecus_roxellana
ENSPTEP00000024695	ENSPTEG00000025125	Piliocolobus_tephrosceles
ENSCANP00000016348	ENSCANG00000031611	Colobus_angolensis_palliatus
ENSMNEP00000035179	ENSMNEG00000040755	Macaca_nemestrina
ENSMFAP00000002263	ENSMFAG00000040773	Macaca_fascicularis
ENSMMUP00000016857	ENSMMUG00000012832	Macaca_mulatta
ENSMLEP00000015864	ENSMLEG00000032123	Mandrillus_leucophaeus
ENSCATP00000025138	ENSCATG00000036063	Cercocebus_atys
ENSTGEP00000034024	ENSTGEG00000027162	Theropithecus_gelada
ENSPANP00000001846	ENSPANG00000018461	Papio_anubis
ENSSBOP00000023432	ENSSBOG00000028228	Saimiri_boliviensis_boliviensis
ENSCCAP00000033942	ENSCCAG00000034976	Cebus_capucinus_imitator
ENSCJAP00000036607	ENSCJAG00000019708	Callithrix_jacchus
ENSANAP00000018887	ENSANAG00000027270	Aotus_nancymaae
ENSTSYP00000020583	ENSTSYG00000034306	Carlito_syrichta
ENSPSMP00000001999	ENSPSMG00000001513	Prolemur_simus
ENSMICP00000040610	ENSMICG00000043473	Microcebus_murinus
ENSPCOP00000003530	ENSPCOG00000010600	Propithecus_coquereli
ENSOGAP00000019921	ENSOGAG00000027462	Otolemur_garnettii
ENSCGRP00015019281	ENSCGRG00015014775	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001001148	ENSCGRG00001000886	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006041	ENSMAUG00000008107	Mesocricetus_auratus
ENSPEMP00000014931	ENSPEMG00000014589	Peromyscus_maniculatus_bairdii
ENSMOCP00000002646	ENSMOCG00000002096	Microtus_ochrogaster
ENSMUSP00000124017	ENSMUSG00000060579	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000013606	ENSMSIG00000011749	Mus_spicilegus
MGP_SPRETEiJ_P0037285	MGP_SPRETEiJ_G0019825	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0035603	MGP_CAROLIEiJ_G0018948	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0083718	MGP_PahariEiJ_G0029963	Mus_pahari_strain_PAHARI_EIJ
ENSNGAP00000007963	ENSNGAG00000011060	Nannospalax_galili
ENSUPAP00010022196	ENSUPAG00010017629	Urocitellus_parryii
ENSSTOP00000028816	ENSSTOG00000029715	Ictidomys_tridecemlineatus
ENSSDAP00000011714	ENSSDAG00000010561	Spermophilus_dauricus
ENSODEP00000026056	ENSODEG00000019420	Octodon_degus
ENSODEP00000007795	ENSODEG00000005813	Octodon_degus
ENSCPOP00000013449	ENSCPOG00000014924	Cavia_porcellus
ENSHGLP00000006226	ENSHGLG00000004547	Heterocephalus_glaber_HetGla_female_1.0
ENSDORP00000007101	ENSDORG00000007571	Dipodomys_ordii
ENSOPRP00000006003	ENSOPRG00000006562	Ochotona_princeps
ENSCHOP00000003676	ENSCHOG00000004155	Choloepus_hoffmanni
ENSMEUP00000000766	ENSMEUG00000000830	Notamacropus_eugenii
ENSGALP00000011600	ENSGALG00000007172	Gallus_gallus
ENSMGAP00000009086	ENSMGAG00000008846	Meleagris_gallopavo
ENSNMEP00000024406	ENSNMEG00000020737	Numida_meleagris
ENSABRP00000001752	ENSABRG00000001781	Anser_brachyrhynchus
ENSFALP00000013787	ENSFALG00000013210	Ficedula_albicollis
ENSPSIP00000007965	ENSPSIG00000007319	Pelodiscus_sinensis
ENSACAP00000020587	ENSACAG00000009205	Anolis_carolinensis
ENSPVIP00000006508	ENSPVIG00000005385	Pogona_vitticeps
ENSSPUP00000000373	ENSSPUG00000000360	Sphenodon_punctatus
ENSXETP00000028357	ENSXETG00000008458	Xenopus_tropicalis
ENSCMIP00000008934	ENSCMIG00000004767	Callorhinchus_milii
ENSEBUP00000005835	ENSEBUG00000003924	Eptatretus_burgeri
ENSCINP00000024436	ENSCING00000013269	Ciona_intestinalis
ENSCSAVP00000009659	ENSCSAVG00000005670	Ciona_savignyi
YDR305C_mRNA	YDR305C	Saccharomyces_cerevisiae_strain_S288C
