ENSAPLP00000020304	ENSAPLG00000007631	Anas_platyrhynchos_platyrhynchos
ENSBTAP00000067854	ENSBTAG00000000489	Bos_taurus
ENSBMUP00000016768	ENSBMUG00000012708	Bos_mutus
ENSBIXP00000014504	ENSBIXG00000006948	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000012814	ENSBBBG00000020461	Bison_bison_bison
ENSCHIP00000032139	ENSCHIG00000026224	Capra_hircus
ENSOARP00000013540	ENSOARG00000012640	Ovis_aries
ENSTTRP00000012062	ENSTTRG00000012715	Tursiops_truncatus
ENSVPAP00000011024	ENSVPAG00000011845	Vicugna_pacos
ENSSSCP00000008843	ENSSSCG00000008282	Sus_scrofa_strain_reference
ENSEEUP00000009364	ENSEEUG00000010270	Erinaceus_europaeus
ENSEEUP00000010102	ENSEEUG00000011081	Erinaceus_europaeus
ENSCCNP00000002776	ENSCCNG00000003023	Castor_canadensis
ENSDORP00000015223	ENSDORG00000016182	Dipodomys_ordii
ENSMUSP00000116608	ENSMUSG00000030032	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000037894	ENSMSIG00000031564	Mus_spicilegus
MGP_SPRETEiJ_P0077435	MGP_SPRETEiJ_G0029555	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0074541	MGP_CAROLIEiJ_G0028549	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0050618	MGP_PahariEiJ_G0022284	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000013128	ENSRNOG00000009324	Rattus_norvegicus
ENSRNOP00000068651	ENSRNOG00000060514	Rattus_norvegicus
ENSMUGP00000026236	ENSMUGG00000021872	Meriones_unguiculatus
ENSMUGP00000026449	ENSMUGG00000022039	Meriones_unguiculatus
ENSPEMP00000011482	ENSPEMG00000012117	Peromyscus_maniculatus_bairdii
ENSMOCP00000001836	ENSMOCG00000001437	Microtus_ochrogaster
ENSCGRP00000017950	ENSCGRG00000013051	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001020276	ENSCGRG00001019480	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015018707	ENSCGRG00015014417	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000007660	ENSMAUG00000009275	Mesocricetus_auratus
ENSNGAP00000004528	ENSNGAG00000006061	Nannospalax_galili
ENSJJAP00000019313	ENSJJAG00000020296	Jaculus_jaculus
ENSCLAP00000008541	ENSCLAG00000005974	Chinchilla_lanigera
ENSODEP00000013469	ENSODEG00000009953	Octodon_degus
ENSCPOP00000011445	ENSCPOG00000012721	Cavia_porcellus
ENSHGLP00000013343	ENSHGLG00000009538	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016862	ENSHGLG00100012439	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000000037	ENSFDAG00000010387	Fukomys_damarensis
ENSSTOP00000000902	ENSSTOG00000001008	Ictidomys_tridecemlineatus
ENSSDAP00000019442	ENSSDAG00000017720	Spermophilus_dauricus
ENSUPAP00010021127	ENSUPAG00010016781	Urocitellus_parryii
ENSMMMP00000005061	ENSMMMG00000004619	Marmota_marmota_marmota
ENSOCUP00000013139	ENSOCUG00000015295	Oryctolagus_cuniculus
ENSOPRP00000012696	ENSOPRG00000013921	Ochotona_princeps
ENSPTRP00000020740	ENSPTRG00000012085	Pan_troglodytes
ENSPPAP00000002697	ENSPPAG00000011654	Pan_paniscus
ENSP00000006526	ENSG00000005448	Homo_sapiens
ENSGGOP00000014227	ENSGGOG00000014586	Gorilla_gorilla
ENSPPYP00000013688	ENSPPYG00000012278	Pongo_abelii
ENSNLEP00000032871	ENSNLEG00000035670	Nomascus_leucogenys
ENSPANP00000003213	ENSPANG00000013798	Papio_anubis
ENSTGEP00000021169	ENSTGEG00000017056	Theropithecus_gelada
ENSCATP00000016146	ENSCATG00000032004	Cercocebus_atys
ENSMMUP00000003657	ENSMMUG00000002719	Macaca_mulatta
ENSMNEP00000023753	ENSMNEG00000035463	Macaca_nemestrina
ENSMFAP00000027888	ENSMFAG00000045305	Macaca_fascicularis
ENSMLEP00000016220	ENSMLEG00000032290	Mandrillus_leucophaeus
ENSCSAP00000011663	ENSCSAG00000015579	Chlorocebus_sabaeus
ENSPTEP00000039412	ENSPTEG00000036469	Piliocolobus_tephrosceles
ENSCANP00000027204	ENSCANG00000037019	Colobus_angolensis_palliatus
ENSRROP00000007601	ENSRROG00000027762	Rhinopithecus_roxellana
ENSRBIP00000024532	ENSRBIG00000036160	Rhinopithecus_bieti
ENSCJAP00000056785	ENSCJAG00000017568	Callithrix_jacchus
ENSSBOP00000003144	ENSSBOG00000015325	Saimiri_boliviensis_boliviensis
ENSCCAP00000023024	ENSCCAG00000029283	Cebus_capucinus_imitator
ENSANAP00000001262	ENSANAG00000010466	Aotus_nancymaae
ENSTSYP00000011937	ENSTSYG00000013026	Carlito_syrichta
ENSMICP00000005623	ENSMICG00000006170	Microcebus_murinus
ENSPCOP00000030672	ENSPCOG00000028071	Propithecus_coquereli
ENSPSMP00000029064	ENSPSMG00000020170	Prolemur_simus
ENSOGAP00000000938	ENSOGAG00000001051	Otolemur_garnettii
ENSTBEP00000008512	ENSTBEG00000009834	Tupaia_belangeri
ENSSARP00000006566	ENSSARG00000007254	Sorex_araneus
ENSDNOP00000021041	ENSDNOG00000036535	Dasypus_novemcinctus
ENSCHOP00000005579	ENSCHOG00000006301	Choloepus_hoffmanni
ENSPCAP00000015629	ENSPCAG00000016719	Procavia_capensis
ENSOANP00000030679	ENSOANG00000032117	Ornithorhynchus_anatinus
ENSLACP00000021858	ENSLACG00000022563	Latimeria_chalumnae
ENSLOCP00000006136	ENSLOCG00000005095	Lepisosteus_oculatus	ENSLOCT00000006144
ENSECRP00000009382	ENSECRG00000006283	Erpetoichthys_calabaricus	ENSECRT00000009534
ENSPMAP00000003716	ENSPMAG00000003406	Petromyzon_marinus
ENSEBUP00000017544	ENSEBUG00000010965	Eptatretus_burgeri
