ENSCPGP00000021604	ENSCPGG00000015061	Calidris_pygmaea
ENSOGAP00000017962	ENSOGAG00000025218	Otolemur_garnettii
ENSPPAP00000040029	ENSPPAG00000042672	Pan_paniscus
ENSPTRP00000031400	ENSPTRG00000018372	Pan_troglodytes
ENSGGOP00000028326	ENSGGOG00000022865	Gorilla_gorilla
ENSP00000318351	ENSG00000083123	Homo_sapiens
ENSPPYP00000018803	ENSPPYG00000016796	Pongo_abelii
ENSNLEP00000015126	ENSNLEG00000012437	Nomascus_leucogenys
ENSPANP00000006405	ENSPANG00000020540	Papio_anubis
ENSTGEP00000020433	ENSTGEG00000016414	Theropithecus_gelada
ENSMLEP00000031444	ENSMLEG00000039932	Mandrillus_leucophaeus
ENSCATP00000017929	ENSCATG00000032837	Cercocebus_atys
ENSMNEP00000044677	ENSMNEG00000044906	Macaca_nemestrina
ENSMMUP00000076456	ENSMMUG00000004829	Macaca_mulatta
ENSMFAP00000042580	ENSMFAG00000040052	Macaca_fascicularis
ENSCSAP00000013443	ENSCSAG00000017409	Chlorocebus_sabaeus
ENSPTEP00000020844	ENSPTEG00000022004	Piliocolobus_tephrosceles
ENSCANP00000026075	ENSCANG00000036461	Colobus_angolensis_palliatus
ENSRROP00000021631	ENSRROG00000034725	Rhinopithecus_roxellana
ENSRBIP00000040024	ENSRBIG00000043453	Rhinopithecus_bieti
ENSSBOP00000002910	ENSSBOG00000014654	Saimiri_boliviensis_boliviensis
ENSCCAP00000019223	ENSCCAG00000027459	Cebus_capucinus_imitator
ENSCJAP00000056525	ENSCJAG00000010953	Callithrix_jacchus
ENSANAP00000026534	ENSANAG00000030972	Aotus_nancymaae
ENSHGLP00100004821	ENSHGLG00100003654	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000002870	ENSHGLG00000002149	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000004851	ENSFDAG00000013987	Fukomys_damarensis
ENSCPOP00000023724	ENSCPOG00000010332	Cavia_porcellus
ENSCAPP00000017679	ENSCAPG00000017282	Cavia_aperea
ENSCLAP00000020010	ENSCLAG00000013713	Chinchilla_lanigera
ENSODEP00000013895	ENSODEG00000010271	Octodon_degus
ENSOCUP00000027876	ENSOCUG00000013139	Oryctolagus_cuniculus
ENSCCNP00000009950	ENSCCNG00000010453	Castor_canadensis
ENSDORP00000003628	ENSDORG00000003885	Dipodomys_ordii
ENSPEMP00000013009	ENSPEMG00000013178	Peromyscus_maniculatus_bairdii
ENSMOCP00000023059	ENSMOCG00000019888	Microtus_ochrogaster
ENSCGRP00000022273	ENSCGRG00000016139	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015013460	ENSCGRG00015010290	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001018140	ENSCGRG00001017976	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000004086	ENSMAUG00000004890	Mesocricetus_auratus
MGP_SPRETEiJ_P0092569	MGP_SPRETEiJ_G0033629	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000024836	ENSMSIG00000020949	Mus_spicilegus
ENSMUSP00000139684	ENSMUSG00000032263	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0088926	MGP_CAROLIEiJ_G0032490	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0024560	MGP_PahariEiJ_G0015357	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000013249	ENSRNOG00000009928	Rattus_norvegicus
ENSMUGP00000026959	ENSMUGG00000022442	Meriones_unguiculatus
ENSJJAP00000002618	ENSJJAG00000004571	Jaculus_jaculus
ENSUPAP00010020217	ENSUPAG00010015993	Urocitellus_parryii
ENSMMMP00000008920	ENSMMMG00000007961	Marmota_marmota_marmota
ENSSDAP00000006705	ENSSDAG00000006170	Spermophilus_dauricus
ENSSTOP00000013237	ENSSTOG00000014770	Ictidomys_tridecemlineatus
ENSOPRP00000009379	ENSOPRG00000010279	Ochotona_princeps
ENSTSYP00000033622	ENSTSYG00000030354	Carlito_syrichta
ENSTSYP00000018523	ENSTSYG00000031855	Carlito_syrichta
ENSTSYP00000031648	ENSTSYG00000034428	Carlito_syrichta
ENSTSYP00000006000	ENSTSYG00000006573	Carlito_syrichta
ENSTSYP00000031510	ENSTSYG00000030589	Carlito_syrichta
ENSTBEP00000003752	ENSTBEG00000004336	Tupaia_belangeri
ENSMPUP00000017985	ENSMPUG00000018097	Mustela_putorius_furo
ENSNVIP00000029478	ENSNVIG00000022741	Neovison_vison
ENSUAMP00000008908	ENSUAMG00000007465	Ursus_americanus
ENSUMAP00000022936	ENSUMAG00000016743	Ursus_maritimus
ENSAMEP00000013490	ENSAMEG00000012810	Ailuropoda_melanoleuca
ENSCAFP00000004212	ENSCAFG00000002848	Canis_lupus_familiaris
ENSCAFP00020015694	ENSCAFG00020012610	Canis_lupus_dingo
ENSVVUP00000026175	ENSVVUG00000019223	Vulpes_vulpes
ENSPPRP00000013417	ENSPPRG00000006623	Panthera_pardus
ENSPTIP00000002063	ENSPTIG00000005064	Panthera_tigris_altaica
ENSFCAP00000009850	ENSFCAG00000010609	Felis_catus
ENSMLUP00000001334	ENSMLUG00000001452	Myotis_lucifugus
ENSOARP00000007699	ENSOARG00000007187	Ovis_aries
ENSCHIP00000002773	ENSCHIG00000006319	Capra_hircus
ENSBIXP00000032646	ENSBIXG00000015273	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005009081	ENSBIXG00005014060	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000016044	ENSBTAG00000012096	Bos_taurus
ENSBMUP00000006364	ENSBMUG00000004997	Bos_mutus
ENSBBBP00000016145	ENSBBBG00000008641	Bison_bison_bison
ENSTTRP00000002781	ENSTTRG00000002971	Tursiops_truncatus
ENSSSCP00000069136	ENSSSCG00000004465	Sus_scrofa_strain_reference
ENSVPAP00000007570	ENSVPAG00000008135	Vicugna_pacos
ENSECAP00000007878	ENSECAG00000009840	Equus_caballus
ENSEASP00005007561	ENSEASG00005005528	Equus_asinus_asinus
ENSEEUP00000012706	ENSEEUG00000013931	Erinaceus_europaeus
ENSPVAP00000001377	ENSPVAG00000001464	Pteropus_vampyrus
ENSCCNP00000006372	ENSCCNG00000006743	Castor_canadensis
ENSSARP00000002143	ENSSARG00000002352	Sorex_araneus
ENSLAFP00000009154	ENSLAFG00000010944	Loxodonta_africana
ENSPCAP00000010878	ENSPCAG00000011656	Procavia_capensis
ENSETEP00000010734	ENSETEG00000013236	Echinops_telfairi
ENSDNOP00000023567	ENSDNOG00000005629	Dasypus_novemcinctus
ENSCHOP00000009902	ENSCHOG00000011194	Choloepus_hoffmanni
ENSCGRP00015008524	ENSCGRG00015006622	Cricetulus_griseus_CriGri-PICR
ENSVURP00010006293	ENSVURG00010004880	Vombatus_ursinus
ENSPCIP00000033315	ENSPCIG00000024729	Phascolarctos_cinereus
ENSMEUP00000011991	ENSMEUG00000013141	Notamacropus_eugenii
ENSSHAP00000018926	ENSSHAG00000016067	Sarcophilus_harrisii
ENSMODP00000022962	ENSMODG00000018414	Monodelphis_domestica
ENSOANP00000002054	ENSOANG00000001286	Ornithorhynchus_anatinus
ENSLACP00000001506	ENSLACG00000001346	Latimeria_chalumnae
ENSAMXP00005043481	ENSAMXG00005020171	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000017321	ENSAMXG00000016827	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000018082	ENSPNAG00000024421	Pygocentrus_nattereri
ENSEEEP00000048673	ENSEEEG00000022898	Electrophorus_electricus	ENSEEET00000049205
ENSIPUP00000030166	ENSIPUG00000020377	Ictalurus_punctatus	ENSIPUT00000031382
ENSDARP00000157432	ENSDARG00000014676	Danio_rerio
ENSSFOP00015018222	ENSSFOG00015011683	Scleropages_formosus
ENSPKIP00000006154	ENSPKIG00000022547	Paramormyrops_kingsleyae
ENSATEP00000035867	ENSATEG00000024654	Anabas_testudineus
ENSBSLP00000038864	ENSBSLG00000018796	Betta_splendens
ENSMAMP00000002864	ENSMAMG00000001998	Mastacembelus_armatus
ENSPFOP00000019387	ENSPFOG00000019272	Poecilia_formosa
ENSPLAP00000030214	ENSPLAG00000021083	Poecilia_latipinna
ENSPMEP00000013430	ENSPMEG00000015754	Poecilia_mexicana
ENSPREP00000022601	ENSPREG00000015262	Poecilia_reticulata
ENSXMAP00000007085	ENSXMAG00000007052	Xiphophorus_maculatus
ENSXCOP00000022673	ENSXCOG00000016939	Xiphophorus_couchianus
ENSGAFP00000001586	ENSGAFG00000001099	Gambusia_affinis
ENSFHEP00000026389	ENSFHEG00000009228	Fundulus_heteroclitus
ENSCVAP00000005822	ENSCVAG00000007271	Cyprinodon_variegatus
ENSKMAP00000004112	ENSKMAG00000003117	Kryptolebias_marmoratus
ENSLCAP00010033997	ENSLCAG00010015952	Lates_calcarifer
ENSSLDP00000014388	ENSSLDG00000011490	Seriola_lalandi_dorsalis
ENSSDUP00000012763	ENSSDUG00000009291	Seriola_dumerili
ENSMALP00000019918	ENSMALG00000013893	Monopterus_albus
ENSMMOP00000023356	ENSMMOG00000017751	Mola_mola
ENSCGOP00000028427	ENSCGOG00000013162	Cottoperca_gobio
ENSLBEP00000004830	ENSLBEG00000003711	Labrus_bergylta
ENSLCRP00005020606	ENSLCRG00005008116	Larimichthys_crocea
ENSSMAP00000013671	ENSSMAG00000008388	Scophthalmus_maximus
ENSGACP00000006900	ENSGACG00000005192	Gasterosteus_aculeatus
ENSAOCP00000019327	ENSAOCG00000024592	Amphiprion_ocellaris
ENSAPEP00000028512	ENSAPEG00000020237	Amphiprion_percula
ENSAPOP00000015443	ENSAPOG00000018448	Acanthochromis_polyacanthus
ENSSPAP00000026124	ENSSPAG00000019700	Stegastes_partitus
ENSPRNP00000027097	ENSPRNG00000013514	Parambassis_ranga
ENSACLP00000035588	ENSACLG00000024098	Astatotilapia_calliptera
ENSMZEP00005015445	ENSMZEG00005011603	Maylandia_zebra
ENSHBUP00000013279	ENSHBUG00000015072	Haplochromis_burtoni
ENSPNYP00000006245	ENSPNYG00000004796	Pundamilia_nyererei
ENSNBRP00000010356	ENSNBRG00000008050	Neolamprologus_brichardi
ENSONIP00000000074	ENSONIG00000000062	Oreochromis_niloticus
ENSACIP00000002902	ENSACIG00000002281	Amphilophus_citrinellus
ENSTNIP00000009676	ENSTNIG00000006879	Tetraodon_nigroviridis
ENSTRUP00000005277	ENSTRUG00000002294	Takifugu_rubripes
ENSCSEP00000014609	ENSCSEG00000009407	Cynoglossus_semilaevis
ENSORLP00020000747	ENSORLG00020001446	Oryzias_latipes_ASM223471v1
ENSORLP00015016173	ENSORLG00015017164	Oryzias_latipes_ASM223469v1
ENSORLP00000033830	ENSORLG00000025744	Oryzias_latipes_ASM223467v1
ENSOMEP00000024447	ENSOMEG00000005076	Oryzias_melastigma
ENSGWIP00000015749	ENSGWIG00000008818	Gouania_willdenowi
ENSHCOP00000022810	ENSHCOG00000010821	Hippocampus_comes
ENSPMGP00000012896	ENSPMGG00000010628	Periophthalmus_magnuspinnatus
ENSGMOP00000006819	ENSGMOG00000006419	Gadus_morhua
ENSHHUP00000069947	ENSHHUG00000041161	Hucho_hucho
ENSHHUP00000091210	ENSHHUG00000052631	Hucho_hucho
ENSELUP00000040474	ENSELUG00000020974	Esox_lucius
ENSCHAP00000038418	ENSCHAG00000017787	Clupea_harengus
ENSDCDP00000041562	ENSDCDG00000027045	Denticeps_clupeoides
ENSLOCP00000021087	ENSLOCG00000017063	Lepisosteus_oculatus
ENSCMIP00000028555	ENSCMIG00000012264	Callorhinchus_milii
ENSXETP00000030044	ENSXETG00000006829	Xenopus_tropicalis	ENSXETT00000019759
ENSECRP00000003378	ENSECRG00000002292	Erpetoichthys_calabaricus	ENSECRT00000003436
ENSEBUP00000016505	ENSEBUG00000010356	Eptatretus_burgeri
ENSCINP00000008821	ENSCING00000004269	Ciona_intestinalis
ENSCSAVP00000018708	ENSCSAVG00000010994	Ciona_savignyi
ENSPTEP00000008471	ENSPTEG00000009626	Piliocolobus_tephrosceles
ENSPTEP00000002290	ENSPTEG00000002697	Piliocolobus_tephrosceles
ENSPTEP00000011199	ENSPTEG00000012634	Piliocolobus_tephrosceles
F27D4.5.1	WBGene00006518	Caenorhabditis_elegans_strain_N2
FBpp0112484	FBgn0039993	Drosophila_melanogaster
