ENSDCDP00000044685	ENSDCDG00000028313	Denticeps_clupeoides
ENSHBUP00000021556	ENSHBUG00000001330	Haplochromis_burtoni
ENSPNYP00000021065	ENSPNYG00000015943	Pundamilia_nyererei
ENSNBRP00000018506	ENSNBRG00000014271	Neolamprologus_brichardi
ENSONIP00000002114	ENSONIG00000001688	Oreochromis_niloticus
ENSACIP00000012035	ENSACIG00000009385	Amphilophus_citrinellus
ENSPRNP00000044936	ENSPRNG00000021816	Parambassis_ranga
ENSMMOP00000019918	ENSMMOG00000015120	Mola_mola
ENSCSEP00000025052	ENSCSEG00000016000	Cynoglossus_semilaevis
ENSTNIP00000010059	ENSTNIG00000007256	Tetraodon_nigroviridis
ENSHCOP00000005129	ENSHCOG00000006750	Hippocampus_comes
ENSPMGP00000024095	ENSPMGG00000019488	Periophthalmus_magnuspinnatus
ENSGMOP00000003879	ENSGMOG00000003664	Gadus_morhua
ENSAPLP00000028471	ENSAPLG00000028794	Anas_platyrhynchos_platyrhynchos
ENSTRUP00000008919	ENSTRUG00000003796	Takifugu_rubripes
ENSSFOP00015025213	ENSSFOG00015016215	Scleropages_formosus
ENSPKIP00000035277	ENSPKIG00000014301	Paramormyrops_kingsleyae
ENSLOCP00000021189	ENSLOCG00000017146	Lepisosteus_oculatus
ENSCMIP00000012337	ENSCMIG00000006291	Callorhinchus_milii	ENSCMIT00000012625
ENSCMIP00000012332	ENSCMIG00000006289	Callorhinchus_milii	ENSCMIT00000012620
ENSVURP00010030156	ENSVURG00010023061	Vombatus_ursinus
ENSPCIP00000031046	ENSPCIG00000023081	Phascolarctos_cinereus
ENSMEUP00000005251	ENSMEUG00000005745	Notamacropus_eugenii
ENSSHAP00000015675	ENSSHAG00000013357	Sarcophilus_harrisii
ENSMODP00000022195	ENSMODG00000017803	Monodelphis_domestica
ENSLAFP00000006548	ENSLAFG00000007801	Loxodonta_africana
ENSPCAP00000003642	ENSPCAG00000003890	Procavia_capensis
ENSDNOP00000021071	ENSDNOG00000039802	Dasypus_novemcinctus
ENSCHOP00000006889	ENSCHOG00000007777	Choloepus_hoffmanni
ENSCCAP00000022291	ENSCCAG00000028924	Cebus_capucinus_imitator
ENSCCAP00000036505	ENSCCAG00000036177	Cebus_capucinus_imitator
ENSSBOP00000009814	ENSSBOG00000021757	Saimiri_boliviensis_boliviensis
ENSCJAP00000076224	ENSCJAG00000004242	Callithrix_jacchus
ENSANAP00000028499	ENSANAG00000032043	Aotus_nancymaae
ENSMFAP00000019434	ENSMFAG00000032714	Macaca_fascicularis
ENSMNEP00000036218	ENSMNEG00000041231	Macaca_nemestrina
ENSCATP00000028350	ENSCATG00000037476	Cercocebus_atys
ENSMLEP00000006316	ENSMLEG00000026392	Mandrillus_leucophaeus
ENSTGEP00000005741	ENSTGEG00000004745	Theropithecus_gelada
ENSPANP00000014897	ENSPANG00000020085	Papio_anubis
ENSCSAP00000012122	ENSCSAG00000016048	Chlorocebus_sabaeus
ENSCANP00000004788	ENSCANG00000016325	Colobus_angolensis_palliatus
ENSPTEP00000026182	ENSPTEG00000026282	Piliocolobus_tephrosceles
ENSRROP00000024232	ENSRROG00000035926	Rhinopithecus_roxellana
ENSRBIP00000033647	ENSRBIG00000040565	Rhinopithecus_bieti
ENSP00000357484	ENSG00000047932	Homo_sapiens
ENSP00000487717	ENSG00000282218	Homo_sapiens
ENSGGOP00000013221	ENSGGOG00000013555	Gorilla_gorilla
ENSPPAP00000039117	ENSPPAG00000042271	Pan_paniscus
ENSPTRP00000031667	ENSPTRG00000018546	Pan_troglodytes
ENSPPYP00000018990	ENSPPYG00000016964	Pongo_abelii
ENSNLEP00000016283	ENSNLEG00000013426	Nomascus_leucogenys
ENSTSYP00000032947	ENSTSYG00000004241	Carlito_syrichta
ENSTSYP00000029378	ENSTSYG00000037568	Carlito_syrichta
ENSPSMP00000032379	ENSPSMG00000022383	Prolemur_simus
ENSMICP00000016820	ENSMICG00000037737	Microcebus_murinus
ENSPCOP00000030601	ENSPCOG00000028025	Propithecus_coquereli
ENSOGAP00000012764	ENSOGAG00000014241	Otolemur_garnettii
ENSUPAP00010027829	ENSUPAG00010021972	Urocitellus_parryii
ENSSDAP00000008520	ENSSDAG00000007759	Spermophilus_dauricus
ENSSTOP00000006000	ENSSTOG00000006712	Ictidomys_tridecemlineatus
ENSMMMP00000017959	ENSMMMG00000015918	Marmota_marmota_marmota
ENSCCNP00000032996	ENSCCNG00000031263	Castor_canadensis
ENSJJAP00000009322	ENSJJAG00000013218	Jaculus_jaculus
MGP_SPRETEiJ_P0024005	MGP_SPRETEiJ_G0016122	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000020008	ENSMUSG00000019861	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000026897	ENSMSIG00000022667	Mus_spicilegus
MGP_CAROLIEiJ_P0022864	MGP_CAROLIEiJ_G0015313	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0086044	MGP_PahariEiJ_G0030730	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000054286	ENSRNOG00000000408	Rattus_norvegicus
ENSMUGP00000017854	ENSMUGG00000015158	Meriones_unguiculatus
ENSCGRP00001010223	ENSCGRG00001012164	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015032732	ENSCGRG00015024685	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000015330	ENSCGRG00000011130	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000005488	ENSMAUG00000007546	Mesocricetus_auratus
ENSPEMP00000019761	ENSPEMG00000017950	Peromyscus_maniculatus_bairdii
ENSMOCP00000023306	ENSMOCG00000020068	Microtus_ochrogaster
ENSNGAP00000020159	ENSNGAG00000019735	Nannospalax_galili
ENSCLAP00000011934	ENSCLAG00000008237	Chinchilla_lanigera
ENSODEP00000007145	ENSODEG00000005332	Octodon_degus
ENSFDAP00000021581	ENSFDAG00000007602	Fukomys_damarensis
ENSFDAP00000012851	ENSFDAG00000020249	Fukomys_damarensis
ENSHGLP00000008103	ENSHGLG00000005867	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100003771	ENSHGLG00100002871	Heterocephalus_glaber_HetGla_1.0
ENSCPOP00000009091	ENSCPOG00000010125	Cavia_porcellus
ENSCAPP00000013383	ENSCAPG00000014011	Cavia_aperea
ENSDORP00000014844	ENSDORG00000015778	Dipodomys_ordii
ENSOCUP00000029366	ENSOCUG00000002627	Oryctolagus_cuniculus
ENSOPRP00000014097	ENSOPRG00000015441	Ochotona_princeps
ENSTBEP00000015201	ENSTBEG00000017477	Tupaia_belangeri
ENSUMAP00000003511	ENSUMAG00000002923	Ursus_maritimus
ENSUAMP00000005367	ENSUAMG00000004775	Ursus_americanus
ENSAMEP00000005832	ENSAMEG00000005518	Ailuropoda_melanoleuca
ENSNVIP00000025061	ENSNVIG00000019395	Neovison_vison
ENSMPUP00000014221	ENSMPUG00000014330	Mustela_putorius_furo
ENSCAFP00020027302	ENSCAFG00020021415	Canis_lupus_dingo
ENSCAFP00000001321	ENSCAFG00000000928	Canis_lupus_familiaris
ENSVVUP00000021673	ENSVVUG00000015918	Vulpes_vulpes
ENSPPRP00000005204	ENSPPRG00000001061	Panthera_pardus
ENSPTIP00000009701	ENSPTIG00000010692	Panthera_tigris_altaica
ENSFCAP00000032129	ENSFCAG00000025564	Felis_catus
ENSEASP00005013098	ENSEASG00005009135	Equus_asinus_asinus
ENSECAP00000007538	ENSECAG00000009566	Equus_caballus
ENSMLUP00000006884	ENSMLUG00000007543	Myotis_lucifugus
ENSPVAP00000004078	ENSPVAG00000004308	Pteropus_vampyrus
ENSBIXP00000010483	ENSBIXG00000015964	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005030406	ENSBIXG00005010544	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000021350	ENSBTAG00000016046	Bos_taurus
ENSBMUP00000013336	ENSBMUG00000010173	Bos_mutus
ENSBBBP00000017515	ENSBBBG00000009979	Bison_bison_bison
ENSCHIP00000018577	ENSCHIG00000017940	Capra_hircus
ENSOARP00000009336	ENSOARG00000008696	Ovis_aries
ENSSSCP00000039549	ENSSSCG00000004253	Sus_scrofa_strain_reference
ENSTTRP00000005294	ENSTTRG00000005609	Tursiops_truncatus
ENSVPAP00000002038	ENSVPAG00000002203	Vicugna_pacos
ENSSARP00000000455	ENSSARG00000000499	Sorex_araneus
ENSEEUP00000004937	ENSEEUG00000005424	Erinaceus_europaeus
ENSETEP00000005143	ENSETEG00000006336	Echinops_telfairi
ENSOANP00000005853	ENSOANG00000003691	Ornithorhynchus_anatinus
ENSACAP00000014036	ENSACAG00000014287	Anolis_carolinensis
ENSPVIP00000005272	ENSPVIG00000004295	Pogona_vitticeps
ENSNSUP00000004954	ENSNSUG00000003934	Notechis_scutatus
ENSSMRP00000016027	ENSSMRG00000012464	Salvator_merianae
ENSSPUP00000012408	ENSSPUG00000009534	Sphenodon_punctatus
ENSTGUP00000012263	ENSTGUG00000011901	Taeniopygia_guttata
ENSLSDP00000002011	ENSLSDG00000001595	Lonchura_striata_domestica
ENSSCAP00000020352	ENSSCAG00000014666	Serinus_canaria
ENSJHYP00000022517	ENSJHYG00000016983	Junco_hyemalis
ENSFALP00000011601	ENSFALG00000011117	Ficedula_albicollis
ENSCCEP00000015824	ENSCCEG00000014920	Cyanistes_caeruleus
ENSPMJP00000018719	ENSPMJG00000014050	Parus_major
ENSMVIP00005025671	ENSMVIG00005017927	Manacus_vitellinus
ENSLCOP00000023089	ENSLCOG00000016204	Lepidothrix_coronata
ENSCPGP00000017575	ENSCPGG00000012322	Calidris_pygmaea
ENSCPUP00000012529	ENSCPUG00000008890	Calidris_pugnax
ENSMGAP00000014108	ENSMGAG00000013351	Meleagris_gallopavo
ENSGALP00000023990	ENSGALG00000014902	Gallus_gallus
ENSCJPP00005010589	ENSCJPG00005009195	Coturnix_japonica
ENSNMEP00000026214	ENSNMEG00000022147	Numida_meleagris
ENSABRP00000021377	ENSABRG00000018181	Anser_brachyrhynchus
ENSLSDP00000002135	ENSLSDG00000001673	Lonchura_striata_domestica
ENSZALP00000006085	ENSZALG00000005601	Zonotrichia_albicollis
ENSMUNP00000015848	ENSMUNG00000012214	Melopsittacus_undulatus
ENSAPLP00000000128	ENSAPLG00000000612	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000011187	ENSAHAG00000008052	Apteryx_haastii
ENSARWP00000015614	ENSARWG00000010768	Apteryx_rowi
ENSAOWP00000008862	ENSAOWG00000006073	Apteryx_owenii
ENSDNVP00000010040	ENSDNVG00000007091	Dromaius_novaehollandiae
ENSNPEP00000008122	ENSNPEG00000006059	Nothoprocta_perdicaria
ENSCPRP00005006022	ENSCPRG00005004309	Crocodylus_porosus
ENSGAGP00000030363	ENSGAGG00000021877	Gopherus_agassizii
ENSCABP00000021272	ENSCABG00000015670	Chelonoidis_abingdonii
ENSCPBP00000026501	ENSCPBG00000018825	Chrysemys_picta_bellii
ENSPSIP00000012117	ENSPSIG00000010909	Pelodiscus_sinensis
ENSXETP00000027694	ENSXETG00000008780	Xenopus_tropicalis
ENSLACP00000007827	ENSLACG00000006932	Latimeria_chalumnae
ENSRNOP00000070262	ENSRNOG00000061091	Rattus_norvegicus
ENSACIP00000012058	ENSACIG00000009407	Amphilophus_citrinellus
ENSECRP00000004298	ENSECRG00000002917	Erpetoichthys_calabaricus
ENSPMAP00000000594	ENSPMAG00000000536	Petromyzon_marinus
ENSEBUP00000017424	ENSEBUG00000010886	Eptatretus_burgeri
ENSCINP00000017767	ENSCING00000008707	Ciona_intestinalis
ENSCSAVP00000009358	ENSCSAVG00000005518	Ciona_savignyi
ZK849.2a.1	WBGene00014101	Caenorhabditis_elegans_strain_N2
