ENSTGUP00000000558	ENSTGUG00000000548	Taeniopygia_guttata
ENSNLEP00000035210	ENSNLEG00000030905	Nomascus_leucogenys
ENSPTEP00000031749	ENSPTEG00000030625	Piliocolobus_tephrosceles
ENSPTEP00000017079	ENSPTEG00000018639	Piliocolobus_tephrosceles
ENSCANP00000019745	ENSCANG00000033315	Colobus_angolensis_palliatus
ENSRBIP00000038715	ENSRBIG00000042851	Rhinopithecus_bieti
ENSRROP00000015121	ENSRROG00000031742	Rhinopithecus_roxellana
ENSMMUP00000045072	ENSMMUG00000003921	Macaca_mulatta
ENSMFAP00000007306	ENSMFAG00000045804	Macaca_fascicularis
ENSMNEP00000019656	ENSMNEG00000033669	Macaca_nemestrina
ENSCATP00000032144	ENSCATG00000039161	Cercocebus_atys
ENSMLEP00000013816	ENSMLEG00000031076	Mandrillus_leucophaeus
ENSPANP00000000251	ENSPANG00000014157	Papio_anubis
ENSPANP00000005088	ENSPANG00000011493	Papio_anubis
ENSTGEP00000017315	ENSTGEG00000013988	Theropithecus_gelada
ENSCSAP00000005689	ENSCSAG00000009441	Chlorocebus_sabaeus
ENSPPAP00000037707	ENSPPAG00000041599	Pan_paniscus
ENSPTRP00000087506	ENSPTRG00000049306	Pan_troglodytes
ENSGGOP00000046830	ENSGGOG00000022210	Gorilla_gorilla
ENSNLEP00000046215	ENSNLEG00000031186	Nomascus_leucogenys
ENSPANP00000047243	ENSPANG00000031908	Papio_anubis
ENSCATP00000014399	ENSCATG00000031240	Cercocebus_atys
ENSMFAP00000005994	ENSMFAG00000002643	Macaca_fascicularis
ENSCANP00000022844	ENSCANG00000034848	Colobus_angolensis_palliatus
ENSSBOP00000019070	ENSSBOG00000026134	Saimiri_boliviensis_boliviensis
ENSCCAP00000036931	ENSCCAG00000036363	Cebus_capucinus_imitator
ENSCJAP00000022611	ENSCJAG00000012337	Callithrix_jacchus
ENSANAP00000015952	ENSANAG00000025841	Aotus_nancymaae
ENSTSYP00000019450	ENSTSYG00000031407	Carlito_syrichta
ENSOGAP00000017512	ENSOGAG00000008281	Otolemur_garnettii
ENSOGAP00000016348	ENSOGAG00000027660	Otolemur_garnettii
ENSPCOP00000021977	ENSPCOG00000023056	Propithecus_coquereli
ENSMICP00000033357	ENSMICG00000037293	Microcebus_murinus
ENSPSMP00000011557	ENSPSMG00000008337	Prolemur_simus
ENSTBEP00000011415	ENSTBEG00000013189	Tupaia_belangeri
ENSMSIP00000008863	ENSMSIG00000007873	Mus_spicilegus
MGP_SPRETEiJ_P0036036	MGP_SPRETEiJ_G0019416	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000028442	ENSMSIG00000023918	Mus_spicilegus
ENSMSIP00000035096	ENSMSIG00000029247	Mus_spicilegus
ENSMUSP00000026989	ENSMUSG00000025871	Mus_musculus_strain_reference_(CL57BL6)
ENSRNOP00000023125	ENSRNOG00000017133	Rattus_norvegicus
ENSMUGP00000020258	ENSMUGG00000017112	Meriones_unguiculatus
ENSPEMP00000000230	ENSPEMG00000000174	Peromyscus_maniculatus_bairdii
ENSPEMP00000014665	ENSPEMG00000014404	Peromyscus_maniculatus_bairdii
ENSCGRP00001016937	ENSCGRG00001017120	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016197	ENSCGRG00000011748	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015024811	ENSCGRG00015018815	Cricetulus_griseus_CriGri-PICR
ENSNGAP00000013249	ENSNGAG00000014894	Nannospalax_galili
ENSJJAP00000008242	ENSJJAG00000012444	Jaculus_jaculus
ENSHGLP00100004779	ENSHGLG00100003622	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010765	ENSHGLG00000007724	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000002658	ENSHGLG00000002003	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007333	ENSHGLG00100005492	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000007712	ENSHGLG00000005591	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000019950	ENSHGLG00000014287	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100025965	ENSHGLG00100019046	Heterocephalus_glaber_HetGla_1.0
ENSCAPP00000001119	ENSCAPG00000001884	Cavia_aperea
ENSCPOP00000028246	ENSCPOG00000039242	Cavia_porcellus
ENSCLAP00000019410	ENSCLAG00000013315	Chinchilla_lanigera
ENSODEP00000014264	ENSODEG00000010548	Octodon_degus
ENSSTOP00000000844	ENSSTOG00000000946	Ictidomys_tridecemlineatus
ENSSTOP00000027957	ENSSTOG00000025591	Ictidomys_tridecemlineatus
ENSMMMP00000001766	ENSMMMG00000001613	Marmota_marmota_marmota
ENSUPAP00010016230	ENSUPAG00010012955	Urocitellus_parryii
ENSSDAP00000004065	ENSSDAG00000003812	Spermophilus_dauricus
ENSCCNP00000013774	ENSCCNG00000014264	Castor_canadensis
ENSOCUP00000042390	ENSOCUG00000012191	Oryctolagus_cuniculus
ENSMLUP00000020145	ENSMLUG00000003498	Myotis_lucifugus
ENSPVAP00000011735	ENSPVAG00000012448	Pteropus_vampyrus
ENSBIXP00000007928	ENSBIXG00000013813	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005015688	ENSBIXG00005019496	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000015420	ENSBTAG00000011608	Bos_taurus
ENSBMUP00000019563	ENSBMUG00000014760	Bos_mutus
ENSBBBP00000025533	ENSBBBG00000009081	Bison_bison_bison
ENSCHIP00000011847	ENSCHIG00000013847	Capra_hircus
ENSCHIP00000013040	ENSCHIG00000014607	Capra_hircus
ENSOARP00000017744	ENSOARG00000016524	Ovis_aries
ENSTTRP00000005063	ENSTTRG00000005376	Tursiops_truncatus
ENSSSCP00000036275	ENSSSCG00000014060	Sus_scrofa_strain_reference
ENSVPAP00000004123	ENSVPAG00000004441	Vicugna_pacos
ENSEASP00005017293	ENSEASG00005011978	Equus_asinus_asinus
ENSECAP00000028546	ENSECAG00000003238	Equus_caballus
ENSUAMP00000005794	ENSUAMG00000005131	Ursus_americanus	ENSUAMT00000006565
ENSUMAP00000034027	ENSUMAG00000024509	Ursus_maritimus	ENSUMAT00000040268
ENSAMEP00000007347	ENSAMEG00000006961	Ailuropoda_melanoleuca	ENSAMET00000007654
ENSNVIP00000027958	ENSNVIG00000021600	Neovison_vison
ENSMPUP00000012485	ENSMPUG00000012579	Mustela_putorius_furo
ENSCAFP00020014203	ENSCAFG00020011491	Canis_lupus_dingo
ENSCAFP00000024561	ENSCAFG00000016704	Canis_lupus_familiaris
ENSVVUP00000002224	ENSVVUG00000001791	Vulpes_vulpes
ENSPPRP00000026887	ENSPPRG00000017956	Panthera_pardus
ENSPTIP00000010973	ENSPTIG00000011543	Panthera_tigris_altaica
ENSFCAP00000038245	ENSFCAG00000007189	Felis_catus
ENSOPRP00000003187	ENSOPRG00000003469	Ochotona_princeps
ENSEEUP00000008016	ENSEEUG00000008812	Erinaceus_europaeus
ENSPCAP00000008267	ENSPCAG00000008839	Procavia_capensis
ENSLAFP00000020136	ENSLAFG00000028878	Loxodonta_africana
ENSETEP00000010515	ENSETEG00000012965	Echinops_telfairi
ENSCHOP00000005411	ENSCHOG00000006123	Choloepus_hoffmanni
ENSXETP00000036072	ENSXETG00000013749	Xenopus_tropicalis
ENSLACP00000016696	ENSLACG00000014705	Latimeria_chalumnae
ENSDCDP00000029235	ENSDCDG00000020839	Denticeps_clupeoides
ENSCHAP00000012895	ENSCHAG00000007129	Clupea_harengus
ENSIPUP00000029484	ENSIPUG00000019934	Ictalurus_punctatus
ENSEEEP00000040048	ENSEEEG00000018989	Electrophorus_electricus
ENSAMXP00000007681	ENSAMXG00000007474	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005018201	ENSAMXG00005009486	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000022086	ENSPNAG00000029328	Pygocentrus_nattereri
ENSDARP00000152044	ENSDARG00000003127	Danio_rerio
ENSHHUP00000014473	ENSHHUG00000008959	Hucho_hucho
ENSHHUP00000085412	ENSHHUG00000049481	Hucho_hucho
ENSELUP00000042936	ENSELUG00000001026	Esox_lucius
ENSGACP00000027549	ENSGACG00000020837	Gasterosteus_aculeatus
ENSPMGP00000008774	ENSPMGG00000007269	Periophthalmus_magnuspinnatus
ENSTNIP00000009378	ENSTNIG00000006603	Tetraodon_nigroviridis
ENSTRUP00000049633	ENSTRUG00000024173	Takifugu_rubripes
ENSMMOP00000022348	ENSMMOG00000016982	Mola_mola
ENSAOCP00000008045	ENSAOCG00000000738	Amphiprion_ocellaris
ENSAPEP00000002028	ENSAPEG00000001507	Amphiprion_percula
ENSAPOP00000030225	ENSAPOG00000016627	Acanthochromis_polyacanthus
ENSSPAP00000007132	ENSSPAG00000005475	Stegastes_partitus
ENSGWIP00000021254	ENSGWIG00000011490	Gouania_willdenowi
ENSPLAP00000007703	ENSPLAG00000010105	Poecilia_latipinna
ENSPFOP00000000630	ENSPFOG00000000664	Poecilia_formosa
ENSPMEP00000034166	ENSPMEG00000023165	Poecilia_mexicana
ENSPREP00000020148	ENSPREG00000013641	Poecilia_reticulata
ENSXMAP00000038352	ENSXMAG00000027508	Xiphophorus_maculatus
ENSXCOP00000025119	ENSXCOG00000018754	Xiphophorus_couchianus
ENSGAFP00000016518	ENSGAFG00000011148	Gambusia_affinis
ENSFHEP00000004892	ENSFHEG00000005816	Fundulus_heteroclitus
ENSCVAP00000020869	ENSCVAG00000002536	Cyprinodon_variegatus
ENSKMAP00000004831	ENSKMAG00000003681	Kryptolebias_marmoratus
ENSORLP00000019303	ENSORLG00000015422	Oryzias_latipes_ASM223467v1
ENSORLP00015013348	ENSORLG00015014233	Oryzias_latipes_ASM223469v1
ENSORLP00020007019	ENSORLG00020007902	Oryzias_latipes_ASM223471v1
ENSOMEP00000000692	ENSOMEG00000001569	Oryzias_melastigma
ENSMZEP00005015661	ENSMZEG00005011754	Maylandia_zebra
ENSACLP00000036116	ENSACLG00000024469	Astatotilapia_calliptera
ENSPNYP00000016896	ENSPNYG00000012818	Pundamilia_nyererei
ENSHBUP00000012698	ENSHBUG00000014413	Haplochromis_burtoni
ENSONIP00000016657	ENSONIG00000013248	Oreochromis_niloticus
ENSNBRP00000018917	ENSNBRG00000014586	Neolamprologus_brichardi
ENSACIP00000016467	ENSACIG00000012827	Amphilophus_citrinellus
ENSCSEP00000016197	ENSCSEG00000010420	Cynoglossus_semilaevis
ENSCGOP00000021883	ENSCGOG00000010525	Cottoperca_gobio
ENSLCRP00005038772	ENSLCRG00005015021	Larimichthys_crocea
ENSLBEP00000018458	ENSLBEG00000014248	Labrus_bergylta
ENSMAMP00000000629	ENSMAMG00000000459	Mastacembelus_armatus
ENSMALP00000015075	ENSMALG00000010590	Monopterus_albus
ENSATEP00000033137	ENSATEG00000022836	Anabas_testudineus
ENSBSLP00000035854	ENSBSLG00000017557	Betta_splendens
ENSPRNP00000009119	ENSPRNG00000005362	Parambassis_ranga
ENSLCAP00010051617	ENSLCAG00010024039	Lates_calcarifer
ENSSMAP00000025560	ENSSMAG00000015644	Scophthalmus_maximus
ENSSDUP00000012250	ENSSDUG00000008926	Seriola_dumerili
ENSSLDP00000002621	ENSSLDG00000002095	Seriola_lalandi_dorsalis
ENSHCOP00000007495	ENSHCOG00000009544	Hippocampus_comes
ENSGMOP00000010025	ENSGMOG00000009385	Gadus_morhua
ENSSFOP00015035244	ENSSFOG00015022453	Scleropages_formosus
ENSPKIP00000000422	ENSPKIG00000019097	Paramormyrops_kingsleyae
ENSSFOP00015023794	ENSSFOG00015015285	Scleropages_formosus
ENSPKIP00000003832	ENSPKIG00000021167	Paramormyrops_kingsleyae
ENSCGOP00000018093	ENSCGOG00000008683	Cottoperca_gobio
ENSGACP00000023856	ENSGACG00000018053	Gasterosteus_aculeatus
ENSLCRP00005026663	ENSLCRG00005010637	Larimichthys_crocea
ENSSMAP00000005369	ENSSMAG00000003315	Scophthalmus_maximus
ENSCSEP00000017124	ENSCSEG00000010995	Cynoglossus_semilaevis
ENSLCAP00010009477	ENSLCAG00010004557	Lates_calcarifer
ENSSDUP00000005822	ENSSDUG00000004305	Seriola_dumerili
ENSAOCP00000003489	ENSAOCG00000000346	Amphiprion_ocellaris
ENSAPEP00000024027	ENSAPEG00000017089	Amphiprion_percula
ENSAPOP00000007814	ENSAPOG00000009836	Acanthochromis_polyacanthus
ENSSPAP00000000081	ENSSPAG00000000079	Stegastes_partitus
ENSACLP00000012048	ENSACLG00000008235	Astatotilapia_calliptera
ENSHBUP00000001525	ENSHBUG00000002686	Haplochromis_burtoni
ENSPNYP00000000407	ENSPNYG00000000314	Pundamilia_nyererei
ENSONIP00000016368	ENSONIG00000013013	Oreochromis_niloticus
ENSPRNP00000025199	ENSPRNG00000012788	Parambassis_ranga
ENSBSLP00000034510	ENSBSLG00000016677	Betta_splendens
ENSTNIP00000013412	ENSTNIG00000010503	Tetraodon_nigroviridis
ENSTRUP00000049922	ENSTRUG00000023836	Takifugu_rubripes
ENSGAFP00000012503	ENSGAFG00000008453	Gambusia_affinis
ENSPFOP00000007007	ENSPFOG00000007047	Poecilia_formosa
ENSXMAP00000021160	ENSXMAG00000028007	Xiphophorus_maculatus
ENSCVAP00000017175	ENSCVAG00000020220	Cyprinodon_variegatus
ENSKMAP00000006286	ENSKMAG00000004783	Kryptolebias_marmoratus
ENSORLP00015021498	ENSORLG00015022722	Oryzias_latipes_ASM223469v1
ENSORLP00000006406	ENSORLG00000005083	Oryzias_latipes_ASM223467v1
ENSORLP00020028837	ENSORLG00020012533	Oryzias_latipes_ASM223471v1
ENSOMEP00000004466	ENSOMEG00000005421	Oryzias_melastigma
ENSGWIP00000014529	ENSGWIG00000008200	Gouania_willdenowi
ENSHCOP00000025732	ENSHCOG00000016096	Hippocampus_comes
ENSGMOP00000002871	ENSGMOG00000002717	Gadus_morhua
ENSHHUP00000040437	ENSHHUG00000025023	Hucho_hucho
ENSELUP00000036490	ENSELUG00000000597	Esox_lucius
ENSDCDP00000020112	ENSDCDG00000016065	Denticeps_clupeoides
ENSDCDP00000012223	ENSDCDG00000007557	Denticeps_clupeoides
ENSCHAP00000015644	ENSCHAG00000008367	Clupea_harengus
ENSLOCP00000013370	ENSLOCG00000010905	Lepisosteus_oculatus
ENSECRP00000023448	ENSECRG00000015869	Erpetoichthys_calabaricus
ENSCMIP00000048294	ENSCMIG00000019747	Callorhinchus_milii
