ENSDCDP00000020755	ENSDCDG00000016419	Denticeps_clupeoides
ENSCHOP00000004395	ENSCHOG00000004962	Choloepus_hoffmanni
ENSLAFP00000018164	ENSLAFG00000031413	Loxodonta_africana	ENSLAFT00000032473
ENSLAFP00000009319	ENSLAFG00000011137	Loxodonta_africana	ENSLAFT00000011137
ENSPCAP00000008046	ENSPCAG00000008644	Procavia_capensis	ENSPCAT00000008610
ENSETEP00000011934	ENSETEG00000014724	Echinops_telfairi	ENSETET00000014725
ENSPPAP00000002632	ENSPPAG00000011370	Pan_paniscus	ENSPPAT00000012496
ENSPTRP00000093418	ENSPTRG00000029350	Pan_troglodytes	ENSPTRT00000086394
ENSP00000382815	ENSG00000183354	Homo_sapiens
ENSGGOP00000024876	ENSGGOG00000028212	Gorilla_gorilla
ENSPPYP00000024699	ENSPPYG00000029402	Pongo_abelii
ENSNLEP00000011090	ENSNLEG00000009104	Nomascus_leucogenys
ENSPTEP00000003111	ENSPTEG00000003678	Piliocolobus_tephrosceles
ENSCANP00000017679	ENSCANG00000032289	Colobus_angolensis_palliatus
ENSRROP00000036339	ENSRROG00000041643	Rhinopithecus_roxellana
ENSRBIP00000025055	ENSRBIG00000036421	Rhinopithecus_bieti
ENSMFAP00000028940	ENSMFAG00000041756	Macaca_fascicularis
ENSMMUP00000067903	ENSMMUG00000018306	Macaca_mulatta
ENSMNEP00000020343	ENSMNEG00000033988	Macaca_nemestrina
ENSTGEP00000025315	ENSTGEG00000020403	Theropithecus_gelada
ENSPANP00000019229	ENSPANG00000025181	Papio_anubis
ENSMLEP00000013685	ENSMLEG00000031007	Mandrillus_leucophaeus
ENSCATP00000011918	ENSCATG00000030148	Cercocebus_atys
ENSCSAP00000005173	ENSCSAG00000008912	Chlorocebus_sabaeus
ENSCCAP00000007223	ENSCCAG00000021354	Cebus_capucinus_imitator
ENSSBOP00000027068	ENSSBOG00000029962	Saimiri_boliviensis_boliviensis
ENSCJAP00000067511	ENSCJAG00000045189	Callithrix_jacchus
ENSANAP00000021983	ENSANAG00000028777	Aotus_nancymaae
ENSTSYP00000021552	ENSTSYG00000030786	Carlito_syrichta
ENSOGAP00000018928	ENSOGAG00000032415	Otolemur_garnettii
ENSOGAP00000017201	ENSOGAG00000030737	Otolemur_garnettii
ENSPCOP00000002084	ENSPCOG00000006427	Propithecus_coquereli
ENSMICP00000043622	ENSMICG00000032366	Microcebus_murinus
ENSPSMP00000002820	ENSPSMG00000002247	Prolemur_simus
ENSTBEP00000012998	ENSTBEG00000014962	Tupaia_belangeri
ENSCCNP00000022104	ENSCCNG00000021794	Castor_canadensis
ENSDORP00000014905	ENSDORG00000015845	Dipodomys_ordii
ENSMUSP00000135696	ENSMUSG00000046138	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0050525	MGP_SPRETEiJ_G0023781	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000030498	ENSMSIG00000025540	Mus_spicilegus
MGP_CAROLIEiJ_P0048534	MGP_CAROLIEiJ_G0022863	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0021498	MGP_PahariEiJ_G0014356	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000032296	ENSRNOG00000026942	Rattus_norvegicus
ENSMUGP00000018977	ENSMUGG00000016096	Meriones_unguiculatus
ENSPEMP00000006374	ENSPEMG00000008620	Peromyscus_maniculatus_bairdii
ENSMOCP00000024579	ENSMOCG00000020946	Microtus_ochrogaster
ENSCGRP00000010013	ENSCGRG00000007313	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001006083	ENSCGRG00001008137	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015029115	ENSCGRG00015021999	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000008158	ENSMAUG00000009640	Mesocricetus_auratus
ENSNGAP00000005427	ENSNGAG00000007726	Nannospalax_galili
ENSJJAP00000014408	ENSJJAG00000016877	Jaculus_jaculus
ENSHGLP00100001233	ENSHGLG00100000979	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000026581	ENSHGLG00000018909	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000010592	ENSFDAG00000006638	Fukomys_damarensis
ENSCLAP00000015440	ENSCLAG00000010624	Chinchilla_lanigera
ENSODEP00000007210	ENSODEG00000005381	Octodon_degus
ENSCAPP00000017804	ENSCAPG00000017380	Cavia_aperea
ENSCPOP00000012098	ENSCPOG00000013437	Cavia_porcellus
ENSMMMP00000002127	ENSMMMG00000001950	Marmota_marmota_marmota
ENSSTOP00000017381	ENSSTOG00000025240	Ictidomys_tridecemlineatus
ENSUPAP00010017188	ENSUPAG00010013689	Urocitellus_parryii
ENSSDAP00000018199	ENSSDAG00000016594	Spermophilus_dauricus
ENSOPRP00000011628	ENSOPRG00000012734	Ochotona_princeps
ENSOPRP00000015996	ENSOPRG00000018716	Ochotona_princeps
ENSOCUP00000029288	ENSOCUG00000016474	Oryctolagus_cuniculus
ENSMLUP00000020816	ENSMLUG00000025033	Myotis_lucifugus
ENSMLUP00000007896	ENSMLUG00000008645	Myotis_lucifugus
ENSPVAP00000003164	ENSPVAG00000003351	Pteropus_vampyrus
ENSECAP00000033159	ENSECAG00000006216	Equus_caballus
ENSEASP00005015309	ENSEASG00005010685	Equus_asinus_asinus
ENSTTRP00000011455	ENSTTRG00000012078	Tursiops_truncatus
ENSVPAP00000011502	ENSVPAG00000012373	Vicugna_pacos
ENSOARP00000014583	ENSOARG00000013600	Ovis_aries
ENSCHIP00000028814	ENSCHIG00000024183	Capra_hircus
ENSBIXP00000037508	ENSBIXG00000004000	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005037920	ENSBIXG00005002637	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000006177	ENSBMUG00000004847	Bos_mutus
ENSBBBP00000026974	ENSBBBG00000023100	Bison_bison_bison
ENSSSCP00000005595	ENSSSCG00000005205	Sus_scrofa_strain_reference
ENSUMAP00000029241	ENSUMAG00000021210	Ursus_maritimus
ENSUAMP00000020887	ENSUAMG00000016440	Ursus_americanus
ENSAMEP00000000980	ENSAMEG00000000945	Ailuropoda_melanoleuca
ENSNVIP00000016714	ENSNVIG00000013081	Neovison_vison
ENSMPUP00000008310	ENSMPUG00000008373	Mustela_putorius_furo
ENSCAFP00000001944	ENSCAFG00000001355	Canis_lupus_familiaris
ENSCAFP00020014217	ENSCAFG00020011509	Canis_lupus_dingo
ENSVVUP00000027638	ENSVVUG00000020292	Vulpes_vulpes
ENSPTIP00000016340	ENSPTIG00000015139	Panthera_tigris_altaica
ENSPPRP00000025303	ENSPPRG00000015557	Panthera_pardus
ENSFCAP00000055602	ENSFCAG00000026234	Felis_catus
ENSSARP00000011853	ENSSARG00000013127	Sorex_araneus
ENSEEUP00000004803	ENSEEUG00000005258	Erinaceus_europaeus
ENSOANP00000030871	ENSOANG00000030539	Ornithorhynchus_anatinus
ENSAOWP00000001211	ENSAOWG00000000846	Apteryx_owenii
ENSAHAP00000009523	ENSAHAG00000006878	Apteryx_haastii
ENSARWP00000006529	ENSARWG00000004609	Apteryx_rowi
ENSDNVP00000021189	ENSDNVG00000014838	Dromaius_novaehollandiae
ENSNPEP00000012631	ENSNPEG00000009433	Nothoprocta_perdicaria
ENSZALP00000015876	ENSZALG00000012954	Zonotrichia_albicollis
ENSSCAP00000001688	ENSSCAG00000001403	Serinus_canaria
ENSTGUP00000005114	ENSTGUG00000004973	Taeniopygia_guttata
ENSTGUP00000005118	ENSTGUG00000004976	Taeniopygia_guttata
ENSLSDP00000018960	ENSLSDG00000013521	Lonchura_striata_domestica
ENSPMJP00000021875	ENSPMJG00000016228	Parus_major
ENSCCEP00000017191	ENSCCEG00000015966	Cyanistes_caeruleus
ENSFALP00000011065	ENSFALG00000010612	Ficedula_albicollis
ENSMVIP00005014103	ENSMVIG00005010181	Manacus_vitellinus
ENSMVIP00005014119	ENSMVIG00005010197	Manacus_vitellinus
ENSLCOP00000005031	ENSLCOG00000003778	Lepidothrix_coronata
ENSCPGP00000012292	ENSCPGG00000008733	Calidris_pygmaea
ENSCPUP00000027461	ENSCPUG00000018496	Calidris_pugnax
ENSMUNP00000020958	ENSMUNG00000015886	Melopsittacus_undulatus
ENSABRP00000025999	ENSABRG00000021786	Anser_brachyrhynchus
ENSAPLP00000003110	ENSAPLG00000003748	Anas_platyrhynchos_platyrhynchos
ENSGALP00000024222	ENSGALG00000015050	Gallus_gallus
ENSMGAP00000005243	ENSMGAG00000005348	Meleagris_gallopavo
ENSCJPP00005003000	ENSCJPG00005003247	Coturnix_japonica
ENSNMEP00000010660	ENSNMEG00000010055	Numida_meleagris
ENSCPRP00005005996	ENSCPRG00005004297	Crocodylus_porosus
ENSGAGP00000025422	ENSGAGG00000018558	Gopherus_agassizii
ENSCABP00000001156	ENSCABG00000000969	Chelonoidis_abingdonii
ENSCPBP00000000294	ENSCPBG00000000133	Chrysemys_picta_bellii
ENSPSIP00000005673	ENSPSIG00000005276	Pelodiscus_sinensis
ENSPVIP00000027960	ENSPVIG00000020769	Pogona_vitticeps
ENSACAP00000004000	ENSACAG00000004132	Anolis_carolinensis
ENSNSUP00000027964	ENSNSUG00000019940	Notechis_scutatus
ENSSMRP00000015857	ENSSMRG00000012326	Salvator_merianae
ENSSPUP00000017379	ENSSPUG00000013438	Sphenodon_punctatus
ENSOANP00000024840	ENSOANG00000015760	Ornithorhynchus_anatinus
ENSXETP00000053216	ENSXETG00000017246	Xenopus_tropicalis
ENSLACP00000013276	ENSLACG00000011689	Latimeria_chalumnae
ENSCMIP00000022511	ENSCMIG00000010139	Callorhinchus_milii
ENSEBUP00000004635	ENSEBUG00000003230	Eptatretus_burgeri
