ENSPPAP00000015558	ENSPPAG00000030910	Pan_paniscus
ENSCLAP00000011752	ENSCLAG00000008107	Chinchilla_lanigera	ENSCLAT00000011890
ENSODEP00000005244	ENSODEG00000003970	Octodon_degus	ENSODET00000005341
ENSCAPP00000015195	ENSCAPG00000015376	Cavia_aperea	ENSCAPT00000018975
ENSCPOP00000022237	ENSCPOG00000010069	Cavia_porcellus	ENSCPOT00000048220
ENSHGLP00000014788	ENSHGLG00000010563	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100026010	ENSHGLG00100019077	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013132	ENSFDAG00000020458	Fukomys_damarensis
ENSCHIP00000033340	ENSCHIG00000026944	Capra_hircus
ENSOARP00000003127	ENSOARG00000002939	Ovis_aries
ENSBIXP00000016689	ENSBIXG00000020803	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000061750	ENSBTAG00000003788	Bos_taurus
ENSBIXP00005004596	ENSBIXG00005010509	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000023904	ENSBMUG00000017936	Bos_mutus
ENSBBBP00000019726	ENSBBBG00000002666	Bison_bison_bison
ENSTTRP00000001743	ENSTTRG00000001853	Tursiops_truncatus
ENSSSCP00000055912	ENSSSCG00000029097	Sus_scrofa_strain_reference
ENSVPAP00000006296	ENSVPAG00000006776	Vicugna_pacos
ENSECAP00000050679	ENSECAG00000017252	Equus_caballus
ENSEASP00005014465	ENSEASG00005010059	Equus_asinus_asinus
ENSMPUP00000015417	ENSMPUG00000015528	Mustela_putorius_furo
ENSNVIP00000030982	ENSNVIG00000023830	Neovison_vison
ENSUMAP00000015041	ENSUMAG00000011078	Ursus_maritimus
ENSUAMP00000010709	ENSUAMG00000008791	Ursus_americanus
ENSAMEP00000011946	ENSAMEG00000011337	Ailuropoda_melanoleuca
ENSCAFP00020030226	ENSCAFG00020023550	Canis_lupus_dingo
ENSCAFP00000017322	ENSCAFG00000011757	Canis_lupus_familiaris
ENSVVUP00000016953	ENSVVUG00000012483	Vulpes_vulpes
ENSPTIP00000019791	ENSPTIG00000017477	Panthera_tigris_altaica
ENSPPRP00000009984	ENSPPRG00000004306	Panthera_pardus
ENSFCAP00000012426	ENSFCAG00000013399	Felis_catus
ENSEEUP00000004150	ENSEEUG00000004565	Erinaceus_europaeus
ENSPVAP00000016238	ENSPVAG00000017211	Pteropus_vampyrus
ENSMLUP00000015572	ENSMLUG00000017075	Myotis_lucifugus
ENSOCUP00000040392	ENSOCUG00000002346	Oryctolagus_cuniculus
ENSOCUP00000019040	ENSOCUG00000023238	Oryctolagus_cuniculus
ENSOPRP00000006474	ENSOPRG00000007072	Ochotona_princeps
ENSSARP00000009432	ENSSARG00000010409	Sorex_araneus
ENSCHOP00000004113	ENSCHOG00000004654	Choloepus_hoffmanni
ENSDNOP00000019211	ENSDNOG00000042718	Dasypus_novemcinctus
ENSLAFP00000025227	ENSLAFG00000007626	Loxodonta_africana
ENSPCAP00000013496	ENSPCAG00000014443	Procavia_capensis
ENSETEP00000009741	ENSETEG00000011999	Echinops_telfairi
ENSVURP00010024851	ENSVURG00010019034	Vombatus_ursinus
ENSPCIP00000013235	ENSPCIG00000010439	Phascolarctos_cinereus
ENSMEUP00000008057	ENSMEUG00000008826	Notamacropus_eugenii
ENSMODP00000056994	ENSMODG00000010901	Monodelphis_domestica
ENSSHAP00000009070	ENSSHAG00000007857	Sarcophilus_harrisii
ENSOANP00000001881	ENSOANG00000001180	Ornithorhynchus_anatinus
ENSABRP00000003029	ENSABRG00000002909	Anser_brachyrhynchus
ENSAPLP00000025976	ENSAPLG00000026840	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000009961	ENSMGAG00000009632	Meleagris_gallopavo
ENSGALP00000047722	ENSGALG00000030097	Gallus_gallus
ENSNMEP00000004083	ENSNMEG00000004544	Numida_meleagris
ENSCJPP00005019930	ENSCJPG00005016103	Coturnix_japonica
ENSPMJP00000025155	ENSPMJG00000018440	Parus_major
ENSCCEP00000016397	ENSCCEG00000015360	Cyanistes_caeruleus
ENSZALP00000004666	ENSZALG00000004367	Zonotrichia_albicollis
ENSJHYP00000005641	ENSJHYG00000004585	Junco_hyemalis
ENSSCAP00000010566	ENSSCAG00000007998	Serinus_canaria
ENSTGUP00000000963	ENSTGUG00000000940	Taeniopygia_guttata
ENSTGUP00000016083	ENSTGUG00000015753	Taeniopygia_guttata
ENSLSDP00000023362	ENSLSDG00000016427	Lonchura_striata_domestica
ENSFALP00000011202	ENSFALG00000010730	Ficedula_albicollis
ENSMVIP00005007485	ENSMVIG00005005603	Manacus_vitellinus
ENSLCOP00000001441	ENSLCOG00000001181	Lepidothrix_coronata
ENSMUNP00000011574	ENSMUNG00000009110	Melopsittacus_undulatus
ENSCPUP00000018263	ENSCPUG00000012571	Calidris_pugnax
ENSCPGP00000023753	ENSCPGG00000016420	Calidris_pygmaea
ENSAOWP00000024873	ENSAOWG00000016824	Apteryx_owenii
ENSARWP00000000253	ENSARWG00000000251	Apteryx_rowi
ENSAHAP00000017788	ENSAHAG00000012620	Apteryx_haastii
ENSDNVP00000026947	ENSDNVG00000018729	Dromaius_novaehollandiae
ENSNPEP00000005977	ENSNPEG00000004510	Nothoprocta_perdicaria
ENSCPRP00005004267	ENSCPRG00005003145	Crocodylus_porosus
ENSCABP00000013077	ENSCABG00000009802	Chelonoidis_abingdonii
ENSGAGP00000033482	ENSGAGG00000023857	Gopherus_agassizii
ENSCPBP00000015095	ENSCPBG00000011198	Chrysemys_picta_bellii
ENSPSIP00000010015	ENSPSIG00000009106	Pelodiscus_sinensis
ENSACAP00000005031	ENSACAG00000005128	Anolis_carolinensis
ENSPVIP00000031442	ENSPVIG00000023128	Pogona_vitticeps
ENSNSUP00000019059	ENSNSUG00000013917	Notechis_scutatus
ENSSMRP00000003254	ENSSMRG00000002729	Salvator_merianae
ENSSPUP00000012452	ENSSPUG00000009530	Sphenodon_punctatus
ENSXETP00000002457	ENSXETG00000005431	Xenopus_tropicalis
ENSLACP00000019953	ENSLACG00000017540	Latimeria_chalumnae
ENSDCDP00000024191	ENSDCDG00000018128	Denticeps_clupeoides
ENSCHAP00000022799	ENSCHAG00000011153	Clupea_harengus
ENSAMXP00005022543	ENSAMXG00005011559	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000037182	ENSAMXG00000020184	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000016143	ENSPNAG00000022262	Pygocentrus_nattereri
ENSEEEP00000013528	ENSEEEG00000006762	Electrophorus_electricus
ENSIPUP00000024572	ENSIPUG00000016552	Ictalurus_punctatus
ENSDARP00000054025	ENSDARG00000037158	Danio_rerio
ENSLCRP00005045097	ENSLCRG00005017239	Larimichthys_crocea
ENSLBEP00000009552	ENSLBEG00000007389	Labrus_bergylta
ENSCGOP00000018552	ENSCGOG00000008639	Cottoperca_gobio
ENSGACP00000009725	ENSGACG00000007316	Gasterosteus_aculeatus
ENSSDUP00000017566	ENSSDUG00000012833	Seriola_dumerili
ENSSLDP00000020794	ENSSLDG00000016252	Seriola_lalandi_dorsalis
ENSLCAP00010012835	ENSLCAG00010006074	Lates_calcarifer
ENSSMAP00000003077	ENSSMAG00000001903	Scophthalmus_maximus
ENSCSEP00000008337	ENSCSEG00000005334	Cynoglossus_semilaevis
ENSATEP00000034518	ENSATEG00000023708	Anabas_testudineus
ENSBSLP00000045017	ENSBSLG00000021354	Betta_splendens
ENSMALP00000010218	ENSMALG00000007278	Monopterus_albus
ENSMAMP00000035275	ENSMAMG00000023676	Mastacembelus_armatus
ENSAOCP00000014022	ENSAOCG00000018616	Amphiprion_ocellaris
ENSAPEP00000026254	ENSAPEG00000018662	Amphiprion_percula
ENSAPOP00000020955	ENSAPOG00000001181	Acanthochromis_polyacanthus
ENSSPAP00000023736	ENSSPAG00000017923	Stegastes_partitus
ENSPRNP00000044103	ENSPRNG00000021468	Parambassis_ranga
ENSXCOP00000011867	ENSXCOG00000008971	Xiphophorus_couchianus
ENSXMAP00000010698	ENSXMAG00000010657	Xiphophorus_maculatus
ENSGAFP00000004256	ENSGAFG00000002877	Gambusia_affinis
ENSPFOP00000009443	ENSPFOG00000009381	Poecilia_formosa
ENSPMEP00000031619	ENSPMEG00000018919	Poecilia_mexicana
ENSPLAP00000024830	ENSPLAG00000011374	Poecilia_latipinna
ENSPREP00000012389	ENSPREG00000008415	Poecilia_reticulata
ENSFHEP00000031098	ENSFHEG00000016809	Fundulus_heteroclitus
ENSCVAP00000031178	ENSCVAG00000020283	Cyprinodon_variegatus
ENSKMAP00000017893	ENSKMAG00000013320	Kryptolebias_marmoratus
ENSOMEP00000009454	ENSOMEG00000010687	Oryzias_melastigma
ENSORLP00000024750	ENSORLG00000019932	Oryzias_latipes_ASM223467v1
ENSMZEP00005020996	ENSMZEG00005015755	Maylandia_zebra
ENSACLP00000018379	ENSACLG00000012547	Astatotilapia_calliptera
ENSPNYP00000006983	ENSPNYG00000005348	Pundamilia_nyererei
ENSHBUP00000018695	ENSHBUG00000020825	Haplochromis_burtoni
ENSNBRP00000001336	ENSNBRG00000001101	Neolamprologus_brichardi
ENSONIP00000008524	ENSONIG00000006750	Oreochromis_niloticus
ENSACIP00000001203	ENSACIG00000001005	Amphilophus_citrinellus
ENSGWIP00000023544	ENSGWIG00000012558	Gouania_willdenowi
ENSHCOP00000004971	ENSHCOG00000006534	Hippocampus_comes
ENSTRUP00000035512	ENSTRUG00000013885	Takifugu_rubripes
ENSTNIP00000012542	ENSTNIG00000009664	Tetraodon_nigroviridis
ENSMMOP00000011689	ENSMMOG00000008982	Mola_mola
ENSGMOP00000006669	ENSGMOG00000006282	Gadus_morhua
ENSHHUP00000027934	ENSHHUG00000017746	Hucho_hucho
ENSHHUP00000085646	ENSHHUG00000049602	Hucho_hucho
ENSELUP00000003363	ENSELUG00000004595	Esox_lucius
ENSSFOP00015034038	ENSSFOG00015021697	Scleropages_formosus
ENSPKIP00000002971	ENSPKIG00000020659	Paramormyrops_kingsleyae
ENSLOCP00000004361	ENSLOCG00000003672	Lepisosteus_oculatus
ENSLACP00000004238	ENSLACG00000003772	Latimeria_chalumnae
ENSECRP00000026735	ENSECRG00000018062	Erpetoichthys_calabaricus
ENSCMIP00000042411	ENSCMIG00000017636	Callorhinchus_milii
ENSPMAP00000004441	ENSPMAG00000004047	Petromyzon_marinus
ENSEBUP00000008853	ENSEBUG00000005726	Eptatretus_burgeri
ENSCINP00000006300	ENSCING00000003107	Ciona_intestinalis
ENSCSAVP00000013593	ENSCSAVG00000007967	Ciona_savignyi
