ENSSSCP00000012147	ENSSSCG00000011394	Sus_scrofa_strain_reference
ENSCATP00000016272	ENSCATG00000032064	Cercocebus_atys
ENSOARP00000011928	ENSOARG00000011125	Ovis_aries
ENSNLEP00000008460	ENSNLEG00000006932	Nomascus_leucogenys
ENSUMAP00000030516	ENSUMAG00000022039	Ursus_maritimus	ENSUMAT00000036057
ENSPPYP00000015503	ENSPPYG00000013855	Pongo_abelii
ENSUAMP00000037433	ENSUAMG00000028346	Ursus_americanus	ENSUAMT00000041669
ENSDORP00000003872	ENSDORG00000004146	Dipodomys_ordii
ENSCPBP00000003061	ENSCPBG00000002465	Chrysemys_picta_bellii
ENSMUNP00000000790	ENSMUNG00000000736	Melopsittacus_undulatus
ENSPTRP00000025792	ENSPTRG00000014943	Pan_troglodytes
ENSPEMP00000019657	ENSPEMG00000017873	Peromyscus_maniculatus_bairdii
ENSHGLP00000011469	ENSHGLG00000008224	Heterocephalus_glaber_HetGla_female_1.0
ENSMLEP00000016862	ENSMLEG00000032642	Mandrillus_leucophaeus
ENSSPUP00000002515	ENSSPUG00000001946	Sphenodon_punctatus
ENSNGAP00000014525	ENSNGAG00000015804	Nannospalax_galili
ENSSMRP00000009919	ENSSMRG00000007888	Salvator_merianae
ENSCANP00000039877	ENSCANG00000043615	Colobus_angolensis_palliatus
ENSPVAP00000006429	ENSPVAG00000006811	Pteropus_vampyrus
MGP_PahariEiJ_P0025466	MGP_PahariEiJ_G0015529	Mus_pahari_strain_PAHARI_EIJ
ENSSBOP00000002010	ENSSBOG00000010277	Saimiri_boliviensis_boliviensis
ENSCABP00000021162	ENSCABG00000015593	Chelonoidis_abingdonii
ENSPTEP00000002389	ENSPTEG00000002847	Piliocolobus_tephrosceles
ENSPVIP00000033413	ENSPVIG00000024417	Pogona_vitticeps
ENSCHIP00000003282	ENSCHIG00000007341	Capra_hircus
ENSGGOP00000014122	ENSGGOG00000014459	Gorilla_gorilla
ENSARWP00000017206	ENSARWG00000011849	Apteryx_rowi
ENSDNVP00000017029	ENSDNVG00000011901	Dromaius_novaehollandiae
ENSBIXP00005005110	ENSBIXG00005010924	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSTGEP00000005933	ENSTGEG00000004898	Theropithecus_gelada
ENSEASP00005017083	ENSEASG00005011832	Equus_asinus_asinus
ENSHGLP00000018398	ENSHGLG00000013189	Heterocephalus_glaber_HetGla_female_1.0
ENSANAP00000039610	ENSANAG00000037161	Aotus_nancymaae
ENSCSAP00000010544	ENSCSAG00000014417	Chlorocebus_sabaeus
ENSMAUP00000015212	ENSMAUG00000014741	Mesocricetus_auratus
ENSP00000266022	ENSG00000004534	Homo_sapiens
ENSCCNP00000017762	ENSCCNG00000018068	Castor_canadensis
ENSTBEP00000003383	ENSTBEG00000003847	Tupaia_belangeri
ENSHGLP00000007945	ENSHGLG00000005755	Heterocephalus_glaber_HetGla_female_1.0
ENSOANP00000010463	ENSOANG00000006556	Ornithorhynchus_anatinus
ENSNPEP00000017251	ENSNPEG00000012848	Nothoprocta_perdicaria
ENSMOCP00000001425	ENSMOCG00000001081	Microtus_ochrogaster
ENSLCOP00000001571	ENSLCOG00000001278	Lepidothrix_coronata
ENSSCAP00000000161	ENSSCAG00000000150	Serinus_canaria
ENSPPAP00000023565	ENSPPAG00000034940	Pan_paniscus
ENSAHAP00000021081	ENSAHAG00000014807	Apteryx_haastii
ENSACAP00000008374	ENSACAG00000008480	Anolis_carolinensis
ENSSTOP00000027713	ENSSTOG00000002392	Ictidomys_tridecemlineatus
ENSCLAP00000017471	ENSCLAG00000012000	Chinchilla_lanigera
ENSJHYP00000008489	ENSJHYG00000006716	Junco_hyemalis
ENSSBOP00000008851	ENSSBOG00000021296	Saimiri_boliviensis_boliviensis
ENSCPGP00000004288	ENSCPGG00000003155	Calidris_pygmaea
ENSCCAP00000008465	ENSCCAG00000021925	Cebus_capucinus_imitator
ENSTGEP00000019560	ENSTGEG00000015753	Theropithecus_gelada
ENSMOCP00000013720	ENSMOCG00000013425	Microtus_ochrogaster
ENSSHAP00000021418	ENSSHAG00000018151	Sarcophilus_harrisii	ENSSHAT00000021591
ENSMNEP00000014998	ENSMNEG00000031606	Macaca_nemestrina
ENSMVIP00005020799	ENSMVIG00005014649	Manacus_vitellinus
ENSVURP00010023355	ENSVURG00010017883	Vombatus_ursinus	ENSVURT00010026583
ENSFDAP00000005430	ENSFDAG00000014451	Fukomys_damarensis
ENSLAFP00000005650	ENSLAFG00000006727	Loxodonta_africana
ENSCAPP00000016558	ENSCAPG00000016413	Cavia_aperea
ENSPSMP00000020052	ENSPSMG00000014147	Prolemur_simus
ENSPCAP00000005019	ENSPCAG00000005277	Procavia_capensis
ENSBTAP00000008300	ENSBTAG00000006328	Bos_taurus
ENSMAUP00000021666	ENSMAUG00000019328	Mesocricetus_auratus
ENSMGAP00000002286	ENSMGAG00000002602	Meleagris_gallopavo
ENSEEUP00000001565	ENSEEUG00000001717	Erinaceus_europaeus
ENSMICP00000014736	ENSMICG00000016174	Microcebus_murinus
ENSPCIP00000028846	ENSPCIG00000021533	Phascolarctos_cinereus	ENSPCIT00000035511
ENSCAFP00000016079	ENSCAFG00000010914	Canis_lupus_familiaris
ENSRNOP00000024939	ENSRNOG00000018333	Rattus_norvegicus
ENSBMUP00000028612	ENSBMUG00000021431	Bos_mutus
ENSPPRP00000013308	ENSPPRG00000006572	Panthera_pardus
ENSOPRP00000013821	ENSOPRG00000015113	Ochotona_princeps
ENSAOWP00000011961	ENSAOWG00000008198	Apteryx_owenii
ENSGAGP00000010147	ENSGAGG00000007961	Gopherus_agassizii
ENSCCEP00000028062	ENSCCEG00000024331	Cyanistes_caeruleus
ENSSARP00000008776	ENSSARG00000009707	Sorex_araneus
ENSGAGP00000010140	ENSGAGG00000007955	Gopherus_agassizii
ENSMFAP00000006903	ENSMFAG00000040603	Macaca_fascicularis
ENSVVUP00000040132	ENSVVUG00000028652	Vulpes_vulpes
ENSFALP00000009355	ENSFALG00000008967	Ficedula_albicollis
ENSMODP00000044711	ENSMODG00000012312	Monodelphis_domestica	ENSMODT00000065929
ENSTSYP00000011907	ENSTSYG00000012969	Carlito_syrichta
ENSDNOP00000034213	ENSDNOG00000011746	Dasypus_novemcinctus	ENSDNOT00000034304
ENSTTRP00000007294	ENSTTRG00000007713	Tursiops_truncatus
ENSETEP00000010355	ENSETEG00000012770	Echinops_telfairi	ENSETET00000012771
ENSMPUP00000013171	ENSMPUG00000013269	Mustela_putorius_furo
ENSPSIP00000017749	ENSPSIG00000015728	Pelodiscus_sinensis
ENSMLUP00000007169	ENSMLUG00000007824	Myotis_lucifugus
ENSUPAP00010028719	ENSUPAG00010022656	Urocitellus_parryii
ENSJJAP00000014271	ENSJJAG00000016774	Jaculus_jaculus
MGP_SPRETEiJ_P0093510	MGP_SPRETEiJ_G0033806	Mus_spretus_strain_SPRET/EiJ
ENSNVIP00000000704	ENSNVIG00000000576	Neovison_vison
MGP_CAROLIEiJ_P0089787	MGP_CAROLIEiJ_G0032661	Mus_caroli_strain_CAROLI_EIJ
ENSPSIP00000014798	ENSPSIG00000013252	Pelodiscus_sinensis
ENSRROP00000010050	ENSRROG00000029411	Rhinopithecus_roxellana
ENSECAP00000013186	ENSECAG00000015226	Equus_caballus
ENSPCOP00000007060	ENSPCOG00000014743	Propithecus_coquereli
ENSOCUP00000010014	ENSOCUG00000011638	Oryctolagus_cuniculus
ENSMSIP00000027985	ENSMSIG00000023504	Mus_spicilegus
ENSMUGP00000020591	ENSMUGG00000017367	Meriones_unguiculatus
ENSFCAP00000013576	ENSFCAG00000014634	Felis_catus
ENSMSIP00000032291	ENSMSIG00000027062	Mus_spicilegus
ENSVPAP00000008734	ENSVPAG00000009385	Vicugna_pacos
ENSPMJP00000006081	ENSPMJG00000005199	Parus_major
ENSNSUP00000006960	ENSNSUG00000005508	Notechis_scutatus
ENSNSUP00000006964	ENSNSUG00000005511	Notechis_scutatus
ENSODEP00000025089	ENSODEG00000018362	Octodon_degus
ENSCHOP00000007848	ENSCHOG00000008859	Choloepus_hoffmanni	ENSCHOT00000008890
