ENSCPGP00000026463	ENSCPGG00000018243	Calidris_pygmaea
ENSPMEP00000026622	ENSPMEG00000010407	Poecilia_mexicana
ENSPLAP00000000884	ENSPLAG00000001806	Poecilia_latipinna
ENSPREP00000012758	ENSPREG00000008663	Poecilia_reticulata
ENSXMAP00000010730	ENSXMAG00000010711	Xiphophorus_maculatus
ENSXCOP00000021539	ENSXCOG00000016126	Xiphophorus_couchianus
ENSGAFP00000003948	ENSGAFG00000002696	Gambusia_affinis
ENSCVAP00000031126	ENSCVAG00000020161	Cyprinodon_variegatus
ENSFHEP00000013966	ENSFHEG00000015501	Fundulus_heteroclitus
ENSKMAP00000027783	ENSKMAG00000020611	Kryptolebias_marmoratus
ENSORLP00020021149	ENSORLG00020022606	Oryzias_latipes_ASM223471v1
ENSORLP00000005495	ENSORLG00000004385	Oryzias_latipes_ASM223467v1
ENSORLP00015008023	ENSORLG00015008838	Oryzias_latipes_ASM223469v1
ENSOMEP00000009638	ENSOMEG00000010858	Oryzias_melastigma
ENSGWIP00000023601	ENSGWIG00000012594	Gouania_willdenowi
ENSGMOP00000001203	ENSGMOG00000001161	Gadus_morhua
ENSHHUP00000016049	ENSHHUG00000009972	Hucho_hucho
ENSELUP00000023821	ENSELUG00000022642	Esox_lucius
ENSPKIP00000002377	ENSPKIG00000020294	Paramormyrops_kingsleyae
ENSSFOP00015015066	ENSSFOG00015009742	Scleropages_formosus
ENSLOCP00000004512	ENSLOCG00000003786	Lepisosteus_oculatus
ENSECRP00000027327	ENSECRG00000018504	Erpetoichthys_calabaricus
ENSCMIP00000045537	ENSCMIG00000018785	Callorhinchus_milii
ENSEBUP00000008160	ENSEBUG00000005287	Eptatretus_burgeri
ENSCINP00000022793	ENSCING00000012106	Ciona_intestinalis
ENSCSAVP00000010307	ENSCSAVG00000006074	Ciona_savignyi
FBpp0308218	FBgn0265174	Drosophila_melanogaster
T09B4.1.2	WBGene00020375	Caenorhabditis_elegans_strain_N2
YBR004C_mRNA	YBR004C	Saccharomyces_cerevisiae_strain_S288C
