ENSPMJP00000025537	ENSPMJG00000018694	Parus_major
ENSACIP00000006050	ENSACIG00000004730	Amphilophus_citrinellus
ENSMAMP00000016588	ENSMAMG00000011223	Mastacembelus_armatus
ENSMAMP00000016596	ENSMAMG00000011247	Mastacembelus_armatus
ENSMALP00000005363	ENSMALG00000003825	Monopterus_albus
ENSATEP00000007471	ENSATEG00000005249	Anabas_testudineus
ENSATEP00000007430	ENSATEG00000005217	Anabas_testudineus
ENSATEP00000007050	ENSATEG00000004955	Anabas_testudineus
ENSATEP00000007079	ENSATEG00000004986	Anabas_testudineus
ENSPMGP00000006266	ENSPMGG00000005283	Periophthalmus_magnuspinnatus
ENSGMOP00000009707	ENSGMOG00000009060	Gadus_morhua
ENSSFOP00015009933	ENSSFOG00015006464	Scleropages_formosus
ENSLOCP00000001350	ENSLOCG00000001189	Lepisosteus_oculatus	ENSLOCT00000001355
ENSECRP00000025356	ENSECRG00000017021	Erpetoichthys_calabaricus	ENSECRT00000025897
ENSLACP00000001792	ENSLACG00000001599	Latimeria_chalumnae
ENSCMIP00000010158	ENSCMIG00000005347	Callorhinchus_milii
ENSEBUP00000000178	ENSEBUG00000000397	Eptatretus_burgeri
