ENSUMAP00000021733	ENSUMAG00000015900	Ursus_maritimus
ENSCPUP00000019095	ENSCPUG00000013165	Calidris_pugnax
ENSCPGP00000011497	ENSCPGG00000008188	Calidris_pygmaea
ENSMUNP00000008789	ENSMUNG00000006954	Melopsittacus_undulatus
ENSLCOP00000014665	ENSLCOG00000010506	Lepidothrix_coronata
ENSMVIP00005009859	ENSMVIG00005007253	Manacus_vitellinus
ENSPMJP00000007197	ENSPMJG00000005969	Parus_major
ENSCCEP00000014944	ENSCCEG00000014211	Cyanistes_caeruleus
ENSTGUP00000001086	ENSTGUG00000001055	Taeniopygia_guttata
ENSTGUP00000017244	ENSTGUG00000016960	Taeniopygia_guttata
ENSLSDP00000002358	ENSLSDG00000001887	Lonchura_striata_domestica
ENSSCAP00000011916	ENSSCAG00000008907	Serinus_canaria
ENSZALP00000020102	ENSZALG00000015858	Zonotrichia_albicollis
ENSJHYP00000010597	ENSJHYG00000008319	Junco_hyemalis
ENSFALP00000007444	ENSFALG00000007135	Ficedula_albicollis
ENSABRP00000001807	ENSABRG00000001831	Anser_brachyrhynchus
ENSAPLP00000008904	ENSAPLG00000009205	Anas_platyrhynchos_platyrhynchos
ENSGALP00000068369	ENSGALG00000007356	Gallus_gallus
ENSCJPP00005003561	ENSCJPG00005003713	Coturnix_japonica
ENSMGAP00000006548	ENSMGAG00000006533	Meleagris_gallopavo
ENSNMEP00000009126	ENSNMEG00000008854	Numida_meleagris
ENSAHAP00000026325	ENSAHAG00000018335	Apteryx_haastii
ENSARWP00000005895	ENSARWG00000004204	Apteryx_rowi
ENSAOWP00000027654	ENSAOWG00000018640	Apteryx_owenii
ENSDNVP00000007643	ENSDNVG00000005426	Dromaius_novaehollandiae
ENSNPEP00000006445	ENSNPEG00000004817	Nothoprocta_perdicaria
ENSCPRP00005011067	ENSCPRG00005007912	Crocodylus_porosus
ENSCABP00000002784	ENSCABG00000002136	Chelonoidis_abingdonii
ENSGAGP00000012590	ENSGAGG00000009670	Gopherus_agassizii
ENSCPBP00000022167	ENSCPBG00000015870	Chrysemys_picta_bellii
ENSPSIP00000017167	ENSPSIG00000015241	Pelodiscus_sinensis
ENSPVIP00000032068	ENSPVIG00000023539	Pogona_vitticeps
ENSACAP00000007404	ENSACAG00000007522	Anolis_carolinensis
ENSNSUP00000002167	ENSNSUG00000001835	Notechis_scutatus
ENSSMRP00000018311	ENSSMRG00000014243	Salvator_merianae
ENSSPUP00000022888	ENSSPUG00000017563	Sphenodon_punctatus
ENSXETP00000042495	ENSXETG00000010329	Xenopus_tropicalis
ENSLACP00000012416	ENSLACG00000010936	Latimeria_chalumnae
ENSSFOP00015026682	ENSSFOG00015017144	Scleropages_formosus
ENSPKIP00000027286	ENSPKIG00000009420	Paramormyrops_kingsleyae
ENSSFOP00015009612	ENSSFOG00015006234	Scleropages_formosus
ENSPKIP00000029357	ENSPKIG00000010640	Paramormyrops_kingsleyae
ENSTRUP00000007083	ENSTRUG00000003034	Takifugu_rubripes
ENSTNIP00000011561	ENSTNIG00000008710	Tetraodon_nigroviridis
ENSCSEP00000011041	ENSCSEG00000007080	Cynoglossus_semilaevis
ENSFHEP00000006502	ENSFHEG00000007591	Fundulus_heteroclitus
ENSCVAP00000011003	ENSCVAG00000013205	Cyprinodon_variegatus
ENSXMAP00000031694	ENSXMAG00000022332	Xiphophorus_maculatus
ENSXCOP00000004792	ENSXCOG00000003759	Xiphophorus_couchianus
ENSGAFP00000017414	ENSGAFG00000011780	Gambusia_affinis
ENSPREP00000019197	ENSPREG00000012982	Poecilia_reticulata
ENSKMAP00000020423	ENSKMAG00000015167	Kryptolebias_marmoratus
ENSORLP00000005630	ENSORLG00000004482	Oryzias_latipes_ASM223467v1
ENSORLP00015004387	ENSORLG00015005163	Oryzias_latipes_ASM223469v1
ENSORLP00020007885	ENSORLG00020008783	Oryzias_latipes_ASM223471v1
ENSOMEP00000019524	ENSOMEG00000021342	Oryzias_melastigma
ENSGWIP00000043510	ENSGWIG00000021745	Gouania_willdenowi
ENSMZEP00005021914	ENSMZEG00005016425	Maylandia_zebra
ENSACLP00000014571	ENSACLG00000009926	Astatotilapia_calliptera
ENSPNYP00000009807	ENSPNYG00000007426	Pundamilia_nyererei
ENSHBUP00000000325	ENSHBUG00000001474	Haplochromis_burtoni
ENSNBRP00000017290	ENSNBRG00000013360	Neolamprologus_brichardi
ENSONIP00000004709	ENSONIG00000003745	Oreochromis_niloticus
ENSACIP00000018768	ENSACIG00000014626	Amphilophus_citrinellus
ENSAPEP00000004332	ENSAPEG00000003120	Amphiprion_percula
ENSAOCP00000028013	ENSAOCG00000017379	Amphiprion_ocellaris
ENSAPOP00000023997	ENSAPOG00000006162	Acanthochromis_polyacanthus
ENSSPAP00000005997	ENSSPAG00000004626	Stegastes_partitus
ENSLCRP00005008429	ENSLCRG00005004040	Larimichthys_crocea
ENSMMOP00000007237	ENSMMOG00000005627	Mola_mola
ENSCGOP00000051529	ENSCGOG00000022786	Cottoperca_gobio
ENSLBEP00000035968	ENSLBEG00000026950	Labrus_bergylta
ENSPRNP00000053769	ENSPRNG00000025300	Parambassis_ranga
ENSSDUP00000004765	ENSSDUG00000003530	Seriola_dumerili
ENSSLDP00000017536	ENSSLDG00000013832	Seriola_lalandi_dorsalis
ENSLCAP00010027383	ENSLCAG00010012869	Lates_calcarifer
ENSLCAP00010005152	ENSLCAG00010002612	Lates_calcarifer
ENSSMAP00000005266	ENSSMAG00000003241	Scophthalmus_maximus
ENSMALP00000026057	ENSMALG00000018106	Monopterus_albus
ENSMAMP00000020759	ENSMAMG00000013963	Mastacembelus_armatus
ENSATEP00000026984	ENSATEG00000018658	Anabas_testudineus
ENSBSLP00000056393	ENSBSLG00000026289	Betta_splendens
ENSGACP00000002163	ENSGACG00000001656	Gasterosteus_aculeatus
ENSHCOP00000014154	ENSHCOG00000017436	Hippocampus_comes
ENSGMOP00000002622	ENSGMOG00000002475	Gadus_morhua
ENSHHUP00000024011	ENSHHUG00000015074	Hucho_hucho
ENSHHUP00000001944	ENSHHUG00000001277	Hucho_hucho
ENSELUP00000002689	ENSELUG00000004025	Esox_lucius
ENSAMXP00005047523	ENSAMXG00005021809	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000046490	ENSAMXG00000043547	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000008434	ENSPNAG00000014045	Pygocentrus_nattereri
ENSEEEP00000049209	ENSEEEG00000023124	Electrophorus_electricus
ENSIPUP00000016951	ENSIPUG00000011487	Ictalurus_punctatus
ENSDARP00000082752	ENSDARG00000061710	Danio_rerio
ENSDCDP00000020896	ENSDCDG00000016489	Denticeps_clupeoides
ENSCHAP00000024276	ENSCHAG00000011925	Clupea_harengus
ENSLOCP00000008927	ENSLOCG00000007364	Lepisosteus_oculatus
ENSECRP00000021738	ENSECRG00000014680	Erpetoichthys_calabaricus
ENSCMIP00000009958	ENSCMIG00000005225	Callorhinchus_milii
