ENSMODP00000040576	ENSMODG00000025743	Monodelphis_domestica	ENSMODT00000043681
ENSMODP00000041354	ENSMODG00000036681	Monodelphis_domestica	ENSMODT00000088578
ENSSHAP00000007171	ENSSHAG00000006230	Sarcophilus_harrisii	ENSSHAT00000007233
ENSEEUP00000004917	ENSEEUG00000005422	Erinaceus_europaeus	ENSEEUT00000005403
ENSSARP00000008744	ENSSARG00000009682	Sorex_araneus	ENSSART00000009675
ENSECAP00000010304	ENSECAG00000012590	Equus_caballus
ENSSDAP00000015011	ENSSDAG00000013528	Spermophilus_dauricus
ENSSTOP00000008795	ENSSTOG00000009814	Ictidomys_tridecemlineatus
ENSHGLP00100015322	ENSHGLG00100011325	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000011097	ENSHGLG00000007963	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000002833	ENSFDAG00000012433	Fukomys_damarensis
ENSCLAP00000013867	ENSCLAG00000009591	Chinchilla_lanigera
ENSCAPP00000008140	ENSCAPG00000009903	Cavia_aperea
ENSCPOP00000009379	ENSCPOG00000010443	Cavia_porcellus
ENSDORP00000014104	ENSDORG00000014987	Dipodomys_ordii
ENSPCOP00000016368	ENSPCOG00000019952	Propithecus_coquereli
ENSMICP00000009802	ENSMICG00000010762	Microcebus_murinus
ENSPSMP00000019720	ENSPSMG00000013926	Prolemur_simus
ENSPVAP00000014533	ENSPVAG00000015414	Pteropus_vampyrus
ENSMLUP00000014467	ENSMLUG00000015887	Myotis_lucifugus
ENSEASP00005030332	ENSEASG00005020658	Equus_asinus_asinus
ENSOCUP00000028063	ENSOCUG00000001659	Oryctolagus_cuniculus
ENSPCAP00000006694	ENSPCAG00000007206	Procavia_capensis
ENSDNOP00000031634	ENSDNOG00000045163	Dasypus_novemcinctus
ENSCCNP00000007695	ENSCCNG00000008176	Castor_canadensis
ENSOANP00000025363	ENSOANG00000019982	Ornithorhynchus_anatinus
ENSLSDP00000023250	ENSLSDG00000016362	Lonchura_striata_domestica
ENSSCAP00000018254	ENSSCAG00000013215	Serinus_canaria
ENSJHYP00000003261	ENSJHYG00000002697	Junco_hyemalis
ENSCCEP00000006947	ENSCCEG00000007384	Cyanistes_caeruleus
ENSPMJP00000009524	ENSPMJG00000007610	Parus_major
ENSNMEP00000021013	ENSNMEG00000018020	Numida_meleagris
