ENSDARP00000125377	ENSDARG00000096118	Danio_rerio
ENSGALP00000057738	ENSGALG00000029837	Gallus_gallus
ENSJHYP00000011989	ENSJHYG00000009355	Junco_hyemalis
ENSCPGP00000019967	ENSCPGG00000013988	Calidris_pygmaea
ENSAHAP00000004250	ENSAHAG00000003313	Apteryx_haastii
ENSCGRP00001009463	ENSCGRG00001011578	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000022630	ENSCGRG00000016399	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015035111	ENSCGRG00015026374	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000007877	ENSMAUG00000009438	Mesocricetus_auratus
ENSMOCP00000020558	ENSMOCG00000018204	Microtus_ochrogaster
MGP_SPRETEiJ_P0069848	MGP_SPRETEiJ_G0028062	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000128352	ENSMUSG00000038803	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000015926	ENSMSIG00000013698	Mus_spicilegus
MGP_CAROLIEiJ_P0067222	MGP_CAROLIEiJ_G0027067	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0081811	MGP_PahariEiJ_G0029314	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011373	ENSRNOG00000008605	Rattus_norvegicus
ENSMUGP00000032551	ENSMUGG00000027035	Meriones_unguiculatus
ENSNGAP00000000675	ENSNGAG00000000518	Nannospalax_galili
ENSJJAP00000019790	ENSJJAG00000020657	Jaculus_jaculus
ENSPEMP00000008507	ENSPEMG00000010111	Peromyscus_maniculatus_bairdii
ENSUPAP00010008825	ENSUPAG00010007144	Urocitellus_parryii
ENSSDAP00000025988	ENSSDAG00000023594	Spermophilus_dauricus
ENSSTOP00000018844	ENSSTOG00000025286	Ictidomys_tridecemlineatus
ENSPTEP00000002604	ENSPTEG00000003086	Piliocolobus_tephrosceles
ENSCANP00000001077	ENSCANG00000003933	Colobus_angolensis_palliatus
ENSRBIP00000004147	ENSRBIG00000019455	Rhinopithecus_bieti
ENSRROP00000000539	ENSRROG00000001954	Rhinopithecus_roxellana
ENSMMUP00000044217	ENSMMUG00000045826	Macaca_mulatta
ENSMNEP00000001711	ENSMNEG00000007735	Macaca_nemestrina
ENSMFAP00000013403	ENSMFAG00000028862	Macaca_fascicularis
ENSTGEP00000028172	ENSTGEG00000022688	Theropithecus_gelada
ENSPANP00000001131	ENSPANG00000011316	Papio_anubis
ENSCATP00000005804	ENSCATG00000018592	Cercocebus_atys
ENSCSAP00000005765	ENSCSAG00000009508	Chlorocebus_sabaeus
ENSHGLP00000010725	ENSHGLG00000007691	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100023180	ENSHGLG00100017029	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000020916	ENSFDAG00000000146	Fukomys_damarensis
ENSCPOP00000026733	ENSCPOG00000036077	Cavia_porcellus
ENSCLAP00000016925	ENSCLAG00000011618	Chinchilla_lanigera
ENSDORP00000026416	ENSDORG00000027195	Dipodomys_ordii
ENSGGOP00000034395	ENSGGOG00000040607	Gorilla_gorilla
ENSNLEP00000034000	ENSNLEG00000027727	Nomascus_leucogenys
ENSANAP00000000925	ENSANAG00000007870	Aotus_nancymaae
ENSPPAP00000003132	ENSPPAG00000013188	Pan_paniscus
ENSPTRP00000079036	ENSPTRG00000045190	Pan_troglodytes
ENSP00000455716	ENSG00000228474	Homo_sapiens
ENSCJAP00000054561	ENSCJAG00000047403	Callithrix_jacchus
ENSCCAP00000004426	ENSCCAG00000019720	Cebus_capucinus_imitator
ENSPSMP00000005236	ENSPSMG00000004053	Prolemur_simus
ENSMICP00000042092	ENSMICG00000043827	Microcebus_murinus
ENSPCOP00000028451	ENSPCOG00000026859	Propithecus_coquereli
ENSSBOP00000002732	ENSSBOG00000014116	Saimiri_boliviensis_boliviensis
ENSOGAP00000019791	ENSOGAG00000033136	Otolemur_garnettii
ENSBIXP00005026119	ENSBIXG00005004902	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000038141	ENSBIXG00000021899	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000008819	ENSBBBG00000016829	Bison_bison_bison
ENSOARP00000020935	ENSOARG00000019491	Ovis_aries
ENSAMEP00000021162	ENSAMEG00000020108	Ailuropoda_melanoleuca
ENSUMAP00000030397	ENSUMAG00000021977	Ursus_maritimus
ENSNVIP00000022482	ENSNVIG00000017529	Neovison_vison
ENSPTIP00000004603	ENSPTIG00000007081	Panthera_tigris_altaica
ENSPPRP00000028148	ENSPPRG00000020132	Panthera_pardus
ENSFCAP00000044466	ENSFCAG00000046340	Felis_catus
ENSECAP00000050692	ENSECAG00000042838	Equus_caballus
ENSMLUP00000020929	ENSMLUG00000025707	Myotis_lucifugus
ENSLAFP00000024324	ENSLAFG00000027285	Loxodonta_africana
ENSBIXP00005042645	ENSBIXG00005004461	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000024509	ENSBIXG00000026645	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000070144	ENSBTAG00000049951	Bos_taurus
ENSBBBP00000006479	ENSBBBG00000001034	Bison_bison_bison
ENSDNOP00000033508	ENSDNOG00000031525	Dasypus_novemcinctus
ENSTSYP00000019452	ENSTSYG00000027208	Carlito_syrichta
ENSPCIP00000052888	ENSPCIG00000032420	Phascolarctos_cinereus
ENSVURP00010027329	ENSVURG00010020915	Vombatus_ursinus
ENSMODP00000044011	ENSMODG00000038109	Monodelphis_domestica
