ENSPMAP00000000973	ENSPMAG00000000880	Petromyzon_marinus	ENSPMAT00000000977
ENSEBUP00000017998	ENSEBUG00000011242	Eptatretus_burgeri	ENSEBUT00000018571
ENSABRP00000007555	ENSABRG00000006939	Anser_brachyrhynchus
ENSECAP00000019095	ENSECAG00000021590	Equus_caballus
ENSEASP00005023443	ENSEASG00005015933	Equus_asinus_asinus
ENSEEUP00000007264	ENSEEUG00000007958	Erinaceus_europaeus
ENSPVAP00000015487	ENSPVAG00000016410	Pteropus_vampyrus
ENSMLUP00000005111	ENSMLUG00000005594	Myotis_lucifugus
ENSPTRP00000032938	ENSPTRG00000019274	Pan_troglodytes
ENSPTRP00000065514	ENSPTRG00000048666	Pan_troglodytes
ENSPPAP00000030475	ENSPPAG00000038190	Pan_paniscus
ENSP00000320886	ENSG00000009950	Homo_sapiens
ENSGGOP00000016556	ENSGGOG00000016962	Gorilla_gorilla
ENSPPYP00000019617	ENSPPYG00000017501	Pongo_abelii
ENSNLEP00000028071	ENSNLEG00000030211	Nomascus_leucogenys
ENSPTEP00000015746	ENSPTEG00000017358	Piliocolobus_tephrosceles
ENSCANP00000009208	ENSCANG00000027999	Colobus_angolensis_palliatus
ENSRROP00000039354	ENSRROG00000042985	Rhinopithecus_roxellana
ENSRBIP00000003583	ENSRBIG00000016628	Rhinopithecus_bieti
ENSMMUP00000051139	ENSMMUG00000030377	Macaca_mulatta
ENSMNEP00000013280	ENSMNEG00000030881	Macaca_nemestrina
ENSMFAP00000017933	ENSMFAG00000032074	Macaca_fascicularis
ENSMLEP00000028771	ENSMLEG00000038531	Mandrillus_leucophaeus
ENSTGEP00000005242	ENSTGEG00000004348	Theropithecus_gelada
ENSPANP00000031981	ENSPANG00000008676	Papio_anubis
ENSCSAP00000014191	ENSCSAG00000018176	Chlorocebus_sabaeus
ENSCATP00000012998	ENSCATG00000030592	Cercocebus_atys
ENSCCAP00000030596	ENSCCAG00000033297	Cebus_capucinus_imitator
ENSSBOP00000020668	ENSSBOG00000026867	Saimiri_boliviensis_boliviensis
ENSCJAP00000030962	ENSCJAG00000016824	Callithrix_jacchus
ENSANAP00000001668	ENSANAG00000012948	Aotus_nancymaae
ENSTSYP00000032354	ENSTSYG00000035342	Carlito_syrichta
ENSMICP00000018653	ENSMICG00000030548	Microcebus_murinus
ENSPCOP00000028509	ENSPCOG00000026896	Propithecus_coquereli
ENSPSMP00000029099	ENSPSMG00000020202	Prolemur_simus
ENSOGAP00000013438	ENSOGAG00000015010	Otolemur_garnettii
ENSCLAP00000018519	ENSCLAG00000012704	Chinchilla_lanigera
ENSODEP00000020635	ENSODEG00000015218	Octodon_degus
ENSCPOP00000009227	ENSCPOG00000010276	Cavia_porcellus
ENSCAPP00000016391	ENSCAPG00000016289	Cavia_aperea
ENSHGLP00100006257	ENSHGLG00100004705	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000025603	ENSHGLG00000018232	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000022966	ENSFDAG00000021222	Fukomys_damarensis
ENSSDAP00000019573	ENSSDAG00000017822	Spermophilus_dauricus
ENSMMMP00000011155	ENSMMMG00000009229	Marmota_marmota_marmota
ENSSTOP00000017841	ENSSTOG00000027367	Ictidomys_tridecemlineatus
ENSUPAP00010000102	ENSUPAG00010000121	Urocitellus_parryii
ENSCCNP00000031291	ENSCCNG00000029809	Castor_canadensis
ENSDORP00000011443	ENSDORG00000012167	Dipodomys_ordii
ENSPEMP00000016596	ENSPEMG00000015757	Peromyscus_maniculatus_bairdii
ENSMOCP00000018603	ENSMOCG00000016840	Microtus_ochrogaster
ENSCGRP00000016389	ENSCGRG00000011900	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001019748	ENSCGRG00001019096	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015005839	ENSCGRG00015004516	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000022055	ENSMAUG00000019597	Mesocricetus_auratus
MGP_SPRETEiJ_P0074036	MGP_SPRETEiJ_G0028827	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000005507	ENSMUSG00000005373	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000013423	ENSMSIG00000011595	Mus_spicilegus
MGP_CAROLIEiJ_P0071303	MGP_CAROLIEiJ_G0027828	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0059519	MGP_PahariEiJ_G0024408	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000028987	ENSMUGG00000023996	Meriones_unguiculatus
ENSNGAP00000016914	ENSNGAG00000017474	Nannospalax_galili
ENSOPRP00000002291	ENSOPRG00000002458	Ochotona_princeps
ENSOCUP00000043221	ENSOCUG00000004554	Oryctolagus_cuniculus
ENSCCNP00000031315	ENSCCNG00000029833	Castor_canadensis
ENSMFAP00000037879	ENSMFAG00000038166	Macaca_fascicularis
ENSDNOP00000020193	ENSDNOG00000039824	Dasypus_novemcinctus
ENSMODP00000054084	ENSMODG00000043689	Monodelphis_domestica
ENSVURP00010004736	ENSVURG00010003756	Vombatus_ursinus
ENSPCIP00000051622	ENSPCIG00000019175	Phascolarctos_cinereus
ENSMEUP00000008771	ENSMEUG00000009610	Notamacropus_eugenii
ENSSHAP00000018713	ENSSHAG00000015886	Sarcophilus_harrisii
ENSOANP00000028553	ENSOANG00000022370	Ornithorhynchus_anatinus
ENSXETP00000008473	ENSXETG00000006906	Xenopus_tropicalis
ENSLACP00000021439	ENSLACG00000018838	Latimeria_chalumnae
ENSSFOP00015002525	ENSSFOG00015001703	Scleropages_formosus
ENSPKIP00000040244	ENSPKIG00000017285	Paramormyrops_kingsleyae
ENSSMAP00000000772	ENSSMAG00000000485	Scophthalmus_maximus
ENSCSEP00000017121	ENSCSEG00000010991	Cynoglossus_semilaevis
ENSSDUP00000024450	ENSSDUG00000017760	Seriola_dumerili
ENSSLDP00000025865	ENSSLDG00000020090	Seriola_lalandi_dorsalis
ENSLCAP00010037981	ENSLCAG00010017776	Lates_calcarifer
ENSMAMP00000008853	ENSMAMG00000005994	Mastacembelus_armatus
ENSMALP00000001099	ENSMALG00000000857	Monopterus_albus
ENSATEP00000007292	ENSATEG00000005084	Anabas_testudineus
ENSBSLP00000043728	ENSBSLG00000020773	Betta_splendens
ENSCGOP00000041997	ENSCGOG00000018987	Cottoperca_gobio
ENSLBEP00000007468	ENSLBEG00000005781	Labrus_bergylta
ENSLCRP00005034472	ENSLCRG00005013524	Larimichthys_crocea
ENSMMOP00000007358	ENSMMOG00000005724	Mola_mola
ENSTRUP00000051014	ENSTRUG00000022123	Takifugu_rubripes
ENSTNIP00000004994	ENSTNIG00000008548	Tetraodon_nigroviridis
ENSGACP00000026730	ENSGACG00000020231	Gasterosteus_aculeatus
ENSAOCP00000003724	ENSAOCG00000007052	Amphiprion_ocellaris
ENSAPEP00000018752	ENSAPEG00000013328	Amphiprion_percula
ENSAPOP00000007945	ENSAPOG00000010036	Acanthochromis_polyacanthus
ENSSPAP00000004845	ENSSPAG00000003759	Stegastes_partitus
ENSPRNP00000039412	ENSPRNG00000019428	Parambassis_ranga
ENSCVAP00000022495	ENSCVAG00000005222	Cyprinodon_variegatus
ENSFHEP00000031849	ENSFHEG00000018096	Fundulus_heteroclitus
ENSXMAP00000005682	ENSXMAG00000005667	Xiphophorus_maculatus
ENSXCOP00000007174	ENSXCOG00000005532	Xiphophorus_couchianus
ENSGAFP00000021914	ENSGAFG00000014788	Gambusia_affinis
ENSPMEP00000010092	ENSPMEG00000011986	Poecilia_mexicana
ENSPLAP00000031209	ENSPLAG00000023157	Poecilia_latipinna
ENSPFOP00000009282	ENSPFOG00000009039	Poecilia_formosa
ENSPREP00000012081	ENSPREG00000008173	Poecilia_reticulata
ENSKMAP00000018166	ENSKMAG00000013527	Kryptolebias_marmoratus
ENSORLP00015035871	ENSORLG00015022740	Oryzias_latipes_ASM223469v1
ENSORLP00020031555	ENSORLG00020000824	Oryzias_latipes_ASM223471v1
ENSORLP00000037457	ENSORLG00000011864	Oryzias_latipes_ASM223467v1
ENSOMEP00000009516	ENSOMEG00000010729	Oryzias_melastigma
ENSGWIP00000043464	ENSGWIG00000021726	Gouania_willdenowi
ENSACLP00000007538	ENSACLG00000005111	Astatotilapia_calliptera
ENSMZEP00005031851	ENSMZEG00005023759	Maylandia_zebra
ENSPNYP00000031607	ENSPNYG00000023840	Pundamilia_nyererei
ENSHBUP00000010667	ENSHBUG00000012257	Haplochromis_burtoni
ENSNBRP00000021220	ENSNBRG00000016249	Neolamprologus_brichardi
ENSACIP00000016155	ENSACIG00000012490	Amphilophus_citrinellus
ENSPMGP00000016812	ENSPMGG00000013782	Periophthalmus_magnuspinnatus
ENSHCOP00000022963	ENSHCOG00000011104	Hippocampus_comes
ENSGMOP00000013223	ENSGMOG00000012357	Gadus_morhua
ENSHHUP00000081609	ENSHHUG00000047449	Hucho_hucho
ENSHHUP00000057825	ENSHHUG00000034438	Hucho_hucho
ENSELUP00000039806	ENSELUG00000020086	Esox_lucius
ENSHHUP00000019693	ENSHHUG00000012306	Hucho_hucho
ENSDARP00000123363	ENSDARG00000104054	Danio_rerio
ENSDCDP00000026416	ENSDCDG00000019563	Denticeps_clupeoides
ENSCHAP00000011957	ENSCHAG00000006582	Clupea_harengus
ENSEEEP00000050549	ENSEEEG00000023773	Electrophorus_electricus
ENSIPUP00000018402	ENSIPUG00000012479	Ictalurus_punctatus
ENSAMXP00000016548	ENSAMXG00000016067	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005056754	ENSAMXG00005025167	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000003230	ENSPNAG00000009635	Pygocentrus_nattereri
ENSDARP00000108974	ENSDARG00000089107	Danio_rerio
ENSLOCP00000003333	ENSLOCG00000002824	Lepisosteus_oculatus
ENSECRP00000027242	ENSECRG00000018445	Erpetoichthys_calabaricus
