ENSMGAP00000009749	ENSMGAG00000009444	Meleagris_gallopavo
ENSMUSP00000078132	ENSMUSG00000063445	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0040207	MGP_CAROLIEiJ_G0020407	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0027603	MGP_PahariEiJ_G0016115	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000005109	ENSRNOG00000003794	Rattus_norvegicus
ENSMUGP00000019994	ENSMUGG00000016891	Meriones_unguiculatus
ENSCGRP00001010752	ENSCGRG00001012562	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000018511	ENSCGRG00000013476	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015017221	ENSCGRG00015013237	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024096	ENSMAUG00000021054	Mesocricetus_auratus
ENSMOCP00000025251	ENSMOCG00000021416	Microtus_ochrogaster
ENSPEMP00000017492	ENSPEMG00000016388	Peromyscus_maniculatus_bairdii
ENSNGAP00000021877	ENSNGAG00000020935	Nannospalax_galili
ENSJJAP00000021264	ENSJJAG00000021672	Jaculus_jaculus
ENSCAPP00000009904	ENSCAPG00000011280	Cavia_aperea
ENSCPOP00000005388	ENSCPOG00000005969	Cavia_porcellus
ENSCLAP00000017429	ENSCLAG00000011972	Chinchilla_lanigera
ENSODEP00000016914	ENSODEG00000012468	Octodon_degus
ENSHGLP00100018738	ENSHGLG00100013822	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000021382	ENSHGLG00000015280	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000014303	ENSFDAG00000001445	Fukomys_damarensis
ENSSTOP00000032134	ENSSTOG00000000460	Ictidomys_tridecemlineatus
ENSSDAP00000007696	ENSSDAG00000007026	Spermophilus_dauricus
ENSMMMP00000007279	ENSMMMG00000006517	Marmota_marmota_marmota
ENSOCUP00000005845	ENSOCUG00000006763	Oryctolagus_cuniculus
ENSOCUP00000020527	ENSOCUG00000024926	Oryctolagus_cuniculus
ENSOPRP00000000482	ENSOPRG00000000539	Ochotona_princeps
ENSBIXP00000026377	ENSBIXG00000030140	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005003370	ENSBIXG00005009546	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000065595	ENSBTAG00000010015	Bos_taurus
ENSBBBP00000013824	ENSBBBG00000021504	Bison_bison_bison
ENSOARP00000003685	ENSOARG00000003453	Ovis_aries
ENSCHIP00000015266	ENSCHIG00000015974	Capra_hircus
ENSTTRP00000005034	ENSTTRG00000005359	Tursiops_truncatus
ENSSSCP00000008481	ENSSSCG00000007943	Sus_scrofa_strain_reference
ENSEEUP00000001049	ENSEEUG00000001169	Erinaceus_europaeus
ENSSARP00000012648	ENSSARG00000013986	Sorex_araneus
ENSPVAP00000016799	ENSPVAG00000017808	Pteropus_vampyrus
ENSMLUP00000016147	ENSMLUG00000017703	Myotis_lucifugus
ENSMPUP00000014893	ENSMPUG00000015003	Mustela_putorius_furo
ENSNVIP00000003520	ENSNVIG00000002795	Neovison_vison
ENSMPUP00000005131	ENSMPUG00000005169	Mustela_putorius_furo
ENSUMAP00000003485	ENSUMAG00000002906	Ursus_maritimus
ENSUAMP00000005540	ENSUAMG00000004917	Ursus_americanus
ENSAMEP00000001978	ENSAMEG00000001876	Ailuropoda_melanoleuca
ENSCAFP00000028333	ENSCAFG00000019210	Canis_lupus_familiaris
ENSCAFP00020032065	ENSCAFG00020024981	Canis_lupus_dingo
ENSVVUP00000022369	ENSVVUG00000016433	Vulpes_vulpes
ENSPTIP00000016685	ENSPTIG00000015364	Panthera_tigris_altaica
ENSPPRP00000006757	ENSPPRG00000002098	Panthera_pardus
ENSECAP00000016563	ENSECAG00000019034	Equus_caballus
ENSEASP00005001002	ENSEASG00005000852	Equus_asinus_asinus
ENSRROP00000043172	ENSRROG00000044653	Rhinopithecus_roxellana
ENSPTEP00000007667	ENSPTEG00000008710	Piliocolobus_tephrosceles
ENSPPAP00000010944	ENSPPAG00000028682	Pan_paniscus
ENSGGOP00000046985	ENSGGOG00000008491	Gorilla_gorilla
ENSUPAP00010024340	ENSUPAG00010019304	Urocitellus_parryii
ENSFCAP00000054048	ENSFCAG00000012397	Felis_catus
ENSBMUP00000014197	ENSBMUG00000010804	Bos_mutus
ENSLAFP00000017528	ENSLAFG00000023091	Loxodonta_africana
ENSTBEP00000003236	ENSTBEG00000003737	Tupaia_belangeri
ENSDNOP00000019938	ENSDNOG00000033117	Dasypus_novemcinctus
ENSVURP00010022839	ENSVURG00010017502	Vombatus_ursinus
ENSPCIP00000015598	ENSPCIG00000012108	Phascolarctos_cinereus
ENSMEUP00000000749	ENSMEUG00000000810	Notamacropus_eugenii
ENSSHAP00000010922	ENSSHAG00000009414	Sarcophilus_harrisii
ENSMODP00000020438	ENSMODG00000016355	Monodelphis_domestica
ENSOANP00000005872	ENSOANG00000003704	Ornithorhynchus_anatinus
ENSECRP00000018313	ENSECRG00000012245	Erpetoichthys_calabaricus
ENSPVIP00000034120	ENSPVIG00000024931	Pogona_vitticeps
ENSSMRP00000004818	ENSSMRG00000003876	Salvator_merianae
ENSECRP00000010807	ENSECRG00000007188	Erpetoichthys_calabaricus
