ENSVURP00010010627	ENSVURG00010008213	Vombatus_ursinus	ENSVURT00010012058
ENSPCIP00000050939	ENSPCIG00000029184	Phascolarctos_cinereus	ENSPCIT00000062501
ENSMEUP00000002176	ENSMEUG00000002368	Notamacropus_eugenii	ENSMEUT00000002389
ENSSHAP00000020650	ENSSHAG00000017513	Sarcophilus_harrisii	ENSSHAT00000020815
ENSMODP00000026535	ENSMODG00000021230	Monodelphis_domestica	ENSMODT00000027010
ENSLAFP00000004095	ENSLAFG00000004893	Loxodonta_africana
ENSPCOP00000009691	ENSPCOG00000016241	Propithecus_coquereli
ENSMICP00000050745	ENSMICG00000049339	Microcebus_murinus
ENSPSMP00000029959	ENSPSMG00000020773	Prolemur_simus
ENSOGAP00000002212	ENSOGAG00000002470	Otolemur_garnettii
ENSOARP00000007123	ENSOARG00000006643	Ovis_aries
ENSCHIP00000001542	ENSCHIG00000002573	Capra_hircus
ENSBIXP00000042221	ENSBIXG00000026334	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045835	ENSBIXG00005005293	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000041663	ENSBTAG00000015413	Bos_taurus
ENSBMUP00000027793	ENSBMUG00000020801	Bos_mutus
ENSBBBP00000008435	ENSBBBG00000016517	Bison_bison_bison
ENSTTRP00000011408	ENSTTRG00000012030	Tursiops_truncatus
ENSSSCP00000072547	ENSSSCG00000011672	Sus_scrofa_strain_reference
ENSVPAP00000004343	ENSVPAG00000004682	Vicugna_pacos
ENSMPUP00000012131	ENSMPUG00000012228	Mustela_putorius_furo
ENSNVIP00000017729	ENSNVIG00000013822	Neovison_vison
ENSUAMP00000024188	ENSUAMG00000018892	Ursus_americanus
ENSUMAP00000019781	ENSUMAG00000013878	Ursus_maritimus
ENSAMEP00000013067	ENSAMEG00000012424	Ailuropoda_melanoleuca
ENSCAFP00000011408	ENSCAFG00000007674	Canis_lupus_familiaris
ENSCAFP00020010614	ENSCAFG00020008540	Canis_lupus_dingo
ENSVVUP00000036646	ENSVVUG00000026237	Vulpes_vulpes
ENSPPRP00000022081	ENSPPRG00000012757	Panthera_pardus
ENSPTIP00000009914	ENSPTIG00000010804	Panthera_tigris_altaica
ENSFCAP00000031417	ENSFCAG00000002561	Felis_catus
ENSPVAP00000007574	ENSPVAG00000008023	Pteropus_vampyrus
ENSMLUP00000007170	ENSMLUG00000007834	Myotis_lucifugus
ENSECAP00000009742	ENSECAG00000010845	Equus_caballus
ENSEASP00005004854	ENSEASG00005003659	Equus_asinus_asinus
ENSSARP00000000743	ENSSARG00000000794	Sorex_araneus
ENSDNOP00000019281	ENSDNOG00000034505	Dasypus_novemcinctus
ENSETEP00000003423	ENSETEG00000004169	Echinops_telfairi
ENSOANP00000004419	ENSOANG00000002775	Ornithorhynchus_anatinus
ENSOANP00000031118	ENSOANG00000032285	Ornithorhynchus_anatinus
ENSAHAP00000000131	ENSAHAG00000000148	Apteryx_haastii
ENSAOWP00000017887	ENSAOWG00000012217	Apteryx_owenii
ENSARWP00000006605	ENSARWG00000004661	Apteryx_rowi
ENSDNVP00000009497	ENSDNVG00000006706	Dromaius_novaehollandiae
ENSNPEP00000017812	ENSNPEG00000013258	Nothoprocta_perdicaria
ENSZALP00000017419	ENSZALG00000014073	Zonotrichia_albicollis
ENSJHYP00000013362	ENSJHYG00000010367	Junco_hyemalis
ENSSCAP00000001343	ENSSCAG00000001119	Serinus_canaria
ENSTGUP00000008666	ENSTGUG00000008379	Taeniopygia_guttata
ENSTGUP00000016896	ENSTGUG00000016590	Taeniopygia_guttata
ENSLSDP00000017667	ENSLSDG00000012639	Lonchura_striata_domestica
ENSFALP00000007281	ENSFALG00000006972	Ficedula_albicollis
ENSCCEP00000016202	ENSCCEG00000015188	Cyanistes_caeruleus
ENSPMJP00000025175	ENSPMJG00000018452	Parus_major
ENSLCOP00000007039	ENSLCOG00000005195	Lepidothrix_coronata
ENSMVIP00005009039	ENSMVIG00005006706	Manacus_vitellinus
ENSCPGP00000009875	ENSCPGG00000007036	Calidris_pygmaea
ENSCPUP00000012535	ENSCPUG00000008893	Calidris_pugnax
ENSMUNP00000014497	ENSMUNG00000011266	Melopsittacus_undulatus
ENSGALP00000004485	ENSGALG00000002850	Gallus_gallus
ENSMGAP00000006115	ENSMGAG00000006040	Meleagris_gallopavo
ENSCJPP00005010498	ENSCJPG00005008207	Coturnix_japonica
ENSNMEP00000012228	ENSNMEG00000011358	Numida_meleagris
ENSABRP00000014328	ENSABRG00000011916	Anser_brachyrhynchus
ENSAPLP00000006344	ENSAPLG00000006641	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005002522	ENSCPRG00005001834	Crocodylus_porosus
ENSCABP00000011939	ENSCABG00000008916	Chelonoidis_abingdonii
ENSGAGP00000008664	ENSGAGG00000006853	Gopherus_agassizii
ENSCPBP00000034236	ENSCPBG00000023885	Chrysemys_picta_bellii
ENSPSIP00000011331	ENSPSIG00000010107	Pelodiscus_sinensis
ENSACAP00000005241	ENSACAG00000005140	Anolis_carolinensis
ENSPVIP00000010573	ENSPVIG00000006273	Pogona_vitticeps
ENSNSUP00000024816	ENSNSUG00000017922	Notechis_scutatus
ENSSMRP00000021044	ENSSMRG00000016383	Salvator_merianae
ENSSPUP00000014356	ENSSPUG00000011047	Sphenodon_punctatus
ENSXETP00000020663	ENSXETG00000005343	Xenopus_tropicalis
ENSLACP00000004504	ENSLACG00000004008	Latimeria_chalumnae
ENSDCDP00000054246	ENSDCDG00000031805	Denticeps_clupeoides
ENSCHAP00000011782	ENSCHAG00000006137	Clupea_harengus
ENSAMXP00000022250	ENSAMXG00000021592	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005046784	ENSAMXG00005021410	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000010514	ENSPNAG00000016182	Pygocentrus_nattereri
ENSIPUP00000001672	ENSIPUG00000001162	Ictalurus_punctatus
ENSEEEP00000006421	ENSEEEG00000003280	Electrophorus_electricus
ENSDARP00000150733	ENSDARG00000078775	Danio_rerio
ENSHHUP00000078481	ENSHHUG00000045797	Hucho_hucho
ENSHHUP00000041376	ENSHHUG00000025442	Hucho_hucho
ENSELUP00000038833	ENSELUG00000018810	Esox_lucius
ENSCGOP00000035486	ENSCGOG00000015540	Cottoperca_gobio
ENSGACP00000010054	ENSGACG00000007520	Gasterosteus_aculeatus
ENSLCRP00005039108	ENSLCRG00005013040	Larimichthys_crocea
ENSMMOP00000011882	ENSMMOG00000009124	Mola_mola
ENSLBEP00000036020	ENSLBEG00000026971	Labrus_bergylta
ENSMAMP00000007829	ENSMAMG00000005263	Mastacembelus_armatus
ENSMALP00000004780	ENSMALG00000003386	Monopterus_albus
ENSBSLP00000042460	ENSBSLG00000020120	Betta_splendens
ENSATEP00000007802	ENSATEG00000005393	Anabas_testudineus
ENSLCAP00010035773	ENSLCAG00010016254	Lates_calcarifer
ENSSMAP00000032841	ENSSMAG00000020094	Scophthalmus_maximus
ENSSLDP00000011633	ENSSLDG00000009183	Seriola_lalandi_dorsalis
ENSSDUP00000028766	ENSSDUG00000020698	Seriola_dumerili
ENSAPEP00000026195	ENSAPEG00000018523	Amphiprion_percula
ENSAOCP00000005917	ENSAOCG00000009522	Amphiprion_ocellaris
ENSAPOP00000017658	ENSAPOG00000020970	Acanthochromis_polyacanthus
ENSSPAP00000014909	ENSSPAG00000011139	Stegastes_partitus
ENSPRNP00000052720	ENSPRNG00000024594	Parambassis_ranga
ENSMZEP00005011053	ENSMZEG00005008267	Maylandia_zebra
ENSPNYP00000016260	ENSPNYG00000012261	Pundamilia_nyererei
ENSACLP00000009759	ENSACLG00000006649	Astatotilapia_calliptera
ENSHBUP00000029753	ENSHBUG00000014428	Haplochromis_burtoni
ENSNBRP00000004445	ENSNBRG00000003480	Neolamprologus_brichardi
ENSONIP00000007121	ENSONIG00000005656	Oreochromis_niloticus
ENSACIP00000015577	ENSACIG00000012064	Amphilophus_citrinellus
ENSXMAP00000010914	ENSXMAG00000010855	Xiphophorus_maculatus
ENSXCOP00000017052	ENSXCOG00000012865	Xiphophorus_couchianus
ENSGAFP00000009861	ENSGAFG00000006668	Gambusia_affinis
ENSPMEP00000018345	ENSPMEG00000000450	Poecilia_mexicana
ENSPFOP00000014152	ENSPFOG00000013956	Poecilia_formosa
ENSPLAP00000025139	ENSPLAG00000011990	Poecilia_latipinna
ENSPREP00000027041	ENSPREG00000018244	Poecilia_reticulata
ENSFHEP00000001708	ENSFHEG00000002492	Fundulus_heteroclitus
ENSCVAP00000029800	ENSCVAG00000017969	Cyprinodon_variegatus
ENSKMAP00000003572	ENSKMAG00000002652	Kryptolebias_marmoratus
ENSORLP00015035540	ENSORLG00015022223	Oryzias_latipes_ASM223469v1
ENSORLP00020013174	ENSORLG00020014124	Oryzias_latipes_ASM223471v1
ENSORLP00000014603	ENSORLG00000011646	Oryzias_latipes_ASM223467v1
ENSOMEP00000002693	ENSOMEG00000003659	Oryzias_melastigma
ENSGWIP00000040523	ENSGWIG00000018284	Gouania_willdenowi
ENSCSEP00000030242	ENSCSEG00000019362	Cynoglossus_semilaevis
ENSHCOP00000010545	ENSHCOG00000013207	Hippocampus_comes
ENSPMGP00000012538	ENSPMGG00000010339	Periophthalmus_magnuspinnatus
ENSGMOP00000007912	ENSGMOG00000007395	Gadus_morhua
ENSSFOP00015026690	ENSSFOG00015017105	Scleropages_formosus
ENSPKIP00000036429	ENSPKIG00000014972	Paramormyrops_kingsleyae
ENSLOCP00000009871	ENSLOCG00000008121	Lepisosteus_oculatus
ENSECRP00000021054	ENSECRG00000014177	Erpetoichthys_calabaricus
ENSCMIP00000017827	ENSCMIG00000008181	Callorhinchus_milii
