ENSPVIP00000006180	ENSPVIG00000005141	Pogona_vitticeps	ENSPVIT00000007963
ENSACAP00000004414	ENSACAG00000004524	Anolis_carolinensis	ENSACAT00000004514
ENSNSUP00000003554	ENSNSUG00000002872	Notechis_scutatus	ENSNSUT00000003822
ENSSMRP00000028080	ENSSMRG00000021600	Salvator_merianae
ENSEEEP00000032309	ENSEEEG00000015405	Electrophorus_electricus
ENSAMXP00000002986	ENSAMXG00000002924	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005055796	ENSAMXG00005024820	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000027656	ENSPNAG00000013197	Pygocentrus_nattereri
ENSDARP00000142623	ENSDARG00000002701	Danio_rerio
ENSHHUP00000069331	ENSHHUG00000040845	Hucho_hucho
ENSHHUP00000060317	ENSHHUG00000035779	Hucho_hucho
ENSELUP00000001175	ENSELUG00000002685	Esox_lucius
ENSSLDP00000018316	ENSSLDG00000014417	Seriola_lalandi_dorsalis
ENSSDUP00000017820	ENSSDUG00000013018	Seriola_dumerili
ENSLBEP00000029541	ENSLBEG00000022363	Labrus_bergylta
ENSLBEP00000018594	ENSLBEG00000014328	Labrus_bergylta
ENSMALP00000009437	ENSMALG00000006708	Monopterus_albus
ENSATEP00000014048	ENSATEG00000009793	Anabas_testudineus
ENSBSLP00000004940	ENSBSLG00000002676	Betta_splendens
ENSMAMP00000000700	ENSMAMG00000000507	Mastacembelus_armatus
ENSLCRP00005054259	ENSLCRG00005020287	Larimichthys_crocea
ENSLCAP00010000461	ENSLCAG00010000309	Lates_calcarifer
ENSXMAP00000021577	ENSXMAG00000028162	Xiphophorus_maculatus
ENSGAFP00000004494	ENSGAFG00000003064	Gambusia_affinis
ENSPMEP00000013421	ENSPMEG00000015755	Poecilia_mexicana
ENSPLAP00000021051	ENSPLAG00000004483	Poecilia_latipinna
ENSPFOP00000008815	ENSPFOG00000008849	Poecilia_formosa
ENSPREP00000002761	ENSPREG00000002022	Poecilia_reticulata
ENSCVAP00000022874	ENSCVAG00000005845	Cyprinodon_variegatus
ENSFHEP00000017797	ENSFHEG00000019575	Fundulus_heteroclitus
ENSKMAP00000017310	ENSKMAG00000012899	Kryptolebias_marmoratus
ENSORLP00000000788	ENSORLG00000000642	Oryzias_latipes_ASM223467v1
ENSORLP00020001436	ENSORLG00020002131	Oryzias_latipes_ASM223471v1
ENSORLP00015003622	ENSORLG00015004384	Oryzias_latipes_ASM223469v1
ENSMZEP00005024516	ENSMZEG00005018332	Maylandia_zebra
ENSACLP00000015047	ENSACLG00000010244	Astatotilapia_calliptera
ENSPNYP00000031856	ENSPNYG00000024035	Pundamilia_nyererei
ENSNBRP00000031016	ENSNBRG00000023571	Neolamprologus_brichardi
ENSACIP00000003172	ENSACIG00000002516	Amphilophus_citrinellus
ENSPMGP00000000504	ENSPMGG00000000473	Periophthalmus_magnuspinnatus
ENSPKIP00000039619	ENSPKIG00000016904	Paramormyrops_kingsleyae
ENSSFOP00015027183	ENSSFOG00015017463	Scleropages_formosus
ENSSFOP00015024345	ENSSFOG00015015663	Scleropages_formosus
ENSPKIP00000002480	ENSPKIG00000020356	Paramormyrops_kingsleyae
ENSLOCP00000017391	ENSLOCG00000014117	Lepisosteus_oculatus
ENSECRP00000031990	ENSECRG00000021677	Erpetoichthys_calabaricus	ENSECRT00000032690
ENSCMIP00000046537	ENSCMIG00000019138	Callorhinchus_milii
