ENSEEEP00000031429	ENSEEEG00000015019	Electrophorus_electricus
ENSCGOP00000020597	ENSCGOG00000009953	Cottoperca_gobio
ENSGACP00000012218	ENSGACG00000009249	Gasterosteus_aculeatus
ENSLCRP00005042649	ENSLCRG00005016357	Larimichthys_crocea
ENSSLDP00000004954	ENSSLDG00000003919	Seriola_lalandi_dorsalis
ENSSDUP00000001768	ENSSDUG00000001393	Seriola_dumerili
ENSSMAP00000033646	ENSSMAG00000020586	Scophthalmus_maximus
ENSACLP00000018849	ENSACLG00000012852	Astatotilapia_calliptera
ENSMZEP00005001106	ENSMZEG00005000942	Maylandia_zebra
ENSHBUP00000035185	ENSHBUG00000023188	Haplochromis_burtoni
ENSPNYP00000006093	ENSPNYG00000004693	Pundamilia_nyererei
ENSNBRP00000000683	ENSNBRG00000000622	Neolamprologus_brichardi
ENSONIP00000009705	ENSONIG00000007699	Oreochromis_niloticus
ENSACIP00000008094	ENSACIG00000006352	Amphilophus_citrinellus
ENSPRNP00000026222	ENSPRNG00000013190	Parambassis_ranga
ENSMALP00000000203	ENSMALG00000000207	Monopterus_albus
ENSMAMP00000006172	ENSMAMG00000004208	Mastacembelus_armatus
ENSATEP00000010988	ENSATEG00000007696	Anabas_testudineus
ENSLCAP00010001969	ENSLCAG00010001087	Lates_calcarifer
ENSLBEP00000012519	ENSLBEG00000009626	Labrus_bergylta
ENSHCOP00000014726	ENSHCOG00000018177	Hippocampus_comes
ENSGMOP00000004961	ENSGMOG00000004685	Gadus_morhua
ENSCHAP00000003961	ENSCHAG00000002570	Clupea_harengus	ENSCHAT00000004504
ENSTNIP00000017041	ENSTNIG00000014034	Tetraodon_nigroviridis
ENSMUNP00000004757	ENSMUNG00000003943	Melopsittacus_undulatus
ENSPKIP00000009284	ENSPKIG00000024453	Paramormyrops_kingsleyae
ENSSFOP00015036982	ENSSFOG00015023530	Scleropages_formosus
ENSSFOP00015011552	ENSSFOG00015007464	Scleropages_formosus
ENSPVIP00000018085	ENSPVIG00000013846	Pogona_vitticeps
ENSSMRP00000020453	ENSSMRG00000015917	Salvator_merianae
ENSSPUP00000000389	ENSSPUG00000000365	Sphenodon_punctatus
ENSCPBP00000014812	ENSCPBG00000010992	Chrysemys_picta_bellii
ENSCABP00000025527	ENSCABG00000018761	Chelonoidis_abingdonii
ENSPSIP00000007061	ENSPSIG00000006527	Pelodiscus_sinensis
ENSAOWP00000003337	ENSAOWG00000002339	Apteryx_owenii
ENSARWP00000015938	ENSARWG00000011012	Apteryx_rowi
ENSAHAP00000011662	ENSAHAG00000008424	Apteryx_haastii
ENSDNVP00000014143	ENSDNVG00000009937	Dromaius_novaehollandiae
ENSNPEP00000012505	ENSNPEG00000009345	Nothoprocta_perdicaria
ENSABRP00000024142	ENSABRG00000020279	Anser_brachyrhynchus
ENSAPLP00000005865	ENSAPLG00000006276	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000020627	ENSCPGG00000014430	Calidris_pygmaea
ENSCPUP00000027053	ENSCPUG00000018217	Calidris_pugnax
ENSGALP00000005647	ENSGALG00000003573	Gallus_gallus
ENSCJPP00005001367	ENSCJPG00005001401	Coturnix_japonica
ENSNMEP00000008069	ENSNMEG00000007961	Numida_meleagris
ENSLCOP00000012378	ENSLCOG00000008963	Lepidothrix_coronata
ENSMVIP00005016538	ENSMVIG00005011877	Manacus_vitellinus
ENSLSDP00000006110	ENSLSDG00000004680	Lonchura_striata_domestica
ENSTGUP00000017629	ENSTGUG00000017350	Taeniopygia_guttata
ENSSCAP00000006511	ENSSCAG00000005093	Serinus_canaria
ENSZALP00000014820	ENSZALG00000012256	Zonotrichia_albicollis
ENSJHYP00000009319	ENSJHYG00000007362	Junco_hyemalis
ENSPMJP00000007306	ENSPMJG00000006043	Parus_major
ENSCCEP00000003872	ENSCCEG00000004324	Cyanistes_caeruleus
ENSFALP00000000607	ENSFALG00000000586	Ficedula_albicollis
ENSCPRP00005003264	ENSCPRG00005002388	Crocodylus_porosus
ENSVURP00010025944	ENSVURG00010019877	Vombatus_ursinus
ENSPCIP00000030172	ENSPCIG00000022461	Phascolarctos_cinereus
ENSMEUP00000001703	ENSMEUG00000001865	Notamacropus_eugenii
ENSMODP00000048732	ENSMODG00000017388	Monodelphis_domestica
ENSSHAP00000014520	ENSSHAG00000012396	Sarcophilus_harrisii
ENSNSUP00000016446	ENSNSUG00000012130	Notechis_scutatus
ENSTSYP00000024014	ENSTSYG00000034204	Carlito_syrichta
ENSOCUP00000011769	ENSOCUG00000013681	Oryctolagus_cuniculus
ENSSARP00000011066	ENSSARG00000012261	Sorex_araneus
ENSETEP00000008895	ENSETEG00000010967	Echinops_telfairi
ENSMPUP00000015091	ENSMPUG00000015200	Mustela_putorius_furo
ENSNVIP00000021691	ENSNVIG00000016966	Neovison_vison
ENSCAFP00000015339	ENSCAFG00000010425	Canis_lupus_familiaris
ENSCAFP00020032584	ENSCAFG00020025384	Canis_lupus_dingo
ENSUMAP00000011019	ENSUMAG00000008299	Ursus_maritimus
ENSUAMP00000000261	ENSUAMG00000000306	Ursus_americanus
ENSAMEP00000007854	ENSAMEG00000007453	Ailuropoda_melanoleuca
ENSPPRP00000002467	ENSPPRG00000023426	Panthera_pardus
ENSMLUP00000000700	ENSMLUG00000000772	Myotis_lucifugus
ENSECAP00000013902	ENSECAG00000016256	Equus_caballus
ENSEASP00005016983	ENSEASG00005011769	Equus_asinus_asinus
ENSFCAP00000046858	ENSFCAG00000003584	Felis_catus
ENSPTIP00000007417	ENSPTIG00000009062	Panthera_tigris_altaica
ENSVVUP00000021082	ENSVVUG00000015492	Vulpes_vulpes
ENSMSIP00000002649	ENSMSIG00000002465	Mus_spicilegus
ENSCLAP00000010996	ENSCLAG00000007589	Chinchilla_lanigera
ENSODEP00000007923	ENSODEG00000005904	Octodon_degus
ENSHGLP00100001421	ENSHGLG00100001123	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000022464	ENSHGLG00000016020	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008128	ENSFDAG00000016463	Fukomys_damarensis
ENSCPOP00000028033	ENSCPOG00000034444	Cavia_porcellus
ENSTTRP00000013148	ENSTTRG00000013866	Tursiops_truncatus
ENSVPAP00000010207	ENSVPAG00000010960	Vicugna_pacos
ENSBIXP00000036823	ENSBIXG00000020322	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005008843	ENSBIXG00005013862	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000010971	ENSBTAG00000008336	Bos_taurus
ENSBMUP00000011969	ENSBMUG00000009197	Bos_mutus
ENSBBBP00000003199	ENSBBBG00000002307	Bison_bison_bison
ENSCHIP00000014480	ENSCHIG00000015487	Capra_hircus
ENSOARP00000022444	ENSOARG00000020881	Ovis_aries
ENSPSMP00000027289	ENSPSMG00000019066	Prolemur_simus
ENSMICP00000010222	ENSMICG00000011229	Microcebus_murinus
ENSPCOP00000004636	ENSPCOG00000013014	Propithecus_coquereli
ENSOGAP00000000724	ENSOGAG00000000811	Otolemur_garnettii
ENSMMUP00000064016	ENSMMUG00000017302	Macaca_mulatta
ENSMNEP00000030058	ENSMNEG00000038488	Macaca_nemestrina
ENSMFAP00000035752	ENSMFAG00000034246	Macaca_fascicularis
ENSTGEP00000020628	ENSTGEG00000016598	Theropithecus_gelada
ENSPANP00000024958	ENSPANG00000032695	Papio_anubis
ENSMLEP00000023399	ENSMLEG00000035897	Mandrillus_leucophaeus
ENSCATP00000041162	ENSCATG00000043199	Cercocebus_atys
ENSCSAP00000016948	ENSCSAG00000001065	Chlorocebus_sabaeus
ENSRBIP00000014248	ENSRBIG00000031234	Rhinopithecus_bieti
ENSRROP00000031766	ENSRROG00000039555	Rhinopithecus_roxellana
ENSPTEP00000029603	ENSPTEG00000028974	Piliocolobus_tephrosceles
ENSCANP00000010822	ENSCANG00000028814	Colobus_angolensis_palliatus
ENSPPAP00000010734	ENSPPAG00000028584	Pan_paniscus
ENSPTRP00000000863	ENSPTRG00000000494	Pan_troglodytes
ENSP00000362566	ENSG00000121905	Homo_sapiens
ENSGGOP00000009800	ENSGGOG00000010042	Gorilla_gorilla
ENSPPYP00000001825	ENSPPYG00000001582	Pongo_abelii
ENSNLEP00000003694	ENSNLEG00000003047	Nomascus_leucogenys
ENSCCAP00000038061	ENSCCAG00000036861	Cebus_capucinus_imitator
ENSCJAP00000057296	ENSCJAG00000006560	Callithrix_jacchus
ENSSBOP00000019004	ENSSBOG00000026102	Saimiri_boliviensis_boliviensis
ENSANAP00000019894	ENSANAG00000027726	Aotus_nancymaae
ENSUPAP00010006884	ENSUPAG00010005536	Urocitellus_parryii
ENSSTOP00000007750	ENSSTOG00000008655	Ictidomys_tridecemlineatus
ENSMMMP00000009713	ENSMMMG00000008650	Marmota_marmota_marmota
ENSMUSP00000112145	ENSMUSG00000028785	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0067065	MGP_SPRETEiJ_G0027490	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0064550	MGP_CAROLIEiJ_G0026510	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0079642	MGP_PahariEiJ_G0028841	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000009153	ENSRNOG00000006979	Rattus_norvegicus
ENSMUGP00000004392	ENSMUGG00000004041	Meriones_unguiculatus
ENSPEMP00000007850	ENSPEMG00000030349	Peromyscus_maniculatus_bairdii
ENSMOCP00000000576	ENSMOCG00000000458	Microtus_ochrogaster
ENSCGRP00015011541	ENSCGRG00015008843	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000018577	ENSCGRG00000013526	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001017059	ENSCGRG00001017204	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000024678	ENSMAUG00000021457	Mesocricetus_auratus
ENSNGAP00000010971	ENSNGAG00000013254	Nannospalax_galili
ENSJJAP00000005781	ENSJJAG00000010641	Jaculus_jaculus
ENSOPRP00000002293	ENSOPRG00000002496	Ochotona_princeps
ENSCCNP00000006266	ENSCCNG00000006590	Castor_canadensis
ENSPVAP00000000335	ENSPVAG00000000363	Pteropus_vampyrus
ENSDORP00000009664	ENSDORG00000010283	Dipodomys_ordii
ENSLAFP00000024772	ENSLAFG00000004780	Loxodonta_africana
ENSPCAP00000010579	ENSPCAG00000011392	Procavia_capensis
ENSSSCP00000031680	ENSSSCG00000032664	Sus_scrofa_strain_reference
ENSTBEP00000008313	ENSTBEG00000009598	Tupaia_belangeri
ENSCAPP00000005684	ENSCAPG00000007950	Cavia_aperea
ENSEEUP00000004854	ENSEEUG00000005366	Erinaceus_europaeus
ENSDNOP00000026106	ENSDNOG00000003366	Dasypus_novemcinctus
ENSPMGP00000001743	ENSPMGG00000001573	Periophthalmus_magnuspinnatus
ENSOANP00000009347	ENSOANG00000005872	Ornithorhynchus_anatinus
ENSNVIP00000019095	ENSNVIG00000014964	Neovison_vison
ENSHHUP00000011806	ENSHHUG00000007200	Hucho_hucho
ENSELUP00000038857	ENSELUG00000018829	Esox_lucius
ENSPNAP00000004536	ENSPNAG00000010981	Pygocentrus_nattereri
ENSCMIP00000032544	ENSCMIG00000013901	Callorhinchus_milii
ENSECRP00000018439	ENSECRG00000012340	Erpetoichthys_calabaricus
ENSEBUP00000015024	ENSEBUG00000009471	Eptatretus_burgeri
ENSEBUP00000008232	ENSEBUG00000005350	Eptatretus_burgeri
ENSCSAVP00000013597	ENSCSAVG00000007969	Ciona_savignyi
ENSCSAVP00000017678	ENSCSAVG00000010409	Ciona_savignyi
ENSCINP00000025210	ENSCING00000013817	Ciona_intestinalis
ENSHHUP00000087010	ENSHHUG00000050325	Hucho_hucho
