ENSVURP00010018314	ENSVURG00010013980	Vombatus_ursinus	ENSVURT00010020821
ENSPCIP00000042298	ENSPCIG00000006629	Phascolarctos_cinereus	ENSPCIT00000066366
ENSMEUP00000015028	ENSMEUG00000016427	Notamacropus_eugenii	ENSMEUT00000016478
ENSSHAP00000011405	ENSSHAG00000009806	Sarcophilus_harrisii	ENSSHAT00000011501
ENSMODP00000048286	ENSMODG00000016826	Monodelphis_domestica	ENSMODT00000053945
ENSUMAP00000017948	ENSUMAG00000013192	Ursus_maritimus
ENSHGLP00100002644	ENSHGLG00100002064	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100021495	ENSHGLG00100015820	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000008948	ENSFDAG00000017086	Fukomys_damarensis
ENSCPOP00000000113	ENSCPOG00000000128	Cavia_porcellus
ENSCAPP00000000848	ENSCAPG00000001142	Cavia_aperea
ENSPSMP00000005132	ENSPSMG00000003958	Prolemur_simus
ENSPSMP00000035876	ENSPSMG00000024683	Prolemur_simus
ENSPCOP00000030134	ENSPCOG00000027782	Propithecus_coquereli
ENSMICP00000034966	ENSMICG00000004919	Microcebus_murinus
ENSOGAP00000005206	ENSOGAG00000005820	Otolemur_garnettii
ENSOCUP00000008042	ENSOCUG00000009316	Oryctolagus_cuniculus
ENSOPRP00000010116	ENSOPRG00000011073	Ochotona_princeps
ENSTSYP00000030471	ENSTSYG00000012000	Carlito_syrichta
ENSTBEP00000014455	ENSTBEG00000016626	Tupaia_belangeri
ENSEEUP00000013485	ENSEEUG00000014764	Erinaceus_europaeus
ENSPPAP00000033300	ENSPPAG00000039516	Pan_paniscus
ENSPTRP00000003883	ENSPTRG00000002295	Pan_troglodytes
ENSGGOP00000020442	ENSGGOG00000024021	Gorilla_gorilla
ENSP00000281141	ENSG00000151465	Homo_sapiens
ENSPPYP00000002428	ENSPPYG00000002092	Pongo_abelii
ENSNLEP00000032980	ENSNLEG00000012289	Nomascus_leucogenys
ENSRBIP00000038880	ENSRBIG00000042911	Rhinopithecus_bieti
ENSRROP00000039525	ENSRROG00000043069	Rhinopithecus_roxellana
ENSCANP00000035952	ENSCANG00000041666	Colobus_angolensis_palliatus
ENSMMUP00000036277	ENSMMUG00000017145	Macaca_mulatta
ENSMFAP00000007468	ENSMFAG00000036128	Macaca_fascicularis
ENSMNEP00000018299	ENSMNEG00000033059	Macaca_nemestrina
ENSMLEP00000008691	ENSMLEG00000028527	Mandrillus_leucophaeus
ENSTGEP00000032459	ENSTGEG00000025939	Theropithecus_gelada
ENSPANP00000019882	ENSPANG00000023371	Papio_anubis
ENSCSAP00000009444	ENSCSAG00000013277	Chlorocebus_sabaeus
ENSCATP00000042796	ENSCATG00000043984	Cercocebus_atys
ENSCCAP00000011450	ENSCCAG00000023475	Cebus_capucinus_imitator
ENSSBOP00000016481	ENSSBOG00000024928	Saimiri_boliviensis_boliviensis
ENSCJAP00000034556	ENSCJAG00000018603	Callithrix_jacchus
ENSANAP00000035849	ENSANAG00000035436	Aotus_nancymaae
ENSETEP00000015198	ENSETEG00000018705	Echinops_telfairi
ENSDNOP00000014020	ENSDNOG00000018069	Dasypus_novemcinctus
ENSCHOP00000001752	ENSCHOG00000001987	Choloepus_hoffmanni
ENSOANP00000024257	ENSOANG00000015419	Ornithorhynchus_anatinus
ENSPVIP00000003522	ENSPVIG00000002960	Pogona_vitticeps
ENSACAP00000008891	ENSACAG00000009021	Anolis_carolinensis
ENSNSUP00000009149	ENSNSUG00000006986	Notechis_scutatus
ENSSMRP00000015404	ENSSMRG00000011960	Salvator_merianae
ENSSPUP00000019478	ENSSPUG00000014984	Sphenodon_punctatus
ENSCCEP00000000519	ENSCCEG00000000690	Cyanistes_caeruleus
ENSPMJP00000001776	ENSPMJG00000001458	Parus_major
ENSFALP00000001976	ENSFALG00000001899	Ficedula_albicollis
ENSLSDP00000004795	ENSLSDG00000003751	Lonchura_striata_domestica
ENSTGUP00000002282	ENSTGUG00000002204	Taeniopygia_guttata
ENSSCAP00000012919	ENSSCAG00000009626	Serinus_canaria
ENSZALP00000014868	ENSZALG00000012284	Zonotrichia_albicollis
ENSJHYP00000001604	ENSJHYG00000001362	Junco_hyemalis
ENSLCOP00000013499	ENSLCOG00000009734	Lepidothrix_coronata
ENSMVIP00005011508	ENSMVIG00005008443	Manacus_vitellinus
ENSCPUP00000019490	ENSCPUG00000013404	Calidris_pugnax
ENSCPGP00000001531	ENSCPGG00000001174	Calidris_pygmaea
ENSMUNP00000019689	ENSMUNG00000015046	Melopsittacus_undulatus
ENSGALP00000062445	ENSGALG00000014038	Gallus_gallus
ENSMGAP00000004430	ENSMGAG00000004618	Meleagris_gallopavo
ENSCJPP00005004539	ENSCJPG00005004475	Coturnix_japonica
ENSNMEP00000002498	ENSNMEG00000003174	Numida_meleagris
ENSABRP00000015746	ENSABRG00000013820	Anser_brachyrhynchus
ENSAPLP00000004975	ENSAPLG00000005383	Anas_platyrhynchos_platyrhynchos
ENSARWP00000001454	ENSARWG00000001178	Apteryx_rowi
ENSAHAP00000019950	ENSAHAG00000014000	Apteryx_haastii
ENSAOWP00000005485	ENSAOWG00000003779	Apteryx_owenii
ENSDNVP00000016221	ENSDNVG00000011380	Dromaius_novaehollandiae
ENSNPEP00000001763	ENSNPEG00000001178	Nothoprocta_perdicaria
ENSCPRP00005000937	ENSCPRG00005000731	Crocodylus_porosus
ENSGAGP00000018679	ENSGAGG00000013827	Gopherus_agassizii
ENSCABP00000026602	ENSCABG00000019473	Chelonoidis_abingdonii
ENSCPBP00000040463	ENSCPBG00000027813	Chrysemys_picta_bellii
ENSPSIP00000017490	ENSPSIG00000015507	Pelodiscus_sinensis
ENSXETP00000020874	ENSXETG00000006511	Xenopus_tropicalis
ENSLACP00000019121	ENSLACG00000016823	Latimeria_chalumnae
ENSDCDP00000063103	ENSDCDG00000035617	Denticeps_clupeoides
ENSCHAP00000026360	ENSCHAG00000012817	Clupea_harengus
ENSAMXP00000011021	ENSAMXG00000010726	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005029312	ENSAMXG00005014502	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000034580	ENSPNAG00000023992	Pygocentrus_nattereri
ENSIPUP00000034491	ENSIPUG00000023136	Ictalurus_punctatus
ENSEEEP00000029577	ENSEEEG00000014161	Electrophorus_electricus
ENSDARP00000103868	ENSDARG00000075025	Danio_rerio
ENSHHUP00000077846	ENSHHUG00000045446	Hucho_hucho
ENSHHUP00000069274	ENSHHUG00000040815	Hucho_hucho
ENSELUP00000005638	ENSELUG00000006632	Esox_lucius
ENSFHEP00000016833	ENSFHEG00000018563	Fundulus_heteroclitus
ENSCVAP00000001569	ENSCVAG00000002568	Cyprinodon_variegatus
ENSXMAP00000024136	ENSXMAG00000008651	Xiphophorus_maculatus
ENSXCOP00000002351	ENSXCOG00000001684	Xiphophorus_couchianus
ENSGAFP00000029490	ENSGAFG00000019885	Gambusia_affinis
ENSPLAP00000010192	ENSPLAG00000013088	Poecilia_latipinna
ENSPFOP00000013445	ENSPFOG00000013391	Poecilia_formosa
ENSPMEP00000029227	ENSPMEG00000014799	Poecilia_mexicana
ENSPREP00000023216	ENSPREG00000015657	Poecilia_reticulata
ENSKMAP00000028945	ENSKMAG00000021459	Kryptolebias_marmoratus
ENSORLP00000025758	ENSORLG00000020800	Oryzias_latipes_ASM223467v1
ENSORLP00020023802	ENSORLG00020004879	Oryzias_latipes_ASM223471v1
ENSORLP00015022551	ENSORLG00015001993	Oryzias_latipes_ASM223469v1
ENSOMEP00000028665	ENSOMEG00000000288	Oryzias_melastigma
ENSGWIP00000027339	ENSGWIG00000014307	Gouania_willdenowi
ENSTNIP00000009692	ENSTNIG00000006895	Tetraodon_nigroviridis
ENSPMGP00000021520	ENSPMGG00000017436	Periophthalmus_magnuspinnatus
ENSCSEP00000031173	ENSCSEG00000019950	Cynoglossus_semilaevis
ENSAOCP00000026517	ENSAOCG00000014787	Amphiprion_ocellaris
ENSAPEP00000032324	ENSAPEG00000022950	Amphiprion_percula
ENSAPOP00000024287	ENSAPOG00000006604	Acanthochromis_polyacanthus
ENSSPAP00000002611	ENSSPAG00000001994	Stegastes_partitus
ENSPRNP00000010434	ENSPRNG00000006009	Parambassis_ranga
ENSHBUP00000031211	ENSHBUG00000016799	Haplochromis_burtoni
ENSACLP00000006485	ENSACLG00000004354	Astatotilapia_calliptera
ENSPNYP00000020402	ENSPNYG00000015428	Pundamilia_nyererei
ENSMZEP00005020337	ENSMZEG00005015230	Maylandia_zebra
ENSONIP00000014882	ENSONIG00000011821	Oreochromis_niloticus
ENSNBRP00000024138	ENSNBRG00000018475	Neolamprologus_brichardi
ENSACIP00000007611	ENSACIG00000005896	Amphilophus_citrinellus
ENSLCRP00005022008	ENSLCRG00005008869	Larimichthys_crocea
ENSMMOP00000013383	ENSMMOG00000010277	Mola_mola
ENSLBEP00000031280	ENSLBEG00000023614	Labrus_bergylta
ENSLBEP00000012961	ENSLBEG00000009939	Labrus_bergylta
ENSMALP00000014596	ENSMALG00000010231	Monopterus_albus
ENSMAMP00000000824	ENSMAMG00000000567	Mastacembelus_armatus
ENSSDUP00000020423	ENSSDUG00000014863	Seriola_dumerili
ENSSLDP00000018227	ENSSLDG00000014340	Seriola_lalandi_dorsalis
ENSSMAP00000020020	ENSSMAG00000012287	Scophthalmus_maximus
ENSATEP00000006475	ENSATEG00000004579	Anabas_testudineus
ENSBSLP00000008593	ENSBSLG00000004321	Betta_splendens
ENSCGOP00000036037	ENSCGOG00000016455	Cottoperca_gobio
ENSGACP00000025343	ENSGACG00000019163	Gasterosteus_aculeatus
ENSLCAP00010046025	ENSLCAG00010021358	Lates_calcarifer
ENSHCOP00000008840	ENSHCOG00000011177	Hippocampus_comes
ENSGMOP00000011324	ENSGMOG00000010575	Gadus_morhua
ENSSFOP00015037656	ENSSFOG00015023969	Scleropages_formosus
ENSPKIP00000025440	ENSPKIG00000008296	Paramormyrops_kingsleyae
ENSLOCP00000019344	ENSLOCG00000015714	Lepisosteus_oculatus
ENSECRP00000014343	ENSECRG00000009579	Erpetoichthys_calabaricus
ENSCMIP00000027530	ENSCMIG00000011994	Callorhinchus_milii
ENSEBUP00000010012	ENSEBUG00000006430	Eptatretus_burgeri
ENSCSAVP00000008568	ENSCSAVG00000005091	Ciona_savignyi
YLR215C_mRNA	YLR215C	Saccharomyces_cerevisiae_strain_S288C
