ENSARWP00000014020	ENSARWG00000009704	Apteryx_rowi
ENSPCAP00000007584	ENSPCAG00000008163	Procavia_capensis
ENSOARP00000012387	ENSOARG00000011555	Ovis_aries
ENSFCAP00000062042	ENSFCAG00000048281	Felis_catus
ENSGGOP00000040503	ENSGGOG00000040834	Gorilla_gorilla
ENSSLDP00000001202	ENSSLDG00000001025	Seriola_lalandi_dorsalis
ENSPSMP00000023923	ENSPSMG00000016882	Prolemur_simus
ENSCCNP00000021651	ENSCCNG00000021405	Castor_canadensis
ENSP00000480998	ENSG00000125533	Homo_sapiens
ENSABRP00000006558	ENSABRG00000006028	Anser_brachyrhynchus
ENSCHIP00000009755	ENSCHIG00000012514	Capra_hircus
ENSDCDP00000032662	ENSDCDG00000022384	Denticeps_clupeoides
ENSNBRP00000019923	ENSNBRG00000015361	Neolamprologus_brichardi
ENSCVAP00000011975	ENSCVAG00000014340	Cyprinodon_variegatus
ENSSPUP00000019586	ENSSPUG00000015090	Sphenodon_punctatus
ENSAHAP00000002419	ENSAHAG00000001985	Apteryx_haastii
ENSCJPP00005002821	ENSCJPG00005003114	Coturnix_japonica
ENSPCIP00000022637	ENSPCIG00000017180	Phascolarctos_cinereus
ENSIPUP00000017408	ENSIPUG00000011830	Ictalurus_punctatus
ENSOANP00000007880	ENSOANG00000004969	Ornithorhynchus_anatinus
ENSCGOP00000043404	ENSCGOG00000019587	Cottoperca_gobio
ENSPVIP00000006285	ENSPVIG00000005214	Pogona_vitticeps
ENSECAP00000043469	ENSECAG00000031478	Equus_caballus
ENSJJAP00000009617	ENSJJAG00000013438	Jaculus_jaculus
ENSAPLP00000022488	ENSAPLG00000022901	Anas_platyrhynchos_platyrhynchos
ENSPTRP00000023636	ENSPTRG00000013728	Pan_troglodytes
ENSBIXP00000016016	ENSBIXG00000020314	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMVIP00005006156	ENSMVIG00005004705	Manacus_vitellinus
ENSLACP00000018359	ENSLACG00000016169	Latimeria_chalumnae
ENSCGRP00015021114	ENSCGRG00015016110	Cricetulus_griseus_CriGri-PICR
ENSCAFP00020001316	ENSCAFG00020001194	Canis_lupus_dingo
ENSCGRP00001005145	ENSCGRG00001006715	Cricetulus_griseus_CHOK1GS_HDv1
ENSLCRP00005040452	ENSLCRG00005015622	Larimichthys_crocea
ENSRBIP00000006331	ENSRBIG00000026436	Rhinopithecus_bieti
ENSUPAP00010012023	ENSUPAG00010009763	Urocitellus_parryii
ENSORLP00020021488	ENSORLG00020001317	Oryzias_latipes_ASM223471v1
ENSPREP00000026123	ENSPREG00000017659	Poecilia_reticulata
ENSVURP00010023090	ENSVURG00010017694	Vombatus_ursinus
ENSPMJP00000009146	ENSPMJG00000007353	Parus_major
ENSMMOP00000027067	ENSMMOG00000020473	Mola_mola
ENSMZEP00005031634	ENSMZEG00005023601	Maylandia_zebra
