ENSPCIP00000030751	ENSPCIG00000022878	Phascolarctos_cinereus	ENSPCIT00000037839
ENSVURP00010031878	ENSVURG00010024350	Vombatus_ursinus	ENSVURT00010036300
ENSMEUP00000009672	ENSMEUG00000010595	Notamacropus_eugenii	ENSMEUT00000010631
ENSSHAP00000013163	ENSSHAG00000011252	Sarcophilus_harrisii	ENSSHAT00000013269
ENSMODP00000013176	ENSMODG00000010518	Monodelphis_domestica	ENSMODT00000013418
ENSUAMP00000020962	ENSUAMG00000016499	Ursus_americanus
ENSRNOP00000071170	ENSRNOG00000018327	Rattus_norvegicus	ENSRNOT00000081610
ENSMUGP00000026748	ENSMUGG00000022266	Meriones_unguiculatus	ENSMUGT00000030653
ENSCGRP00015001568	ENSCGRG00015001285	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000013915	ENSCGRG00000010083	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001020093	ENSCGRG00001019346	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000008226	ENSMAUG00000009677	Mesocricetus_auratus
ENSMOCP00000005207	ENSMOCG00000004647	Microtus_ochrogaster
ENSPEMP00000023321	ENSPEMG00000020393	Peromyscus_maniculatus_bairdii
ENSNGAP00000023511	ENSNGAG00000022049	Nannospalax_galili
ENSJJAP00000015202	ENSJJAG00000017415	Jaculus_jaculus
ENSUPAP00010005344	ENSUPAG00010004312	Urocitellus_parryii
ENSSTOP00000003528	ENSSTOG00000003931	Ictidomys_tridecemlineatus
ENSSDAP00000010959	ENSSDAG00000009889	Spermophilus_dauricus
ENSMMMP00000003158	ENSMMMG00000002858	Marmota_marmota_marmota
ENSCCNP00000017817	ENSCCNG00000018103	Castor_canadensis
ENSDORP00000017149	ENSDORG00000005607	Dipodomys_ordii
ENSHGLP00100025555	ENSHGLG00100018739	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000013734	ENSHGLG00000009806	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000020400	ENSFDAG00000008470	Fukomys_damarensis
ENSCLAP00000004434	ENSCLAG00000003154	Chinchilla_lanigera
ENSODEP00000023581	ENSODEG00000017273	Octodon_degus
ENSCPOP00000024101	ENSCPOG00000003862	Cavia_porcellus
ENSCAPP00000017398	ENSCAPG00000017060	Cavia_aperea
ENSOCUP00000027938	ENSOCUG00000008772	Oryctolagus_cuniculus
ENSPTRP00000050111	ENSPTRG00000029661	Pan_troglodytes
ENSPPAP00000008326	ENSPPAG00000027396	Pan_paniscus
ENSP00000357682	ENSG00000203780	Homo_sapiens
ENSGGOP00000042258	ENSGGOG00000005594	Gorilla_gorilla
ENSPPYP00000024374	ENSPPYG00000002754	Pongo_abelii
ENSNLEP00000000978	ENSNLEG00000000831	Nomascus_leucogenys
ENSMNEP00000011257	ENSMNEG00000029956	Macaca_nemestrina
ENSTGEP00000036264	ENSTGEG00000028855	Theropithecus_gelada
ENSMLEP00000015620	ENSMLEG00000031951	Mandrillus_leucophaeus
ENSPTEP00000031499	ENSPTEG00000030415	Piliocolobus_tephrosceles
ENSCANP00000025239	ENSCANG00000036027	Colobus_angolensis_palliatus
ENSRBIP00000011105	ENSRBIG00000029396	Rhinopithecus_bieti
ENSRROP00000029735	ENSRROG00000038660	Rhinopithecus_roxellana
ENSMMUP00000012632	ENSMMUG00000009655	Macaca_mulatta
ENSMFAP00000018067	ENSMFAG00000032085	Macaca_fascicularis
ENSPANP00000040109	ENSPANG00000020263	Papio_anubis
ENSCSAP00000000821	ENSCSAG00000004483	Chlorocebus_sabaeus
ENSCATP00000019073	ENSCATG00000033319	Cercocebus_atys
ENSCJAP00000022594	ENSCJAG00000012335	Callithrix_jacchus
ENSSBOP00000009560	ENSSBOG00000021643	Saimiri_boliviensis_boliviensis
ENSCCAP00000007204	ENSCCAG00000021326	Cebus_capucinus_imitator
ENSANAP00000010729	ENSANAG00000023341	Aotus_nancymaae
ENSANAP00000002863	ENSANAG00000019289	Aotus_nancymaae
ENSTSYP00000000763	ENSTSYG00000000829	Carlito_syrichta
ENSMICP00000030069	ENSMICG00000006206	Microcebus_murinus
ENSPSMP00000004316	ENSPSMG00000003450	Prolemur_simus
ENSPCOP00000008505	ENSPCOG00000015541	Propithecus_coquereli
ENSOGAP00000013898	ENSOGAG00000015521	Otolemur_garnettii
ENSLAFP00000009449	ENSLAFG00000011303	Loxodonta_africana
ENSPCAP00000011920	ENSPCAG00000012758	Procavia_capensis
ENSBIXP00000006591	ENSBIXG00000012688	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005040609	ENSBIXG00005023337	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000015312	ENSBMUG00000011628	Bos_mutus
ENSBTAP00000057853	ENSBTAG00000022917	Bos_taurus
ENSBBBP00000018502	ENSBBBG00000011445	Bison_bison_bison
ENSCHIP00000014831	ENSCHIG00000015691	Capra_hircus
ENSOARP00000012813	ENSOARG00000011953	Ovis_aries
ENSTTRP00000011290	ENSTTRG00000011900	Tursiops_truncatus
ENSVPAP00000002727	ENSVPAG00000002950	Vicugna_pacos
ENSETEP00000015463	ENSETEG00000019036	Echinops_telfairi
ENSDNOP00000023913	ENSDNOG00000048371	Dasypus_novemcinctus
ENSCHOP00000007641	ENSCHOG00000008640	Choloepus_hoffmanni
ENSOANP00000033214	ENSOANG00000030637	Ornithorhynchus_anatinus
ENSPVIP00000005803	ENSPVIG00000004724	Pogona_vitticeps
ENSACAP00000000768	ENSACAG00000000847	Anolis_carolinensis
ENSNSUP00000000355	ENSNSUG00000000334	Notechis_scutatus
ENSSMRP00000006228	ENSSMRG00000005028	Salvator_merianae
ENSSPUP00000016616	ENSSPUG00000012819	Sphenodon_punctatus
ENSGAGP00000008513	ENSGAGG00000006268	Gopherus_agassizii
ENSCABP00000020855	ENSCABG00000015371	Chelonoidis_abingdonii
ENSCPBP00000040861	ENSCPBG00000028050	Chrysemys_picta_bellii
ENSPSIP00000006780	ENSPSIG00000006230	Pelodiscus_sinensis
ENSCPRP00005013737	ENSCPRG00005009698	Crocodylus_porosus
ENSARWP00000014441	ENSARWG00000010000	Apteryx_rowi
ENSXETP00000054337	ENSXETG00000019067	Xenopus_tropicalis
ENSPNAP00000016293	ENSPNAG00000022428	Pygocentrus_nattereri
ENSIPUP00000030337	ENSIPUG00000020488	Ictalurus_punctatus
ENSEEEP00000036633	ENSEEEG00000017391	Electrophorus_electricus
ENSCHAP00000004650	ENSCHAG00000003045	Clupea_harengus
ENSHHUP00000026222	ENSHHUG00000016593	Hucho_hucho
ENSELUP00000005684	ENSELUG00000006677	Esox_lucius
ENSSFOP00015015767	ENSSFOG00015010178	Scleropages_formosus
ENSPNAP00000007522	ENSPNAG00000002726	Pygocentrus_nattereri
ENSDARP00000057961	ENSDARG00000039657	Danio_rerio
ENSCHAP00000056377	ENSCHAG00000025534	Clupea_harengus
ENSELUP00000014926	ENSELUG00000014950	Esox_lucius
ENSPKIP00000018348	ENSPKIG00000003940	Paramormyrops_kingsleyae
ENSLOCP00000009491	ENSLOCG00000007819	Lepisosteus_oculatus
ENSECRP00000014311	ENSECRG00000009536	Erpetoichthys_calabaricus
ENSCINP00000004241	ENSCING00000002090	Ciona_intestinalis
ENSCSAVP00000006784	ENSCSAVG00000004059	Ciona_savignyi
