ENSCINP00000010005	ENSCING00000004834	Ciona_intestinalis	ENSCINT00000010005
ENSCSAVP00000005705	ENSCSAVG00000003392	Ciona_savignyi	ENSCSAVT00000005780
T11A5.6a.1	WBGene00011705	Caenorhabditis_elegans_strain_N2	T11A5.6a.1
W05G11.4.1	WBGene00021041	Caenorhabditis_elegans_strain_N2	W05G11.4.1
ENSPMAP00000004771	ENSPMAG00000004340	Petromyzon_marinus
ENSPCIP00000021231	ENSPCIG00000016108	Phascolarctos_cinereus
ENSMEUP00000000029	ENSMEUG00000000030	Notamacropus_eugenii
ENSSHAP00000008134	ENSSHAG00000007052	Sarcophilus_harrisii
ENSMODP00000049585	ENSMODG00000016682	Monodelphis_domestica
ENSABRP00000002247	ENSABRG00000002221	Anser_brachyrhynchus
ENSAPLP00000003031	ENSAPLG00000003550	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005021845	ENSCJPG00005017447	Coturnix_japonica
ENSMGAP00000010501	ENSMGAG00000010138	Meleagris_gallopavo
ENSGALP00000066791	ENSGALG00000002018	Gallus_gallus
ENSNMEP00000025624	ENSNMEG00000021681	Numida_meleagris
ENSLSDP00000001755	ENSLSDG00000001354	Lonchura_striata_domestica
ENSTGUP00000015824	ENSTGUG00000015489	Taeniopygia_guttata
ENSJHYP00000023826	ENSJHYG00000017916	Junco_hyemalis
ENSZALP00000001511	ENSZALG00000001664	Zonotrichia_albicollis
ENSSCAP00000018177	ENSSCAG00000013146	Serinus_canaria
ENSPMJP00000010640	ENSPMJG00000008349	Parus_major
ENSCCEP00000023243	ENSCCEG00000020858	Cyanistes_caeruleus
ENSFALP00000004873	ENSFALG00000004681	Ficedula_albicollis
ENSLCOP00000010290	ENSLCOG00000007467	Lepidothrix_coronata
ENSMVIP00005012780	ENSMVIG00005009243	Manacus_vitellinus
ENSMUNP00000006055	ENSMUNG00000004911	Melopsittacus_undulatus
ENSCPUP00000013462	ENSCPUG00000009533	Calidris_pugnax
ENSCPGP00000025683	ENSCPGG00000017721	Calidris_pygmaea
ENSAOWP00000020428	ENSAOWG00000013829	Apteryx_owenii
ENSAHAP00000007738	ENSAHAG00000005769	Apteryx_haastii
ENSARWP00000021646	ENSARWG00000014781	Apteryx_rowi
ENSDNVP00000009392	ENSDNVG00000006625	Dromaius_novaehollandiae
ENSNPEP00000021832	ENSNPEG00000016184	Nothoprocta_perdicaria
ENSCPRP00005003022	ENSCPRG00005002197	Crocodylus_porosus
ENSGAGP00000004481	ENSGAGG00000003707	Gopherus_agassizii
ENSCABP00000012579	ENSCABG00000009422	Chelonoidis_abingdonii
ENSCPBP00000035825	ENSCPBG00000024901	Chrysemys_picta_bellii
ENSACAP00000003254	ENSACAG00000003352	Anolis_carolinensis
ENSPVIP00000029463	ENSPVIG00000021733	Pogona_vitticeps
ENSNSUP00000000312	ENSNSUG00000000323	Notechis_scutatus
ENSSMRP00000017990	ENSSMRG00000014017	Salvator_merianae
ENSXETP00000025320	ENSXETG00000003830	Xenopus_tropicalis
ENSSFOP00015028424	ENSSFOG00015018233	Scleropages_formosus
ENSPKIP00000025011	ENSPKIG00000008024	Paramormyrops_kingsleyae
ENSLCRP00005026064	ENSLCRG00005010225	Larimichthys_crocea
ENSLBEP00000017725	ENSLBEG00000013641	Labrus_bergylta
ENSTNIP00000003155	ENSTNIG00000001735	Tetraodon_nigroviridis
ENSTNIP00000015768	ENSTNIG00000012795	Tetraodon_nigroviridis
ENSTRUP00000056214	ENSTRUG00000014283	Takifugu_rubripes
ENSMMOP00000002445	ENSMMOG00000001995	Mola_mola
ENSGACP00000010905	ENSGACG00000008248	Gasterosteus_aculeatus
ENSSMAP00000023744	ENSSMAG00000014472	Scophthalmus_maximus
ENSCSEP00000029535	ENSCSEG00000018917	Cynoglossus_semilaevis
ENSSDUP00000000873	ENSSDUG00000000678	Seriola_dumerili
ENSSLDP00000014891	ENSSLDG00000011854	Seriola_lalandi_dorsalis
ENSMALP00000000514	ENSMALG00000000396	Monopterus_albus
ENSMAMP00000015908	ENSMAMG00000010762	Mastacembelus_armatus
ENSATEP00000024283	ENSATEG00000016822	Anabas_testudineus
ENSBSLP00000010434	ENSBSLG00000005415	Betta_splendens
ENSAPEP00000011932	ENSAPEG00000008463	Amphiprion_percula
ENSAOCP00000007188	ENSAOCG00000010925	Amphiprion_ocellaris
ENSAPOP00000031400	ENSAPOG00000018650	Acanthochromis_polyacanthus
ENSSPAP00000002321	ENSSPAG00000001747	Stegastes_partitus
ENSPRNP00000006906	ENSPRNG00000003840	Parambassis_ranga
ENSACLP00000014472	ENSACLG00000009847	Astatotilapia_calliptera
ENSMZEP00005015760	ENSMZEG00005011822	Maylandia_zebra
ENSHBUP00000031748	ENSHBUG00000017628	Haplochromis_burtoni
ENSPNYP00000017115	ENSPNYG00000012944	Pundamilia_nyererei
ENSNBRP00000014450	ENSNBRG00000011154	Neolamprologus_brichardi
ENSONIP00000025226	ENSONIG00000020030	Oreochromis_niloticus
ENSACIP00000009665	ENSACIG00000007568	Amphilophus_citrinellus
ENSXMAP00000038327	ENSXMAG00000019044	Xiphophorus_maculatus
ENSXCOP00000002578	ENSXCOG00000002062	Xiphophorus_couchianus
ENSGAFP00000023104	ENSGAFG00000015596	Gambusia_affinis
ENSPFOP00000017323	ENSPFOG00000017205	Poecilia_formosa
ENSPMEP00000014539	ENSPMEG00000017000	Poecilia_mexicana
ENSPLAP00000030157	ENSPLAG00000021084	Poecilia_latipinna
ENSPREP00000028326	ENSPREG00000019164	Poecilia_reticulata
ENSFHEP00000022006	ENSFHEG00000002132	Fundulus_heteroclitus
ENSCVAP00000020234	ENSCVAG00000001490	Cyprinodon_variegatus
ENSKMAP00000018678	ENSKMAG00000013861	Kryptolebias_marmoratus
ENSORLP00000034345	ENSORLG00000007128	Oryzias_latipes_ASM223467v1
ENSORLP00020011712	ENSORLG00020012687	Oryzias_latipes_ASM223471v1
ENSORLP00015028342	ENSORLG00015010949	Oryzias_latipes_ASM223469v1
ENSOMEP00000016201	ENSOMEG00000017877	Oryzias_melastigma
ENSGWIP00000021344	ENSGWIG00000011530	Gouania_willdenowi
ENSHCOP00000014407	ENSHCOG00000017804	Hippocampus_comes
ENSPMGP00000006280	ENSPMGG00000005289	Periophthalmus_magnuspinnatus
ENSHHUP00000081483	ENSHHUG00000047390	Hucho_hucho
ENSHHUP00000081487	ENSHHUG00000047392	Hucho_hucho
ENSHHUP00000081523	ENSHHUG00000047410	Hucho_hucho
ENSHHUP00000073777	ENSHHUG00000043275	Hucho_hucho
ENSELUP00000031419	ENSELUG00000008954	Esox_lucius
ENSDCDP00000037042	ENSDCDG00000024779	Denticeps_clupeoides
ENSDCDP00000062358	ENSDCDG00000035342	Denticeps_clupeoides
ENSCHAP00000012471	ENSCHAG00000006926	Clupea_harengus
ENSEEEP00000038206	ENSEEEG00000018153	Electrophorus_electricus
ENSIPUP00000007927	ENSIPUG00000005430	Ictalurus_punctatus
ENSPNAP00000017101	ENSPNAG00000023294	Pygocentrus_nattereri
ENSAMXP00000028971	ENSAMXG00000035785	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000151290	ENSDARG00000060600	Danio_rerio
ENSMMOP00000026575	ENSMMOG00000020118	Mola_mola
ENSTNIP00000006907	ENSTNIG00000004278	Tetraodon_nigroviridis
ENSLBEP00000016975	ENSLBEG00000013098	Labrus_bergylta
ENSSDUP00000001137	ENSSDUG00000000928	Seriola_dumerili
ENSSLDP00000027349	ENSSLDG00000021217	Seriola_lalandi_dorsalis
ENSLCAP00010054674	ENSLCAG00010025482	Lates_calcarifer
ENSLCAP00010023265	ENSLCAG00010010914	Lates_calcarifer
ENSLCRP00005010070	ENSLCRG00005004638	Larimichthys_crocea
ENSATEP00000026025	ENSATEG00000018032	Anabas_testudineus
ENSBSLP00000003781	ENSBSLG00000002023	Betta_splendens
ENSMAMP00000028220	ENSMAMG00000018965	Mastacembelus_armatus
ENSMALP00000021560	ENSMALG00000015062	Monopterus_albus
ENSFHEP00000020522	ENSFHEG00000022450	Fundulus_heteroclitus
ENSKMAP00000005179	ENSKMAG00000003941	Kryptolebias_marmoratus
ENSORLP00000038593	ENSORLG00000000290	Oryzias_latipes_ASM223467v1
ENSORLP00020033155	ENSORLG00020019012	Oryzias_latipes_ASM223471v1
ENSORLP00015009237	ENSORLG00015010025	Oryzias_latipes_ASM223469v1
ENSOMEP00000012513	ENSOMEG00000013895	Oryzias_melastigma
ENSAOCP00000024310	ENSAOCG00000000694	Amphiprion_ocellaris
ENSAPEP00000008560	ENSAPEG00000006148	Amphiprion_percula
ENSAPOP00000007376	ENSAPOG00000009336	Acanthochromis_polyacanthus
ENSSPAP00000008759	ENSSPAG00000006662	Stegastes_partitus
ENSACLP00000025697	ENSACLG00000017501	Astatotilapia_calliptera
ENSPNYP00000016947	ENSPNYG00000012833	Pundamilia_nyererei
ENSHBUP00000029389	ENSHBUG00000013774	Haplochromis_burtoni
ENSMZEP00005001916	ENSMZEG00005001529	Maylandia_zebra
ENSNBRP00000027543	ENSNBRG00000020996	Neolamprologus_brichardi
ENSONIP00000011833	ENSONIG00000009415	Oreochromis_niloticus
ENSACIP00000025507	ENSACIG00000019745	Amphilophus_citrinellus
ENSPRNP00000015625	ENSPRNG00000008388	Parambassis_ranga
ENSELUP00000031692	ENSELUG00000009318	Esox_lucius
ENSSFOP00015014427	ENSSFOG00015009309	Scleropages_formosus
ENSLOCP00000010968	ENSLOCG00000009003	Lepisosteus_oculatus
ENSECRP00000023779	ENSECRG00000016112	Erpetoichthys_calabaricus
ENSCMIP00000016661	ENSCMIG00000008010	Callorhinchus_milii
ENSCMIP00000016672	ENSCMIG00000008014	Callorhinchus_milii
ENSLACP00000018945	ENSLACG00000016666	Latimeria_chalumnae
FBpp0088620	FBgn0003464	Drosophila_melanogaster
