ENSPPYP00000011905	ENSPPYG00000010643	Pongo_abelii
ENSAMEP00000006474	ENSAMEG00000006092	Ailuropoda_melanoleuca
ENSECRP00000020571	ENSECRG00000013723	Erpetoichthys_calabaricus
ENSMFAP00000043489	ENSMFAG00000039146	Macaca_fascicularis
FBpp0077406	FBgn0031462	Drosophila_melanogaster	FBtr0077722
ENSIPUP00000015691	ENSIPUG00000010651	Ictalurus_punctatus
ENSVURP00010020215	ENSVURG00010015198	Vombatus_ursinus
ENSMVIP00005025282	ENSMVIG00005017697	Manacus_vitellinus
ENSSARP00000001000	ENSSARG00000001076	Sorex_araneus
ENSHBUP00000003564	ENSHBUG00000004824	Haplochromis_burtoni
ENSPTRP00000063679	ENSPTRG00000045834	Pan_troglodytes
ENSMOCP00000019131	ENSMOCG00000017208	Microtus_ochrogaster
ENSPFOP00000012808	ENSPFOG00000012634	Poecilia_formosa
ENSSDAP00000024859	ENSSDAG00000022603	Spermophilus_dauricus
ENSCGRP00000006207	ENSCGRG00000004545	Cricetulus_griseus_CriGri_1.0
ENSSDUP00000030263	ENSSDUG00000021804	Seriola_dumerili
ENSPANP00000041016	ENSPANG00000020964	Papio_anubis
ENSAMXP00000042760	ENSAMXG00000001020	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSHHUP00000028050	ENSHHUG00000017833	Hucho_hucho
ENSNVIP00000004331	ENSNVIG00000003445	Neovison_vison
ENSUMAP00000026748	ENSUMAG00000019472	Ursus_maritimus
ENSPVAP00000005487	ENSPVAG00000005803	Pteropus_vampyrus
ENSPTIP00000022158	ENSPTIG00000019029	Panthera_tigris_altaica
MGP_CAROLIEiJ_P0058547	MGP_CAROLIEiJ_G0025187	Mus_caroli_strain_CAROLI_EIJ
ENSHBUP00000000725	ENSHBUG00000001925	Haplochromis_burtoni
ENSNLEP00000040537	ENSNLEG00000027666	Nomascus_leucogenys
ENSSDUP00000007561	ENSSDUG00000005536	Seriola_dumerili
ENSMLUP00000007651	ENSMLUG00000008385	Myotis_lucifugus
ENSMEUP00000004100	ENSMEUG00000004506	Notamacropus_eugenii
ENSBIXP00000039668	ENSBIXG00000023614	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTGEP00000022156	ENSTGEG00000017910	Theropithecus_gelada
ENSPCIP00000024633	ENSPCIG00000018564	Phascolarctos_cinereus
ENSSFOP00015026004	ENSSFOG00015016663	Scleropages_formosus
ENSFHEP00000020983	ENSFHEG00000022983	Fundulus_heteroclitus
ENSKMAP00000023605	ENSKMAG00000017471	Kryptolebias_marmoratus
ENSMFAP00000037898	ENSMFAG00000034196	Macaca_fascicularis
ENSAPOP00000008803	ENSAPOG00000011045	Acanthochromis_polyacanthus
ENSEEEP00000034036	ENSEEEG00000015009	Electrophorus_electricus
ENSIPUP00000025986	ENSIPUG00000017595	Ictalurus_punctatus
ENSPTEP00000030553	ENSPTEG00000029733	Piliocolobus_tephrosceles
ENSMPUP00000017017	ENSMPUG00000017126	Mustela_putorius_furo
ENSSTOP00000030199	ENSSTOG00000022480	Ictidomys_tridecemlineatus
ENSRBIP00000041386	ENSRBIG00000044029	Rhinopithecus_bieti
ENSCATP00000002117	ENSCATG00000009431	Cercocebus_atys
ENSUAMP00000033780	ENSUAMG00000025731	Ursus_americanus
ENSAMXP00005031012	ENSAMXG00005014218	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSGAGP00000013663	ENSGAGG00000010418	Gopherus_agassizii
ENSCCAP00000015986	ENSCCAG00000025722	Cebus_capucinus_imitator
ENSTSYP00000014428	ENSTSYG00000031545	Carlito_syrichta
ENSFHEP00000008289	ENSFHEG00000009486	Fundulus_heteroclitus
ENSPSIP00000008778	ENSPSIG00000007932	Pelodiscus_sinensis
ENSHGLP00100011476	ENSHGLG00100008519	Heterocephalus_glaber_HetGla_1.0
ENSMLEP00000035705	ENSMLEG00000041947	Mandrillus_leucophaeus
ENSMOCP00000007236	ENSMOCG00000007008	Microtus_ochrogaster
ENSAPLP00000000729	ENSAPLG00000001115	Anas_platyrhynchos_platyrhynchos
ENSCVAP00000015916	ENSCVAG00000018809	Cyprinodon_variegatus
ENSMSIP00000003949	ENSMSIG00000003640	Mus_spicilegus
ENSTGEP00000002925	ENSTGEG00000002530	Theropithecus_gelada
ENSMUNP00000010943	ENSMUNG00000008585	Melopsittacus_undulatus
ENSUPAP00010003332	ENSUPAG00010002743	Urocitellus_parryii
ENSCJAP00000019183	ENSCJAG00000010406	Callithrix_jacchus
ENSFHEP00000034546	ENSFHEG00000022367	Fundulus_heteroclitus
ENSSLDP00000012811	ENSSLDG00000010200	Seriola_lalandi_dorsalis
ENSMAUP00000023654	ENSMAUG00000020752	Mesocricetus_auratus
ENSGMOP00000006244	ENSGMOG00000005863	Gadus_morhua
ENSPREP00000010198	ENSPREG00000006935	Poecilia_reticulata
ENSDARP00000150503	ENSDARG00000099860	Danio_rerio
ENSPCOP00000030933	ENSPCOG00000028225	Propithecus_coquereli
ENSMAUP00000024517	ENSMAUG00000021345	Mesocricetus_auratus
ENSMNEP00000027678	ENSMNEG00000037155	Macaca_nemestrina
ENSMAMP00000004790	ENSMAMG00000003203	Mastacembelus_armatus
ENSGWIP00000015739	ENSGWIG00000007875	Gouania_willdenowi
ENSDARP00000069759	ENSDARG00000042010	Danio_rerio
ENSVURP00010017789	ENSVURG00010012910	Vombatus_ursinus
ENSPNAP00000022527	ENSPNAG00000029916	Pygocentrus_nattereri
ENSODEP00000010328	ENSODEG00000007713	Octodon_degus
ENSCHAP00000007866	ENSCHAG00000002204	Clupea_harengus
ENSGGOP00000001886	ENSGGOG00000001917	Gorilla_gorilla
ENSNGAP00000020360	ENSNGAG00000019876	Nannospalax_galili
ENSMSIP00000030711	ENSMSIG00000025714	Mus_spicilegus
YOR347C_mRNA	YOR347C	Saccharomyces_cerevisiae_strain_S288C
ENSCAFP00000061352	ENSCAFG00000016959	Canis_lupus_familiaris
ENSNMEP00000009749	ENSNMEG00000009364	Numida_meleagris
ENSHGLP00100002487	ENSHGLG00100001936	Heterocephalus_glaber_HetGla_1.0
ENSCJPP00005008249	ENSCJPG00005007315	Coturnix_japonica
ENSEBUP00000020532	ENSEBUG00000012721	Eptatretus_burgeri
ENSOGAP00000008013	ENSOGAG00000008934	Otolemur_garnettii
ENSVURP00010019786	ENSVURG00010015094	Vombatus_ursinus
ENSPANP00000024208	ENSPANG00000022417	Papio_anubis
ENSSMRP00000014691	ENSSMRG00000011432	Salvator_merianae
ENSEEUP00000005156	ENSEEUG00000005635	Erinaceus_europaeus
ENSCGRP00001025926	ENSCGRG00001023372	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGOP00000037057	ENSCGOG00000015181	Cottoperca_gobio
ENSPREP00000008398	ENSPREG00000005717	Poecilia_reticulata
ENSXCOP00000026097	ENSXCOG00000019493	Xiphophorus_couchianus
ENSVVUP00000024871	ENSVVUG00000018228	Vulpes_vulpes
ENSAMXP00000042207	ENSAMXG00000036979	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSELUP00000014111	ENSELUG00000014172	Esox_lucius
ENSCGRP00015030972	ENSCGRG00015023319	Cricetulus_griseus_CriGri-PICR
ENSPCAP00000013468	ENSPCAG00000014388	Procavia_capensis
ENSPTEP00000004708	ENSPTEG00000005498	Piliocolobus_tephrosceles
ENSCANP00000020278	ENSCANG00000033519	Colobus_angolensis_palliatus
ENSBMUP00000017345	ENSBMUG00000013109	Bos_mutus
ENSCGRP00015002383	ENSCGRG00015001906	Cricetulus_griseus_CriGri-PICR
ENSPTRP00000092154	ENSPTRG00000044064	Pan_troglodytes
ENSGAFP00000015346	ENSGAFG00000010372	Gambusia_affinis
ENSDCDP00000033706	ENSDCDG00000022915	Denticeps_clupeoides
ENSOMEP00000030138	ENSOMEG00000014272	Oryzias_melastigma
ENSMODP00000021277	ENSMODG00000017053	Monodelphis_domestica
ENSDARP00000140346	ENSDARG00000099730	Danio_rerio
ENSBSLP00000042711	ENSBSLG00000020281	Betta_splendens
ENSCGRP00000000032	ENSCGRG00000000056	Cricetulus_griseus_CriGri_1.0
ENSCCEP00000002968	ENSCCEG00000003327	Cyanistes_caeruleus
ENSMMOP00000021721	ENSMMOG00000016508	Mola_mola
ENSGWIP00000026873	ENSGWIG00000013353	Gouania_willdenowi
ENSMMMP00000004669	ENSMMMG00000004228	Marmota_marmota_marmota
ENSNGAP00000023463	ENSNGAG00000022022	Nannospalax_galili
ENSHHUP00000085697	ENSHHUG00000049377	Hucho_hucho
ENSSMAP00000013767	ENSSMAG00000008462	Scophthalmus_maximus
ENSPMEP00000005051	ENSPMEG00000006396	Poecilia_mexicana
ENSHGLP00100012420	ENSHGLG00100009198	Heterocephalus_glaber_HetGla_1.0
ENSPNYP00000015267	ENSPNYG00000011558	Pundamilia_nyererei
ENSETEP00000000929	ENSETEG00000001149	Echinops_telfairi
ENSRNOP00000027700	ENSRNOG00000020420	Rattus_norvegicus
ENSMZEP00005006105	ENSMZEG00005004739	Maylandia_zebra
ENSMFAP00000027000	ENSMFAG00000044913	Macaca_fascicularis
ENSCATP00000021450	ENSCATG00000034447	Cercocebus_atys
ENSTGEP00000006999	ENSTGEG00000005726	Theropithecus_gelada
ENSCGRP00001012875	ENSCGRG00001014173	Cricetulus_griseus_CHOK1GS_HDv1
ENSPSMP00000034456	ENSPSMG00000023748	Prolemur_simus
ENSBIXP00000024026	ENSBIXG00000026332	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSDAP00000025937	ENSSDAG00000023537	Spermophilus_dauricus
ENSAPEP00000010109	ENSAPEG00000007253	Amphiprion_percula
ENSCPRP00005004865	ENSCPRG00005003450	Crocodylus_porosus
ENSUPAP00010004823	ENSUPAG00010003908	Urocitellus_parryii
ENSACIP00000009278	ENSACIG00000007258	Amphilophus_citrinellus
ENSTRUP00000032103	ENSTRUG00000012678	Takifugu_rubripes
ENSCVAP00000006561	ENSCVAG00000008179	Cyprinodon_variegatus
ENSCGRP00015000229	ENSCGRG00015000255	Cricetulus_griseus_CriGri-PICR
ENSCJAP00000048105	ENSCJAG00000008393	Callithrix_jacchus
ENSXMAP00000029823	ENSXMAG00000007404	Xiphophorus_maculatus
ENSHGLP00000001016	ENSHGLG00000000817	Heterocephalus_glaber_HetGla_female_1.0
ENSMMMP00000016238	ENSMMMG00000014412	Marmota_marmota_marmota
ENSLACP00000023591	ENSLACG00000011423	Latimeria_chalumnae
ENSVURP00010018829	ENSVURG00010013669	Vombatus_ursinus
ENSMAMP00000028351	ENSMAMG00000019025	Mastacembelus_armatus
ENSOCUP00000005301	ENSOCUG00000006119	Oryctolagus_cuniculus
ENSNBRP00000003776	ENSNBRG00000003002	Neolamprologus_brichardi
ENSPTRP00000083161	ENSPTRG00000044272	Pan_troglodytes
ENSCPBP00000037058	ENSCPBG00000025695	Chrysemys_picta_bellii
ENSZALP00000020456	ENSZALG00000016083	Zonotrichia_albicollis
ENSMZEP00005009569	ENSMZEG00005007244	Maylandia_zebra
ENSAPEP00000001044	ENSAPEG00000000771	Amphiprion_percula
ENSTTRP00000008974	ENSTTRG00000009466	Tursiops_truncatus
ENSSTOP00000030877	ENSSTOG00000008167	Ictidomys_tridecemlineatus
ENSTTRP00000008979	ENSTTRG00000009471	Tursiops_truncatus
ENSMALP00000018094	ENSMALG00000012610	Monopterus_albus
ENSCSEP00000012138	ENSCSEG00000007803	Cynoglossus_semilaevis
ENSPLAP00000006683	ENSPLAG00000008882	Poecilia_latipinna
ENSGAFP00000021501	ENSGAFG00000014483	Gambusia_affinis
ENSCANP00000003428	ENSCANG00000012162	Colobus_angolensis_palliatus
ENSCAPP00000006650	ENSCAPG00000008756	Cavia_aperea
ENSARWP00000020862	ENSARWG00000014252	Apteryx_rowi
ENSMLEP00000023353	ENSMLEG00000035874	Mandrillus_leucophaeus
ENSABRP00000023170	ENSABRG00000019494	Anser_brachyrhynchus
ENSMZEP00005021502	ENSMZEG00005016142	Maylandia_zebra
ENSTRUP00000011052	ENSTRUG00000004651	Takifugu_rubripes
ENSATEP00000022014	ENSATEG00000015265	Anabas_testudineus
ENSLCRP00005012362	ENSLCRG00005005411	Larimichthys_crocea
ENSPNAP00000009181	ENSPNAG00000003237	Pygocentrus_nattereri
ENSPMEP00000003425	ENSPMEG00000004572	Poecilia_mexicana
ENSSARP00000008700	ENSSARG00000009630	Sorex_araneus
ENSECAP00000011863	ENSECAG00000013836	Equus_caballus
ENSAHAP00000014936	ENSAHAG00000010752	Apteryx_haastii
ENSORLP00000045107	ENSORLG00000010652	Oryzias_latipes_ASM223467v1
ENSDNVP00000025695	ENSDNVG00000017873	Dromaius_novaehollandiae
ENSCLAP00000007303	ENSCLAG00000005136	Chinchilla_lanigera
ENSPVAP00000006048	ENSPVAG00000006402	Pteropus_vampyrus
ENSJHYP00000018720	ENSJHYG00000014238	Junco_hyemalis
ENSOCUP00000033056	ENSOCUG00000001811	Oryctolagus_cuniculus
ENSHCOP00000017221	ENSHCOG00000021115	Hippocampus_comes
ENSCABP00000024291	ENSCABG00000017906	Chelonoidis_abingdonii
ENSPKIP00000030158	ENSPKIG00000011117	Paramormyrops_kingsleyae
ENSSFOP00015004785	ENSSFOG00015002749	Scleropages_formosus
ENSLOCP00000007997	ENSLOCG00000006611	Lepisosteus_oculatus
ENSORLP00020011190	ENSORLG00020012132	Oryzias_latipes_ASM223471v1
ENSCGRP00001005798	ENSCGRG00001007673	Cricetulus_griseus_CHOK1GS_HDv1
ENSHCOP00000011789	ENSHCOG00000014717	Hippocampus_comes
ENSCAFP00000065403	ENSCAFG00000017655	Canis_lupus_familiaris
ENSLSDP00000015767	ENSLSDG00000011379	Lonchura_striata_domestica
ENSTBEP00000009183	ENSTBEG00000010619	Tupaia_belangeri
ENSFDAP00000017248	ENSFDAG00000005845	Fukomys_damarensis
ENSSPUP00000011521	ENSSPUG00000008843	Sphenodon_punctatus
ENSMSIP00000003831	ENSMSIG00000003520	Mus_spicilegus
ENSOANP00000031978	ENSOANG00000030296	Ornithorhynchus_anatinus
ENSODEP00000013412	ENSODEG00000009915	Octodon_degus
ENSGWIP00000044517	ENSGWIG00000020983	Gouania_willdenowi
ENSCGRP00001025508	ENSCGRG00001023090	Cricetulus_griseus_CHOK1GS_HDv1
ENSDCDP00000036767	ENSDCDG00000024004	Denticeps_clupeoides
ENSLCAP00010017426	ENSLCAG00010008229	Lates_calcarifer
ENSMSIP00000035369	ENSMSIG00000029445	Mus_spicilegus
ENSMUSP00000034834	ENSMUSG00000032294	Mus_musculus_strain_reference_(CL57BL6)
ENSCGOP00000004719	ENSCGOG00000002409	Cottoperca_gobio
ENSHGLP00000024558	ENSHGLG00000017506	Heterocephalus_glaber_HetGla_female_1.0
ENSORLP00000016641	ENSORLG00000013279	Oryzias_latipes_ASM223467v1
ENSGALP00000049508	ENSGALG00000001992	Gallus_gallus
ENSNSUP00000027181	ENSNSUG00000019463	Notechis_scutatus
ENSPRNP00000020350	ENSPRNG00000008381	Parambassis_ranga
ENSMALP00000012326	ENSMALG00000008737	Monopterus_albus
ENSAPOP00000015924	ENSAPOG00000019026	Acanthochromis_polyacanthus
ENSCAFP00020008711	ENSCAFG00020006996	Canis_lupus_dingo
ENSGGOP00000048811	ENSGGOG00000005062	Gorilla_gorilla
ENSSHAP00000009923	ENSSHAG00000008590	Sarcophilus_harrisii
ENSELUP00000016718	ENSELUG00000016489	Esox_lucius
ENSMLUP00000017454	ENSMLUG00000030716	Myotis_lucifugus
ENSP00000339933	ENSG00000143627	Homo_sapiens
ENSLCRP00005055540	ENSLCRG00005020706	Larimichthys_crocea
ENSLBEP00000034146	ENSLBEG00000025690	Labrus_bergylta
ENSPMGP00000016025	ENSPMGG00000013148	Periophthalmus_magnuspinnatus
ENSACLP00000010419	ENSACLG00000007109	Astatotilapia_calliptera
ENSAPEP00000012754	ENSAPEG00000009087	Amphiprion_percula
ENSFCAP00000016948	ENSFCAG00000030093	Felis_catus
ENSRROP00000029980	ENSRROG00000038742	Rhinopithecus_roxellana
ENSBBBP00000025198	ENSBBBG00000000597	Bison_bison_bison
ENSATEP00000003030	ENSATEG00000002134	Anabas_testudineus
ENSPVIP00000027932	ENSPVIG00000020742	Pogona_vitticeps
MGP_PahariEiJ_P0023804	MGP_PahariEiJ_G0015173	Mus_pahari_strain_PAHARI_EIJ
ENSPTEP00000003242	ENSPTEG00000003849	Piliocolobus_tephrosceles
ENSSCAP00000022481	ENSSCAG00000016160	Serinus_canaria
ENSODEP00000021085	ENSODEG00000015542	Octodon_degus
ENSGMOP00000015579	ENSGMOG00000014558	Gadus_morhua
ENSCSAP00000016014	ENSCSAG00000002021	Chlorocebus_sabaeus
ENSONIP00000010584	ENSONIG00000008419	Oreochromis_niloticus
ENSAOWP00000000943	ENSAOWG00000000702	Apteryx_owenii
ENSODEP00000015263	ENSODEG00000011272	Octodon_degus
ENSODEP00000014047	ENSODEG00000010380	Octodon_degus
ENSOGAP00000019470	ENSOGAG00000028418	Otolemur_garnettii
ENSORLP00000006224	ENSORLG00000004943	Oryzias_latipes_ASM223467v1
MGP_CAROLIEiJ_P0088159	MGP_CAROLIEiJ_G0032307	Mus_caroli_strain_CAROLI_EIJ
ENSCMIP00000027036	ENSCMIG00000011695	Callorhinchus_milii
ENSRNOP00000015331	ENSRNOG00000011329	Rattus_norvegicus
ENSEBUP00000003907	ENSEBUG00000002787	Eptatretus_burgeri
ENSMAUP00000012521	ENSMAUG00000012808	Mesocricetus_auratus
ENSCHIP00000002740	ENSCHIG00000006078	Capra_hircus
ENSDCDP00000061188	ENSDCDG00000034972	Denticeps_clupeoides
ENSCSAVP00000018519	ENSCSAVG00000010872	Ciona_savignyi
ENSAOCP00000029271	ENSAOCG00000019507	Amphiprion_ocellaris
ENSOANP00000008219	ENSOANG00000005173	Ornithorhynchus_anatinus
ENSBIXP00005046258	ENSBIXG00005031163	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMLUP00000019289	ENSMLUG00000024019	Myotis_lucifugus
ENSPMGP00000008171	ENSPMGG00000006761	Periophthalmus_magnuspinnatus
ENSDORP00000021343	ENSDORG00000011632	Dipodomys_ordii
ENSMLEP00000015346	ENSMLEG00000031821	Mandrillus_leucophaeus
ENSPTRP00000056053	ENSPTRG00000001421	Pan_troglodytes
ENSMFAP00000042604	ENSMFAG00000040070	Macaca_fascicularis
ENSPKIP00000001073	ENSPKIG00000019490	Paramormyrops_kingsleyae
ENSPNYP00000028816	ENSPNYG00000021700	Pundamilia_nyererei
ENSLACP00000006635	ENSLACG00000005885	Latimeria_chalumnae
ENSCPGP00000004619	ENSCPGG00000003363	Calidris_pygmaea
ENSMMUP00000054031	ENSMMUG00000040343	Macaca_mulatta
ENSMMUP00000080590	ENSMMUG00000023143	Macaca_mulatta
ENSNLEP00000014682	ENSNLEG00000012082	Nomascus_leucogenys
ENSPPRP00000027865	ENSPPRG00000019731	Panthera_pardus
ENSCCAP00000024160	ENSCCAG00000029855	Cebus_capucinus_imitator
ENSFDAP00000008103	ENSFDAG00000016449	Fukomys_damarensis
ENSRROP00000027507	ENSRROG00000037515	Rhinopithecus_roxellana
ENSSFOP00015034920	ENSSFOG00015022235	Scleropages_formosus
ENSOCUP00000045683	ENSOCUG00000038669	Oryctolagus_cuniculus	ENSOCUT00000059968
ENSACIP00000004504	ENSACIG00000003559	Amphilophus_citrinellus
ENSELUP00000028919	ENSELUG00000000168	Esox_lucius
ENSCPBP00000008076	ENSCPBG00000006337	Chrysemys_picta_bellii
ENSGAGP00000031736	ENSGAGG00000022797	Gopherus_agassizii
ENSSBOP00000023040	ENSSBOG00000027951	Saimiri_boliviensis_boliviensis
ENSPLAP00000016350	ENSPLAG00000020480	Poecilia_latipinna
ENSCGRP00000001411	ENSCGRG00000001086	Cricetulus_griseus_CriGri_1.0
ENSPNAP00000033198	ENSPNAG00000021759	Pygocentrus_nattereri
ENSODEP00000011412	ENSODEG00000008490	Octodon_degus
ENSLCRP00005062764	ENSLCRG00005022939	Larimichthys_crocea
ENSSMAP00000017620	ENSSMAG00000010779	Scophthalmus_maximus
ENSCPOP00000010073	ENSCPOG00000011202	Cavia_porcellus
ENSMLUP00000012213	ENSMLUG00000013422	Myotis_lucifugus
ENSACAP00000011269	ENSACAG00000011445	Anolis_carolinensis
ENSHBUP00000022911	ENSHBUG00000003447	Haplochromis_burtoni
ENSSDUP00000010473	ENSSDUG00000007651	Seriola_dumerili
ENSTGEP00000029740	ENSTGEG00000023904	Theropithecus_gelada
ENSCINP00000008557	ENSCING00000004140	Ciona_intestinalis
ENSCANP00000016615	ENSCANG00000031688	Colobus_angolensis_palliatus
ENSDCDP00000004896	ENSDCDG00000002333	Denticeps_clupeoides
ENSPFOP00000005588	ENSPFOG00000005647	Poecilia_formosa
ENSPANP00000027331	ENSPANG00000031666	Papio_anubis
ENSSLDP00000020685	ENSSLDG00000016145	Seriola_lalandi_dorsalis
ENSPPAP00000028879	ENSPPAG00000037456	Pan_paniscus
ENSCANP00000004328	ENSCANG00000015145	Colobus_angolensis_palliatus
ENSANAP00000002976	ENSANAG00000019082	Aotus_nancymaae
ENSNLEP00000033205	ENSNLEG00000034228	Nomascus_leucogenys
ENSPREP00000023533	ENSPREG00000015879	Poecilia_reticulata
ENSHHUP00000066845	ENSHHUG00000039386	Hucho_hucho
ENSCPRP00005008050	ENSCPRG00005005739	Crocodylus_porosus
ENSGGOP00000042193	ENSGGOG00000043872	Gorilla_gorilla
ENSECRP00000002687	ENSECRG00000001821	Erpetoichthys_calabaricus
ENSSPAP00000004294	ENSSPAG00000003301	Stegastes_partitus
ENSCCAP00000014209	ENSCCAG00000024808	Cebus_capucinus_imitator
ENSCPUP00000018621	ENSCPUG00000012795	Calidris_pugnax
ENSTRUP00000053405	ENSTRUG00000014910	Takifugu_rubripes
ENSJJAP00000002611	ENSJJAG00000004619	Jaculus_jaculus
ENSPLAP00000028903	ENSPLAG00000018704	Poecilia_latipinna
ENSCAFP00020008074	ENSCAFG00020006531	Canis_lupus_dingo
ENSUMAP00000011820	ENSUMAG00000008839	Ursus_maritimus
ENSNPEP00000000089	ENSNPEG00000000093	Nothoprocta_perdicaria
ENSCGRP00000003793	ENSCGRG00000002796	Cricetulus_griseus_CriGri_1.0
ENSSSCP00000036804	ENSSSCG00000026149	Sus_scrofa_strain_reference
ENSMOCP00000016900	ENSMOCG00000015664	Microtus_ochrogaster
ENSSBOP00000027819	ENSSBOG00000030303	Saimiri_boliviensis_boliviensis
ENSUAMP00000026502	ENSUAMG00000020518	Ursus_americanus
ENSMOCP00000013620	ENSMOCG00000013352	Microtus_ochrogaster
ENSBTAP00000061000	ENSBTAG00000017056	Bos_taurus
ENSSLDP00000019244	ENSSLDG00000015078	Seriola_lalandi_dorsalis
ENSMGAP00000001167	ENSMGAG00000001626	Meleagris_gallopavo
ENSAPOP00000025375	ENSAPOG00000008456	Acanthochromis_polyacanthus
ENSRROP00000000053	ENSRROG00000000062	Rhinopithecus_roxellana
ENSEASP00005007391	ENSEASG00005005402	Equus_asinus_asinus
ENSPCIP00000021448	ENSPCIG00000016282	Phascolarctos_cinereus
ENSPMJP00000009233	ENSPMJG00000007426	Parus_major
ENSTSYP00000023835	ENSTSYG00000014679	Carlito_syrichta
ENSXMAP00000021177	ENSXMAG00000000039	Xiphophorus_maculatus
ENSMFAP00000026342	ENSMFAG00000044507	Macaca_fascicularis
ENSPMEP00000000591	ENSPMEG00000001381	Poecilia_mexicana
ENSLCOP00000021673	ENSLCOG00000015318	Lepidothrix_coronata
ENSNBRP00000003244	ENSNBRG00000002607	Neolamprologus_brichardi
ENSPTRP00000089835	ENSPTRG00000007246	Pan_troglodytes
ENSHCOP00000013730	ENSHCOG00000016942	Hippocampus_comes
ENSGACP00000015403	ENSGACG00000011641	Gasterosteus_aculeatus
ENSANAP00000022229	ENSANAG00000028867	Aotus_nancymaae
ENSCAFP00000037082	ENSCAFG00000030425	Canis_lupus_familiaris
ENSEEEP00000039252	ENSEEEG00000017250	Electrophorus_electricus
ENSCGRP00001021980	ENSCGRG00001020661	Cricetulus_griseus_CHOK1GS_HDv1
