ENSCAPP00000007555	ENSCAPG00000009448	Cavia_aperea
ENSECAP00000006875	ENSECAG00000008949	Equus_caballus
ENSBMUP00000021926	ENSBMUG00000016523	Bos_mutus
ENSEBUP00000004663	ENSEBUG00000003259	Eptatretus_burgeri	ENSEBUT00000005101
ENSPVAP00000003073	ENSPVAG00000003255	Pteropus_vampyrus
ENSAMXP00000029578	ENSAMXG00000038064	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPRNP00000056352	ENSPRNG00000026335	Parambassis_ranga
ENSPTEP00000008916	ENSPTEG00000010114	Piliocolobus_tephrosceles
ENSLSDP00000006507	ENSLSDG00000004947	Lonchura_striata_domestica
ENSSFOP00015023336	ENSSFOG00015015004	Scleropages_formosus
ENSPMGP00000007849	ENSPMGG00000006514	Periophthalmus_magnuspinnatus
ENSPTRP00000023478	ENSPTRG00000013647	Pan_troglodytes
ENSCHAP00000060506	ENSCHAG00000027057	Clupea_harengus
ENSARWP00000013696	ENSARWG00000009465	Apteryx_rowi
ENSAPOP00000026730	ENSAPOG00000010770	Acanthochromis_polyacanthus
ENSMLUP00000020285	ENSMLUG00000022353	Myotis_lucifugus
ENSORLP00020006537	ENSORLG00020007379	Oryzias_latipes_ASM223471v1
ENSOPRP00000007896	ENSOPRG00000008635	Ochotona_princeps
ENSMEUP00000014318	ENSMEUG00000015687	Notamacropus_eugenii
ENSMMOP00000012900	ENSMMOG00000009917	Mola_mola
ENSMZEP00005008562	ENSMZEG00005006524	Maylandia_zebra
ENSNVIP00000029180	ENSNVIG00000022484	Neovison_vison
ENSSPAP00000004078	ENSSPAG00000003152	Stegastes_partitus
ENSXCOP00000013169	ENSXCOG00000009977	Xiphophorus_couchianus
ENSNGAP00000020715	ENSNGAG00000020130	Nannospalax_galili
ENSTSYP00000002909	ENSTSYG00000003181	Carlito_syrichta
ENSSHAP00000015373	ENSSHAG00000013103	Sarcophilus_harrisii
ENSPKIP00000020615	ENSPKIG00000005323	Paramormyrops_kingsleyae
ENSLAFP00000007041	ENSLAFG00000008393	Loxodonta_africana
ENSHCOP00000016216	ENSHCOG00000019972	Hippocampus_comes
ENSCCAP00000025111	ENSCCAG00000030350	Cebus_capucinus_imitator
ENSMUGP00000029407	ENSMUGG00000024403	Meriones_unguiculatus
ENSSDAP00000020512	ENSSDAG00000018690	Spermophilus_dauricus
ENSRNOP00000051976	ENSRNOG00000004775	Rattus_norvegicus
ENSMPUP00000006190	ENSMPUG00000006243	Mustela_putorius_furo
ENSSMAP00000002584	ENSSMAG00000001625	Scophthalmus_maximus
ENSVVUP00000023679	ENSVVUG00000017348	Vulpes_vulpes
ENSFDAP00000002935	ENSFDAG00000012508	Fukomys_damarensis
ENSHGLP00000023862	ENSHGLG00000017012	Heterocephalus_glaber_HetGla_female_1.0
ENSSMRP00000006992	ENSSMRG00000005658	Salvator_merianae
ENSLSDP00000003575	ENSLSDG00000002737	Lonchura_striata_domestica
ENSSDUP00000012371	ENSSDUG00000009011	Seriola_dumerili
ENSMSIP00000031601	ENSMSIG00000026444	Mus_spicilegus
ENSBTAP00000008722	ENSBTAG00000006639	Bos_taurus
ENSGAFP00000011421	ENSGAFG00000007747	Gambusia_affinis
ENSCCEP00000023895	ENSCCEG00000021297	Cyanistes_caeruleus	ENSCCET00000035983
ENSGWIP00000042398	ENSGWIG00000021275	Gouania_willdenowi
ENSORLP00000011809	ENSORLG00000009422	Oryzias_latipes_ASM223467v1
ENSEASP00005034039	ENSEASG00005023272	Equus_asinus_asinus
ENSCPBP00000020933	ENSCPBG00000015042	Chrysemys_picta_bellii
ENSEEUP00000013301	ENSEEUG00000014598	Erinaceus_europaeus
ENSMLUP00000019202	ENSMLUG00000026182	Myotis_lucifugus
ENSRROP00000001705	ENSRROG00000006757	Rhinopithecus_roxellana
ENSTBEP00000011643	ENSTBEG00000013454	Tupaia_belangeri
ENSCMIP00000034521	ENSCMIG00000014631	Callorhinchus_milii
ENSCCNP00000025396	ENSCCNG00000024765	Castor_canadensis
ENSLACP00000018487	ENSLACG00000016278	Latimeria_chalumnae
ENSCSAP00000011501	ENSCSAG00000015411	Chlorocebus_sabaeus
ENSECRP00000012362	ENSECRG00000008239	Erpetoichthys_calabaricus
ENSGALP00000012563	ENSGALG00000007757	Gallus_gallus
ENSXETP00000003893	ENSXETG00000004400	Xenopus_tropicalis	ENSXETT00000013700
ENSAOCP00000013772	ENSAOCG00000018366	Amphiprion_ocellaris
MGP_CAROLIEiJ_P0056441	MGP_CAROLIEiJ_G0024736	Mus_caroli_strain_CAROLI_EIJ
ENSPEMP00000022239	ENSPEMG00000019660	Peromyscus_maniculatus_bairdii
ENSCINP00000008072	ENSCING00000003910	Ciona_intestinalis
ENSSTOP00000023951	ENSSTOG00000021271	Ictidomys_tridecemlineatus
ENSNPEP00000014801	ENSNPEG00000011066	Nothoprocta_perdicaria
ENSMMMP00000009604	ENSMMMG00000008566	Marmota_marmota_marmota
ENSMMUP00000060814	ENSMMUG00000000072	Macaca_mulatta
ENSVURP00010024306	ENSVURG00010018632	Vombatus_ursinus
ENSOARP00000019643	ENSOARG00000018300	Ovis_aries
ENSMFAP00000034098	ENSMFAG00000003531	Macaca_fascicularis
ENSPVIP00000029774	ENSPVIG00000021940	Pogona_vitticeps
ENSEEEP00000031709	ENSEEEG00000015147	Electrophorus_electricus
ENSPCIP00000037078	ENSPCIG00000027334	Phascolarctos_cinereus
F28C6.3.2	WBGene00000773	Caenorhabditis_elegans_strain_N2
ENSFALP00000011398	ENSFALG00000010916	Ficedula_albicollis	ENSFALT00000011443
ENSBBBP00000028471	ENSBBBG00000025215	Bison_bison_bison
ENSAMEP00000007533	ENSAMEG00000007149	Ailuropoda_melanoleuca
ENSBIXP00005020742	ENSBIXG00005005882	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCSEP00000020926	ENSCSEG00000013372	Cynoglossus_semilaevis
ENSLBEP00000012805	ENSLBEG00000009844	Labrus_bergylta
ENSPSIP00000014029	ENSPSIG00000012545	Pelodiscus_sinensis
ENSPPYP00000024472	ENSPPYG00000011149	Pongo_abelii
ENSMODP00000020530	ENSMODG00000016436	Monodelphis_domestica
ENSCGRP00000002679	ENSCGRG00000001957	Cricetulus_griseus_CriGri_1.0
ENSLCRP00005050296	ENSLCRG00005018972	Larimichthys_crocea
ENSOMEP00000022438	ENSOMEG00000001993	Oryzias_melastigma
ENSAOWP00000001499	ENSAOWG00000001072	Apteryx_owenii
ENSPFOP00000021697	ENSPFOG00000022221	Poecilia_formosa
ENSGGOP00000007048	ENSGGOG00000007205	Gorilla_gorilla
ENSDARP00000109556	ENSDARG00000044820	Danio_rerio
ENSGACP00000014867	ENSGACG00000011248	Gasterosteus_aculeatus
ENSKMAP00000022926	ENSKMAG00000017007	Kryptolebias_marmoratus
ENSHGLP00100019388	ENSHGLG00100014296	Heterocephalus_glaber_HetGla_1.0
ENSCPGP00000008701	ENSCPGG00000006179	Calidris_pygmaea
ENSPPAP00000029698	ENSPPAG00000037866	Pan_paniscus
ENSFCAP00000022992	ENSFCAG00000025673	Felis_catus
ENSDNOP00000019350	ENSDNOG00000031858	Dasypus_novemcinctus
ENSCSAVP00000020024	ENSCSAVG00000011752	Ciona_savignyi
ENSTTRP00000014099	ENSTTRG00000014871	Tursiops_truncatus
ENSCAFP00020027935	ENSCAFG00020021923	Canis_lupus_dingo
ENSJHYP00000011520	ENSJHYG00000008981	Junco_hyemalis	ENSJHYT00000013920
ENSACLP00000038611	ENSACLG00000026061	Astatotilapia_calliptera
ENSLCAP00010019327	ENSLCAG00010009116	Lates_calcarifer
ENSPTIP00000011909	ENSPTIG00000012174	Panthera_tigris_altaica
ENSUAMP00000023725	ENSUAMG00000018579	Ursus_americanus
ENSSLDP00000021635	ENSSLDG00000016891	Seriola_lalandi_dorsalis
ENSMICP00000004234	ENSMICG00000004648	Microcebus_murinus
ENSMLEP00000003694	ENSMLEG00000016128	Mandrillus_leucophaeus
ENSATEP00000006593	ENSATEG00000004643	Anabas_testudineus
ENSHBUP00000002992	ENSHBUG00000004225	Haplochromis_burtoni
ENSCABP00000016523	ENSCABG00000012278	Chelonoidis_abingdonii
ENSCPOP00000022139	ENSCPOG00000004957	Cavia_porcellus
ENSCATP00000015889	ENSCATG00000031885	Cercocebus_atys
ENSXMAP00000014026	ENSXMAG00000013986	Xiphophorus_maculatus
ENSFHEP00000032038	ENSFHEG00000018322	Fundulus_heteroclitus
ENSSCAP00000021450	ENSSCAG00000015423	Serinus_canaria	ENSSCAT00000023918
ENSCGRP00001023207	ENSCGRG00001021492	Cricetulus_griseus_CHOK1GS_HDv1
ENSMOCP00000027157	ENSMOCG00000022740	Microtus_ochrogaster
ENSVPAP00000011284	ENSVPAG00000012134	Vicugna_pacos
