ENSTTRP00000004438	ENSTTRG00000004713	Tursiops_truncatus
ENSHGLP00000017330	ENSHGLG00000012403	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016912	ENSHGLG00100012475	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000011077	ENSFDAG00000018704	Fukomys_damarensis
ENSSDAP00000024492	ENSSDAG00000022303	Spermophilus_dauricus
ENSSTOP00000021255	ENSSTOG00000022547	Ictidomys_tridecemlineatus
ENSUPAP00010029568	ENSUPAG00010023262	Urocitellus_parryii
ENSMMMP00000018547	ENSMMMG00000016433	Marmota_marmota_marmota
ENSCCNP00000009807	ENSCCNG00000010326	Castor_canadensis
ENSDORP00000012504	ENSDORG00000013301	Dipodomys_ordii
ENSMUSP00000033335	ENSMUSG00000031023	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0084872	MGP_SPRETEiJ_G0031425	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000032795	ENSMSIG00000027462	Mus_spicilegus
MGP_CAROLIEiJ_P0081487	MGP_CAROLIEiJ_G0030311	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0018297	MGP_PahariEiJ_G0013523	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000018497	ENSRNOG00000013744	Rattus_norvegicus
ENSMUGP00000024075	ENSMUGG00000020121	Meriones_unguiculatus
ENSCGRP00000016742	ENSCGRG00000012160	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001022217	ENSCGRG00001020829	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015005638	ENSCGRG00015004413	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000008504	ENSMAUG00000009908	Mesocricetus_auratus
ENSPEMP00000024186	ENSPEMG00000021003	Peromyscus_maniculatus_bairdii
ENSMOCP00000003996	ENSMOCG00000003205	Microtus_ochrogaster
ENSNGAP00000022879	ENSNGAG00000021607	Nannospalax_galili
ENSJJAP00000005815	ENSJJAG00000010655	Jaculus_jaculus
ENSOPRP00000004379	ENSOPRG00000004765	Ochotona_princeps
ENSCAFP00000046613	ENSCAFG00000007000	Canis_lupus_familiaris
ENSVVUP00000039050	ENSVVUG00000027849	Vulpes_vulpes
ENSEEUP00000000017	ENSEEUG00000000020	Erinaceus_europaeus
ENSOCUP00000045495	ENSOCUG00000027825	Oryctolagus_cuniculus
ENSEEUP00000002817	ENSEEUG00000003081	Erinaceus_europaeus
ENSCHOP00000005508	ENSCHOG00000006233	Choloepus_hoffmanni
ENSDNOP00000006367	ENSDNOG00000008229	Dasypus_novemcinctus
ENSPCAP00000013535	ENSPCAG00000014518	Procavia_capensis
ENSETEP00000008815	ENSETEG00000010857	Echinops_telfairi
ENSLAFP00000008927	ENSLAFG00000010669	Loxodonta_africana
ENSVURP00010006623	ENSVURG00010005125	Vombatus_ursinus
ENSMODP00000038344	ENSMODG00000025551	Monodelphis_domestica
ENSOANP00000004933	ENSOANG00000003111	Ornithorhynchus_anatinus
ENSCJPP00005004791	ENSCJPG00005004648	Coturnix_japonica
ENSCPUP00000025967	ENSCPUG00000017499	Calidris_pugnax
ENSCPRP00005002266	ENSCPRG00005001663	Crocodylus_porosus
ENSCPBP00000032501	ENSCPBG00000022797	Chrysemys_picta_bellii
ENSGAGP00000019886	ENSGAGG00000014645	Gopherus_agassizii
ENSPSIP00000018673	ENSPSIG00000016601	Pelodiscus_sinensis
ENSPVIP00000033053	ENSPVIG00000024202	Pogona_vitticeps
ENSSMRP00000019276	ENSSMRG00000015019	Salvator_merianae
ENSLACP00000021937	ENSLACG00000022522	Latimeria_chalumnae
ENSHHUP00000019161	ENSHHUG00000011957	Hucho_hucho
ENSHHUP00000077348	ENSHHUG00000045192	Hucho_hucho
ENSCVAP00000028226	ENSCVAG00000015083	Cyprinodon_variegatus
ENSFHEP00000018325	ENSFHEG00000020168	Fundulus_heteroclitus
ENSPFOP00000008774	ENSPFOG00000008831	Poecilia_formosa
ENSPMEP00000010097	ENSPMEG00000011995	Poecilia_mexicana
ENSPLAP00000008826	ENSPLAG00000011466	Poecilia_latipinna
ENSGAFP00000009680	ENSGAFG00000006596	Gambusia_affinis
ENSXMAP00000005184	ENSXMAG00000005177	Xiphophorus_maculatus
ENSXCOP00000028027	ENSXCOG00000020908	Xiphophorus_couchianus
ENSOMEP00000023097	ENSOMEG00000003002	Oryzias_melastigma
ENSGWIP00000016689	ENSGWIG00000009349	Gouania_willdenowi
ENSCSEP00000001711	ENSCSEG00000001162	Cynoglossus_semilaevis
ENSMMOP00000011856	ENSMMOG00000009114	Mola_mola
ENSTNIP00000005014	ENSTNIG00000002466	Tetraodon_nigroviridis
ENSHBUP00000014969	ENSHBUG00000016852	Haplochromis_burtoni
ENSACLP00000032827	ENSACLG00000022265	Astatotilapia_calliptera
ENSPNYP00000014914	ENSPNYG00000011299	Pundamilia_nyererei
ENSMZEP00005016730	ENSMZEG00005012574	Maylandia_zebra
ENSONIP00000019537	ENSONIG00000015527	Oreochromis_niloticus
ENSATEP00000001251	ENSATEG00000000905	Anabas_testudineus
ENSBSLP00000040659	ENSBSLG00000019686	Betta_splendens
ENSMAMP00000034174	ENSMAMG00000022964	Mastacembelus_armatus
ENSORLP00000001401	ENSORLG00000001136	Oryzias_latipes_ASM223467v1
ENSORLP00020002676	ENSORLG00020003442	Oryzias_latipes_ASM223471v1
ENSORLP00015032699	ENSORLG00015017677	Oryzias_latipes_ASM223469v1
ENSPRNP00000050559	ENSPRNG00000024022	Parambassis_ranga
ENSAOCP00000012947	ENSAOCG00000001223	Amphiprion_ocellaris
ENSAPEP00000014313	ENSAPEG00000010204	Amphiprion_percula
ENSAPOP00000027650	ENSAPOG00000012323	Acanthochromis_polyacanthus
ENSSPAP00000000153	ENSSPAG00000000148	Stegastes_partitus
ENSMALP00000017048	ENSMALG00000011936	Monopterus_albus
ENSSDUP00000001944	ENSSDUG00000001537	Seriola_dumerili
ENSSLDP00000011290	ENSSLDG00000008973	Seriola_lalandi_dorsalis
ENSSMAP00000030368	ENSSMAG00000018617	Scophthalmus_maximus
ENSLCAP00010005571	ENSLCAG00010002781	Lates_calcarifer
ENSCGOP00000020732	ENSCGOG00000010046	Cottoperca_gobio
ENSLCRP00005043366	ENSLCRG00005016629	Larimichthys_crocea
ENSLBEP00000003854	ENSLBEG00000002987	Labrus_bergylta
ENSHCOP00000013692	ENSHCOG00000016894	Hippocampus_comes
ENSAMXP00005048197	ENSAMXG00005022040	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000003886	ENSAMXG00000003803	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000011699	ENSPNAG00000017369	Pygocentrus_nattereri
ENSEEEP00000020395	ENSEEEG00000009956	Electrophorus_electricus
ENSIPUP00000027726	ENSIPUG00000018780	Ictalurus_punctatus
ENSDARP00000090899	ENSDARG00000069037	Danio_rerio
ENSSFOP00015020199	ENSSFOG00015012998	Scleropages_formosus
ENSPKIP00000038888	ENSPKIG00000016481	Paramormyrops_kingsleyae
ENSDCDP00000058577	ENSDCDG00000033984	Denticeps_clupeoides
ENSLOCP00000004012	ENSLOCG00000003390	Lepisosteus_oculatus
ENSCMIP00000034785	ENSCMIG00000014745	Callorhinchus_milii
