ENSBMUP00000021749	ENSBMUG00000016387	Bos_mutus
ENSGWIP00000019516	ENSGWIG00000010648	Gouania_willdenowi
ENSBSLP00000045515	ENSBSLG00000021678	Betta_splendens
ENSSPAP00000030580	ENSSPAG00000022946	Stegastes_partitus
ENSCCEP00000000479	ENSCCEG00000000637	Cyanistes_caeruleus
ENSMODP00000055282	ENSMODG00000016547	Monodelphis_domestica
ENSODEP00000019149	ENSODEG00000014126	Octodon_degus
ENSHGLP00000013667	ENSHGLG00000009768	Heterocephalus_glaber_HetGla_female_1.0
ENSBIXP00000005990	ENSBIXG00000012119	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMICP00000031202	ENSMICG00000032436	Microcebus_murinus
ENSDARP00000153909	ENSDARG00000111269	Danio_rerio
ENSDCDP00000028383	ENSDCDG00000020475	Denticeps_clupeoides
ENSHBUP00000002800	ENSHBUG00000004023	Haplochromis_burtoni
MGP_SPRETEiJ_P0040938	MGP_SPRETEiJ_G0020957	Mus_spretus_strain_SPRET/EiJ
ENSPNYP00000031903	ENSPNYG00000024069	Pundamilia_nyererei
ENSORLP00000003216	ENSORLG00000002582	Oryzias_latipes_ASM223467v1
ENSMVIP00005026072	ENSMVIG00005018203	Manacus_vitellinus
ENSUAMP00000017385	ENSUAMG00000013796	Ursus_americanus
ENSCAFP00020002339	ENSCAFG00020001995	Canis_lupus_dingo
ENSPNYP00000005639	ENSPNYG00000004348	Pundamilia_nyererei
ENSGMOP00000015488	ENSGMOG00000014488	Gadus_morhua
ENSCATP00000020863	ENSCATG00000034168	Cercocebus_atys
ENSFCAP00000048024	ENSFCAG00000032491	Felis_catus
ENSGAFP00000012171	ENSGAFG00000008221	Gambusia_affinis
ENSAOWP00000017773	ENSAOWG00000012135	Apteryx_owenii
ENSLSDP00000003201	ENSLSDG00000002469	Lonchura_striata_domestica
ENSSDUP00000020418	ENSSDUG00000014855	Seriola_dumerili
ENSMZEP00005004288	ENSMZEG00005003328	Maylandia_zebra
ENSCPRP00005027522	ENSCPRG00005019063	Crocodylus_porosus
ENSACAP00000004684	ENSACAG00000004810	Anolis_carolinensis
ENSCCAP00000031289	ENSCCAG00000033688	Cebus_capucinus_imitator
ENSTGEP00000012597	ENSTGEG00000010292	Theropithecus_gelada
ENSHCOP00000007985	ENSHCOG00000010116	Hippocampus_comes
ENSMMUP00000076824	ENSMMUG00000005221	Macaca_mulatta
ENSSCAP00000007214	ENSSCAG00000005576	Serinus_canaria
ENSCPGP00000007614	ENSCPGG00000005446	Calidris_pygmaea
ENSPEMP00000036739	ENSPEMG00000029238	Peromyscus_maniculatus_bairdii
ENSDCDP00000044511	ENSDCDG00000028260	Denticeps_clupeoides
ENSPTIP00000014211	ENSPTIG00000013705	Panthera_tigris_altaica
ENSKMAP00000020057	ENSKMAG00000014906	Kryptolebias_marmoratus
ENSTTRP00000003154	ENSTTRG00000003365	Tursiops_truncatus
ENSCHOP00000008356	ENSCHOG00000009442	Choloepus_hoffmanni
ENSCJPP00005010456	ENSCJPG00005009107	Coturnix_japonica
ENSMNEP00000004457	ENSMNEG00000020616	Macaca_nemestrina
MGP_PahariEiJ_P0042486	MGP_PahariEiJ_G0020061	Mus_pahari_strain_PAHARI_EIJ
ENSHGLP00100011977	ENSHGLG00100008883	Heterocephalus_glaber_HetGla_1.0
ENSTRUP00000047985	ENSTRUG00000020724	Takifugu_rubripes
ENSOMEP00000026635	ENSOMEG00000008586	Oryzias_melastigma
ENSACIP00000027902	ENSACIG00000021613	Amphilophus_citrinellus
ENSEEEP00000022905	ENSEEEG00000011115	Electrophorus_electricus
ENSKMAP00000008986	ENSKMAG00000006753	Kryptolebias_marmoratus
ENSCHIP00000015311	ENSCHIG00000016008	Capra_hircus
ENSNBRP00000005996	ENSNBRG00000004722	Neolamprologus_brichardi
ENSPLAP00000000456	ENSPLAG00000001290	Poecilia_latipinna
ENSPNYP00000015077	ENSPNYG00000011422	Pundamilia_nyererei
ENSNBRP00000004796	ENSNBRG00000003823	Neolamprologus_brichardi
ENSPFOP00000013978	ENSPFOG00000013950	Poecilia_formosa
ENSPREP00000030592	ENSPREG00000020710	Poecilia_reticulata
ENSPNAP00000005191	ENSPNAG00000011466	Pygocentrus_nattereri
ENSHBUP00000015775	ENSHBUG00000017679	Haplochromis_burtoni
ENSATEP00000010570	ENSATEG00000007449	Anabas_testudineus
ENSLOCP00000014247	ENSLOCG00000011595	Lepisosteus_oculatus
ENSXCOP00000017316	ENSXCOG00000013051	Xiphophorus_couchianus
ENSBIXP00005027669	ENSBIXG00005030291	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMUGP00000020798	ENSMUGG00000017536	Meriones_unguiculatus
ENSCSEP00000010406	ENSCSEG00000006684	Cynoglossus_semilaevis
ENSCCNP00000002325	ENSCCNG00000002572	Castor_canadensis
ENSLCAP00010056876	ENSLCAG00010026549	Lates_calcarifer
ENSPVAP00000001093	ENSPVAG00000001160	Pteropus_vampyrus
ENSACLP00000028190	ENSACLG00000019138	Astatotilapia_calliptera
ENSCVAP00000004789	ENSCVAG00000006100	Cyprinodon_variegatus
ENSRBIP00000027512	ENSRBIG00000037619	Rhinopithecus_bieti
ENSLCOP00000009012	ENSLCOG00000006602	Lepidothrix_coronata
ENSMMOP00000003362	ENSMMOG00000002696	Mola_mola
ENSPFOP00000016885	ENSPFOG00000016821	Poecilia_formosa
ENSARWP00000000002	ENSARWG00000000006	Apteryx_rowi
ENSGALP00000048592	ENSGALG00000011958	Gallus_gallus
ENSCLAP00000023926	ENSCLAG00000016418	Chinchilla_lanigera
ENSABRP00000004973	ENSABRG00000004576	Anser_brachyrhynchus
ENSHHUP00000091438	ENSHHUG00000052756	Hucho_hucho
ENSHHUP00000051149	ENSHHUG00000030811	Hucho_hucho	ENSHHUT00000052958
ENSXCOP00000000398	ENSXCOG00000000350	Xiphophorus_couchianus
ENSMLUP00000002231	ENSMLUG00000002459	Myotis_lucifugus
ENSMFAP00000021113	ENSMFAG00000033476	Macaca_fascicularis
ENSMALP00000019083	ENSMALG00000013322	Monopterus_albus
ENSECRP00000023831	ENSECRG00000016143	Erpetoichthys_calabaricus
ENSDCDP00000018261	ENSDCDG00000014799	Denticeps_clupeoides
ENSEASP00005001989	ENSEASG00005001571	Equus_asinus_asinus
ENSAOCP00000014473	ENSAOCG00000019163	Amphiprion_ocellaris
ENSATEP00000009256	ENSATEG00000006521	Anabas_testudineus
ENSLCRP00005031177	ENSLCRG00005012365	Larimichthys_crocea
ENSBTAP00000022056	ENSBTAG00000016580	Bos_taurus
ENSPMJP00000005171	ENSPMJG00000004460	Parus_major
ENSSLDP00000023436	ENSSLDG00000018292	Seriola_lalandi_dorsalis
ENSLBEP00000002765	ENSLBEG00000002171	Labrus_bergylta
ENSPSIP00000007490	ENSPSIG00000006835	Pelodiscus_sinensis
ENSIPUP00000029300	ENSIPUG00000019782	Ictalurus_punctatus
ENSELUP00000030493	ENSELUG00000000279	Esox_lucius
ENSNPEP00000013528	ENSNPEG00000010107	Nothoprocta_perdicaria
ENSDARP00000131779	ENSDARG00000098103	Danio_rerio
ENSPRNP00000016552	ENSPRNG00000008845	Parambassis_ranga
ENSHCOP00000005287	ENSHCOG00000006922	Hippocampus_comes
ENSMGAP00000012894	ENSMGAG00000012262	Meleagris_gallopavo
ENSMICP00000047662	ENSMICG00000045077	Microcebus_murinus
ENSNMEP00000012206	ENSNMEG00000011342	Numida_meleagris
ENSPCAP00000008979	ENSPCAG00000009656	Procavia_capensis
ENSVURP00010002099	ENSVURG00010001759	Vombatus_ursinus
ENSSDAP00000026522	ENSSDAG00000024040	Spermophilus_dauricus
ENSCCNP00000030173	ENSCCNG00000028898	Castor_canadensis
ENSHHUP00000020255	ENSHHUG00000012668	Hucho_hucho
ENSTRUP00000055136	ENSTRUG00000022293	Takifugu_rubripes
ENSELUP00000039607	ENSELUG00000019815	Esox_lucius
ENSAPLP00000005415	ENSAPLG00000005838	Anas_platyrhynchos_platyrhynchos
ENSPMAP00000010873	ENSPMAG00000009895	Petromyzon_marinus
ENSOPRP00000012389	ENSOPRG00000013592	Ochotona_princeps
ENSATEP00000011359	ENSATEG00000007936	Anabas_testudineus
ENSEBUP00000004477	ENSEBUG00000003127	Eptatretus_burgeri
ENSPMEP00000008430	ENSPMEG00000010194	Poecilia_mexicana
ENSRROP00000045648	ENSRROG00000045709	Rhinopithecus_roxellana
ENSAPEP00000028544	ENSAPEG00000020278	Amphiprion_percula
ENSPREP00000026119	ENSPREG00000017653	Poecilia_reticulata
ENSCGOP00000023179	ENSCGOG00000011060	Cottoperca_gobio
ENSOMEP00000024831	ENSOMEG00000005710	Oryzias_melastigma
ENSAPOP00000009245	ENSAPOG00000011534	Acanthochromis_polyacanthus
ENSPRNP00000015854	ENSPRNG00000008487	Parambassis_ranga
ENSMAMP00000010838	ENSMAMG00000007334	Mastacembelus_armatus
ENSDNVP00000005531	ENSDNVG00000003984	Dromaius_novaehollandiae
ENSIPUP00000001767	ENSIPUG00000001239	Ictalurus_punctatus
ENSUAMP00000034471	ENSUAMG00000026204	Ursus_americanus
ENSOANP00000018280	ENSOANG00000011535	Ornithorhynchus_anatinus
ENSMMOP00000004551	ENSMMOG00000003624	Mola_mola
ENSOARP00000019573	ENSOARG00000018238	Ovis_aries
ENSAMXP00005034941	ENSAMXG00005016830	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPCIP00000035955	ENSPCIG00000026531	Phascolarctos_cinereus
ENSLCAP00010023624	ENSLCAG00010011099	Lates_calcarifer
ENSONIP00000010659	ENSONIG00000008480	Oreochromis_niloticus
ENSBSLP00000037292	ENSBSLG00000018141	Betta_splendens
ENSCPOP00000031054	ENSCPOG00000020591	Cavia_porcellus
ENSOGAP00000017898	ENSOGAG00000025997	Otolemur_garnettii
ENSPNAP00000008293	ENSPNAG00000013890	Pygocentrus_nattereri
ENSTNIP00000015920	ENSTNIG00000012940	Tetraodon_nigroviridis
ENSGAFP00000016060	ENSGAFG00000010865	Gambusia_affinis
ENSORLP00015018023	ENSORLG00015019076	Oryzias_latipes_ASM223469v1
ENSTSYP00000016241	ENSTSYG00000033681	Carlito_syrichta
ENSDNOP00000018517	ENSDNOG00000035257	Dasypus_novemcinctus
ENSPMGP00000022280	ENSPMGG00000018031	Periophthalmus_magnuspinnatus
ENSBBBP00000008811	ENSBBBG00000016815	Bison_bison_bison
ENSPPYP00000013243	ENSPPYG00000011867	Pongo_abelii
ENSNLEP00000018782	ENSNLEG00000015473	Nomascus_leucogenys
ENSUMAP00000028976	ENSUMAG00000021034	Ursus_maritimus
ENSFHEP00000018716	ENSFHEG00000020611	Fundulus_heteroclitus
ENSMAMP00000005489	ENSMAMG00000003725	Mastacembelus_armatus
ENSZALP00000007595	ENSZALG00000006733	Zonotrichia_albicollis
ENSNSUP00000004696	ENSNSUG00000003754	Notechis_scutatus
ENSMUNP00000019024	ENSMUNG00000014577	Melopsittacus_undulatus
ENSFHEP00000011317	ENSFHEG00000012738	Fundulus_heteroclitus
ENSAPEP00000017294	ENSAPEG00000012377	Amphiprion_percula
ENSMPUP00000016303	ENSMPUG00000016407	Mustela_putorius_furo
ENSMALP00000012174	ENSMALG00000008611	Monopterus_albus
ENSSBOP00000015296	ENSSBOG00000024378	Saimiri_boliviensis_boliviensis
ENSXETP00000040014	ENSXETG00000000051	Xenopus_tropicalis
ENSLAFP00000011004	ENSLAFG00000013151	Loxodonta_africana
ENSSMRP00000019687	ENSSMRG00000015355	Salvator_merianae
ENSACIP00000011984	ENSACIG00000009347	Amphilophus_citrinellus
ENSPKIP00000017128	ENSPKIG00000003161	Paramormyrops_kingsleyae
ENSSHAP00000010859	ENSSHAG00000009361	Sarcophilus_harrisii
ENSVPAP00000002414	ENSVPAG00000002612	Vicugna_pacos
ENSAOCP00000016089	ENSAOCG00000020967	Amphiprion_ocellaris
ENSPNYP00000006674	ENSPNYG00000005146	Pundamilia_nyererei	ENSPNYT00000006839
ENSAMXP00005027241	ENSAMXG00005013675	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSACLP00000020374	ENSACLG00000013850	Astatotilapia_calliptera
ENSSPAP00000023617	ENSSPAG00000017829	Stegastes_partitus
ENSSSCP00000034880	ENSSSCG00000035152	Sus_scrofa_strain_reference
ENSORLP00020006919	ENSORLG00020007815	Oryzias_latipes_ASM223471v1
ENSCAFP00000001535	ENSCAFG00000001095	Canis_lupus_familiaris
ENSPMGP00000004070	ENSPMGG00000003426	Periophthalmus_magnuspinnatus
ENSSPUP00000014984	ENSSPUG00000011581	Sphenodon_punctatus
ENSAPOP00000030928	ENSAPOG00000017817	Acanthochromis_polyacanthus
ENSCSEP00000031947	ENSCSEG00000020497	Cynoglossus_semilaevis
ENSPPRP00000012995	ENSPPRG00000006357	Panthera_pardus
ENSPVIP00000000418	ENSPVIG00000000375	Pogona_vitticeps
ENSHHUP00000063771	ENSHHUG00000037673	Hucho_hucho
ENSGGOP00000045758	ENSGGOG00000043695	Gorilla_gorilla
ENSCHAP00000017369	ENSCHAG00000009131	Clupea_harengus
ENSJJAP00000005114	ENSJJAG00000010078	Jaculus_jaculus
ENSXMAP00000032723	ENSXMAG00000000678	Xiphophorus_maculatus
ENSAMXP00000009044	ENSAMXG00000008798	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCSAP00000002123	ENSCSAG00000005816	Chlorocebus_sabaeus
ENSPTRP00000068835	ENSPTRG00000014425	Pan_troglodytes
ENSPSMP00000002000	ENSPSMG00000001506	Prolemur_simus
ENSOCUP00000046256	ENSOCUG00000012866	Oryctolagus_cuniculus
ENSTGUP00000010257	ENSTGUG00000009944	Taeniopygia_guttata
ENSAMEP00000002273	ENSAMEG00000002146	Ailuropoda_melanoleuca
ENSMMMP00000004197	ENSMMMG00000003810	Marmota_marmota_marmota
ENSGAGP00000011419	ENSGAGG00000008808	Gopherus_agassizii
ENSMSIP00000029108	ENSMSIG00000024442	Mus_spicilegus
ENSDARP00000057123	ENSDARG00000039117	Danio_rerio
ENSMZEP00005025706	ENSMZEG00005019182	Maylandia_zebra
ENSNGAP00000008477	ENSNGAG00000011439	Nannospalax_galili
ENSNVIP00000000541	ENSNVIG00000000478	Neovison_vison
ENSGMOP00000014260	ENSGMOG00000013327	Gadus_morhua
ENSORLP00015005396	ENSORLG00015006190	Oryzias_latipes_ASM223469v1
ENSSTOP00000018809	ENSSTOG00000019642	Ictidomys_tridecemlineatus
ENSMAUP00000010277	ENSMAUG00000011211	Mesocricetus_auratus
ENSGWIP00000037122	ENSGWIG00000019077	Gouania_willdenowi
ENSVVUP00000004644	ENSVVUG00000003655	Vulpes_vulpes
MGP_CAROLIEiJ_P0039136	MGP_CAROLIEiJ_G0020059	Mus_caroli_strain_CAROLI_EIJ
ENSANAP00000034753	ENSANAG00000034941	Aotus_nancymaae
ENSPPAP00000024906	ENSPPAG00000035585	Pan_paniscus
ENSPCOP00000004748	ENSPCOG00000013129	Propithecus_coquereli
ENSSMAP00000011418	ENSSMAG00000007034	Scophthalmus_maximus
ENSCGRP00001004404	ENSCGRG00001005588	Cricetulus_griseus_CHOK1GS_HDv1
ENSPTEP00000018631	ENSPTEG00000020032	Piliocolobus_tephrosceles
ENSP00000266304	ENSG00000167074	Homo_sapiens
ENSMEUP00000012401	ENSMEUG00000013604	Notamacropus_eugenii
ENSPANP00000013411	ENSPANG00000024579	Papio_anubis
ENSPMEP00000031207	ENSPMEG00000018198	Poecilia_mexicana
ENSORLP00000017735	ENSORLG00000014144	Oryzias_latipes_ASM223467v1
ENSCGRP00000006531	ENSCGRG00000004779	Cricetulus_griseus_CriGri_1.0
ENSCGOP00000018747	ENSCGOG00000008996	Cottoperca_gobio
ENSXMAP00000020672	ENSXMAG00000026333	Xiphophorus_maculatus
ENSCGRP00015007333	ENSCGRG00015005678	Cricetulus_griseus_CriGri-PICR
ENSGACP00000006330	ENSGACG00000004793	Gasterosteus_aculeatus
ENSRNOP00000072259	ENSRNOG00000019383	Rattus_norvegicus
ENSAMXP00000050243	ENSAMXG00000015442	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPLAP00000028190	ENSPLAG00000017390	Poecilia_latipinna
ENSFDAP00000008382	ENSFDAG00000016659	Fukomys_damarensis
ENSTGEP00000009584	ENSTGEG00000007892	Theropithecus_gelada
ENSLCRP00005019202	ENSLCRG00005007867	Larimichthys_crocea
ENSETEP00000008719	ENSETEG00000010739	Echinops_telfairi
ENSLACP00000014434	ENSLACG00000012701	Latimeria_chalumnae
ENSDORP00000014100	ENSDORG00000014982	Dipodomys_ordii
