ENSPCAP00000002794	ENSPCAG00000003015	Procavia_capensis
ENSCABP00000006082	ENSCABG00000004589	Chelonoidis_abingdonii
ENSRROP00000032203	ENSRROG00000039767	Rhinopithecus_roxellana
ENSVVUP00000042701	ENSVVUG00000030346	Vulpes_vulpes
ENSCCEP00000001725	ENSCCEG00000002018	Cyanistes_caeruleus
ENSPCOP00000006968	ENSPCOG00000014691	Propithecus_coquereli
ENSSDUP00000018692	ENSSDUG00000013651	Seriola_dumerili
ENSMUSP00000039433	ENSMUSG00000040370	Mus_musculus_strain_reference_(CL57BL6)
ENSNMEP00000011891	ENSNMEG00000011155	Numida_meleagris	ENSNMET00000018626
ENSMZEP00005024116	ENSMZEG00005018039	Maylandia_zebra
ENSNGAP00000005050	ENSNGAG00000007031	Nannospalax_galili
ENSORLP00015002326	ENSORLG00015002974	Oryzias_latipes_ASM223469v1
ENSSPAP00000019761	ENSSPAG00000014907	Stegastes_partitus
ENSEEEP00000000958	ENSEEEG00000000653	Electrophorus_electricus
ENSRNOP00000021284	ENSRNOG00000015848	Rattus_norvegicus
ENSSPUP00000024523	ENSSPUG00000018785	Sphenodon_punctatus
ENSMFAP00000043258	ENSMFAG00000041072	Macaca_fascicularis
ENSACIP00000010586	ENSACIG00000008296	Amphilophus_citrinellus
ENSELUP00000038765	ENSELUG00000000800	Esox_lucius
ENSEEUP00000002739	ENSEEUG00000002996	Erinaceus_europaeus
ENSHHUP00000020456	ENSHHUG00000012759	Hucho_hucho
ENSFALP00000004024	ENSFALG00000003861	Ficedula_albicollis
ENSSBOP00000018393	ENSSBOG00000025823	Saimiri_boliviensis_boliviensis
ENSMEUP00000009129	ENSMEUG00000010014	Notamacropus_eugenii
ENSCLAP00000023666	ENSCLAG00000016238	Chinchilla_lanigera
ENSOPRP00000009030	ENSOPRG00000009896	Ochotona_princeps
ENSCANP00000031270	ENSCANG00000039297	Colobus_angolensis_palliatus
ENSCGRP00000020564	ENSCGRG00000014961	Cricetulus_griseus_CriGri_1.0
Y42A5A.5.1	WBGene00012780	Caenorhabditis_elegans_strain_N2
ENSSSCP00000059602	ENSSSCG00000033843	Sus_scrofa_strain_reference
ENSORLP00000028123	ENSORLG00000022261	Oryzias_latipes_ASM223467v1
ENSVURP00010020237	ENSVURG00010015499	Vombatus_ursinus
ENSAMXP00000021742	ENSAMXG00000021120	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEASP00005020186	ENSEASG00005013905	Equus_asinus_asinus
ENSMUGP00000026791	ENSMUGG00000022298	Meriones_unguiculatus
ENSPPAP00000033777	ENSPPAG00000039750	Pan_paniscus
ENSPMEP00000006047	ENSPMEG00000007473	Poecilia_mexicana
ENSTRUP00000011007	ENSTRUG00000004631	Takifugu_rubripes
ENSCPOP00000009616	ENSCPOG00000010713	Cavia_porcellus
ENSEBUP00000013332	ENSEBUG00000008429	Eptatretus_burgeri
ENSACLP00000033466	ENSACLG00000022704	Astatotilapia_calliptera
ENSLACP00000019773	ENSLACG00000017385	Latimeria_chalumnae
ENSPNYP00000005879	ENSPNYG00000004548	Pundamilia_nyererei
ENSCHOP00000000716	ENSCHOG00000000805	Choloepus_hoffmanni
ENSBSLP00000018811	ENSBSLG00000009804	Betta_splendens
ENSPPYP00000004986	ENSPPYG00000004368	Pongo_abelii
ENSOMEP00000000763	ENSOMEG00000001658	Oryzias_melastigma
ENSPMJP00000011964	ENSPMJG00000009230	Parus_major
ENSPTEP00000022433	ENSPTEG00000023381	Piliocolobus_tephrosceles
ENSXCOP00000011093	ENSXCOG00000008380	Xiphophorus_couchianus
ENSETEP00000005589	ENSETEG00000006895	Echinops_telfairi
ENSGALP00000069175	ENSGALG00000014031	Gallus_gallus	ENSGALT00000099167
ENSELUP00000019388	ENSELUG00000018724	Esox_lucius
ENSACLP00000011611	ENSACLG00000007939	Astatotilapia_calliptera
ENSFHEP00000016736	ENSFHEG00000018432	Fundulus_heteroclitus
ENSSDUP00000029709	ENSSDUG00000021436	Seriola_dumerili
ENSTTRP00000011952	ENSTTRG00000012597	Tursiops_truncatus
ENSUAMP00000020815	ENSUAMG00000016389	Ursus_americanus
ENSHGLP00000028263	ENSHGLG00000020488	Heterocephalus_glaber_HetGla_female_1.0
ENSXCOP00000021055	ENSXCOG00000015758	Xiphophorus_couchianus
ENSMMOP00000024131	ENSMMOG00000018366	Mola_mola
ENSLCRP00005005246	ENSLCRG00005002695	Larimichthys_crocea
ENSSMRP00000008736	ENSSMRG00000006986	Salvator_merianae
ENSTNIP00000002553	ENSTNIG00000006924	Tetraodon_nigroviridis
ENSTBEP00000012688	ENSTBEG00000014638	Tupaia_belangeri
ENSCPUP00000007872	ENSCPUG00000005690	Calidris_pugnax
ENSLAFP00000006936	ENSLAFG00000008272	Loxodonta_africana
ENSBIXP00000024100	ENSBIXG00000001505	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTSYP00000008816	ENSTSYG00000009631	Carlito_syrichta
ENSPLAP00000010405	ENSPLAG00000013313	Poecilia_latipinna
ENSAPOP00000023656	ENSAPOG00000005613	Acanthochromis_polyacanthus
ENSPFOP00000013919	ENSPFOG00000013895	Poecilia_formosa
ENSLOCP00000018869	ENSLOCG00000015336	Lepisosteus_oculatus
ENSMALP00000018782	ENSMALG00000013106	Monopterus_albus
ENSLCAP00010030816	ENSLCAG00010014469	Lates_calcarifer
ENSABRP00000025832	ENSABRG00000021654	Anser_brachyrhynchus	ENSABRT00000036172
ENSPEMP00000028445	ENSPEMG00000023976	Peromyscus_maniculatus_bairdii
ENSSLDP00000005223	ENSSLDG00000004159	Seriola_lalandi_dorsalis
ENSSDAP00000004991	ENSSDAG00000004686	Spermophilus_dauricus
ENSDORP00000017524	ENSDORG00000029682	Dipodomys_ordii
ENSJJAP00000013109	ENSJJAG00000015972	Jaculus_jaculus
ENSLCOP00000020453	ENSLCOG00000014483	Lepidothrix_coronata
ENSLBEP00000005679	ENSLBEG00000004379	Labrus_bergylta
ENSJHYP00000023480	ENSJHYG00000017674	Junco_hyemalis
ENSBIXP00005001077	ENSBIXG00005029501	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSNVIP00000001439	ENSNVIG00000001147	Neovison_vison
ENSMZEP00005003040	ENSMZEG00005002365	Maylandia_zebra
ENSCHIP00000027027	ENSCHIG00000023135	Capra_hircus
ENSMMOP00000004224	ENSMMOG00000003384	Mola_mola
ENSDNVP00000018280	ENSDNVG00000012786	Dromaius_novaehollandiae
ENSXMAP00000041828	ENSXMAG00000025461	Xiphophorus_maculatus
FBpp0311571	FBgn0040985	Drosophila_melanogaster
ENSCGRP00015035770	ENSCGRG00015026848	Cricetulus_griseus_CriGri-PICR
ENSPPRP00000016165	ENSPPRG00000008544	Panthera_pardus
ENSNSUP00000004049	ENSNSUG00000003238	Notechis_scutatus
ENSMALP00000003341	ENSMALG00000002453	Monopterus_albus
ENSPPAP00000029834	ENSPPAG00000037937	Pan_paniscus
ENSMMUP00000061923	ENSMMUG00000042111	Macaca_mulatta
ENSMUNP00000009000	ENSMUNG00000007097	Melopsittacus_undulatus
ENSECRP00000008204	ENSECRG00000005467	Erpetoichthys_calabaricus
ENSACAP00000016691	ENSACAG00000016967	Anolis_carolinensis
ENSLCRP00005065130	ENSLCRG00005023757	Larimichthys_crocea
ENSCCAP00000023270	ENSCCAG00000029415	Cebus_capucinus_imitator
ENSHBUP00000005126	ENSHBUG00000006476	Haplochromis_burtoni
ENSAPEP00000003654	ENSAPEG00000002631	Amphiprion_percula
ENSUMAP00000003999	ENSUMAG00000003271	Ursus_maritimus
ENSBTAP00000037736	ENSBTAG00000026624	Bos_taurus
ENSAMXP00005054559	ENSAMXG00005024394	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSMAP00000027210	ENSSMAG00000016642	Scophthalmus_maximus
ENSMAUP00000018047	ENSMAUG00000016742	Mesocricetus_auratus
ENSHHUP00000038691	ENSHHUG00000024105	Hucho_hucho
ENSCAFP00000037270	ENSCAFG00000029771	Canis_lupus_familiaris
ENSHGLP00100011190	ENSHGLG00100008312	Heterocephalus_glaber_HetGla_1.0
ENSAPOP00000021581	ENSAPOG00000002229	Acanthochromis_polyacanthus
ENSORLP00020005242	ENSORLG00020006039	Oryzias_latipes_ASM223471v1
ENSCSAP00000004046	ENSCSAG00000007787	Chlorocebus_sabaeus
ENSPFOP00000027134	ENSPFOG00000022849	Poecilia_formosa
ENSXETP00000010647	ENSXETG00000016744	Xenopus_tropicalis
ENSOGAP00000013264	ENSOGAG00000014810	Otolemur_garnettii
ENSPKIP00000024138	ENSPKIG00000007509	Paramormyrops_kingsleyae
ENSNPEP00000006562	ENSNPEG00000004960	Nothoprocta_perdicaria
ENSHHUP00000002684	ENSHHUG00000001689	Hucho_hucho
ENSMOCP00000001208	ENSMOCG00000000926	Microtus_ochrogaster
ENSDARP00000113978	ENSDARG00000045827	Danio_rerio
ENSPREP00000022990	ENSPREG00000015524	Poecilia_reticulata
ENSONIP00000012441	ENSONIG00000009900	Oreochromis_niloticus
ENSGMOP00000021729	ENSGMOG00000020242	Gadus_morhua
ENSONIP00000026600	ENSONIG00000021298	Oreochromis_niloticus
ENSMODP00000021789	ENSMODG00000017460	Monodelphis_domestica
ENSPNAP00000015396	ENSPNAG00000021436	Pygocentrus_nattereri
ENSCSEP00000023089	ENSCSEG00000014721	Cynoglossus_semilaevis
ENSPNAP00000037564	ENSPNAG00000004582	Pygocentrus_nattereri
ENSSHAP00000007583	ENSSHAG00000006592	Sarcophilus_harrisii
ENSHCOP00000018645	ENSHCOG00000003336	Hippocampus_comes
ENSAPLP00000015855	ENSAPLG00000015974	Anas_platyrhynchos_platyrhynchos
ENSGAFP00000022812	ENSGAFG00000015427	Gambusia_affinis
ENSDCDP00000052770	ENSDCDG00000031764	Denticeps_clupeoides
ENSCGOP00000035858	ENSCGOG00000016588	Cottoperca_gobio
ENSTGUP00000012604	ENSTGUG00000012241	Taeniopygia_guttata
ENSATEP00000008482	ENSATEG00000005970	Anabas_testudineus
ENSDARP00000137307	ENSDARG00000099560	Danio_rerio
ENSSCAP00000012665	ENSSCAG00000009461	Serinus_canaria
MGP_PahariEiJ_P0053158	MGP_PahariEiJ_G0022807	Mus_pahari_strain_PAHARI_EIJ
ENSOCUP00000010406	ENSOCUG00000012099	Oryctolagus_cuniculus
ENSCCNP00000015102	ENSCCNG00000015511	Castor_canadensis
ENSLCAP00010000889	ENSLCAG00010000546	Lates_calcarifer
ENSPRNP00000042355	ENSPRNG00000020706	Parambassis_ranga
ENSPTIP00000012459	ENSPTIG00000012518	Panthera_tigris_altaica
ENSCVAP00000026161	ENSCVAG00000011515	Cyprinodon_variegatus
ENSPTRP00000071904	ENSPTRG00000042785	Pan_troglodytes
ENSCGRP00001005396	ENSCGRG00001007087	Cricetulus_griseus_CHOK1GS_HDv1
ENSMSIP00000017682	ENSMSIG00000015086	Mus_spicilegus
ENSPLAP00000001266	ENSPLAG00000002280	Poecilia_latipinna
ENSPMGP00000005080	ENSPMGG00000004280	Periophthalmus_magnuspinnatus
ENSOANP00000019542	ENSOANG00000012351	Ornithorhynchus_anatinus
ENSOMEP00000015662	ENSOMEG00000017270	Oryzias_melastigma
ENSLBEP00000000736	ENSLBEG00000000615	Labrus_bergylta
ENSGACP00000025237	ENSGACG00000019086	Gasterosteus_aculeatus
ENSCPRP00005016478	ENSCPRG00005011491	Crocodylus_porosus
ENSCINP00000020400	ENSCING00000010237	Ciona_intestinalis
ENSPTRP00000071623	ENSPTRG00000045374	Pan_troglodytes
ENSGAFP00000013141	ENSGAFG00000008866	Gambusia_affinis
ENSPCIP00000048764	ENSPCIG00000032167	Phascolarctos_cinereus
ENSDNOP00000014390	ENSDNOG00000018534	Dasypus_novemcinctus
ENSRROP00000004244	ENSRROG00000017226	Rhinopithecus_roxellana
ENSCMIP00000034726	ENSCMIG00000014720	Callorhinchus_milii
ENSVPAP00000000295	ENSVPAG00000000318	Vicugna_pacos
ENSHGLP00100027950	ENSHGLG00100021142	Heterocephalus_glaber_HetGla_1.0
ENSFHEP00000001992	ENSFHEG00000002767	Fundulus_heteroclitus
ENSCGOP00000031189	ENSCGOG00000014593	Cottoperca_gobio
ENSSTOP00000018756	ENSSTOG00000024945	Ictidomys_tridecemlineatus
ENSAMXP00000025616	ENSAMXG00000024910	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSFOP00015002951	ENSSFOG00015001925	Scleropages_formosus
ENSMVIP00005028649	ENSMVIG00005019932	Manacus_vitellinus
ENSPNYP00000030699	ENSPNYG00000023136	Pundamilia_nyererei
ENSCJPP00005003023	ENSCJPG00005003264	Coturnix_japonica	ENSCJPT00005005464
ENSXMAP00000006674	ENSXMAG00000006672	Xiphophorus_maculatus
ENSAOCP00000004365	ENSAOCG00000000429	Amphiprion_ocellaris
ENSPFOP00000003138	ENSPFOG00000003285	Poecilia_formosa
ENSSARP00000007181	ENSSARG00000007952	Sorex_araneus
ENSPMGP00000010652	ENSPMGG00000008828	Periophthalmus_magnuspinnatus
ENSHBUP00000032838	ENSHBUG00000019381	Haplochromis_burtoni
ENSPMEP00000015244	ENSPMEG00000000394	Poecilia_mexicana
ENSGGOP00000008377	ENSGGOG00000008571	Gorilla_gorilla
ENSMICP00000030759	ENSMICG00000031339	Microcebus_murinus
MGP_SPRETEiJ_P0080075	MGP_SPRETEiJ_G0030101	Mus_spretus_strain_SPRET/EiJ
ENSFCAP00000034444	ENSFCAG00000036819	Felis_catus
ENSMNEP00000000008	ENSMNEG00000000006	Macaca_nemestrina
ENSCGRP00001005386	ENSCGRG00001007078	Cricetulus_griseus_CHOK1GS_HDv1
ENSGWIP00000012927	ENSGWIG00000007470	Gouania_willdenowi
ENSIPUP00000020039	ENSIPUG00000013599	Ictalurus_punctatus
ENSCAFP00020015929	ENSCAFG00020012787	Canis_lupus_dingo
ENSMAMP00000022305	ENSMAMG00000014996	Mastacembelus_armatus
ENSPVAP00000012890	ENSPVAG00000013667	Pteropus_vampyrus
ENSARWP00000027168	ENSARWG00000018366	Apteryx_rowi
ENSAHAP00000001402	ENSAHAG00000001176	Apteryx_haastii
