ENSECRP00000024702	ENSECRG00000016746	Erpetoichthys_calabaricus
ENSFALP00000012569	ENSFALG00000012042	Ficedula_albicollis
ENSTGUP00000010343	ENSTGUG00000010016	Taeniopygia_guttata
ENSLSDP00000003382	ENSLSDG00000002579	Lonchura_striata_domestica
ENSSCAP00000007051	ENSSCAG00000005456	Serinus_canaria
ENSJHYP00000003735	ENSJHYG00000003072	Junco_hyemalis
ENSZALP00000007566	ENSZALG00000006722	Zonotrichia_albicollis
ENSLCOP00000009019	ENSLCOG00000006608	Lepidothrix_coronata
ENSMVIP00005026060	ENSMVIG00005018194	Manacus_vitellinus
ENSMUNP00000019784	ENSMUNG00000014582	Melopsittacus_undulatus
ENSCPGP00000021689	ENSCPGG00000014719	Calidris_pygmaea
ENSCPGP00000007733	ENSCPGG00000005517	Calidris_pygmaea
ENSCPUP00000022938	ENSCPUG00000015584	Calidris_pugnax
ENSABRP00000018872	ENSABRG00000016186	Anser_brachyrhynchus
ENSAPLP00000010252	ENSAPLG00000010504	Anas_platyrhynchos_platyrhynchos
ENSGALP00000019537	ENSGALG00000011992	Gallus_gallus
ENSCJPP00005010809	ENSCJPG00005009352	Coturnix_japonica
ENSMGAP00000012803	ENSMGAG00000012170	Meleagris_gallopavo
ENSNMEP00000012215	ENSNMEG00000011347	Numida_meleagris
ENSAOWP00000017585	ENSAOWG00000012021	Apteryx_owenii
ENSAHAP00000014819	ENSAHAG00000008880	Apteryx_haastii
ENSARWP00000025141	ENSARWG00000016573	Apteryx_rowi
ENSDNVP00000007419	ENSDNVG00000004562	Dromaius_novaehollandiae
ENSNPEP00000012555	ENSNPEG00000009368	Nothoprocta_perdicaria
ENSCPRP00005027510	ENSCPRG00005019057	Crocodylus_porosus
ENSGAGP00000014975	ENSGAGG00000011318	Gopherus_agassizii
ENSCABP00000031397	ENSCABG00000022920	Chelonoidis_abingdonii
ENSCPBP00000032583	ENSCPBG00000021241	Chrysemys_picta_bellii
ENSPSIP00000005143	ENSPSIG00000004772	Pelodiscus_sinensis
ENSPVIP00000001920	ENSPVIG00000001669	Pogona_vitticeps
ENSACAP00000005074	ENSACAG00000005148	Anolis_carolinensis
ENSNSUP00000005390	ENSNSUG00000004324	Notechis_scutatus
ENSSMRP00000019978	ENSSMRG00000015570	Salvator_merianae
ENSSPUP00000014754	ENSSPUG00000011389	Sphenodon_punctatus
ENSXETP00000003819	ENSXETG00000008852	Xenopus_tropicalis
ENSLACP00000007844	ENSLACG00000006946	Latimeria_chalumnae
ENSOANP00000032110	ENSOANG00000029115	Ornithorhynchus_anatinus
ENSOANP00000030585	ENSOANG00000030925	Ornithorhynchus_anatinus
ENSOANP00000032447	ENSOANG00000031073	Ornithorhynchus_anatinus
ENSLACP00000009233	ENSLACG00000008149	Latimeria_chalumnae
ENSCMIP00000011493	ENSCMIG00000005795	Callorhinchus_milii
ENSCHAP00000024681	ENSCHAG00000010123	Clupea_harengus	ENSCHAT00000026839
ENSDCDP00000044572	ENSDCDG00000028292	Denticeps_clupeoides	ENSDCDT00000055835
ENSAMXP00000007693	ENSAMXG00000007487	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000007693
ENSAMXP00005014519	ENSAMXG00005003964	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000031903	ENSPNAG00000019634	Pygocentrus_nattereri
ENSIPUP00000001195	ENSIPUG00000000806	Ictalurus_punctatus
ENSDARP00000140048	ENSDARG00000100666	Danio_rerio
ENSLCRP00005021208	ENSLCRG00005007933	Larimichthys_crocea
ENSLBEP00000003268	ENSLBEG00000002487	Labrus_bergylta
ENSTNIP00000015924	ENSTNIG00000012944	Tetraodon_nigroviridis
ENSTRUP00000043685	ENSTRUG00000017051	Takifugu_rubripes
ENSMMOP00000004481	ENSMMOG00000003570	Mola_mola
ENSCGOP00000027105	ENSCGOG00000012710	Cottoperca_gobio
ENSGACP00000006405	ENSGACG00000004836	Gasterosteus_aculeatus
ENSPMGP00000003990	ENSPMGG00000003407	Periophthalmus_magnuspinnatus
ENSHCOP00000007909	ENSHCOG00000010078	Hippocampus_comes
ENSSMAP00000010755	ENSSMAG00000006608	Scophthalmus_maximus
ENSCSEP00000031898	ENSCSEG00000020452	Cynoglossus_semilaevis
ENSSDUP00000010509	ENSSDUG00000007604	Seriola_dumerili
ENSSLDP00000012404	ENSSLDG00000009870	Seriola_lalandi_dorsalis
ENSMAMP00000005185	ENSMAMG00000003489	Mastacembelus_armatus
ENSMALP00000020120	ENSMALG00000014008	Monopterus_albus
ENSATEP00000010007	ENSATEG00000006944	Anabas_testudineus
ENSBSLP00000047642	ENSBSLG00000022112	Betta_splendens
ENSAOCP00000016355	ENSAOCG00000021276	Amphiprion_ocellaris
ENSAPEP00000029014	ENSAPEG00000020628	Amphiprion_percula
ENSAPOP00000010154	ENSAPOG00000012548	Acanthochromis_polyacanthus
ENSSPAP00000030493	ENSSPAG00000022894	Stegastes_partitus
ENSPRNP00000016857	ENSPRNG00000008914	Parambassis_ranga
ENSACLP00000027808	ENSACLG00000018899	Astatotilapia_calliptera
ENSMZEP00005037643	ENSMZEG00005028074	Maylandia_zebra
ENSPNYP00000005232	ENSPNYG00000004005	Pundamilia_nyererei
ENSHBUP00000020755	ENSHBUG00000023127	Haplochromis_burtoni
ENSNBRP00000005759	ENSNBRG00000004472	Neolamprologus_brichardi
ENSONIP00000024797	ENSONIG00000019702	Oreochromis_niloticus
ENSACIP00000027695	ENSACIG00000021411	Amphilophus_citrinellus
ENSFHEP00000015068	ENSFHEG00000016768	Fundulus_heteroclitus
ENSCVAP00000020689	ENSCVAG00000002250	Cyprinodon_variegatus
ENSXMAP00000009770	ENSXMAG00000009730	Xiphophorus_maculatus
ENSXCOP00000001885	ENSXCOG00000001524	Xiphophorus_couchianus
ENSPFOP00000028624	ENSPFOG00000017073	Poecilia_formosa
ENSPMEP00000026342	ENSPMEG00000009962	Poecilia_mexicana
ENSPREP00000030842	ENSPREG00000020888	Poecilia_reticulata
ENSGAFP00000012028	ENSGAFG00000008151	Gambusia_affinis
ENSKMAP00000008734	ENSKMAG00000006526	Kryptolebias_marmoratus
ENSORLP00000003103	ENSORLG00000002496	Oryzias_latipes_ASM223467v1
ENSORLP00020025651	ENSORLG00020007718	Oryzias_latipes_ASM223471v1
ENSORLP00015025261	ENSORLG00015006344	Oryzias_latipes_ASM223469v1
ENSOMEP00000007732	ENSOMEG00000008863	Oryzias_melastigma
ENSGWIP00000037403	ENSGWIG00000019111	Gouania_willdenowi
ENSGMOP00000014409	ENSGMOG00000013440	Gadus_morhua
ENSHHUP00000080792	ENSHHUG00000046937	Hucho_hucho
ENSHHUP00000072755	ENSHHUG00000042713	Hucho_hucho
ENSELUP00000020950	ENSELUG00000020189	Esox_lucius
ENSDCDP00000031804	ENSDCDG00000020597	Denticeps_clupeoides
ENSCHAP00000031900	ENSCHAG00000014925	Clupea_harengus
ENSAMXP00000014014	ENSAMXG00000013602	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005007731	ENSAMXG00005004491	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000013182	ENSPNAG00000019108	Pygocentrus_nattereri
ENSIPUP00000033760	ENSIPUG00000022697	Ictalurus_punctatus
ENSEEEP00000028262	ENSEEEG00000013587	Electrophorus_electricus
ENSDARP00000129212	ENSDARG00000061108	Danio_rerio
ENSHHUP00000064893	ENSHHUG00000038280	Hucho_hucho
ENSHHUP00000091353	ENSHHUG00000052694	Hucho_hucho
ENSELUP00000006431	ENSELUG00000007331	Esox_lucius
ENSFHEP00000018961	ENSFHEG00000020956	Fundulus_heteroclitus
ENSCVAP00000025385	ENSCVAG00000010266	Cyprinodon_variegatus
ENSXMAP00000003713	ENSXMAG00000003691	Xiphophorus_maculatus
ENSXCOP00000018903	ENSXCOG00000014222	Xiphophorus_couchianus
ENSGAFP00000015861	ENSGAFG00000010711	Gambusia_affinis
ENSPMEP00000026414	ENSPMEG00000010181	Poecilia_mexicana
ENSPFOP00000014564	ENSPFOG00000014408	Poecilia_formosa
ENSPLAP00000013662	ENSPLAG00000017235	Poecilia_latipinna
ENSPREP00000026558	ENSPREG00000017942	Poecilia_reticulata
ENSAPEP00000016176	ENSAPEG00000011507	Amphiprion_percula
ENSGWIP00000018632	ENSGWIG00000010265	Gouania_willdenowi
ENSTRUP00000016266	ENSTRUG00000006616	Takifugu_rubripes
ENSTNIP00000009024	ENSTNIG00000005094	Tetraodon_nigroviridis
ENSGACP00000010236	ENSGACG00000007707	Gasterosteus_aculeatus
ENSLBEP00000035749	ENSLBEG00000026806	Labrus_bergylta
ENSCSEP00000010137	ENSCSEG00000006412	Cynoglossus_semilaevis
ENSHCOP00000024673	ENSHCOG00000014245	Hippocampus_comes
ENSSDUP00000026384	ENSSDUG00000019084	Seriola_dumerili
ENSSLDP00000024303	ENSSLDG00000018909	Seriola_lalandi_dorsalis
ENSSMAP00000010015	ENSSMAG00000006120	Scophthalmus_maximus
ENSMAMP00000009859	ENSMAMG00000006590	Mastacembelus_armatus
ENSCGOP00000017419	ENSCGOG00000007191	Cottoperca_gobio
ENSLCRP00005030088	ENSLCRG00005011793	Larimichthys_crocea
ENSORLP00020025986	ENSORLG00020008276	Oryzias_latipes_ASM223471v1
ENSORLP00015018319	ENSORLG00015019369	Oryzias_latipes_ASM223469v1
ENSORLP00000032567	ENSORLG00000013972	Oryzias_latipes_ASM223467v1
ENSOMEP00000004390	ENSOMEG00000005385	Oryzias_melastigma
ENSKMAP00000020640	ENSKMAG00000015334	Kryptolebias_marmoratus
ENSACIP00000012840	ENSACIG00000009828	Amphilophus_citrinellus
ENSACIP00000026978	ENSACIG00000020891	Amphilophus_citrinellus
ENSACLP00000021110	ENSACLG00000014268	Astatotilapia_calliptera
ENSMZEP00005004657	ENSMZEG00005003546	Maylandia_zebra
ENSHBUP00000015535	ENSHBUG00000017431	Haplochromis_burtoni
ENSPNYP00000031881	ENSPNYG00000024055	Pundamilia_nyererei
ENSNBRP00000004441	ENSNBRG00000003468	Neolamprologus_brichardi
ENSONIP00000010626	ENSONIG00000008451	Oreochromis_niloticus
ENSAOCP00000014681	ENSAOCG00000002684	Amphiprion_ocellaris
ENSAPEP00000016896	ENSAPEG00000011954	Amphiprion_percula
ENSAPOP00000011505	ENSAPOG00000014162	Acanthochromis_polyacanthus
ENSSPAP00000023258	ENSSPAG00000017550	Stegastes_partitus
ENSLCAP00010023432	ENSLCAG00010010925	Lates_calcarifer
ENSPRNP00000015308	ENSPRNG00000008165	Parambassis_ranga
ENSMMOP00000003325	ENSMMOG00000002659	Mola_mola
ENSATEP00000010634	ENSATEG00000007245	Anabas_testudineus
ENSBSLP00000040193	ENSBSLG00000018845	Betta_splendens
ENSMALP00000018597	ENSMALG00000012899	Monopterus_albus
ENSPMGP00000022010	ENSPMGG00000017799	Periophthalmus_magnuspinnatus
ENSGMOP00000002321	ENSGMOG00000002088	Gadus_morhua
ENSPKIP00000018215	ENSPKIG00000003816	Paramormyrops_kingsleyae
ENSSFOP00015022278	ENSSFOG00015014129	Scleropages_formosus
ENSPKIP00000027655	ENSPKIG00000009400	Paramormyrops_kingsleyae
ENSSFOP00015017542	ENSSFOG00015011294	Scleropages_formosus
ENSLOCP00000014203	ENSLOCG00000011547	Lepisosteus_oculatus
ENSHBUP00000025589	ENSHBUG00000007654	Haplochromis_burtoni
ENSPMAP00000005315	ENSPMAG00000004833	Petromyzon_marinus
ENSLBEP00000022272	ENSLBEG00000017114	Labrus_bergylta
ENSEBUP00000007626	ENSEBUG00000004949	Eptatretus_burgeri
