ENSLCRP00005005879	ENSLCRG00005002984	Larimichthys_crocea
ENSORLP00000036526	ENSORLG00000029133	Oryzias_latipes_ASM223467v1
ENSORLP00015003107	ENSORLG00015003803	Oryzias_latipes_ASM223469v1
ENSOMEP00000015369	ENSOMEG00000016954	Oryzias_melastigma
ENSMMOP00000009866	ENSMMOG00000007641	Mola_mola
ENSGMOP00000014759	ENSGMOG00000013814	Gadus_morhua
ENSEEEP00000011401	ENSEEEG00000005761	Electrophorus_electricus	ENSEEET00000011535
ENSEEEP00000011391	ENSEEEG00000005757	Electrophorus_electricus	ENSEEET00000011525
ENSEEEP00000011399	ENSEEEG00000005760	Electrophorus_electricus	ENSEEET00000011533
ENSEEEP00000016747	ENSEEEG00000008289	Electrophorus_electricus	ENSEEET00000016939
ENSIPUP00000034178	ENSIPUG00000022965	Ictalurus_punctatus	ENSIPUT00000035518
ENSIPUP00000034169	ENSIPUG00000022961	Ictalurus_punctatus	ENSIPUT00000035509
ENSPNAP00000020800	ENSPNAG00000027735	Pygocentrus_nattereri	ENSPNAT00000031627
ENSAMXP00005017567	ENSAMXG00005009170	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00005017534	ENSAMXG00005009131	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000016764	ENSEEEG00000008306	Electrophorus_electricus
ENSDARP00000036121	ENSDARG00000028367	Danio_rerio
ENSDCDP00000030505	ENSDCDG00000021430	Denticeps_clupeoides
ENSDCDP00000030535	ENSDCDG00000021434	Denticeps_clupeoides
ENSCHAP00000031740	ENSCHAG00000015156	Clupea_harengus
ENSCHAP00000031872	ENSCHAG00000015175	Clupea_harengus
ENSHHUP00000056782	ENSHHUG00000033878	Hucho_hucho
ENSELUP00000041498	ENSELUG00000022352	Esox_lucius
ENSPKIP00000011128	ENSPKIG00000025559	Paramormyrops_kingsleyae
ENSSFOP00015029448	ENSSFOG00015018931	Scleropages_formosus
ENSLOCP00000004260	ENSLOCG00000003588	Lepisosteus_oculatus
ENSECRP00000029630	ENSECRG00000020099	Erpetoichthys_calabaricus
