ENSPCIP00000049702	ENSPCIG00000017983	Phascolarctos_cinereus
ENSNGAP00000020682	ENSNGAG00000020074	Nannospalax_galili
ENSJJAP00000018578	ENSJJAG00000019808	Jaculus_jaculus
ENSCCNP00000021460	ENSCCNG00000021051	Castor_canadensis
ENSTBEP00000007244	ENSTBEG00000008353	Tupaia_belangeri
ENSDORP00000018144	ENSDORG00000011128	Dipodomys_ordii
ENSUAMP00000033049	ENSUAMG00000024996	Ursus_americanus
ENSAMEP00000001626	ENSAMEG00000001530	Ailuropoda_melanoleuca
ENSMPUP00000008142	ENSMPUG00000008202	Mustela_putorius_furo
ENSNVIP00000025377	ENSNVIG00000019509	Neovison_vison
ENSCAFP00020002113	ENSCAFG00020001486	Canis_lupus_dingo
ENSCAFP00000045728	ENSCAFG00000012931	Canis_lupus_familiaris
ENSVVUP00000020644	ENSVVUG00000015194	Vulpes_vulpes
ENSFCAP00000045098	ENSFCAG00000008923	Felis_catus
ENSPPRP00000014694	ENSPPRG00000007632	Panthera_pardus
ENSMLUP00000016184	ENSMLUG00000017741	Myotis_lucifugus
ENSCHIP00000007906	ENSCHIG00000011199	Capra_hircus
ENSOARP00000011909	ENSOARG00000011107	Ovis_aries
ENSBIXP00005037388	ENSBIXG00005019244	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000015843	ENSBIXG00000003687	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000022760	ENSBMUG00000017092	Bos_mutus
ENSBTAP00000067696	ENSBTAG00000003030	Bos_taurus
ENSBBBP00000009714	ENSBBBG00000018060	Bison_bison_bison
ENSTTRP00000001723	ENSTTRG00000001831	Tursiops_truncatus
ENSSSCP00000046955	ENSSSCG00000031746	Sus_scrofa_strain_reference
ENSECAP00000018593	ENSECAG00000020526	Equus_caballus
ENSEASP00005033885	ENSEASG00005023175	Equus_asinus_asinus
ENSLAFP00000020944	ENSLAFG00000027679	Loxodonta_africana
ENSPCAP00000006976	ENSPCAG00000007438	Procavia_capensis
ENSDNOP00000018972	ENSDNOG00000047869	Dasypus_novemcinctus
ENSOPRP00000011932	ENSOPRG00000013074	Ochotona_princeps
ENSUMAP00000030765	ENSUMAG00000022217	Ursus_maritimus
ENSXETP00000018127	ENSXETG00000001896	Xenopus_tropicalis
ENSLACP00000006361	ENSLACG00000005644	Latimeria_chalumnae
ENSDCDP00000021185	ENSDCDG00000016550	Denticeps_clupeoides
ENSCHAP00000054622	ENSCHAG00000024632	Clupea_harengus
ENSAMXP00000038290	ENSAMXG00000034237	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005047697	ENSAMXG00005021867	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000011023	ENSPNAG00000016721	Pygocentrus_nattereri
ENSIPUP00000036575	ENSIPUG00000024496	Ictalurus_punctatus
ENSEEEP00000017787	ENSEEEG00000008785	Electrophorus_electricus
ENSDARP00000044240	ENSDARG00000091130	Danio_rerio
ENSHHUP00000041477	ENSHHUG00000025537	Hucho_hucho
ENSELUP00000013375	ENSELUG00000013558	Esox_lucius
ENSACLP00000021958	ENSACLG00000014862	Astatotilapia_calliptera
ENSHBUP00000025899	ENSHBUG00000008259	Haplochromis_burtoni
ENSMZEP00005011592	ENSMZEG00005008656	Maylandia_zebra
ENSPNYP00000019488	ENSPNYG00000014711	Pundamilia_nyererei
ENSNBRP00000008055	ENSNBRG00000006248	Neolamprologus_brichardi
ENSONIP00000024519	ENSONIG00000019476	Oreochromis_niloticus
ENSACIP00000018509	ENSACIG00000014427	Amphilophus_citrinellus
ENSPRNP00000009855	ENSPRNG00000005704	Parambassis_ranga
ENSSDUP00000025863	ENSSDUG00000018707	Seriola_dumerili
ENSSLDP00000029152	ENSSLDG00000022481	Seriola_lalandi_dorsalis
ENSSMAP00000011191	ENSSMAG00000006851	Scophthalmus_maximus
ENSLCAP00010050742	ENSLCAG00010023600	Lates_calcarifer
ENSMAMP00000013673	ENSMAMG00000009234	Mastacembelus_armatus
ENSMALP00000030236	ENSMALG00000020899	Monopterus_albus
ENSBSLP00000011908	ENSBSLG00000005199	Betta_splendens
ENSATEP00000014459	ENSATEG00000010037	Anabas_testudineus
ENSLBEP00000028206	ENSLBEG00000021347	Labrus_bergylta
ENSGACP00000004195	ENSGACG00000003203	Gasterosteus_aculeatus
ENSTNIP00000005557	ENSTNIG00000002988	Tetraodon_nigroviridis
ENSTRUP00000001454	ENSTRUG00000000611	Takifugu_rubripes
ENSMMOP00000017391	ENSMMOG00000012770	Mola_mola
ENSAPEP00000031102	ENSAPEG00000022073	Amphiprion_percula
ENSAOCP00000016228	ENSAOCG00000021178	Amphiprion_ocellaris
ENSAPOP00000032065	ENSAPOG00000019795	Acanthochromis_polyacanthus
ENSSPAP00000009784	ENSSPAG00000007055	Stegastes_partitus
ENSCGOP00000042773	ENSCGOG00000018615	Cottoperca_gobio
ENSCSEP00000031694	ENSCSEG00000020305	Cynoglossus_semilaevis
ENSXCOP00000023011	ENSXCOG00000017190	Xiphophorus_couchianus
ENSXMAP00000041532	ENSXMAG00000012311	Xiphophorus_maculatus
ENSGAFP00000030198	ENSGAFG00000020342	Gambusia_affinis
ENSPREP00000023075	ENSPREG00000015574	Poecilia_reticulata
ENSFHEP00000024699	ENSFHEG00000006480	Fundulus_heteroclitus
ENSCVAP00000026292	ENSCVAG00000011759	Cyprinodon_variegatus
ENSKMAP00000019792	ENSKMAG00000014720	Kryptolebias_marmoratus
ENSORLP00020020289	ENSORLG00020021322	Oryzias_latipes_ASM223471v1
ENSORLP00000028796	ENSORLG00000028279	Oryzias_latipes_ASM223467v1
ENSORLP00015032695	ENSORLG00015017668	Oryzias_latipes_ASM223469v1
ENSOMEP00000021822	ENSOMEG00000023895	Oryzias_melastigma
ENSHCOP00000012151	ENSHCOG00000015144	Hippocampus_comes
ENSPMGP00000008029	ENSPMGG00000006519	Periophthalmus_magnuspinnatus
ENSGWIP00000023361	ENSGWIG00000012474	Gouania_willdenowi
ENSGMOP00000011763	ENSGMOG00000010983	Gadus_morhua
ENSSMAP00000010835	ENSSMAG00000006690	Scophthalmus_maximus
ENSCSEP00000003545	ENSCSEG00000002322	Cynoglossus_semilaevis
ENSBSLP00000043916	ENSBSLG00000020721	Betta_splendens
ENSTRUP00000024562	ENSTRUG00000009776	Takifugu_rubripes
ENSTNIP00000013799	ENSTNIG00000010870	Tetraodon_nigroviridis
ENSGACP00000006133	ENSGACG00000004646	Gasterosteus_aculeatus
ENSGWIP00000013104	ENSGWIG00000007542	Gouania_willdenowi
ENSAPEP00000009367	ENSAPEG00000006700	Amphiprion_percula
ENSAOCP00000008070	ENSAOCG00000012046	Amphiprion_ocellaris
ENSAPOP00000000499	ENSAPOG00000001704	Acanthochromis_polyacanthus
ENSACLP00000020212	ENSACLG00000013614	Astatotilapia_calliptera
ENSMZEP00005028997	ENSMZEG00005021631	Maylandia_zebra
ENSPNYP00000017605	ENSPNYG00000013306	Pundamilia_nyererei
ENSNBRP00000028136	ENSNBRG00000021311	Neolamprologus_brichardi
ENSONIP00000011752	ENSONIG00000009352	Oreochromis_niloticus
ENSACIP00000020469	ENSACIG00000015825	Amphilophus_citrinellus
ENSLCRP00005039717	ENSLCRG00005014845	Larimichthys_crocea
ENSLBEP00000020817	ENSLBEG00000015962	Labrus_bergylta
ENSATEP00000004878	ENSATEG00000003394	Anabas_testudineus
ENSMALP00000009338	ENSMALG00000006634	Monopterus_albus
ENSLCAP00010013389	ENSLCAG00010006318	Lates_calcarifer
ENSCGOP00000050730	ENSCGOG00000022335	Cottoperca_gobio
ENSMMOP00000019698	ENSMMOG00000014953	Mola_mola
ENSSDUP00000020472	ENSSDUG00000014794	Seriola_dumerili
ENSSLDP00000024906	ENSSLDG00000019384	Seriola_lalandi_dorsalis
ENSPRNP00000054878	ENSPRNG00000025771	Parambassis_ranga
ENSMAMP00000012340	ENSMAMG00000008331	Mastacembelus_armatus
ENSFHEP00000026895	ENSFHEG00000010323	Fundulus_heteroclitus
ENSCVAP00000025745	ENSCVAG00000010781	Cyprinodon_variegatus
ENSXMAP00000038919	ENSXMAG00000001952	Xiphophorus_maculatus
ENSGAFP00000029905	ENSGAFG00000020154	Gambusia_affinis
ENSPMEP00000027884	ENSPMEG00000012623	Poecilia_mexicana
ENSPFOP00000009333	ENSPFOG00000009098	Poecilia_formosa
ENSPREP00000018381	ENSPREG00000012457	Poecilia_reticulata
ENSPLAP00000019861	ENSPLAG00000002311	Poecilia_latipinna
ENSPMEP00000034218	ENSPMEG00000023267	Poecilia_mexicana
ENSXCOP00000000075	ENSXCOG00000000060	Xiphophorus_couchianus
ENSKMAP00000008611	ENSKMAG00000006391	Kryptolebias_marmoratus
ENSORLP00020003700	ENSORLG00020004512	Oryzias_latipes_ASM223471v1
ENSORLP00015017629	ENSORLG00015018659	Oryzias_latipes_ASM223469v1
ENSORLP00000001054	ENSORLG00000000854	Oryzias_latipes_ASM223467v1
ENSOMEP00000013358	ENSOMEG00000014836	Oryzias_melastigma
ENSSPAP00000000263	ENSSPAG00000000195	Stegastes_partitus
ENSHCOP00000003147	ENSHCOG00000004440	Hippocampus_comes
ENSPMGP00000000180	ENSPMGG00000000187	Periophthalmus_magnuspinnatus
ENSGMOP00000006963	ENSGMOG00000006540	Gadus_morhua
ENSHHUP00000036537	ENSHHUG00000022821	Hucho_hucho
ENSELUP00000002459	ENSELUG00000003819	Esox_lucius
ENSIPUP00000005485	ENSIPUG00000003814	Ictalurus_punctatus
ENSEEEP00000033702	ENSEEEG00000016045	Electrophorus_electricus
ENSPNAP00000034273	ENSPNAG00000023453	Pygocentrus_nattereri
ENSAMXP00000051985	ENSAMXG00000042966	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000122368	ENSDARG00000075307	Danio_rerio
ENSCHAP00000011222	ENSCHAG00000001903	Clupea_harengus
ENSDCDP00000025873	ENSDCDG00000019092	Denticeps_clupeoides
ENSSFOP00015031951	ENSSFOG00015020469	Scleropages_formosus
ENSPKIP00000022071	ENSPKIG00000006203	Paramormyrops_kingsleyae
ENSSFOP00015001107	ENSSFOG00015000754	Scleropages_formosus
ENSPKIP00000031946	ENSPKIG00000012195	Paramormyrops_kingsleyae
ENSLOCP00000001863	ENSLOCG00000001599	Lepisosteus_oculatus
ENSECRP00000011214	ENSECRG00000007454	Erpetoichthys_calabaricus
ENSCMIP00000003362	ENSCMIG00000001897	Callorhinchus_milii
