ENSODEP00000001696	ENSODEG00000001341	Octodon_degus
ENSTSYP00000024189	ENSTSYG00000028884	Carlito_syrichta
ENSLCAP00010003687	ENSLCAG00010001905	Lates_calcarifer
ENSCSAP00000007081	ENSCSAG00000010858	Chlorocebus_sabaeus
ENSCSEP00000005939	ENSCSEG00000003835	Cynoglossus_semilaevis
ENSPLAP00000007296	ENSPLAG00000009578	Poecilia_latipinna
ENSKMAP00000010569	ENSKMAG00000007913	Kryptolebias_marmoratus
ENSMLEP00000027475	ENSMLEG00000037940	Mandrillus_leucophaeus
ENSCABP00000000743	ENSCABG00000000656	Chelonoidis_abingdonii	ENSCABT00000000804
ENSMGAP00000019442	ENSMGAG00000012502	Meleagris_gallopavo
ENSBSLP00000044193	ENSBSLG00000020981	Betta_splendens
ENSNGAP00000026027	ENSNGAG00000023795	Nannospalax_galili
ENSXCOP00000021634	ENSXCOG00000016177	Xiphophorus_couchianus
ENSMOCP00000021988	ENSMOCG00000019162	Microtus_ochrogaster
ENSIPUP00000011224	ENSIPUG00000007644	Ictalurus_punctatus
ENSTTRP00000000208	ENSTTRG00000000224	Tursiops_truncatus
ENSSLDP00000025245	ENSSLDG00000019654	Seriola_lalandi_dorsalis
ENSMZEP00005034235	ENSMZEG00005025590	Maylandia_zebra
ENSAPLP00000014216	ENSAPLG00000014394	Anas_platyrhynchos_platyrhynchos
ENSPMJP00000014826	ENSPMJG00000011245	Parus_major
ENSTBEP00000011157	ENSTBEG00000012883	Tupaia_belangeri
ENSOPRP00000008053	ENSOPRG00000008806	Ochotona_princeps
ENSSPAP00000013230	ENSSPAG00000010042	Stegastes_partitus
ENSMMUP00000080892	ENSMMUG00000016485	Macaca_mulatta
ENSPEMP00000000524	ENSPEMG00000000383	Peromyscus_maniculatus_bairdii
ENSMUNP00000005024	ENSMUNG00000004174	Melopsittacus_undulatus
ENSGACP00000008871	ENSGACG00000006706	Gasterosteus_aculeatus
ENSPKIP00000009285	ENSPKIG00000024447	Paramormyrops_kingsleyae
ENSCCEP00000008033	ENSCCEG00000008354	Cyanistes_caeruleus
ENSFCAP00000055235	ENSFCAG00000001880	Felis_catus
ENSFALP00000002413	ENSFALG00000002320	Ficedula_albicollis
ENSONIP00000009083	ENSONIG00000007203	Oreochromis_niloticus
ENSMMMP00000000306	ENSMMMG00000000286	Marmota_marmota_marmota
ENSCHAP00000025453	ENSCHAG00000012432	Clupea_harengus	ENSCHAT00000027677
ENSORLP00015025688	ENSORLG00015006937	Oryzias_latipes_ASM223469v1
ENSMUGP00000030898	ENSMUGG00000025702	Meriones_unguiculatus
ENSLCOP00000012775	ENSLCOG00000009236	Lepidothrix_coronata
ENSBIXP00005035519	ENSBIXG00005002697	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSHGLP00100014427	ENSHGLG00100010670	Heterocephalus_glaber_HetGla_1.0
ENSIPUP00000010372	ENSIPUG00000007060	Ictalurus_punctatus
ENSSDUP00000021407	ENSSDUG00000015579	Seriola_dumerili
ENSTGEP00000009222	ENSTGEG00000007601	Theropithecus_gelada
ENSSTOP00000008501	ENSSTOG00000009482	Ictidomys_tridecemlineatus
ENSORLP00015006053	ENSORLG00015006873	Oryzias_latipes_ASM223469v1
ENSPMEP00000031387	ENSPMEG00000018481	Poecilia_mexicana
ENSIPUP00000000058	ENSIPUG00000000070	Ictalurus_punctatus
ENSXMAP00000009777	ENSXMAG00000009762	Xiphophorus_maculatus
ENSPTIP00000010957	ENSPTIG00000011541	Panthera_tigris_altaica
ENSSDUP00000021434	ENSSDUG00000015592	Seriola_dumerili
ENSLBEP00000034912	ENSLBEG00000026232	Labrus_bergylta
ENSPNAP00000026141	ENSPNAG00000011418	Pygocentrus_nattereri
ENSDARP00000149288	ENSDARG00000098377	Danio_rerio
ENSFHEP00000015179	ENSFHEG00000016775	Fundulus_heteroclitus
ENSIPUP00000000054	ENSIPUG00000000069	Ictalurus_punctatus
ENSCHOP00000011836	ENSCHOG00000013370	Choloepus_hoffmanni
ENSSDAP00000010406	ENSSDAG00000009462	Spermophilus_dauricus
ENSNBRP00000026154	ENSNBRG00000020004	Neolamprologus_brichardi
ENSPRNP00000030945	ENSPRNG00000015452	Parambassis_ranga
ENSMAMP00000029733	ENSMAMG00000020044	Mastacembelus_armatus
ENSORLP00000006169	ENSORLG00000004902	Oryzias_latipes_ASM223467v1
ENSPREP00000015380	ENSPREG00000010374	Poecilia_reticulata
ENSVURP00010022296	ENSVURG00010017074	Vombatus_ursinus
ENSMPUP00000001018	ENSMPUG00000001026	Mustela_putorius_furo
ENSPVAP00000010384	ENSPVAG00000011015	Pteropus_vampyrus
ENSPLAP00000007662	ENSPLAG00000010081	Poecilia_latipinna
MGP_CAROLIEiJ_P0038201	MGP_CAROLIEiJ_G0019789	Mus_caroli_strain_CAROLI_EIJ
ENSMUNP00000006088	ENSMUNG00000004931	Melopsittacus_undulatus
ENSCVAP00000001516	ENSCVAG00000002512	Cyprinodon_variegatus
ENSSLDP00000028360	ENSSLDG00000021949	Seriola_lalandi_dorsalis
ENSVPAP00000000701	ENSVPAG00000000761	Vicugna_pacos
ENSRBIP00000036422	ENSRBIG00000041828	Rhinopithecus_bieti
ENSAPOP00000024342	ENSAPOG00000006712	Acanthochromis_polyacanthus
ENSNLEP00000005921	ENSNLEG00000004882	Nomascus_leucogenys
ENSPFOP00000008496	ENSPFOG00000008555	Poecilia_formosa
ENSXCOP00000025693	ENSXCOG00000019198	Xiphophorus_couchianus
ENSLACP00000006809	ENSLACG00000006043	Latimeria_chalumnae
ENSAHAP00000027111	ENSAHAG00000018899	Apteryx_haastii
ENSXETP00000034029	ENSXETG00000015643	Xenopus_tropicalis
ENSCHAP00000004476	ENSCHAG00000002978	Clupea_harengus
ENSOCUP00000009595	ENSOCUG00000011150	Oryctolagus_cuniculus
ENSOMEP00000011780	ENSOMEG00000013098	Oryzias_melastigma
ENSDCDP00000016444	ENSDCDG00000013383	Denticeps_clupeoides
ENSFHEP00000011339	ENSFHEG00000012769	Fundulus_heteroclitus
ENSPVIP00000010113	ENSPVIG00000008024	Pogona_vitticeps
ENSEEEP00000001743	ENSEEEG00000001115	Electrophorus_electricus
ENSGACP00000008859	ENSGACG00000006690	Gasterosteus_aculeatus
ENSNBRP00000030656	ENSNBRG00000023310	Neolamprologus_brichardi
ENSMNEP00000033037	ENSMNEG00000039819	Macaca_nemestrina
ENSACIP00000016034	ENSACIG00000012448	Amphilophus_citrinellus
ENSGMOP00000005779	ENSGMOG00000005446	Gadus_morhua
ENSLCAP00010001564	ENSLCAG00010000906	Lates_calcarifer
ENSORLP00015006135	ENSORLG00015006968	Oryzias_latipes_ASM223469v1
ENSJJAP00000018711	ENSJJAG00000019893	Jaculus_jaculus
ENSCJAP00000010665	ENSCJAG00000005804	Callithrix_jacchus
ENSSLDP00000028374	ENSSLDG00000021956	Seriola_lalandi_dorsalis
ENSAOWP00000002278	ENSAOWG00000001645	Apteryx_owenii
ENSOMEP00000029147	ENSOMEG00000012598	Oryzias_melastigma
ENSTNIP00000012502	ENSTNIG00000009627	Tetraodon_nigroviridis
ENSPNAP00000016462	ENSPNAG00000022628	Pygocentrus_nattereri
ENSUPAP00010022790	ENSUPAG00010018091	Urocitellus_parryii
ENSMALP00000023216	ENSMALG00000016191	Monopterus_albus
ENSCPBP00000021416	ENSCPBG00000015390	Chrysemys_picta_bellii
ENSATEP00000034994	ENSATEG00000024050	Anabas_testudineus
ENSCSEP00000028806	ENSCSEG00000018444	Cynoglossus_semilaevis
ENSKMAP00000025913	ENSKMAG00000019202	Kryptolebias_marmoratus
ENSBIXP00000035421	ENSBIXG00000018689	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSLBEP00000030196	ENSLBEG00000022820	Labrus_bergylta
ENSSCAP00000009073	ENSSCAG00000006906	Serinus_canaria
ENSSMAP00000022240	ENSSMAG00000013613	Scophthalmus_maximus
ENSPFOP00000008476	ENSPFOG00000008474	Poecilia_formosa
ENSACLP00000018389	ENSACLG00000012568	Astatotilapia_calliptera
ENSBBBP00000005838	ENSBBBG00000014488	Bison_bison_bison
ENSOMEP00000011803	ENSOMEG00000013112	Oryzias_melastigma
ENSORLP00000031319	ENSORLG00000000705	Oryzias_latipes_ASM223467v1
ENSOANP00000015317	ENSOANG00000009644	Ornithorhynchus_anatinus
ENSACIP00000016093	ENSACIG00000012483	Amphilophus_citrinellus
ENSPRNP00000020926	ENSPRNG00000010875	Parambassis_ranga
ENSECRP00000030913	ENSECRG00000020975	Erpetoichthys_calabaricus
ENSPMEP00000018129	ENSPMEG00000021022	Poecilia_mexicana
ENSCGOP00000037726	ENSCGOG00000017350	Cottoperca_gobio
ENSMALP00000024056	ENSMALG00000016771	Monopterus_albus
ENSCGOP00000037722	ENSCGOG00000017345	Cottoperca_gobio
ENSGGOP00000032308	ENSGGOG00000036696	Gorilla_gorilla
ENSPPRP00000000361	ENSPPRG00000024881	Panthera_pardus
ENSPMEP00000031368	ENSPMEG00000018479	Poecilia_mexicana
ENSCHAP00000048267	ENSCHAG00000022230	Clupea_harengus
ENSHHUP00000068711	ENSHHUG00000040468	Hucho_hucho
ENSHHUP00000018592	ENSHHUG00000011600	Hucho_hucho
ENSPCAP00000012152	ENSPCAG00000013026	Procavia_capensis
ENSATEP00000020112	ENSATEG00000014031	Anabas_testudineus
ENSORLP00000006184	ENSORLG00000004915	Oryzias_latipes_ASM223467v1
ENSELUP00000042887	ENSELUG00000024329	Esox_lucius
ENSKMAP00000010630	ENSKMAG00000007963	Kryptolebias_marmoratus
ENSXCOP00000021637	ENSXCOG00000016178	Xiphophorus_couchianus
ENSLCRP00005044949	ENSLCRG00005017197	Larimichthys_crocea
ENSPKIP00000001417	ENSPKIG00000019723	Paramormyrops_kingsleyae
ENSEASP00005033801	ENSEASG00005023128	Equus_asinus_asinus
ENSTNIP00000001929	ENSTNIG00000000468	Tetraodon_nigroviridis
ENSSFOP00015006931	ENSSFOG00015004556	Scleropages_formosus
ENSSARP00000004936	ENSSARG00000005470	Sorex_araneus
ENSRNOP00000011344	ENSRNOG00000008336	Rattus_norvegicus
ENSAPOP00000024357	ENSAPOG00000006720	Acanthochromis_polyacanthus
ENSPSMP00000032273	ENSPSMG00000022348	Prolemur_simus
ENSEEUP00000002365	ENSEEUG00000002591	Erinaceus_europaeus
ENSCVAP00000007239	ENSCVAG00000008948	Cyprinodon_variegatus
ENSLSDP00000004913	ENSLSDG00000003854	Lonchura_striata_domestica
ENSCATP00000041557	ENSCATG00000043464	Cercocebus_atys
ENSABRP00000015534	ENSABRG00000013638	Anser_brachyrhynchus
ENSMALP00000012804	ENSMALG00000009073	Monopterus_albus
ENSSFOP00015006976	ENSSFOG00015004616	Scleropages_formosus
ENSCAFP00020005282	ENSCAFG00020004337	Canis_lupus_dingo
ENSCCNP00000005734	ENSCCNG00000006073	Castor_canadensis
ENSAPEP00000020304	ENSAPEG00000014503	Amphiprion_percula
ENSDNOP00000000717	ENSDNOG00000000935	Dasypus_novemcinctus
ENSPANP00000006249	ENSPANG00000020682	Papio_anubis
ENSTRUP00000023772	ENSTRUG00000009463	Takifugu_rubripes
ENSHBUP00000009903	ENSHBUG00000000308	Haplochromis_burtoni
ENSDNVP00000012312	ENSDNVG00000008689	Dromaius_novaehollandiae
ENSLCRP00005044940	ENSLCRG00005017195	Larimichthys_crocea
ENSBSLP00000005664	ENSBSLG00000003025	Betta_splendens
ENSACAP00000008279	ENSACAG00000008445	Anolis_carolinensis
ENSSFOP00015001382	ENSSFOG00015000990	Scleropages_formosus
ENSOMEP00000029432	ENSOMEG00000013077	Oryzias_melastigma
ENSBSLP00000031730	ENSBSLG00000015636	Betta_splendens
ENSPKIP00000009299	ENSPKIG00000024462	Paramormyrops_kingsleyae
ENSHBUP00000004439	ENSHBUG00000005744	Haplochromis_burtoni
ENSSMRP00000027848	ENSSMRG00000021450	Salvator_merianae
ENSACLP00000019862	ENSACLG00000013501	Astatotilapia_calliptera
ENSLAFP00000001729	ENSLAFG00000002069	Loxodonta_africana
ENSORLP00020012855	ENSORLG00020013787	Oryzias_latipes_ASM223471v1
ENSAHAP00000014301	ENSAHAG00000010282	Apteryx_haastii
ENSMAUP00000018110	ENSMAUG00000016782	Mesocricetus_auratus
ENSLCAP00010003692	ENSLCAG00010001912	Lates_calcarifer
ENSPFOP00000008503	ENSPFOG00000008573	Poecilia_formosa
ENSNBRP00000026104	ENSNBRG00000019947	Neolamprologus_brichardi
ENSPSIP00000012092	ENSPSIG00000010889	Pelodiscus_sinensis
ENSMSIP00000026589	ENSMSIG00000022442	Mus_spicilegus
ENSANAP00000007629	ENSANAG00000021879	Aotus_nancymaae
ENSAOWP00000001423	ENSAOWG00000001024	Apteryx_owenii
ENSMAMP00000035743	ENSMAMG00000024009	Mastacembelus_armatus
ENSHCOP00000022976	ENSHCOG00000011138	Hippocampus_comes
ENSGACP00000012740	ENSGACG00000009659	Gasterosteus_aculeatus
ENSPLAP00000007622	ENSPLAG00000000223	Poecilia_latipinna
ENSMMOP00000011196	ENSMMOG00000008636	Mola_mola
ENSGWIP00000037138	ENSGWIG00000019086	Gouania_willdenowi
ENSMZEP00005034237	ENSMZEG00005025593	Maylandia_zebra
ENSDCDP00000011455	ENSDCDG00000005732	Denticeps_clupeoides
ENSUMAP00000028483	ENSUMAG00000020695	Ursus_maritimus
ENSPNYP00000031431	ENSPNYG00000023707	Pundamilia_nyererei
ENSJHYP00000008961	ENSJHYG00000007118	Junco_hyemalis
ENSAMXP00000039718	ENSAMXG00000035635	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSGMOP00000002103	ENSGMOG00000001968	Gadus_morhua
ENSPREP00000015469	ENSPREG00000010400	Poecilia_reticulata
ENSDCDP00000046337	ENSDCDG00000029049	Denticeps_clupeoides
ENSCPUP00000010872	ENSCPUG00000007710	Calidris_pugnax
ENSGAFP00000002874	ENSGAFG00000001984	Gambusia_affinis
ENSBSLP00000031715	ENSBSLG00000015630	Betta_splendens
ENSMVIP00005017913	ENSMVIG00005012748	Manacus_vitellinus
ENSPFOP00000001741	ENSPFOG00000001850	Poecilia_formosa
ENSRROP00000004284	ENSRROG00000017465	Rhinopithecus_roxellana
ENSPPYP00000021136	ENSPPYG00000018838	Pongo_abelii
MGP_SPRETEiJ_P0039990	MGP_SPRETEiJ_G0020686	Mus_spretus_strain_SPRET/EiJ
ENSXMAP00000028363	ENSXMAG00000022931	Xiphophorus_maculatus
ENSGAGP00000026769	ENSGAGG00000019502	Gopherus_agassizii	ENSGAGT00000030426
ENSCANP00000018014	ENSCANG00000032461	Colobus_angolensis_palliatus
ENSGAFP00000001538	ENSGAFG00000001082	Gambusia_affinis
ENSCGRP00000012993	ENSCGRG00000009446	Cricetulus_griseus_CriGri_1.0
ENSAPLP00000009456	ENSAPLG00000009749	Anas_platyrhynchos_platyrhynchos
ENSOARP00000010429	ENSOARG00000009722	Ovis_aries
ENSCSEP00000005928	ENSCSEG00000003830	Cynoglossus_semilaevis
ENSMAMP00000035739	ENSMAMG00000024008	Mastacembelus_armatus
ENSPLAP00000015488	ENSPLAG00000019447	Poecilia_latipinna
ENSELUP00000042946	ENSELUG00000024407	Esox_lucius
ENSORLP00020021124	ENSORLG00020022641	Oryzias_latipes_ASM223471v1
ENSNMEP00000007958	ENSNMEG00000007881	Numida_meleagris
ENSGWIP00000026314	ENSGWIG00000013819	Gouania_willdenowi
ENSVVUP00000021496	ENSVVUG00000015804	Vulpes_vulpes
ENSECAP00000012580	ENSECAG00000014916	Equus_caballus
ENSCGOP00000051341	ENSCGOG00000022722	Cottoperca_gobio
ENSCGRP00001002280	ENSCGRG00001002425	Cricetulus_griseus_CHOK1GS_HDv1
ENSUAMP00000025431	ENSUAMG00000019801	Ursus_americanus
ENSCGRP00015035096	ENSCGRG00015026365	Cricetulus_griseus_CriGri-PICR
ENSDCDP00000032075	ENSDCDG00000022139	Denticeps_clupeoides	ENSDCDT00000041462
ENSNPEP00000014955	ENSNPEG00000011172	Nothoprocta_perdicaria
ENSCPRP00005010688	ENSCPRG00005007645	Crocodylus_porosus
ENSOGAP00000001814	ENSOGAG00000002033	Otolemur_garnettii
ENSHHUP00000016467	ENSHHUG00000010257	Hucho_hucho	ENSHHUT00000017050
ENSBSLP00000005760	ENSBSLG00000003051	Betta_splendens
ENSFHEP00000015160	ENSFHEG00000016770	Fundulus_heteroclitus
ENSAPEP00000020294	ENSAPEG00000014480	Amphiprion_percula
ENSCAPP00000013455	ENSCAPG00000014074	Cavia_aperea
ENSPLAP00000021313	ENSPLAG00000004962	Poecilia_latipinna
ENSLOCP00000011084	ENSLOCG00000009086	Lepisosteus_oculatus
ENSHCOP00000008759	ENSHCOG00000011118	Hippocampus_comes
ENSNVIP00000008425	ENSNVIG00000006701	Neovison_vison
ENSPNYP00000011725	ENSPNYG00000008870	Pundamilia_nyererei
ENSDCDP00000046345	ENSDCDG00000029054	Denticeps_clupeoides
ENSLCRP00005025203	ENSLCRG00005010072	Larimichthys_crocea
ENSSMAP00000005446	ENSSMAG00000003343	Scophthalmus_maximus
ENSAMEP00000002749	ENSAMEG00000002611	Ailuropoda_melanoleuca
ENSPFOP00000028531	ENSPFOG00000022852	Poecilia_formosa
ENSACIP00000015469	ENSACIG00000012010	Amphilophus_citrinellus
ENSNSUP00000016648	ENSNSUG00000012271	Notechis_scutatus
ENSPMGP00000028018	ENSPMGG00000022580	Periophthalmus_magnuspinnatus
ENSMMOP00000011202	ENSMMOG00000008641	Mola_mola
ENSCMIP00000025497	ENSCMIG00000011200	Callorhinchus_milii
ENSETEP00000004615	ENSETEG00000005681	Echinops_telfairi
ENSSPAP00000013283	ENSSPAG00000010059	Stegastes_partitus
