ENSMGAP00000004845	ENSMGAG00000004968	Meleagris_gallopavo
MGP_PahariEiJ_P0033043	MGP_PahariEiJ_G0017372	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000007917	ENSRNOG00000005539	Rattus_norvegicus
ENSMUGP00000019088	ENSMUGG00000016168	Meriones_unguiculatus
ENSNGAP00000009390	ENSNGAG00000012087	Nannospalax_galili
ENSJJAP00000023016	ENSJJAG00000022909	Jaculus_jaculus
ENSOCUP00000000912	ENSOCUG00000001053	Oryctolagus_cuniculus
ENSOPRP00000012554	ENSOPRG00000013774	Ochotona_princeps
ENSMFAP00000029305	ENSMFAG00000041928	Macaca_fascicularis
ENSMNEP00000030268	ENSMNEG00000038597	Macaca_nemestrina
ENSMMUP00000076483	ENSMMUG00000050641	Macaca_mulatta
ENSPANP00000044340	ENSPANG00000025147	Papio_anubis
ENSCATP00000035269	ENSCATG00000040510	Cercocebus_atys
ENSTGEP00000010428	ENSTGEG00000008546	Theropithecus_gelada
ENSCSAP00000006795	ENSCSAG00000010572	Chlorocebus_sabaeus
ENSMLEP00000005808	ENSMLEG00000025109	Mandrillus_leucophaeus
ENSPTEP00000010772	ENSPTEG00000012158	Piliocolobus_tephrosceles
ENSCANP00000031974	ENSCANG00000039650	Colobus_angolensis_palliatus
ENSRROP00000044894	ENSRROG00000045380	Rhinopithecus_roxellana
ENSRBIP00000027345	ENSRBIG00000037537	Rhinopithecus_bieti
ENSPPAP00000039481	ENSPPAG00000042438	Pan_paniscus
ENSPTRP00000029849	ENSPTRG00000017473	Pan_troglodytes
ENSGGOP00000008474	ENSGGOG00000008668	Gorilla_gorilla
ENSP00000231198	ENSG00000113272	Homo_sapiens
ENSPPYP00000017898	ENSPPYG00000015993	Pongo_abelii
ENSNLEP00000005045	ENSNLEG00000004166	Nomascus_leucogenys
ENSCJAP00000035252	ENSCJAG00000018973	Callithrix_jacchus
ENSSBOP00000016166	ENSSBOG00000024790	Saimiri_boliviensis_boliviensis
ENSCCAP00000014292	ENSCCAG00000024953	Cebus_capucinus_imitator
ENSANAP00000026827	ENSANAG00000031173	Aotus_nancymaae
ENSANAP00000015664	ENSANAG00000025715	Aotus_nancymaae
ENSTSYP00000001433	ENSTSYG00000001547	Carlito_syrichta
ENSMICP00000035055	ENSMICG00000038734	Microcebus_murinus
ENSPSMP00000008434	ENSPSMG00000006213	Prolemur_simus
ENSPCOP00000031646	ENSPCOG00000028595	Propithecus_coquereli
ENSOGAP00000008122	ENSOGAG00000009057	Otolemur_garnettii
ENSPVAP00000005936	ENSPVAG00000006279	Pteropus_vampyrus
ENSTBEP00000000684	ENSTBEG00000000788	Tupaia_belangeri
ENSLAFP00000004123	ENSLAFG00000004926	Loxodonta_africana
ENSPCAP00000015309	ENSPCAG00000016378	Procavia_capensis
ENSETEP00000000370	ENSETEG00000000463	Echinops_telfairi
ENSUMAP00000000689	ENSUMAG00000000769	Ursus_maritimus
ENSUAMP00000016815	ENSUAMG00000013357	Ursus_americanus
ENSAMEP00000006702	ENSAMEG00000006356	Ailuropoda_melanoleuca
ENSNVIP00000006080	ENSNVIG00000004874	Neovison_vison
ENSMPUP00000013360	ENSMPUG00000013462	Mustela_putorius_furo
ENSCAFP00000025563	ENSCAFG00000017348	Canis_lupus_familiaris
ENSCAFP00020032921	ENSCAFG00020025580	Canis_lupus_dingo
ENSVVUP00000005392	ENSVVUG00000004234	Vulpes_vulpes
ENSPPRP00000014768	ENSPPRG00000007563	Panthera_pardus
ENSPTIP00000014520	ENSPTIG00000013921	Panthera_tigris_altaica
ENSFCAP00000021567	ENSFCAG00000022752	Felis_catus
ENSEASP00005000864	ENSEASG00005000757	Equus_asinus_asinus
ENSECAP00000011228	ENSECAG00000013378	Equus_caballus
ENSCHIP00000007952	ENSCHIG00000011287	Capra_hircus
ENSOARP00000013523	ENSOARG00000012620	Ovis_aries
ENSBIXP00000025406	ENSBIXG00000027485	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005041470	ENSBIXG00005024532	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000013678	ENSBTAG00000010359	Bos_taurus
ENSBMUP00000019861	ENSBMUG00000014976	Bos_mutus
ENSBBBP00000026709	ENSBBBG00000022697	Bison_bison_bison
ENSTTRP00000006103	ENSTTRG00000006448	Tursiops_truncatus
ENSSSCP00000039615	ENSSSCG00000036047	Sus_scrofa_strain_reference
ENSVPAP00000007293	ENSVPAG00000007839	Vicugna_pacos
ENSEEUP00000001753	ENSEEUG00000001923	Erinaceus_europaeus
ENSSARP00000011028	ENSSARG00000012216	Sorex_araneus
ENSMLUP00000014504	ENSMLUG00000015926	Myotis_lucifugus
ENSVURP00010005984	ENSVURG00010004636	Vombatus_ursinus
ENSPCIP00000024510	ENSPCIG00000018471	Phascolarctos_cinereus
ENSSHAP00000019924	ENSSHAG00000016908	Sarcophilus_harrisii
ENSMODP00000054869	ENSMODG00000008328	Monodelphis_domestica
ENSOANP00000008052	ENSOANG00000005074	Ornithorhynchus_anatinus
ENSXETP00000021226	ENSXETG00000006522	Xenopus_tropicalis
ENSXETP00000019375	ENSXETG00000001342	Xenopus_tropicalis
ENSLACP00000017631	ENSLACG00000015528	Latimeria_chalumnae
ENSIPUP00000009243	ENSIPUG00000006310	Ictalurus_punctatus
ENSEEEP00000049164	ENSEEEG00000023101	Electrophorus_electricus
ENSAMXP00005031162	ENSAMXG00005015303	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000042303	ENSAMXG00000042416	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000008349	ENSPNAG00000013944	Pygocentrus_nattereri
ENSDARP00000055960	ENSDARG00000038360	Danio_rerio
ENSDCDP00000018549	ENSDCDG00000014929	Denticeps_clupeoides
ENSDCDP00000015838	ENSDCDG00000012888	Denticeps_clupeoides
ENSCHAP00000038993	ENSCHAG00000018305	Clupea_harengus
ENSGWIP00000051807	ENSGWIG00000025055	Gouania_willdenowi
ENSCSEP00000031167	ENSCSEG00000019947	Cynoglossus_semilaevis
ENSLBEP00000018022	ENSLBEG00000013870	Labrus_bergylta
ENSLBEP00000029530	ENSLBEG00000022336	Labrus_bergylta
ENSCGOP00000031234	ENSCGOG00000014601	Cottoperca_gobio
ENSGACP00000024387	ENSGACG00000018445	Gasterosteus_aculeatus
ENSTRUP00000024513	ENSTRUG00000009758	Takifugu_rubripes
ENSTNIP00000020199	ENSTNIG00000017067	Tetraodon_nigroviridis
ENSMMOP00000012175	ENSMMOG00000009355	Mola_mola
ENSLCRP00005000308	ENSLCRG00005000206	Larimichthys_crocea
ENSMAMP00000018232	ENSMAMG00000012302	Mastacembelus_armatus
ENSMALP00000007117	ENSMALG00000005060	Monopterus_albus
ENSATEP00000002050	ENSATEG00000001426	Anabas_testudineus
ENSBSLP00000051278	ENSBSLG00000024304	Betta_splendens
ENSSDUP00000013556	ENSSDUG00000009841	Seriola_dumerili
ENSSLDP00000004306	ENSSLDG00000003416	Seriola_lalandi_dorsalis
ENSSMAP00000014681	ENSSMAG00000008988	Scophthalmus_maximus
ENSLCAP00010015049	ENSLCAG00010007125	Lates_calcarifer
ENSAPOP00000010035	ENSAPOG00000012429	Acanthochromis_polyacanthus
ENSAPOP00000026452	ENSAPOG00000010278	Acanthochromis_polyacanthus
ENSAPOP00000000947	ENSAPOG00000002190	Acanthochromis_polyacanthus
ENSAOCP00000011297	ENSAOCG00000015583	Amphiprion_ocellaris
ENSAPEP00000016342	ENSAPEG00000011671	Amphiprion_percula
ENSSPAP00000011511	ENSSPAG00000008744	Stegastes_partitus
ENSORLP00000009304	ENSORLG00000007424	Oryzias_latipes_ASM223467v1
ENSORLP00015005632	ENSORLG00015006415	Oryzias_latipes_ASM223469v1
ENSORLP00020024742	ENSORLG00020006322	Oryzias_latipes_ASM223471v1
ENSOMEP00000028399	ENSOMEG00000011477	Oryzias_melastigma
ENSPRNP00000053736	ENSPRNG00000025289	Parambassis_ranga
ENSKMAP00000012190	ENSKMAG00000009156	Kryptolebias_marmoratus
ENSACLP00000002143	ENSACLG00000001490	Astatotilapia_calliptera
ENSPNYP00000000217	ENSPNYG00000000169	Pundamilia_nyererei
ENSMZEP00005011703	ENSMZEG00005008770	Maylandia_zebra
ENSHBUP00000002802	ENSHBUG00000004025	Haplochromis_burtoni
ENSNBRP00000023200	ENSNBRG00000017747	Neolamprologus_brichardi
ENSONIP00000022273	ENSONIG00000017663	Oreochromis_niloticus
ENSACIP00000020536	ENSACIG00000015946	Amphilophus_citrinellus
ENSHCOP00000001632	ENSHCOG00000002622	Hippocampus_comes
ENSPMGP00000025654	ENSPMGG00000020712	Periophthalmus_magnuspinnatus
ENSXMAP00000008259	ENSXMAG00000008240	Xiphophorus_maculatus
ENSGAFP00000010120	ENSGAFG00000006870	Gambusia_affinis
ENSPMEP00000014973	ENSPMEG00000017466	Poecilia_mexicana
ENSPFOP00000000474	ENSPFOG00000000528	Poecilia_formosa
ENSPMEP00000014891	ENSPMEG00000017382	Poecilia_mexicana
ENSPFOP00000000623	ENSPFOG00000000643	Poecilia_formosa
ENSPLAP00000015408	ENSPLAG00000019419	Poecilia_latipinna
ENSPREP00000029082	ENSPREG00000019678	Poecilia_reticulata
ENSFHEP00000025239	ENSFHEG00000007339	Fundulus_heteroclitus
ENSCVAP00000026291	ENSCVAG00000011708	Cyprinodon_variegatus
ENSGMOP00000016585	ENSGMOG00000015482	Gadus_morhua
ENSHHUP00000008357	ENSHHUG00000005111	Hucho_hucho
ENSHHUP00000029871	ENSHHUG00000019025	Hucho_hucho
ENSELUP00000028776	ENSELUG00000005532	Esox_lucius
ENSPKIP00000015839	ENSPKIG00000002407	Paramormyrops_kingsleyae
ENSSFOP00015027442	ENSSFOG00015017619	Scleropages_formosus
ENSLOCP00000011288	ENSLOCG00000009255	Lepisosteus_oculatus
ENSECRP00000018777	ENSECRG00000012548	Erpetoichthys_calabaricus
ENSCMIP00000048300	ENSCMIG00000019749	Callorhinchus_milii
ENSEBUP00000009676	ENSEBUG00000006216	Eptatretus_burgeri
ENSPMAP00000000968	ENSPMAG00000000881	Petromyzon_marinus
ENSCSAVP00000003261	ENSCSAVG00000001943	Ciona_savignyi
ENSCINP00000024242	ENSCING00000013151	Ciona_intestinalis
FBpp0080286	FBgn0283659	Drosophila_melanogaster
ENSPTEP00000016538	ENSPTEG00000018166	Piliocolobus_tephrosceles
YGR024C_mRNA	YGR024C	Saccharomyces_cerevisiae_strain_S288C
