ENSTGUP00000007522	ENSTGUG00000007306	Taeniopygia_guttata
ENSSTOP00000017398	ENSSTOG00000022104	Ictidomys_tridecemlineatus
ENSUPAP00010012861	ENSUPAG00010010426	Urocitellus_parryii
ENSMMMP00000002662	ENSMMMG00000002441	Marmota_marmota_marmota
ENSCLAP00000015474	ENSCLAG00000010644	Chinchilla_lanigera
ENSODEP00000010230	ENSODEG00000007643	Octodon_degus
ENSCPOP00000017807	ENSCPOG00000023521	Cavia_porcellus
ENSCAPP00000017257	ENSCAPG00000016966	Cavia_aperea
ENSHGLP00000003928	ENSHGLG00000002896	Heterocephalus_glaber_HetGla_female_1.0
ENSOPRP00000008374	ENSOPRG00000009168	Ochotona_princeps
ENSPCOP00000026209	ENSPCOG00000025441	Propithecus_coquereli
ENSMICP00000042672	ENSMICG00000041617	Microcebus_murinus
ENSPSMP00000037779	ENSPSMG00000025931	Prolemur_simus
ENSCCAP00000007035	ENSCCAG00000021251	Cebus_capucinus_imitator
ENSSBOP00000005006	ENSSBOG00000019218	Saimiri_boliviensis_boliviensis
ENSANAP00000006951	ENSANAG00000021552	Aotus_nancymaae
ENSPTRP00000065104	ENSPTRG00000050656	Pan_troglodytes
ENSP00000386804	ENSG00000182600	Homo_sapiens
ENSGGOP00000042826	ENSGGOG00000041213	Gorilla_gorilla
ENSPPYP00000014852	ENSPPYG00000013286	Pongo_abelii
ENSNLEP00000017508	ENSNLEG00000014403	Nomascus_leucogenys
ENSTGEP00000024830	ENSTGEG00000020057	Theropithecus_gelada
ENSPANP00000000359	ENSPANG00000023879	Papio_anubis
ENSCATP00000011992	ENSCATG00000030187	Cercocebus_atys
ENSCSAP00000002736	ENSCSAG00000006442	Chlorocebus_sabaeus
ENSMMUP00000065776	ENSMMUG00000061033	Macaca_mulatta
ENSMFAP00000034400	ENSMFAG00000003697	Macaca_fascicularis
ENSMNEP00000003461	ENSMNEG00000016058	Macaca_nemestrina
ENSRBIP00000036112	ENSRBIG00000041682	Rhinopithecus_bieti
ENSRROP00000028694	ENSRROG00000038136	Rhinopithecus_roxellana
ENSCJAP00000025634	ENSCJAG00000013948	Callithrix_jacchus
ENSUAMP00000025081	ENSUAMG00000019557	Ursus_americanus
ENSEASP00005029114	ENSEASG00005019824	Equus_asinus_asinus
ENSOGAP00000020027	ENSOGAG00000032214	Otolemur_garnettii
ENSRROP00000018556	ENSRROG00000033321	Rhinopithecus_roxellana
ENSETEP00000007826	ENSETEG00000009632	Echinops_telfairi
