ENSCJPP00005000011	ENSCJPG00005000029	Coturnix_japonica
ENSCSAP00000000010	ENSCSAG00000000028	Chlorocebus_sabaeus
ENSMLEP00000000010	ENSMLEG00000000028	Mandrillus_leucophaeus
ENSMFAP00000046145	ENSMFAG00000046424	Macaca_fascicularis
ENSRBIP00000000010	ENSRBIG00000000028	Rhinopithecus_bieti
ENSRROP00000000010	ENSRROG00000000028	Rhinopithecus_roxellana
ENSSBOP00000000010	ENSSBOG00000000028	Saimiri_boliviensis_boliviensis
ENSPCOP00000000010	ENSPCOG00000000028	Propithecus_coquereli
ENSMICP00000040348	ENSMICG00000032407	Microcebus_murinus
ENSTBEP00000015473	ENSTBEG00000021337	Tupaia_belangeri
ENSTSYP00000013705	ENSTSYG00000025384	Carlito_syrichta
ENSOPRP00000016380	ENSOPRG00000024316	Ochotona_princeps
ENSOCUP00000026188	ENSOCUG00000029108	Oryctolagus_cuniculus
ENSCHIP00000000010	ENSCHIG00000000028	Capra_hircus
ENSOARP00000000010	ENSOARG00000000028	Ovis_aries
ENSBMUP00000000011	ENSBMUG00000000029	Bos_mutus
ENSBTAP00000053150	ENSBTAG00000043577	Bos_taurus
ENSBBBP00000000011	ENSBBBG00000000029	Bison_bison_bison
ENSTTRP00000016623	ENSTTRG00000025402	Tursiops_truncatus
ENSSSCP00000019144	ENSSSCG00000018087	Sus_scrofa_strain_reference
ENSVPAP00000011818	ENSVPAG00000018155	Vicugna_pacos
ENSAMEP00000021362	ENSAMEG00000023448	Ailuropoda_melanoleuca
ENSUMAP00000000010	ENSUMAG00000000028	Ursus_maritimus
ENSCAFP00000030318	ENSCAFG00000022735	Canis_lupus_familiaris
ENSNVIP00000032501	ENSNVIG00000023115	Neovison_vison
ENSPPRP00000000010	ENSPPRG00000000028	Panthera_pardus
ENSFCAP00000025718	ENSFCAG00000032070	Felis_catus
ENSECAP00000023109	ENSECAG00000027675	Equus_caballus
ENSDNOP00000031346	ENSDNOG00000036640	Dasypus_novemcinctus
ENSLAFP00000029500	ENSLAFG00000033296	Loxodonta_africana
ENSETEP00000016592	ENSETEG00000026981	Echinops_telfairi
ENSPCAP00000016141	ENSPCAG00000020703	Procavia_capensis
ENSRNOP00000043141	ENSRNOG00000029707	Rattus_norvegicus
ENSMUSP00000081000	ENSMUSG00000064363	Mus_musculus_strain_reference_(CL57BL6)
ENSMUGP00000000011	ENSMUGG00000000029	Meriones_unguiculatus
ENSCGRP00000000010	ENSCGRG00000000028	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001000010	ENSCGRG00001000028	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000000010	ENSMAUG00000000028	Mesocricetus_auratus
ENSMOCP00000000010	ENSMOCG00000000028	Microtus_ochrogaster
ENSJJAP00000000010	ENSJJAG00000000028	Jaculus_jaculus
ENSEEUP00000014603	ENSEEUG00000023944	Erinaceus_europaeus
ENSXETP00000000011	ENSXETG00000021450	Xenopus_tropicalis
ENSLACP00000021814	ENSLACG00000022083	Latimeria_chalumnae
ENSPNAP00000000011	ENSPNAG00000000029	Pygocentrus_nattereri
ENSIPUP00000000011	ENSIPUG00000000029	Ictalurus_punctatus
ENSDARP00000087878	ENSDARG00000063917	Danio_rerio
ENSELUP00000000011	ENSELUG00000000029	Esox_lucius
ENSSFOP00015000011	ENSSFOG00015000029	Scleropages_formosus
ENSLOCP00000022480	ENSLOCG00000020993	Lepisosteus_oculatus
ENSHCOP00000000011	ENSHCOG00000000029	Hippocampus_comes
ENSCSEP00000000011	ENSCSEG00000000029	Cynoglossus_semilaevis
ENSMALP00000000011	ENSMALG00000000029	Monopterus_albus
ENSCVAP00000000011	ENSCVAG00000000029	Cyprinodon_variegatus
ENSFHEP00000000011	ENSFHEG00000000029	Fundulus_heteroclitus
ENSPREP00000000011	ENSPREG00000000029	Poecilia_reticulata
ENSXMAP00000020465	ENSXMAG00000020808	Xiphophorus_maculatus
ENSKMAP00000000011	ENSKMAG00000000029	Kryptolebias_marmoratus
ENSORLP00000025890	ENSORLG00000021775	Oryzias_latipes_ASM223467v1
ENSNBRP00000000011	ENSNBRG00000000029	Neolamprologus_brichardi
ENSMZEP00005000011	ENSMZEG00005000029	Maylandia_zebra
ENSAOCP00000000011	ENSAOCG00000000029	Amphiprion_ocellaris
ENSSLDP00000000011	ENSSLDG00000000029	Seriola_lalandi_dorsalis
ENSSDUP00000000011	ENSSDUG00000000029	Seriola_dumerili
ENSLCRP00005000011	ENSLCRG00005000029	Larimichthys_crocea
ENSGACP00000027669	ENSGACG00000020947	Gasterosteus_aculeatus
ENSTNIP00000002268	ENSTNIG00000001739	Tetraodon_nigroviridis
ENSTRUP00000047838	ENSTRUG00000018682	Takifugu_rubripes
ENSCMIP00000000011	ENSCMIG00000000029	Callorhinchus_milii
ENSPMAP00000011440	ENSPMAG00000013107	Petromyzon_marinus
FBpp0390632	FBgn0262952	Drosophila_melanogaster
ENSCSAVP00000020162	ENSCSAVG00000012514	Ciona_savignyi
ENSCINP00000036597	ENSCING00000025218	Ciona_intestinalis
MTCE.25.1	WBGene00010963	Caenorhabditis_elegans_strain_N2
