ENSCINP00000012995	ENSCING00000006297	Ciona_intestinalis
MGP_PahariEiJ_P0039276	MGP_PahariEiJ_G0018994	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000005260	ENSRNOG00000003958	Rattus_norvegicus
ENSMUGP00000029692	ENSMUGG00000024656	Meriones_unguiculatus
ENSCGRP00015007032	ENSCGRG00015005483	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000012295	ENSCGRG00000008955	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001017622	ENSCGRG00001017628	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000002516	ENSMAUG00000002125	Mesocricetus_auratus
ENSMOCP00000006143	ENSMOCG00000005728	Microtus_ochrogaster
ENSPEMP00000015108	ENSPEMG00000014727	Peromyscus_maniculatus_bairdii
ENSNGAP00000000654	ENSNGAG00000000496	Nannospalax_galili
ENSCAFP00000034564	ENSCAFG00000000197	Canis_lupus_familiaris
ENSCAFP00020005013	ENSCAFG00020004104	Canis_lupus_dingo
ENSVVUP00000026483	ENSVVUG00000019460	Vulpes_vulpes
ENSMPUP00000000796	ENSMPUG00000000799	Mustela_putorius_furo
ENSNVIP00000018902	ENSNVIG00000014803	Neovison_vison
ENSPPRP00000018109	ENSPPRG00000009874	Panthera_pardus
ENSPTIP00000002222	ENSPTIG00000005286	Panthera_tigris_altaica
ENSFCAP00000032767	ENSFCAG00000025195	Felis_catus
ENSCCNP00000005065	ENSCCNG00000005411	Castor_canadensis
ENSJJAP00000017884	ENSJJAG00000019310	Jaculus_jaculus
ENSPVAP00000004150	ENSPVAG00000004384	Pteropus_vampyrus
ENSBMUP00000026107	ENSBMUG00000019572	Bos_mutus
ENSBTAP00000025390	ENSBTAG00000019071	Bos_taurus
ENSBIXP00005040617	ENSBIXG00005023331	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000021091	ENSBIXG00000024264	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000001248	ENSBBBG00000001777	Bison_bison_bison
ENSOARP00000002032	ENSOARG00000001932	Ovis_aries
ENSTTRP00000012892	ENSTTRG00000013587	Tursiops_truncatus
ENSVPAP00000000970	ENSVPAG00000001054	Vicugna_pacos
ENSEEUP00000000779	ENSEEUG00000000877	Erinaceus_europaeus
ENSECAP00000042298	ENSECAG00000008378	Equus_caballus
ENSEASP00005021979	ENSEASG00005014997	Equus_asinus_asinus
ENSODEP00000007726	ENSODEG00000005759	Octodon_degus
ENSODEP00000003327	ENSODEG00000002563	Octodon_degus
ENSCPOP00000014894	ENSCPOG00000020474	Cavia_porcellus
ENSCLAP00000022673	ENSCLAG00000015544	Chinchilla_lanigera
ENSHGLP00000018639	ENSHGLG00000013340	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001205	ENSHGLG00100000955	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017861	ENSFDAG00000010261	Fukomys_damarensis
ENSSTOP00000023948	ENSSTOG00000022172	Ictidomys_tridecemlineatus
ENSUPAP00010025404	ENSUPAG00010020064	Urocitellus_parryii
ENSSDAP00000008394	ENSSDAG00000007658	Spermophilus_dauricus
ENSMMMP00000007693	ENSMMMG00000006909	Marmota_marmota_marmota
ENSPTRP00000029356	ENSPTRG00000017159	Pan_troglodytes
ENSPPAP00000018306	ENSPPAG00000032281	Pan_paniscus
ENSP00000274458	ENSG00000145781	Homo_sapiens
ENSGGOP00000007169	ENSGGOG00000007326	Gorilla_gorilla
ENSPPYP00000017563	ENSPPYG00000015703	Pongo_abelii
ENSNLEP00000023865	ENSNLEG00000026562	Nomascus_leucogenys
ENSTGEP00000014441	ENSTGEG00000011734	Theropithecus_gelada
ENSPANP00000001777	ENSPANG00000011684	Papio_anubis
ENSCATP00000022946	ENSCATG00000035056	Cercocebus_atys
ENSPTEP00000031348	ENSPTEG00000030306	Piliocolobus_tephrosceles
ENSPTEP00000040035	ENSPTEG00000036942	Piliocolobus_tephrosceles
ENSCANP00000016903	ENSCANG00000031907	Colobus_angolensis_palliatus
ENSRBIP00000027471	ENSRBIG00000037604	Rhinopithecus_bieti
ENSMFAP00000032773	ENSMFAG00000002934	Macaca_fascicularis
ENSMNEP00000009899	ENSMNEG00000029366	Macaca_nemestrina
ENSMLEP00000002106	ENSMLEG00000008377	Mandrillus_leucophaeus
ENSCCAP00000021274	ENSCCAG00000028459	Cebus_capucinus_imitator
ENSCJAP00000059866	ENSCJAG00000048303	Callithrix_jacchus
ENSSBOP00000001109	ENSSBOG00000005006	Saimiri_boliviensis_boliviensis
ENSANAP00000008895	ENSANAG00000022465	Aotus_nancymaae
ENSMICP00000018700	ENSMICG00000006173	Microcebus_murinus
ENSMICP00000034849	ENSMICG00000027311	Microcebus_murinus
ENSPCOP00000006986	ENSPCOG00000014701	Propithecus_coquereli
ENSPSMP00000010067	ENSPSMG00000007338	Prolemur_simus
ENSOPRP00000013491	ENSOPRG00000014786	Ochotona_princeps
ENSCHIP00000005300	ENSCHIG00000009428	Capra_hircus
ENSSSCP00000015129	ENSSSCG00000014223	Sus_scrofa_strain_reference
ENSMLUP00000009813	ENSMLUG00000010780	Myotis_lucifugus
ENSUMAP00000032854	ENSUMAG00000023669	Ursus_maritimus
ENSUAMP00000022302	ENSUAMG00000017529	Ursus_americanus
ENSAMEP00000017960	ENSAMEG00000016993	Ailuropoda_melanoleuca
ENSRROP00000001648	ENSRROG00000006609	Rhinopithecus_roxellana
ENSCSAP00000010880	ENSCSAG00000014765	Chlorocebus_sabaeus
ENSTSYP00000027091	ENSTSYG00000028427	Carlito_syrichta
ENSOGAP00000000432	ENSOGAG00000000481	Otolemur_garnettii
ENSOCUP00000034538	ENSOCUG00000005911	Oryctolagus_cuniculus
ENSPCAP00000011454	ENSPCAG00000012302	Procavia_capensis
ENSETEP00000001807	ENSETEG00000002226	Echinops_telfairi
ENSLAFP00000009931	ENSLAFG00000011885	Loxodonta_africana
ENSCHOP00000007348	ENSCHOG00000008311	Choloepus_hoffmanni
ENSDNOP00000033265	ENSDNOG00000049733	Dasypus_novemcinctus
ENSSARP00000006542	ENSSARG00000007228	Sorex_araneus
ENSOANP00000009240	ENSOANG00000005802	Ornithorhynchus_anatinus
ENSXETP00000037591	ENSXETG00000012893	Xenopus_tropicalis
ENSLACP00000018281	ENSLACG00000016104	Latimeria_chalumnae
ENSHHUP00000022483	ENSHHUG00000014079	Hucho_hucho
ENSHHUP00000007666	ENSHHUG00000004676	Hucho_hucho
ENSELUP00000019656	ENSELUG00000018992	Esox_lucius
ENSFHEP00000018498	ENSFHEG00000020362	Fundulus_heteroclitus
ENSCVAP00000030711	ENSCVAG00000019476	Cyprinodon_variegatus
ENSPFOP00000002417	ENSPFOG00000002561	Poecilia_formosa
ENSPLAP00000006680	ENSPLAG00000008863	Poecilia_latipinna
ENSPMEP00000025451	ENSPMEG00000008414	Poecilia_mexicana
ENSPREP00000020345	ENSPREG00000013739	Poecilia_reticulata
ENSXMAP00000037610	ENSXMAG00000016453	Xiphophorus_maculatus
ENSXCOP00000011326	ENSXCOG00000008556	Xiphophorus_couchianus
ENSGAFP00000003614	ENSGAFG00000002465	Gambusia_affinis
ENSGWIP00000032866	ENSGWIG00000016898	Gouania_willdenowi
ENSORLP00015029934	ENSORLG00015013348	Oryzias_latipes_ASM223469v1
ENSORLP00000045532	ENSORLG00000003421	Oryzias_latipes_ASM223467v1
ENSORLP00020023162	ENSORLG00020003825	Oryzias_latipes_ASM223471v1
ENSOMEP00000033502	ENSOMEG00000019553	Oryzias_melastigma
ENSHCOP00000003645	ENSHCOG00000005012	Hippocampus_comes
ENSTRUP00000056580	ENSTRUG00000016749	Takifugu_rubripes
ENSTNIP00000019806	ENSTNIG00000016698	Tetraodon_nigroviridis
ENSLBEP00000022087	ENSLBEG00000016978	Labrus_bergylta
ENSMMOP00000017312	ENSMMOG00000013174	Mola_mola
ENSCGOP00000004443	ENSCGOG00000002310	Cottoperca_gobio
ENSSDUP00000000750	ENSSDUG00000000633	Seriola_dumerili
ENSSLDP00000026208	ENSSLDG00000020351	Seriola_lalandi_dorsalis
ENSSMAP00000008088	ENSSMAG00000005004	Scophthalmus_maximus
ENSLCAP00010009285	ENSLCAG00010004452	Lates_calcarifer
ENSCSEP00000029016	ENSCSEG00000018586	Cynoglossus_semilaevis
ENSMAMP00000028023	ENSMAMG00000018834	Mastacembelus_armatus
ENSMALP00000027257	ENSMALG00000018894	Monopterus_albus
ENSATEP00000027738	ENSATEG00000019168	Anabas_testudineus
ENSBSLP00000009757	ENSBSLG00000004760	Betta_splendens
ENSLCRP00005009526	ENSLCRG00005004462	Larimichthys_crocea
ENSAOCP00000027666	ENSAOCG00000016777	Amphiprion_ocellaris
ENSAPEP00000027619	ENSAPEG00000019601	Amphiprion_percula
ENSAPOP00000022335	ENSAPOG00000003465	Acanthochromis_polyacanthus
ENSSPAP00000015059	ENSSPAG00000011369	Stegastes_partitus
ENSPRNP00000036026	ENSPRNG00000018023	Parambassis_ranga
ENSMZEP00005011852	ENSMZEG00005008881	Maylandia_zebra
ENSACLP00000019257	ENSACLG00000013081	Astatotilapia_calliptera
ENSPNYP00000023331	ENSPNYG00000017618	Pundamilia_nyererei
ENSHBUP00000001450	ENSHBUG00000002629	Haplochromis_burtoni
ENSNBRP00000021561	ENSNBRG00000016535	Neolamprologus_brichardi
ENSONIP00000018218	ENSONIG00000014485	Oreochromis_niloticus
ENSACIP00000006712	ENSACIG00000005259	Amphilophus_citrinellus
ENSKMAP00000001849	ENSKMAG00000001440	Kryptolebias_marmoratus
ENSPMGP00000010148	ENSPMGG00000008417	Periophthalmus_magnuspinnatus
ENSGACP00000008209	ENSGACG00000006209	Gasterosteus_aculeatus
ENSGMOP00000007816	ENSGMOG00000007318	Gadus_morhua
ENSDCDP00000035525	ENSDCDG00000023847	Denticeps_clupeoides
ENSCHAP00000035400	ENSCHAG00000016812	Clupea_harengus
ENSEEEP00000015737	ENSEEEG00000007793	Electrophorus_electricus
ENSIPUP00000037541	ENSIPUG00000025113	Ictalurus_punctatus
ENSAMXP00000049529	ENSAMXG00000033277	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005041719	ENSAMXG00005019513	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000002361	ENSPNAG00000008776	Pygocentrus_nattereri
ENSPKIP00000040771	ENSPKIG00000017602	Paramormyrops_kingsleyae
ENSSFOP00015033229	ENSSFOG00015021133	Scleropages_formosus
ENSLOCP00000010817	ENSLOCG00000008888	Lepisosteus_oculatus
ENSECRP00000007809	ENSECRG00000005211	Erpetoichthys_calabaricus
ENSCMIP00000041910	ENSCMIG00000017442	Callorhinchus_milii
FBpp0073378	FBgn0030323	Drosophila_melanogaster
