ENSJHYP00000012950	ENSJHYG00000010049	Junco_hyemalis
ENSPPAP00000010182	ENSPPAG00000028322	Pan_paniscus
ENSGMOP00000019548	ENSGMOG00000018163	Gadus_morhua
ENSANAP00000027420	ENSANAG00000031551	Aotus_nancymaae
ENSMAUP00000009172	ENSMAUG00000010395	Mesocricetus_auratus
ENSSSCP00000017788	ENSSSCG00000016793	Sus_scrofa_strain_reference
ENSCPGP00000025319	ENSCPGG00000017458	Calidris_pygmaea
ENSCATP00000014435	ENSCATG00000031254	Cercocebus_atys
ENSRBIP00000006237	ENSRBIG00000026260	Rhinopithecus_bieti
ENSTGEP00000003343	ENSTGEG00000002840	Theropithecus_gelada
ENSPPRP00000015762	ENSPPRG00000008274	Panthera_pardus
ENSBTAP00000021860	ENSBTAG00000016441	Bos_taurus
ENSMGAP00000005677	ENSMGAG00000005719	Meleagris_gallopavo
ENSCJPP00005019107	ENSCJPG00005015517	Coturnix_japonica
ENSPTIP00000008175	ENSPTIG00000009603	Panthera_tigris_altaica
ENSMAMP00000023715	ENSMAMG00000015936	Mastacembelus_armatus
ENSCINP00000008370	ENSCING00000004045	Ciona_intestinalis
ENSDORP00000019381	ENSDORG00000000939	Dipodomys_ordii
ENSOMEP00000018466	ENSOMEG00000020165	Oryzias_melastigma
ENSOARP00000014012	ENSOARG00000013083	Ovis_aries
