ENSLAFP00000001548	ENSLAFG00000001851	Loxodonta_africana
ENSCGRP00015022974	ENSCGRG00015017453	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000010458	ENSCGRG00000007679	Cricetulus_griseus_CriGri_1.0
MGP_SPRETEiJ_P0059204	MGP_SPRETEiJ_G0025785	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000029071	ENSMUSG00000027555	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000028246	ENSMSIG00000023774	Mus_spicilegus
MGP_CAROLIEiJ_P0056955	MGP_CAROLIEiJ_G0024855	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0067965	MGP_PahariEiJ_G0026302	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000031323	ENSRNOG00000021323	Rattus_norvegicus
ENSMUGP00000031222	ENSMUGG00000025958	Meriones_unguiculatus
ENSNGAP00000006392	ENSNGAG00000009528	Nannospalax_galili
ENSJJAP00000014640	ENSJJAG00000017058	Jaculus_jaculus
ENSUPAP00010020112	ENSUPAG00010015939	Urocitellus_parryii
ENSMMMP00000007132	ENSMMMG00000006375	Marmota_marmota_marmota
ENSSTOP00000011963	ENSSTOG00000013348	Ictidomys_tridecemlineatus
ENSSDAP00000011943	ENSSDAG00000010770	Spermophilus_dauricus
ENSCLAP00000019752	ENSCLAG00000013549	Chinchilla_lanigera
ENSODEP00000005297	ENSODEG00000004003	Octodon_degus
ENSCPOP00000026944	ENSCPOG00000037459	Cavia_porcellus
ENSCAPP00000012543	ENSCAPG00000013383	Cavia_aperea
ENSHGLP00100025370	ENSHGLG00100018610	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000014010	ENSHGLG00000010003	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000009788	ENSFDAG00000017705	Fukomys_damarensis
ENSOPRP00000012949	ENSOPRG00000014191	Ochotona_princeps
ENSPCOP00000008973	ENSPCOG00000015809	Propithecus_coquereli
ENSMICP00000047063	ENSMICG00000045686	Microcebus_murinus
ENSPSMP00000010620	ENSPSMG00000007670	Prolemur_simus
ENSOGAP00000009612	ENSOGAG00000010741	Otolemur_garnettii
ENSTBEP00000003769	ENSTBEG00000004374	Tupaia_belangeri
ENSPPAP00000022664	ENSPPAG00000034518	Pan_paniscus
ENSPTRP00000034874	ENSPTRG00000020386	Pan_troglodytes
ENSGGOP00000006054	ENSGGOG00000006188	Gorilla_gorilla
ENSP00000318912	ENSG00000185015	Homo_sapiens
ENSPPYP00000020990	ENSPPYG00000018714	Pongo_abelii
ENSNLEP00000034121	ENSNLEG00000002848	Nomascus_leucogenys
ENSRROP00000001838	ENSRROG00000007506	Rhinopithecus_roxellana
ENSRBIP00000030143	ENSRBIG00000038948	Rhinopithecus_bieti
ENSPTEP00000017274	ENSPTEG00000018807	Piliocolobus_tephrosceles
ENSCANP00000022278	ENSCANG00000034580	Colobus_angolensis_palliatus
ENSTGEP00000031368	ENSTGEG00000025111	Theropithecus_gelada
ENSPANP00000002953	ENSPANG00000020684	Papio_anubis
ENSMNEP00000014853	ENSMNEG00000031560	Macaca_nemestrina
ENSMFAP00000006795	ENSMFAG00000034155	Macaca_fascicularis
ENSMMUP00000045278	ENSMMUG00000042006	Macaca_mulatta
ENSMLEP00000030382	ENSMLEG00000039396	Mandrillus_leucophaeus
ENSCSAP00000009339	ENSCSAG00000013172	Chlorocebus_sabaeus
ENSPPYP00000021317	ENSPPYG00000019012	Pongo_abelii
ENSCATP00000043408	ENSCATG00000044249	Cercocebus_atys
ENSOCUP00000036484	ENSOCUG00000007328	Oryctolagus_cuniculus
ENSCCAP00000025187	ENSCCAG00000030390	Cebus_capucinus_imitator
ENSSBOP00000023401	ENSSBOG00000028214	Saimiri_boliviensis_boliviensis
ENSANAP00000011262	ENSANAG00000023597	Aotus_nancymaae
ENSTSYP00000007367	ENSTSYG00000008066	Carlito_syrichta
ENSMLUP00000005627	ENSMLUG00000006164	Myotis_lucifugus
ENSPVAP00000004955	ENSPVAG00000005236	Pteropus_vampyrus
ENSVURP00010028337	ENSVURG00010021685	Vombatus_ursinus
ENSVURP00010023431	ENSVURG00010017966	Vombatus_ursinus
ENSPCIP00000032224	ENSPCIG00000023917	Phascolarctos_cinereus
ENSMEUP00000002188	ENSMEUG00000002395	Notamacropus_eugenii
ENSSHAP00000012494	ENSSHAG00000010696	Sarcophilus_harrisii
ENSMODP00000047444	ENSMODG00000005921	Monodelphis_domestica
ENSOANP00000003219	ENSOANG00000002031	Ornithorhynchus_anatinus
ENSPVIP00000008103	ENSPVIG00000006559	Pogona_vitticeps
ENSACAP00000013908	ENSACAG00000014147	Anolis_carolinensis
ENSNSUP00000020377	ENSNSUG00000014850	Notechis_scutatus
ENSSMRP00000013906	ENSSMRG00000010817	Salvator_merianae
ENSSPUP00000018320	ENSSPUG00000014146	Sphenodon_punctatus
ENSABRP00000014851	ENSABRG00000013089	Anser_brachyrhynchus
ENSAPLP00000016084	ENSAPLG00000016183	Anas_platyrhynchos_platyrhynchos
ENSGALP00000044924	ENSGALG00000033428	Gallus_gallus
ENSCJPP00005000113	ENSCJPG00005000189	Coturnix_japonica
ENSNMEP00000020504	ENSNMEG00000017600	Numida_meleagris
ENSLSDP00000014597	ENSLSDG00000010545	Lonchura_striata_domestica
ENSLSDP00000002483	ENSLSDG00000001980	Lonchura_striata_domestica
ENSTGUP00000012083	ENSTGUG00000011722	Taeniopygia_guttata
ENSSCAP00000003042	ENSSCAG00000002623	Serinus_canaria
ENSFALP00000005110	ENSFALG00000004910	Ficedula_albicollis
ENSJHYP00000008606	ENSJHYG00000006823	Junco_hyemalis
ENSZALP00000017394	ENSZALG00000014055	Zonotrichia_albicollis
ENSCCEP00000009546	ENSCCEG00000009667	Cyanistes_caeruleus
ENSPMJP00000006601	ENSPMJG00000005520	Parus_major
ENSLCOP00000014305	ENSLCOG00000010268	Lepidothrix_coronata
ENSMVIP00005022377	ENSMVIG00005015698	Manacus_vitellinus
ENSMUNP00000007906	ENSMUNG00000006316	Melopsittacus_undulatus
ENSCPGP00000024663	ENSCPGG00000016990	Calidris_pygmaea
ENSCPUP00000023617	ENSCPUG00000016039	Calidris_pugnax
ENSDNVP00000006838	ENSDNVG00000004902	Dromaius_novaehollandiae
ENSNPEP00000017621	ENSNPEG00000013095	Nothoprocta_perdicaria
ENSARWP00000023211	ENSARWG00000015828	Apteryx_rowi
ENSAHAP00000019305	ENSAHAG00000013645	Apteryx_haastii
ENSAOWP00000008129	ENSAOWG00000005567	Apteryx_owenii
ENSCPRP00005001145	ENSCPRG00005000878	Crocodylus_porosus
ENSCPBP00000012771	ENSCPBG00000009615	Chrysemys_picta_bellii
ENSCABP00000015277	ENSCABG00000011374	Chelonoidis_abingdonii
ENSCABP00000020177	ENSCABG00000014892	Chelonoidis_abingdonii
ENSPSIP00000007906	ENSPSIG00000007106	Pelodiscus_sinensis
ENSCPRP00005001132	ENSCPRG00005000866	Crocodylus_porosus
ENSXETP00000054448	ENSXETG00000021406	Xenopus_tropicalis
ENSXETP00000054443	ENSXETG00000017953	Xenopus_tropicalis
ENSLACP00000002204	ENSLACG00000001970	Latimeria_chalumnae
