ENSLACP00000013381	ENSLACG00000011781	Latimeria_chalumnae
ENSMVIP00005027822	ENSMVIG00005019383	Manacus_vitellinus	ENSMVIT00005031282
ENSSDAP00000023538	ENSSDAG00000021457	Spermophilus_dauricus
ENSCAFP00000026801	ENSCAFG00000018142	Canis_lupus_familiaris
ENSANAP00000025181	ENSANAG00000030312	Aotus_nancymaae
ENSSMRP00000018335	ENSSMRG00000014255	Salvator_merianae
MGP_PahariEiJ_P0035588	MGP_PahariEiJ_G0018020	Mus_pahari_strain_PAHARI_EIJ
ENSMFAP00000010824	ENSMFAG00000010455	Macaca_fascicularis
ENSCPUP00000017143	ENSCPUG00000011829	Calidris_pugnax
ENSNGAP00000000775	ENSNGAG00000000587	Nannospalax_galili
ENSPEMP00000031922	ENSPEMG00000030837	Peromyscus_maniculatus_bairdii
ENSGGOP00000046120	ENSGGOG00000040591	Gorilla_gorilla
ENSCCEP00000022860	ENSCCEG00000020583	Cyanistes_caeruleus	ENSCCET00000034650
ENSSARP00000009807	ENSSARG00000010863	Sorex_araneus
ENSSBOP00000002677	ENSSBOG00000013797	Saimiri_boliviensis_boliviensis
ENSCAFP00020003189	ENSCAFG00020002707	Canis_lupus_dingo
ENSCJPP00005023234	ENSCJPG00005018464	Coturnix_japonica
ENSUPAP00010014481	ENSUPAG00010011617	Urocitellus_parryii
ENSPCIP00000023435	ENSPCIG00000017751	Phascolarctos_cinereus
ENSCHIP00000003701	ENSCHIG00000007892	Capra_hircus
ENSABRP00000021824	ENSABRG00000018511	Anser_brachyrhynchus
ENSCPGP00000023072	ENSCPGG00000015996	Calidris_pygmaea
ENSPSIP00000013803	ENSPSIG00000012394	Pelodiscus_sinensis
ENSHGLP00100026502	ENSHGLG00100019435	Heterocephalus_glaber_HetGla_1.0
ENSPCAP00000005122	ENSPCAG00000005563	Procavia_capensis
ENSMUSP00000018792	ENSMUSG00000018648	Mus_musculus_strain_reference_(CL57BL6)
ENSNSUP00000018429	ENSNSUG00000013486	Notechis_scutatus
ENSOGAP00000016936	ENSOGAG00000027765	Otolemur_garnettii
ENSGALP00000041996	ENSGALG00000027641	Gallus_gallus
ENSMUNP00000005784	ENSMUNG00000004711	Melopsittacus_undulatus
ENSCSAP00000017450	ENSCSAG00000000555	Chlorocebus_sabaeus
ENSMOCP00000011092	ENSMOCG00000011337	Microtus_ochrogaster
ENSCJAP00000058397	ENSCJAG00000039500	Callithrix_jacchus
ENSCPRP00005014742	ENSCPRG00005010366	Crocodylus_porosus
ENSVVUP00000026861	ENSVVUG00000019741	Vulpes_vulpes
ENSAHAP00000013824	ENSAHAG00000009936	Apteryx_haastii	ENSAHAT00000015323
ENSODEP00000026606	ENSODEG00000020057	Octodon_degus
ENSNMEP00000010694	ENSNMEG00000010081	Numida_meleagris
ENSTTRP00000008456	ENSTTRG00000008915	Tursiops_truncatus
ENSPTEP00000039388	ENSPTEG00000036446	Piliocolobus_tephrosceles
ENSCABP00000021602	ENSCABG00000015915	Chelonoidis_abingdonii
ENSSSCP00000060920	ENSSSCG00000029874	Sus_scrofa_strain_reference
ENSUAMP00000009419	ENSUAMG00000007799	Ursus_americanus
ENSPVIP00000028874	ENSPVIG00000021347	Pogona_vitticeps
ENSRNOP00000068350	ENSRNOG00000030091	Rattus_norvegicus
ENSHGLP00000005835	ENSHGLG00000004259	Heterocephalus_glaber_HetGla_female_1.0
ENSTGUP00000008507	ENSTGUG00000008264	Taeniopygia_guttata
ENSLCOP00000014432	ENSLCOG00000010354	Lepidothrix_coronata	ENSLCOT00000015257
ENSFCAP00000009815	ENSFCAG00000010571	Felis_catus
ENSFDAP00000019825	ENSFDAG00000008877	Fukomys_damarensis
ENSOPRP00000003515	ENSOPRG00000003841	Ochotona_princeps
ENSPMJP00000027266	ENSPMJG00000019853	Parus_major	ENSPMJT00000035022
ENSMLEP00000025694	ENSMLEG00000037053	Mandrillus_leucophaeus
ENSMUGP00000006637	ENSMUGG00000006114	Meriones_unguiculatus
ENSCGRP00001007742	ENSCGRG00001010127	Cricetulus_griseus_CHOK1GS_HDv1
ENSCATP00000042451	ENSCATG00000043837	Cercocebus_atys
ENSCANP00000001403	ENSCANG00000005163	Colobus_angolensis_palliatus
ENSARWP00000010661	ENSARWG00000007397	Apteryx_rowi	ENSARWT00000012139
ENSAPLP00000011385	ENSAPLG00000011641	Anas_platyrhynchos_platyrhynchos
