FBpp0078415	FBgn0037330	Drosophila_melanogaster
ENSMZEP00005006926	ENSMZEG00005005329	Maylandia_zebra
ENSHBUP00000026219	ENSHBUG00000008727	Haplochromis_burtoni
ENSPNYP00000012419	ENSPNYG00000009431	Pundamilia_nyererei
ENSNBRP00000003787	ENSNBRG00000003041	Neolamprologus_brichardi
ENSONIP00000007057	ENSONIG00000005607	Oreochromis_niloticus
ENSACIP00000014853	ENSACIG00000011506	Amphilophus_citrinellus
ENSHCOP00000010309	ENSHCOG00000012902	Hippocampus_comes
ENSPMGP00000016172	ENSPMGG00000013275	Periophthalmus_magnuspinnatus
ENSGMOP00000007756	ENSGMOG00000007266	Gadus_morhua
ENSHHUP00000013358	ENSHHUG00000008232	Hucho_hucho
ENSHHUP00000007801	ENSHHUG00000004805	Hucho_hucho
ENSELUP00000019911	ENSELUG00000019187	Esox_lucius
ENSDCDP00000054526	ENSDCDG00000032446	Denticeps_clupeoides
ENSCHAP00000027335	ENSCHAG00000013279	Clupea_harengus
ENSEEEP00000007996	ENSEEEG00000004179	Electrophorus_electricus
ENSIPUP00000027549	ENSIPUG00000018656	Ictalurus_punctatus
ENSAMXP00000017928	ENSAMXG00000017415	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005014394	ENSAMXG00005007678	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSDARP00000090374	ENSDARG00000094277	Danio_rerio
ENSPKIP00000039510	ENSPKIG00000016845	Paramormyrops_kingsleyae
ENSSFOP00015023579	ENSSFOG00015015161	Scleropages_formosus
ENSLOCP00000011777	ENSLOCG00000009636	Lepisosteus_oculatus
ENSECRP00000020193	ENSECRG00000013575	Erpetoichthys_calabaricus
ENSCMIP00000018658	ENSCMIG00000008769	Callorhinchus_milii
ENSEBUP00000017953	ENSEBUG00000011218	Eptatretus_burgeri
ENSCSAVP00000011048	ENSCSAVG00000006462	Ciona_savignyi
ENSCINP00000026945	ENSCING00000015058	Ciona_intestinalis
