ENSAOWP00000020904	ENSAOWG00000014105	Apteryx_owenii	ENSAOWT00000023679
ENSARWP00000027032	ENSARWG00000018271	Apteryx_rowi	ENSARWT00000030575
ENSAHAP00000009862	ENSAHAG00000007055	Apteryx_haastii	ENSAHAT00000010939
ENSDNVP00000001508	ENSDNVG00000001091	Dromaius_novaehollandiae	ENSDNVT00000001812
ENSNPEP00000006663	ENSNPEG00000004896	Nothoprocta_perdicaria
ENSPLAP00000024100	ENSPLAG00000010095	Poecilia_latipinna
ENSPFOP00000006986	ENSPFOG00000005633	Poecilia_formosa
ENSPREP00000014408	ENSPREG00000009700	Poecilia_reticulata
ENSPMEP00000011450	ENSPMEG00000013687	Poecilia_mexicana
ENSCVAP00000001728	ENSCVAG00000002759	Cyprinodon_variegatus
ENSFHEP00000032270	ENSFHEG00000018727	Fundulus_heteroclitus
ENSKMAP00000008083	ENSKMAG00000005969	Kryptolebias_marmoratus
ENSORLP00000003982	ENSORLG00000003194	Oryzias_latipes_ASM223467v1
ENSORLP00020017040	ENSORLG00020018103	Oryzias_latipes_ASM223471v1
ENSORLP00015028591	ENSORLG00015011351	Oryzias_latipes_ASM223469v1
ENSOMEP00000027388	ENSOMEG00000009983	Oryzias_melastigma
ENSGMOP00000009796	ENSGMOG00000009121	Gadus_morhua
ENSHHUP00000037033	ENSHHUG00000022817	Hucho_hucho
ENSHHUP00000071043	ENSHHUG00000041523	Hucho_hucho
ENSELUP00000031857	ENSELUG00000009675	Esox_lucius
ENSSFOP00015008463	ENSSFOG00015005220	Scleropages_formosus
ENSPKIP00000007143	ENSPKIG00000023096	Paramormyrops_kingsleyae
ENSSFOP00015002400	ENSSFOG00015001573	Scleropages_formosus
ENSPKIP00000016700	ENSPKIG00000002721	Paramormyrops_kingsleyae
ENSLOCP00000001802	ENSLOCG00000001507	Lepisosteus_oculatus
ENSECRP00000000740	ENSECRG00000000469	Erpetoichthys_calabaricus
ENSCMIP00000032689	ENSCMIG00000013954	Callorhinchus_milii
ENSEBUP00000020026	ENSEBUG00000012433	Eptatretus_burgeri
ENSEBUP00000000807	ENSEBUG00000000669	Eptatretus_burgeri
