ENSMLUP00000006586	ENSMLUG00000007207	Myotis_lucifugus
ENSLSDP00000004683	ENSLSDG00000003660	Lonchura_striata_domestica
ENSJHYP00000018852	ENSJHYG00000014348	Junco_hyemalis
ENSZALP00000011167	ENSZALG00000009460	Zonotrichia_albicollis
ENSSCAP00000005716	ENSSCAG00000004535	Serinus_canaria
ENSFALP00000008169	ENSFALG00000007831	Ficedula_albicollis
ENSPMJP00000023392	ENSPMJG00000017286	Parus_major
ENSCCEP00000023424	ENSCCEG00000020975	Cyanistes_caeruleus
ENSMVIP00005020446	ENSMVIG00005014449	Manacus_vitellinus
ENSLCOP00000017904	ENSLCOG00000012653	Lepidothrix_coronata
ENSCPGP00000000935	ENSCPGG00000000744	Calidris_pygmaea
ENSCPUP00000008497	ENSCPUG00000006101	Calidris_pugnax
ENSMUNP00000017401	ENSMUNG00000013376	Melopsittacus_undulatus
ENSMGAP00000007271	ENSMGAG00000007180	Meleagris_gallopavo
ENSGALP00000009460	ENSGALG00000005891	Gallus_gallus
ENSCJPP00005009742	ENSCJPG00005008533	Coturnix_japonica
ENSNMEP00000025537	ENSNMEG00000021626	Numida_meleagris
ENSAOWP00000013376	ENSAOWG00000009113	Apteryx_owenii
ENSARWP00000012570	ENSARWG00000008693	Apteryx_rowi
ENSAHAP00000026478	ENSAHAG00000018424	Apteryx_haastii
ENSDNVP00000005418	ENSDNVG00000003893	Dromaius_novaehollandiae
ENSNPEP00000013203	ENSNPEG00000009850	Nothoprocta_perdicaria
ENSABRP00000005434	ENSABRG00000005079	Anser_brachyrhynchus
ENSAPLP00000015798	ENSAPLG00000015913	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005002058	ENSCPRG00005001464	Crocodylus_porosus
ENSGAGP00000021170	ENSGAGG00000015557	Gopherus_agassizii
ENSCABP00000019726	ENSCABG00000014562	Chelonoidis_abingdonii
ENSCPBP00000013869	ENSCPBG00000010346	Chrysemys_picta_bellii
ENSPSIP00000019350	ENSPSIG00000017188	Pelodiscus_sinensis
ENSPSIP00000006337	ENSPSIG00000005818	Pelodiscus_sinensis
ENSXETP00000006930	ENSXETG00000008474	Xenopus_tropicalis
ENSCHAP00000042219	ENSCHAG00000019591	Clupea_harengus
ENSDCDP00000037822	ENSDCDG00000025409	Denticeps_clupeoides
ENSDARP00000063070	ENSDARG00000042962	Danio_rerio
ENSTNIP00000011951	ENSTNIG00000009092	Tetraodon_nigroviridis
ENSTRUP00000023308	ENSTRUG00000009271	Takifugu_rubripes
ENSPMGP00000014043	ENSPMGG00000011535	Periophthalmus_magnuspinnatus
ENSSMAP00000002158	ENSSMAG00000001333	Scophthalmus_maximus
ENSMAMP00000016326	ENSMAMG00000011063	Mastacembelus_armatus
ENSLCRP00005001533	ENSLCRG00005000744	Larimichthys_crocea
ENSORLP00020016088	ENSORLG00020017121	Oryzias_latipes_ASM223471v1
ENSORLP00000010553	ENSORLG00000008402	Oryzias_latipes_ASM223467v1
ENSORLP00015003465	ENSORLG00015000112	Oryzias_latipes_ASM223469v1
ENSOMEP00000022650	ENSOMEG00000002310	Oryzias_melastigma
ENSKMAP00000010304	ENSKMAG00000007735	Kryptolebias_marmoratus
ENSGWIP00000045414	ENSGWIG00000022497	Gouania_willdenowi
ENSPNYP00000012426	ENSPNYG00000009409	Pundamilia_nyererei
ENSMZEP00005035634	ENSMZEG00005026619	Maylandia_zebra
ENSHBUP00000033160	ENSHBUG00000019952	Haplochromis_burtoni
ENSACLP00000024276	ENSACLG00000016506	Astatotilapia_calliptera
ENSNBRP00000003784	ENSNBRG00000003010	Neolamprologus_brichardi
ENSONIP00000017488	ENSONIG00000013909	Oreochromis_niloticus
ENSGACP00000022444	ENSGACG00000016993	Gasterosteus_aculeatus
ENSAPEP00000015333	ENSAPEG00000010875	Amphiprion_percula
ENSAOCP00000002587	ENSAOCG00000005718	Amphiprion_ocellaris
ENSAPOP00000029045	ENSAPOG00000014684	Acanthochromis_polyacanthus
ENSSPAP00000016621	ENSSPAG00000012530	Stegastes_partitus
ENSPRNP00000030408	ENSPRNG00000015168	Parambassis_ranga
ENSATEP00000031366	ENSATEG00000021625	Anabas_testudineus
ENSBSLP00000043798	ENSBSLG00000020788	Betta_splendens
ENSMALP00000007471	ENSMALG00000005300	Monopterus_albus
ENSCGOP00000046963	ENSCGOG00000021089	Cottoperca_gobio
ENSSLDP00000016404	ENSSLDG00000013010	Seriola_lalandi_dorsalis
ENSSDUP00000025361	ENSSDUG00000018387	Seriola_dumerili
ENSLCAP00010014428	ENSLCAG00010006861	Lates_calcarifer
ENSFHEP00000028824	ENSFHEG00000013210	Fundulus_heteroclitus
ENSCVAP00000018669	ENSCVAG00000021993	Cyprinodon_variegatus
ENSPFOP00000019896	ENSPFOG00000019770	Poecilia_formosa
ENSPLAP00000031428	ENSPLAG00000023428	Poecilia_latipinna
ENSPMEP00000017538	ENSPMEG00000020399	Poecilia_mexicana
ENSPREP00000017262	ENSPREG00000011656	Poecilia_reticulata
ENSXMAP00000036666	ENSXMAG00000025202	Xiphophorus_maculatus
ENSXCOP00000005702	ENSXCOG00000004434	Xiphophorus_couchianus
ENSGAFP00000012946	ENSGAFG00000008745	Gambusia_affinis
ENSACIP00000021124	ENSACIG00000016403	Amphilophus_citrinellus
ENSLBEP00000026338	ENSLBEG00000019969	Labrus_bergylta
ENSCSEP00000025029	ENSCSEG00000015958	Cynoglossus_semilaevis
ENSMMOP00000010602	ENSMMOG00000008175	Mola_mola
ENSHCOP00000000989	ENSHCOG00000001888	Hippocampus_comes
ENSGMOP00000001458	ENSGMOG00000001377	Gadus_morhua
ENSHHUP00000044069	ENSHHUG00000027006	Hucho_hucho
ENSHHUP00000071907	ENSHHUG00000042213	Hucho_hucho
ENSELUP00000040424	ENSELUG00000020911	Esox_lucius
ENSSFOP00015023985	ENSSFOG00015015397	Scleropages_formosus
ENSPKIP00000039942	ENSPKIG00000017103	Paramormyrops_kingsleyae
ENSAMXP00005050437	ENSAMXG00005022891	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000021284	ENSAMXG00000020661	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000010385	ENSPNAG00000015946	Pygocentrus_nattereri
ENSIPUP00000036969	ENSIPUG00000024759	Ictalurus_punctatus
ENSEEEP00000044778	ENSEEEG00000021137	Electrophorus_electricus
ENSSFOP00015007158	ENSSFOG00015004700	Scleropages_formosus
ENSPKIP00000006867	ENSPKIG00000022976	Paramormyrops_kingsleyae
ENSLOCP00000005946	ENSLOCG00000004943	Lepisosteus_oculatus
ENSECRP00000023093	ENSECRG00000015634	Erpetoichthys_calabaricus
ENSCMIP00000037387	ENSCMIG00000015726	Callorhinchus_milii
ENSLACP00000006318	ENSLACG00000005606	Latimeria_chalumnae
ENSPMAP00000000978	ENSPMAG00000000888	Petromyzon_marinus	ENSPMAT00000000982
ENSEBUP00000006767	ENSEBUG00000004455	Eptatretus_burgeri	ENSEBUT00000007230
ENSOANP00000017674	ENSOANG00000011155	Ornithorhynchus_anatinus
ENSVURP00010020326	ENSVURG00010015555	Vombatus_ursinus	ENSVURT00010023147
ENSPCIP00000045014	ENSPCIG00000007420	Phascolarctos_cinereus	ENSPCIT00000066244
ENSMEUP00000003425	ENSMEUG00000003753	Notamacropus_eugenii	ENSMEUT00000003765
ENSSHAP00000007962	ENSSHAG00000006909	Sarcophilus_harrisii	ENSSHAT00000008026
ENSMODP00000030146	ENSMODG00000010056	Monodelphis_domestica	ENSMODT00000031717
ENSSARP00000011025	ENSSARG00000012211	Sorex_araneus
FBpp0311955	FBgn0052647	Drosophila_melanogaster
