ENSCPBP00000024578	ENSCPBG00000017509	Chrysemys_picta_bellii
ENSCHIP00000008843	ENSCHIG00000011897	Capra_hircus
ENSOARP00000006958	ENSOARG00000006500	Ovis_aries
ENSBIXP00005006670	ENSBIXG00005012115	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000015265	ENSBIXG00000019818	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000042185	ENSBTAG00000031544	Bos_taurus
ENSBMUP00000034421	ENSBMUG00000025611	Bos_mutus
ENSBBBP00000002912	ENSBBBG00000006839	Bison_bison_bison
ENSTTRP00000012419	ENSTTRG00000013089	Tursiops_truncatus
ENSECAP00000017986	ENSECAG00000020535	Equus_caballus
ENSEASP00005010142	ENSEASG00005007212	Equus_asinus_asinus
ENSMLUP00000000958	ENSMLUG00000001055	Myotis_lucifugus
ENSPVAP00000011415	ENSPVAG00000012114	Pteropus_vampyrus
ENSUMAP00000027291	ENSUMAG00000019833	Ursus_maritimus
ENSUAMP00000033690	ENSUAMG00000025654	Ursus_americanus
ENSAMEP00000005305	ENSAMEG00000005026	Ailuropoda_melanoleuca
ENSMPUP00000001817	ENSMPUG00000001835	Mustela_putorius_furo
ENSNVIP00000002758	ENSNVIG00000002208	Neovison_vison
ENSCAFP00000039330	ENSCAFG00000030112	Canis_lupus_familiaris
ENSCAFP00020030336	ENSCAFG00020023658	Canis_lupus_dingo
ENSVVUP00000024483	ENSVVUG00000017933	Vulpes_vulpes
ENSPTIP00000006561	ENSPTIG00000008446	Panthera_tigris_altaica
ENSPPRP00000027780	ENSPPRG00000019481	Panthera_pardus
ENSFCAP00000001926	ENSFCAG00000002084	Felis_catus
ENSEEUP00000003288	ENSEEUG00000003634	Erinaceus_europaeus
ENSSARP00000002268	ENSSARG00000002536	Sorex_araneus
ENSDNOP00000026693	ENSDNOG00000017504	Dasypus_novemcinctus
ENSLAFP00000024019	ENSLAFG00000030970	Loxodonta_africana
ENSPCAP00000015070	ENSPCAG00000016158	Procavia_capensis
ENSETEP00000005769	ENSETEG00000007110	Echinops_telfairi
ENSETEP00000002056	ENSETEG00000002521	Echinops_telfairi
ENSPCIP00000032009	ENSPCIG00000023760	Phascolarctos_cinereus
ENSVURP00010030209	ENSVURG00010023101	Vombatus_ursinus
ENSMEUP00000006583	ENSMEUG00000007221	Notamacropus_eugenii
ENSSHAP00000008453	ENSSHAG00000007325	Sarcophilus_harrisii
ENSXETP00000001396	ENSXETG00000012265	Xenopus_tropicalis
ENSLACP00000021463	ENSLACG00000018860	Latimeria_chalumnae
ENSAMXP00005041215	ENSAMXG00005019287	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000038167	ENSAMXG00000037250	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000030432	ENSPNAG00000017147	Pygocentrus_nattereri
ENSEEEP00000045948	ENSEEEG00000021651	Electrophorus_electricus
ENSIPUP00000036454	ENSIPUG00000024414	Ictalurus_punctatus
ENSDARP00000078063	ENSDARG00000059836	Danio_rerio
ENSCHAP00000037085	ENSCHAG00000017490	Clupea_harengus
ENSHHUP00000091233	ENSHHUG00000052645	Hucho_hucho
ENSHHUP00000016451	ENSHHUG00000010244	Hucho_hucho
ENSELUP00000032575	ENSELUG00000010496	Esox_lucius
ENSTRUP00000050093	ENSTRUG00000022142	Takifugu_rubripes
ENSMMOP00000009649	ENSMMOG00000007465	Mola_mola
ENSCGOP00000022403	ENSCGOG00000010752	Cottoperca_gobio
ENSMAMP00000014904	ENSMAMG00000010120	Mastacembelus_armatus
ENSMALP00000014158	ENSMALG00000009962	Monopterus_albus
ENSATEP00000036411	ENSATEG00000025018	Anabas_testudineus
ENSBSLP00000054065	ENSBSLG00000025349	Betta_splendens
ENSCSEP00000016799	ENSCSEG00000010799	Cynoglossus_semilaevis
ENSSDUP00000026375	ENSSDUG00000019137	Seriola_dumerili
ENSSLDP00000007047	ENSSLDG00000005612	Seriola_lalandi_dorsalis
ENSSMAP00000020415	ENSSMAG00000012530	Scophthalmus_maximus
ENSLCRP00005047733	ENSLCRG00005018077	Larimichthys_crocea
ENSLCAP00010036184	ENSLCAG00010016980	Lates_calcarifer
ENSLBEP00000017773	ENSLBEG00000013715	Labrus_bergylta
ENSAOCP00000007569	ENSAOCG00000011382	Amphiprion_ocellaris
ENSAPEP00000012223	ENSAPEG00000008725	Amphiprion_percula
ENSAPOP00000032326	ENSAPOG00000000573	Acanthochromis_polyacanthus
ENSSPAP00000030256	ENSSPAG00000022721	Stegastes_partitus
ENSPRNP00000015040	ENSPRNG00000008122	Parambassis_ranga
ENSMZEP00005009505	ENSMZEG00005007209	Maylandia_zebra
ENSACLP00000027832	ENSACLG00000018924	Astatotilapia_calliptera
ENSHBUP00000026764	ENSHBUG00000009592	Haplochromis_burtoni
ENSPNYP00000018450	ENSPNYG00000013950	Pundamilia_nyererei
ENSNBRP00000005148	ENSNBRG00000004088	Neolamprologus_brichardi
ENSACIP00000021337	ENSACIG00000016572	Amphilophus_citrinellus
ENSXCOP00000018436	ENSXCOG00000013877	Xiphophorus_couchianus
ENSXMAP00000017955	ENSXMAG00000017918	Xiphophorus_maculatus
ENSGAFP00000019948	ENSGAFG00000013493	Gambusia_affinis
ENSPMEP00000006589	ENSPMEG00000008120	Poecilia_mexicana
ENSPFOP00000006905	ENSPFOG00000007011	Poecilia_formosa
ENSPLAP00000014202	ENSPLAG00000017812	Poecilia_latipinna
ENSPREP00000012056	ENSPREG00000008197	Poecilia_reticulata
ENSCVAP00000007659	ENSCVAG00000009326	Cyprinodon_variegatus
ENSFHEP00000014754	ENSFHEG00000016339	Fundulus_heteroclitus
ENSKMAP00000016764	ENSKMAG00000012519	Kryptolebias_marmoratus
ENSORLP00000030992	ENSORLG00000022325	Oryzias_latipes_ASM223467v1
ENSORLP00015012150	ENSORLG00015013004	Oryzias_latipes_ASM223469v1
ENSORLP00020032078	ENSORLG00020017450	Oryzias_latipes_ASM223471v1
ENSOMEP00000032833	ENSOMEG00000018481	Oryzias_melastigma
ENSGWIP00000053822	ENSGWIG00000025822	Gouania_willdenowi
ENSPMGP00000018246	ENSPMGG00000014905	Periophthalmus_magnuspinnatus
ENSHCOP00000000296	ENSHCOG00000001079	Hippocampus_comes
ENSDCDP00000058819	ENSDCDG00000034074	Denticeps_clupeoides
ENSPKIP00000016444	ENSPKIG00000002766	Paramormyrops_kingsleyae
ENSSFOP00015017221	ENSSFOG00015011104	Scleropages_formosus
ENSLOCP00000007078	ENSLOCG00000005864	Lepisosteus_oculatus
ENSECRP00000024115	ENSECRG00000016331	Erpetoichthys_calabaricus
