ENSVURP00010007417	ENSVURG00010005618	Vombatus_ursinus	ENSVURT00010008377
ENSVURP00010007156	ENSVURG00010004472	Vombatus_ursinus	ENSVURT00010008089
ENSPCIP00000027218	ENSPCIG00000020331	Phascolarctos_cinereus	ENSPCIT00000033474
ENSMEUP00000011659	ENSMEUG00000012769	Notamacropus_eugenii	ENSMEUT00000012821
ENSSHAP00000016889	ENSSHAG00000014365	Sarcophilus_harrisii	ENSSHAT00000017031
ENSMODP00000001468	ENSMODG00000001226	Monodelphis_domestica	ENSMODT00000001499
ENSPCAP00000000020	ENSPCAG00000000021	Procavia_capensis
ENSCPOP00000005409	ENSCPOG00000005991	Cavia_porcellus
ENSCLAP00000008922	ENSCLAG00000006227	Chinchilla_lanigera
ENSODEP00000005941	ENSODEG00000004472	Octodon_degus
ENSUPAP00010010193	ENSUPAG00010008239	Urocitellus_parryii
ENSSDAP00000014315	ENSSDAG00000012878	Spermophilus_dauricus
ENSSTOP00000019944	ENSSTOG00000012422	Ictidomys_tridecemlineatus
ENSMMMP00000015168	ENSMMMG00000013495	Marmota_marmota_marmota
ENSOGAP00000009994	ENSOGAG00000011160	Otolemur_garnettii
ENSTBEP00000001005	ENSTBEG00000001100	Tupaia_belangeri
ENSECAP00000016857	ENSECAG00000018673	Equus_caballus
ENSEASP00005011595	ENSEASG00005008150	Equus_asinus_asinus
ENSOARP00000010851	ENSOARG00000010117	Ovis_aries
ENSCHIP00000010087	ENSCHIG00000012708	Capra_hircus
ENSBIXP00000025117	ENSBIXG00000027242	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005018597	ENSBIXG00005021985	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000004101	ENSBTAG00000003147	Bos_taurus
ENSBMUP00000003023	ENSBMUG00000002390	Bos_mutus
ENSBBBP00000027713	ENSBBBG00000008822	Bison_bison_bison
ENSSSCP00000032415	ENSSSCG00000003809	Sus_scrofa_strain_reference
ENSTTRP00000009221	ENSTTRG00000009715	Tursiops_truncatus
ENSVPAP00000005736	ENSVPAG00000006184	Vicugna_pacos
ENSPVAP00000006770	ENSPVAG00000007173	Pteropus_vampyrus
ENSMLUP00000007075	ENSMLUG00000007723	Myotis_lucifugus
ENSSARP00000005082	ENSSARG00000005582	Sorex_araneus
ENSUMAP00000011282	ENSUMAG00000008476	Ursus_maritimus
ENSUAMP00000011495	ENSUAMG00000009390	Ursus_americanus
ENSAMEP00000015988	ENSAMEG00000014980	Ailuropoda_melanoleuca
ENSNVIP00000013188	ENSNVIG00000010400	Neovison_vison
ENSMPUP00000000717	ENSMPUG00000000719	Mustela_putorius_furo
ENSCAFP00000039978	ENSCAFG00000018615	Canis_lupus_familiaris
ENSCAFP00020025631	ENSCAFG00020018270	Canis_lupus_dingo
ENSVVUP00000018991	ENSVVUG00000013996	Vulpes_vulpes
ENSPTIP00000001459	ENSPTIG00000003605	Panthera_tigris_altaica
ENSPPRP00000003585	ENSPPRG00000022662	Panthera_pardus
ENSFCAP00000001806	ENSFCAG00000001953	Felis_catus
ENSPTRP00000001425	ENSPTRG00000000825	Pan_troglodytes	ENSPTRT00000001566
ENSPPAP00000003673	ENSPPAG00000015344	Pan_paniscus	ENSPPAT00000016928
ENSP00000499900	ENSG00000162434	Homo_sapiens	ENST00000672434
ENSGGOP00000016069	ENSGGOG00000016456	Gorilla_gorilla
ENSPPYP00000001481	ENSPPYG00000001270	Pongo_abelii
ENSNLEP00000018412	ENSNLEG00000015149	Nomascus_leucogenys
ENSMFAP00000034102	ENSMFAG00000003493	Macaca_fascicularis
ENSMNEP00000001839	ENSMNEG00000008188	Macaca_nemestrina
ENSMMUP00000024423	ENSMMUG00000018566	Macaca_mulatta
ENSCATP00000036855	ENSCATG00000041174	Cercocebus_atys
ENSMLEP00000028308	ENSMLEG00000038239	Mandrillus_leucophaeus
ENSPANP00000022669	ENSPANG00000001284	Papio_anubis
ENSTGEP00000014762	ENSTGEG00000011995	Theropithecus_gelada
ENSCSAP00000016666	ENSCSAG00000001351	Chlorocebus_sabaeus
ENSPTEP00000015106	ENSPTEG00000016802	Piliocolobus_tephrosceles
ENSCANP00000015893	ENSCANG00000031304	Colobus_angolensis_palliatus
ENSRROP00000040577	ENSRROG00000043516	Rhinopithecus_roxellana
ENSRBIP00000002410	ENSRBIG00000010792	Rhinopithecus_bieti
ENSCCAP00000007943	ENSCCAG00000021638	Cebus_capucinus_imitator
ENSSBOP00000015843	ENSSBOG00000024631	Saimiri_boliviensis_boliviensis
ENSCJAP00000030953	ENSCJAG00000016743	Callithrix_jacchus
ENSANAP00000038503	ENSANAG00000036647	Aotus_nancymaae
ENSTSYP00000006424	ENSTSYG00000006932	Carlito_syrichta
ENSPCOP00000013188	ENSPCOG00000018189	Propithecus_coquereli	ENSPCOT00000023791
ENSMICP00000017387	ENSMICG00000013750	Microcebus_murinus	ENSMICT00000036691
ENSPSMP00000009176	ENSPSMG00000006700	Prolemur_simus	ENSPSMT00000010762
ENSOCUP00000005398	ENSOCUG00000006227	Oryctolagus_cuniculus
ENSOPRP00000015531	ENSOPRG00000017004	Ochotona_princeps
ENSLAFP00000021176	ENSLAFG00000003730	Loxodonta_africana
ENSCHOP00000006814	ENSCHOG00000007686	Choloepus_hoffmanni
ENSEEUP00000010416	ENSEEUG00000011377	Erinaceus_europaeus
ENSOANP00000026615	ENSOANG00000020917	Ornithorhynchus_anatinus
ENSAHAP00000005569	ENSAHAG00000004298	Apteryx_haastii
ENSAOWP00000018404	ENSAOWG00000012543	Apteryx_owenii
ENSARWP00000020896	ENSARWG00000014274	Apteryx_rowi
ENSDNVP00000015478	ENSDNVG00000009905	Dromaius_novaehollandiae
ENSNPEP00000001122	ENSNPEG00000000890	Nothoprocta_perdicaria
ENSABRP00000021687	ENSABRG00000018398	Anser_brachyrhynchus
ENSAPLP00000011906	ENSAPLG00000012047	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000012412	ENSMGAG00000011807	Meleagris_gallopavo
ENSGALP00000017948	ENSGALG00000011031	Gallus_gallus
ENSCJPP00005017832	ENSCJPG00005014496	Coturnix_japonica
ENSNMEP00000010024	ENSNMEG00000009580	Numida_meleagris
ENSCPUP00000022697	ENSCPUG00000015410	Calidris_pugnax
ENSCPGP00000024093	ENSCPGG00000016220	Calidris_pygmaea
ENSLCOP00000004698	ENSLCOG00000003553	Lepidothrix_coronata
ENSMVIP00005011027	ENSMVIG00005008101	Manacus_vitellinus
ENSZALP00000014097	ENSZALG00000011699	Zonotrichia_albicollis
ENSZALP00000014094	ENSZALG00000011698	Zonotrichia_albicollis
ENSJHYP00000006805	ENSJHYG00000003760	Junco_hyemalis
ENSSCAP00000009135	ENSSCAG00000006966	Serinus_canaria
ENSCCEP00000004352	ENSCCEG00000003705	Cyanistes_caeruleus
ENSTGUP00000010323	ENSTGUG00000009979	Taeniopygia_guttata
ENSLSDP00000007075	ENSLSDG00000004987	Lonchura_striata_domestica
ENSSCAP00000008989	ENSSCAG00000006829	Serinus_canaria
ENSFALP00000013195	ENSFALG00000012645	Ficedula_albicollis
ENSPMJP00000016338	ENSPMJG00000012343	Parus_major
ENSCCEP00000007744	ENSCCEG00000007320	Cyanistes_caeruleus
ENSMUNP00000015908	ENSMUNG00000012252	Melopsittacus_undulatus
ENSCPRP00005015811	ENSCPRG00005011063	Crocodylus_porosus
ENSCABP00000028744	ENSCABG00000021120	Chelonoidis_abingdonii
ENSGAGP00000025702	ENSGAGG00000018762	Gopherus_agassizii
ENSCPBP00000001289	ENSCPBG00000001053	Chrysemys_picta_bellii
ENSPSIP00000010616	ENSPSIG00000009400	Pelodiscus_sinensis
ENSPVIP00000019619	ENSPVIG00000014957	Pogona_vitticeps
ENSACAP00000008587	ENSACAG00000008478	Anolis_carolinensis
ENSNSUP00000003593	ENSNSUG00000001845	Notechis_scutatus
ENSSMRP00000025405	ENSSMRG00000018281	Salvator_merianae
ENSSPUP00000021424	ENSSPUG00000016469	Sphenodon_punctatus
ENSXETP00000046134	ENSXETG00000017142	Xenopus_tropicalis
ENSLACP00000007727	ENSLACG00000006843	Latimeria_chalumnae
ENSLACP00000002537	ENSLACG00000002266	Latimeria_chalumnae
ENSLACP00000003584	ENSLACG00000003191	Latimeria_chalumnae
ENSOANP00000029095	ENSOANG00000022769	Ornithorhynchus_anatinus
ENSDCDP00000059384	ENSDCDG00000033348	Denticeps_clupeoides
ENSCHAP00000010707	ENSCHAG00000001469	Clupea_harengus
ENSAMXP00000010889	ENSAMXG00000010587	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005020564	ENSAMXG00005007995	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001894	ENSPNAG00000008445	Pygocentrus_nattereri
ENSEEEP00000041546	ENSEEEG00000019652	Electrophorus_electricus
ENSIPUP00000010570	ENSIPUG00000007138	Ictalurus_punctatus
ENSEEEP00000013554	ENSEEEG00000006170	Electrophorus_electricus
ENSDARP00000037399	ENSDARG00000020625	Danio_rerio
ENSCVAP00000020989	ENSCVAG00000002739	Cyprinodon_variegatus
ENSFHEP00000021544	ENSFHEG00000001301	Fundulus_heteroclitus
ENSXMAP00000037920	ENSXMAG00000002212	Xiphophorus_maculatus
ENSXCOP00000010958	ENSXCOG00000008274	Xiphophorus_couchianus
ENSGAFP00000012650	ENSGAFG00000008536	Gambusia_affinis
ENSPFOP00000009804	ENSPFOG00000009493	Poecilia_formosa
ENSPLAP00000003954	ENSPLAG00000000109	Poecilia_latipinna
ENSPREP00000030183	ENSPREG00000020413	Poecilia_reticulata
ENSPMEP00000034127	ENSPMEG00000023235	Poecilia_mexicana
ENSKMAP00000015706	ENSKMAG00000011718	Kryptolebias_marmoratus
ENSORLP00000044142	ENSORLG00000010063	Oryzias_latipes_ASM223467v1
ENSORLP00020010012	ENSORLG00020010940	Oryzias_latipes_ASM223471v1
ENSORLP00015006179	ENSORLG00015007031	Oryzias_latipes_ASM223469v1
ENSOMEP00000026071	ENSOMEG00000007715	Oryzias_melastigma
ENSGWIP00000034178	ENSGWIG00000009274	Gouania_willdenowi
ENSTNIP00000021272	ENSTNIG00000018107	Tetraodon_nigroviridis
ENSTRUP00000047484	ENSTRUG00000018544	Takifugu_rubripes
ENSCSEP00000027870	ENSCSEG00000017797	Cynoglossus_semilaevis
ENSMALP00000026243	ENSMALG00000018192	Monopterus_albus
ENSMAMP00000013299	ENSMAMG00000009020	Mastacembelus_armatus
ENSATEP00000028470	ENSATEG00000019610	Anabas_testudineus
ENSSDUP00000017855	ENSSDUG00000013009	Seriola_dumerili
ENSSLDP00000003607	ENSSLDG00000002783	Seriola_lalandi_dorsalis
ENSLCAP00010021682	ENSLCAG00010009784	Lates_calcarifer
ENSSMAP00000033767	ENSSMAG00000020659	Scophthalmus_maximus
ENSCGOP00000052225	ENSCGOG00000021992	Cottoperca_gobio
ENSGACP00000009479	ENSGACG00000007145	Gasterosteus_aculeatus
ENSLBEP00000008428	ENSLBEG00000006464	Labrus_bergylta
ENSLCRP00005011718	ENSLCRG00005005113	Larimichthys_crocea
ENSMMOP00000008253	ENSMMOG00000006021	Mola_mola
ENSAOCP00000021113	ENSAOCG00000005676	Amphiprion_ocellaris
ENSAPEP00000015139	ENSAPEG00000010718	Amphiprion_percula
ENSAPOP00000001402	ENSAPOG00000002744	Acanthochromis_polyacanthus
ENSSPAP00000019984	ENSSPAG00000015004	Stegastes_partitus
ENSPRNP00000020242	ENSPRNG00000002330	Parambassis_ranga
ENSACLP00000002803	ENSACLG00000001880	Astatotilapia_calliptera
ENSMZEP00005019204	ENSMZEG00005014405	Maylandia_zebra
ENSPNYP00000018524	ENSPNYG00000013970	Pundamilia_nyererei
ENSHBUP00000020722	ENSHBUG00000023087	Haplochromis_burtoni
ENSNBRP00000018684	ENSNBRG00000014392	Neolamprologus_brichardi
ENSONIP00000011064	ENSONIG00000008800	Oreochromis_niloticus
ENSACIP00000015834	ENSACIG00000012257	Amphilophus_citrinellus
ENSBSLP00000041108	ENSBSLG00000019279	Betta_splendens
ENSHCOP00000004477	ENSHCOG00000005975	Hippocampus_comes
ENSPMGP00000021959	ENSPMGG00000017784	Periophthalmus_magnuspinnatus
ENSGMOP00000003329	ENSGMOG00000003132	Gadus_morhua
ENSHHUP00000087974	ENSHHUG00000050871	Hucho_hucho
ENSHHUP00000039991	ENSHHUG00000024077	Hucho_hucho
ENSELUP00000041538	ENSELUG00000022457	Esox_lucius
ENSAMXP00000019375	ENSAMXG00000018785	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005049189	ENSAMXG00005022064	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000030674	ENSPNAG00000017528	Pygocentrus_nattereri
ENSIPUP00000019869	ENSIPUG00000013495	Ictalurus_punctatus
ENSEEEP00000021849	ENSEEEG00000010462	Electrophorus_electricus
ENSCHAP00000008578	ENSCHAG00000003626	Clupea_harengus
ENSHHUP00000003783	ENSHHUG00000002291	Hucho_hucho
ENSHHUP00000090372	ENSHHUG00000052174	Hucho_hucho
ENSHHUP00000090376	ENSHHUG00000052177	Hucho_hucho
ENSELUP00000003788	ENSELUG00000004988	Esox_lucius
ENSSFOP00015002150	ENSSFOG00015001377	Scleropages_formosus
ENSPKIP00000034776	ENSPKIG00000013954	Paramormyrops_kingsleyae
ENSSFOP00015020133	ENSSFOG00015012910	Scleropages_formosus
ENSPKIP00000000766	ENSPKIG00000019281	Paramormyrops_kingsleyae
ENSLOCP00000008239	ENSLOCG00000006806	Lepisosteus_oculatus
ENSECRP00000013804	ENSECRG00000009148	Erpetoichthys_calabaricus
ENSCMIP00000035724	ENSCMIG00000015076	Callorhinchus_milii
