ENSCHIP00000011826	ENSCHIG00000013845	Capra_hircus
MGP_SPRETEiJ_P0082547	MGP_SPRETEiJ_G0030738	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000029961	ENSMSIG00000025131	Mus_spicilegus
MGP_CAROLIEiJ_P0079220	MGP_CAROLIEiJ_G0029639	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0016079	MGP_PahariEiJ_G0012867	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000034824	ENSRNOG00000022313	Rattus_norvegicus
ENSNGAP00000008580	ENSNGAG00000011515	Nannospalax_galili
ENSJJAP00000000157	ENSJJAG00000000161	Jaculus_jaculus
ENSSDAP00000011567	ENSSDAG00000010446	Spermophilus_dauricus
ENSUPAP00010020164	ENSUPAG00010015974	Urocitellus_parryii
ENSSTOP00000017609	ENSSTOG00000020473	Ictidomys_tridecemlineatus
ENSMMMP00000005519	ENSMMMG00000004990	Marmota_marmota_marmota
ENSODEP00000001770	ENSODEG00000001394	Octodon_degus
ENSCLAP00000002170	ENSCLAG00000001569	Chinchilla_lanigera
ENSCPOP00000027470	ENSCPOG00000030923	Cavia_porcellus
ENSCAPP00000001134	ENSCAPG00000001963	Cavia_aperea
ENSHGLP00000009568	ENSHGLG00000006861	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100002864	ENSHGLG00100002209	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000012359	ENSFDAG00000019711	Fukomys_damarensis
ENSOCUP00000026698	ENSOCUG00000037351	Oryctolagus_cuniculus
ENSOPRP00000016143	ENSOPRG00000018570	Ochotona_princeps
ENSDNOP00000028738	ENSDNOG00000038173	Dasypus_novemcinctus
ENSPCAP00000001223	ENSPCAG00000001343	Procavia_capensis
ENSPCIP00000010908	ENSPCIG00000008828	Phascolarctos_cinereus
ENSVURP00010008831	ENSVURG00010006849	Vombatus_ursinus
ENSMODP00000008073	ENSMODG00000006506	Monodelphis_domestica
ENSSHAP00000003820	ENSSHAG00000003365	Sarcophilus_harrisii
