ENSLOCP00000002501	ENSLOCG00000002125	Lepisosteus_oculatus
ENSCGRP00001012289	ENSCGRG00001013722	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015029501	ENSCGRG00015022282	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000007190	ENSCGRG00000005229	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000000158	ENSMAUG00000000158	Mesocricetus_auratus
ENSMOCP00000006966	ENSMOCG00000006684	Microtus_ochrogaster
ENSPEMP00000008339	ENSPEMG00000010012	Peromyscus_maniculatus_bairdii
ENSNGAP00000013879	ENSNGAG00000015307	Nannospalax_galili
ENSJJAP00000011210	ENSJJAG00000014564	Jaculus_jaculus
ENSSTOP00000003520	ENSSTOG00000003917	Ictidomys_tridecemlineatus
ENSUPAP00010008403	ENSUPAG00010006741	Urocitellus_parryii
ENSSDAP00000021236	ENSSDAG00000019291	Spermophilus_dauricus
ENSMMMP00000017580	ENSMMMG00000015607	Marmota_marmota_marmota
ENSCCNP00000025887	ENSCCNG00000025194	Castor_canadensis
ENSCLAP00000005083	ENSCLAG00000003610	Chinchilla_lanigera
ENSODEP00000001186	ENSODEG00000000935	Octodon_degus
ENSCPOP00000006955	ENSCPOG00000007716	Cavia_porcellus
ENSCAPP00000003536	ENSCAPG00000006238	Cavia_aperea
ENSHGLP00100004222	ENSHGLG00100003204	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000024418	ENSHGLG00000017407	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000017295	ENSFDAG00000005896	Fukomys_damarensis
ENSOPRP00000000161	ENSOPRG00000000175	Ochotona_princeps
ENSDORP00000027215	ENSDORG00000004848	Dipodomys_ordii
ENSOCUP00000043415	ENSOCUG00000001180	Oryctolagus_cuniculus
ENSTBEP00000011733	ENSTBEG00000013495	Tupaia_belangeri
ENSPTRP00000026767	ENSPTRG00000015548	Pan_troglodytes
ENSPPAP00000004880	ENSPPAG00000020323	Pan_paniscus
ENSGGOP00000028697	ENSGGOG00000034937	Gorilla_gorilla
ENSP00000417078	ENSG00000174953	Homo_sapiens
ENSPPYP00000015902	ENSPPYG00000014222	Pongo_abelii
ENSNLEP00000004479	ENSNLEG00000003640	Nomascus_leucogenys
ENSTGEP00000005707	ENSTGEG00000004711	Theropithecus_gelada
ENSPANP00000008052	ENSPANG00000007914	Papio_anubis
ENSCATP00000028513	ENSCATG00000037545	Cercocebus_atys
ENSMMUP00000014894	ENSMMUG00000011347	Macaca_mulatta
ENSMNEP00000032995	ENSMNEG00000039762	Macaca_nemestrina
ENSMFAP00000018459	ENSMFAG00000032288	Macaca_fascicularis
ENSMLEP00000017300	ENSMLEG00000032839	Mandrillus_leucophaeus
ENSCSAP00000008148	ENSCSAG00000011962	Chlorocebus_sabaeus
ENSRROP00000025461	ENSRROG00000036472	Rhinopithecus_roxellana
ENSRBIP00000042824	ENSRBIG00000044638	Rhinopithecus_bieti
ENSCANP00000032896	ENSCANG00000040120	Colobus_angolensis_palliatus
ENSPTEP00000031656	ENSPTEG00000030521	Piliocolobus_tephrosceles
ENSCCAP00000034656	ENSCCAG00000035199	Cebus_capucinus_imitator
ENSSBOP00000015932	ENSSBOG00000024666	Saimiri_boliviensis_boliviensis
ENSCJAP00000001746	ENSCJAG00000000986	Callithrix_jacchus
ENSANAP00000005336	ENSANAG00000020741	Aotus_nancymaae
ENSTSYP00000024280	ENSTSYG00000002377	Carlito_syrichta
ENSPCOP00000031243	ENSPCOG00000028384	Propithecus_coquereli
ENSPCOP00000003929	ENSPCOG00000011695	Propithecus_coquereli
ENSPSMP00000004335	ENSPSMG00000003457	Prolemur_simus
ENSMICP00000051544	ENSMICG00000049093	Microcebus_murinus
ENSOGAP00000010080	ENSOGAG00000011256	Otolemur_garnettii
ENSUMAP00000016196	ENSUMAG00000011908	Ursus_maritimus
ENSUAMP00000021651	ENSUAMG00000017002	Ursus_americanus
ENSAMEP00000012351	ENSAMEG00000011721	Ailuropoda_melanoleuca
ENSNVIP00000016018	ENSNVIG00000012493	Neovison_vison
ENSMPUP00000002694	ENSMPUG00000002723	Mustela_putorius_furo
ENSCAFP00000012733	ENSCAFG00000008673	Canis_lupus_familiaris
ENSCAFP00020006577	ENSCAFG00020004966	Canis_lupus_dingo
ENSVVUP00000033918	ENSVVUG00000024516	Vulpes_vulpes
ENSPPRP00000007766	ENSPPRG00000002879	Panthera_pardus
ENSPTIP00000021313	ENSPTIG00000018478	Panthera_tigris_altaica
ENSFCAP00000046756	ENSFCAG00000004860	Felis_catus
ENSEEUP00000009567	ENSEEUG00000010430	Erinaceus_europaeus
ENSPVAP00000007995	ENSPVAG00000008465	Pteropus_vampyrus
ENSMLUP00000002114	ENSMLUG00000002318	Myotis_lucifugus
ENSEASP00005030370	ENSEASG00005020682	Equus_asinus_asinus
ENSECAP00000022684	ENSECAG00000025100	Equus_caballus
ENSOARP00000003754	ENSOARG00000003508	Ovis_aries
ENSCHIP00000017801	ENSCHIG00000017463	Capra_hircus
ENSBIXP00000023007	ENSBIXG00000001955	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005030182	ENSBIXG00005010428	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000008082	ENSBTAG00000006142	Bos_taurus
ENSBMUP00000004076	ENSBMUG00000003196	Bos_mutus
ENSBBBP00000021403	ENSBBBG00000015040	Bison_bison_bison
ENSTTRP00000016006	ENSTTRG00000016883	Tursiops_truncatus
ENSVPAP00000003759	ENSVPAG00000004046	Vicugna_pacos
ENSSSCP00000026838	ENSSSCG00000024916	Sus_scrofa_strain_reference
ENSCHOP00000002072	ENSCHOG00000002340	Choloepus_hoffmanni
ENSDNOP00000001303	ENSDNOG00000001682	Dasypus_novemcinctus
ENSSARP00000005842	ENSSARG00000006396	Sorex_araneus
ENSOANP00000011262	ENSOANG00000007079	Ornithorhynchus_anatinus
ENSOANP00000021899	ENSOANG00000013887	Ornithorhynchus_anatinus
ENSAOWP00000021765	ENSAOWG00000014723	Apteryx_owenii
ENSARWP00000001462	ENSARWG00000001185	Apteryx_rowi
ENSAHAP00000019353	ENSAHAG00000013683	Apteryx_haastii
ENSDNVP00000006521	ENSDNVG00000004669	Dromaius_novaehollandiae
ENSNPEP00000001543	ENSNPEG00000001019	Nothoprocta_perdicaria
ENSLSDP00000000944	ENSLSDG00000000756	Lonchura_striata_domestica
ENSTGUP00000011667	ENSTGUG00000011317	Taeniopygia_guttata
ENSSCAP00000011899	ENSSCAG00000008892	Serinus_canaria
ENSZALP00000013216	ENSZALG00000011022	Zonotrichia_albicollis
ENSJHYP00000001825	ENSJHYG00000001577	Junco_hyemalis
ENSFALP00000005243	ENSFALG00000005045	Ficedula_albicollis
ENSPMJP00000008337	ENSPMJG00000006774	Parus_major
ENSCCEP00000018663	ENSCCEG00000016586	Cyanistes_caeruleus
ENSMVIP00005023656	ENSMVIG00005016585	Manacus_vitellinus
ENSLCOP00000020900	ENSLCOG00000014792	Lepidothrix_coronata
ENSMUNP00000021929	ENSMUNG00000016517	Melopsittacus_undulatus
ENSCPGP00000006365	ENSCPGG00000004517	Calidris_pygmaea
ENSCPUP00000024358	ENSCPUG00000016529	Calidris_pugnax
ENSABRP00000023462	ENSABRG00000019769	Anser_brachyrhynchus
ENSAPLP00000012426	ENSAPLG00000012597	Anas_platyrhynchos_platyrhynchos
ENSGALP00000052194	ENSGALG00000043082	Gallus_gallus
ENSCJPP00005022823	ENSCJPG00005018141	Coturnix_japonica
ENSMGAP00000011299	ENSMGAG00000010853	Meleagris_gallopavo
ENSNMEP00000014498	ENSNMEG00000012673	Numida_meleagris
ENSCPRP00005009842	ENSCPRG00005007029	Crocodylus_porosus
ENSCABP00000002480	ENSCABG00000000855	Chelonoidis_abingdonii
ENSGAGP00000000346	ENSGAGG00000000294	Gopherus_agassizii
ENSCPBP00000026444	ENSCPBG00000018783	Chrysemys_picta_bellii
ENSPSIP00000014215	ENSPSIG00000012755	Pelodiscus_sinensis
ENSSPUP00000001020	ENSSPUG00000000817	Sphenodon_punctatus
ENSSPUP00000001026	ENSSPUG00000000820	Sphenodon_punctatus
ENSSPUP00000000980	ENSSPUG00000000785	Sphenodon_punctatus
ENSSPUP00000001007	ENSSPUG00000000808	Sphenodon_punctatus
ENSPVIP00000019727	ENSPVIG00000015029	Pogona_vitticeps
ENSACAP00000019490	ENSACAG00000006905	Anolis_carolinensis
ENSNSUP00000025805	ENSNSUG00000018534	Notechis_scutatus
ENSSMRP00000004177	ENSSMRG00000003496	Salvator_merianae
ENSXETP00000030296	ENSXETG00000006875	Xenopus_tropicalis
ENSLACP00000018414	ENSLACG00000016218	Latimeria_chalumnae
ENSCMIP00000010540	ENSCMIG00000005505	Callorhinchus_milii
ENSPMAP00000004459	ENSPMAG00000004056	Petromyzon_marinus
ENSEBUP00000007805	ENSEBUG00000005040	Eptatretus_burgeri
ENSCINP00000004081	ENSCING00000002018	Ciona_intestinalis
ENSCSAVP00000013830	ENSCSAVG00000008110	Ciona_savignyi
ENSCSAVP00000015435	ENSCSAVG00000009057	Ciona_savignyi
FBpp0307146	FBgn0032883	Drosophila_melanogaster
