ENSAPLP00000022266	ENSAPLG00000026984	Anas_platyrhynchos_platyrhynchos
ENSHHUP00000088257	ENSHHUG00000050975	Hucho_hucho
ENSELUP00000001723	ENSELUG00000003154	Esox_lucius
ENSGWIP00000002087	ENSGWIG00000001066	Gouania_willdenowi
ENSCSEP00000000592	ENSCSEG00000000415	Cynoglossus_semilaevis
ENSMMOP00000009988	ENSMMOG00000007726	Mola_mola
ENSATEP00000008123	ENSATEG00000005652	Anabas_testudineus
ENSMALP00000029699	ENSMALG00000020560	Monopterus_albus
ENSSLDP00000017571	ENSSLDG00000013861	Seriola_lalandi_dorsalis
ENSORLP00015019638	ENSORLG00015020741	Oryzias_latipes_ASM223469v1
ENSORLP00020000802	ENSORLG00020001500	Oryzias_latipes_ASM223471v1
ENSORLP00000017485	ENSORLG00000013945	Oryzias_latipes_ASM223467v1
ENSOMEP00000022094	ENSOMEG00000001448	Oryzias_melastigma
ENSKMAP00000009530	ENSKMAG00000007140	Kryptolebias_marmoratus
ENSACLP00000004266	ENSACLG00000002882	Astatotilapia_calliptera
ENSMZEP00005004082	ENSMZEG00005003162	Maylandia_zebra
ENSPNYP00000001692	ENSPNYG00000001304	Pundamilia_nyererei
ENSNBRP00000022434	ENSNBRG00000017192	Neolamprologus_brichardi
ENSONIP00000009210	ENSONIG00000007301	Oreochromis_niloticus
ENSACIP00000016217	ENSACIG00000012583	Amphilophus_citrinellus
ENSAOCP00000021406	ENSAOCG00000006163	Amphiprion_ocellaris
ENSAPEP00000001065	ENSAPEG00000000787	Amphiprion_percula
ENSAPOP00000027869	ENSAPOG00000012692	Acanthochromis_polyacanthus
ENSSPAP00000018012	ENSSPAG00000013608	Stegastes_partitus
ENSCGOP00000029878	ENSCGOG00000013767	Cottoperca_gobio
ENSLCRP00005042240	ENSLCRG00005016191	Larimichthys_crocea
ENSTNIP00000004954	ENSTNIG00000002433	Tetraodon_nigroviridis
ENSXCOP00000009402	ENSXCOG00000007158	Xiphophorus_couchianus
ENSSDUP00000028895	ENSSDUG00000020841	Seriola_dumerili
ENSBSLP00000030840	ENSBSLG00000014772	Betta_splendens
ENSPLAP00000005842	ENSPLAG00000007873	Poecilia_latipinna
ENSPMEP00000002938	ENSPMEG00000004024	Poecilia_mexicana
ENSPFOP00000003772	ENSPFOG00000003659	Poecilia_formosa
ENSPREP00000001205	ENSPREG00000000894	Poecilia_reticulata
ENSGAFP00000017131	ENSGAFG00000011571	Gambusia_affinis
ENSXMAP00000028890	ENSXMAG00000013029	Xiphophorus_maculatus
ENSCVAP00000032473	ENSCVAG00000022538	Cyprinodon_variegatus
ENSFHEP00000001779	ENSFHEG00000002584	Fundulus_heteroclitus
ENSPMGP00000027623	ENSPMGG00000022289	Periophthalmus_magnuspinnatus
ENSSFOP00015034127	ENSSFOG00015021761	Scleropages_formosus
ENSPKIP00000018412	ENSPKIG00000003989	Paramormyrops_kingsleyae
ENSLOCP00000001920	ENSLOCG00000001661	Lepisosteus_oculatus
ENSECRP00000033639	ENSECRG00000022772	Erpetoichthys_calabaricus
ENSCSAVP00000003113	ENSCSAVG00000001847	Ciona_savignyi
