Y48G1BM.1.1	WBGene00021667	Caenorhabditis_elegans_strain_N2	Y48G1BM.1.1
B0273.3.1	WBGene00015098	Caenorhabditis_elegans_strain_N2	B0273.3.1
Y48G1BL.1.1	WBGene00021662	Caenorhabditis_elegans_strain_N2	Y48G1BL.1.1
Y48G1BL.8.1	WBGene00255594	Caenorhabditis_elegans_strain_N2	Y48G1BL.8.1
T02C12.2.1	WBGene00011367	Caenorhabditis_elegans_strain_N2	T02C12.2.1
FBpp0289882	FBgn0260398	Drosophila_melanogaster	FBtr0300658
ENSCHIP00000021955	ENSCHIG00000020068	Capra_hircus
ENSCPUP00000008748	ENSCPUG00000006203	Calidris_pugnax
ENSMUNP00000017600	ENSMUNG00000013517	Melopsittacus_undulatus
ENSLSDP00000017781	ENSLSDG00000012707	Lonchura_striata_domestica
ENSTGUP00000004679	ENSTGUG00000004548	Taeniopygia_guttata
ENSSCAP00000001928	ENSSCAG00000001672	Serinus_canaria
ENSCCEP00000013003	ENSCCEG00000012480	Cyanistes_caeruleus
ENSPMJP00000023995	ENSPMJG00000017665	Parus_major
ENSFALP00000006804	ENSFALG00000006520	Ficedula_albicollis
ENSZALP00000013061	ENSZALG00000010910	Zonotrichia_albicollis
ENSLCOP00000000910	ENSLCOG00000000757	Lepidothrix_coronata
ENSMVIP00005010985	ENSMVIG00005008056	Manacus_vitellinus
ENSCPRP00005001355	ENSCPRG00005001022	Crocodylus_porosus
ENSCABP00000021389	ENSCABG00000015738	Chelonoidis_abingdonii
ENSGAGP00000020828	ENSGAGG00000015326	Gopherus_agassizii
ENSCPBP00000036433	ENSCPBG00000025310	Chrysemys_picta_bellii
ENSPSIP00000008734	ENSPSIG00000007910	Pelodiscus_sinensis
ENSPVIP00000028659	ENSPVIG00000021206	Pogona_vitticeps
ENSACAP00000017491	ENSACAG00000017765	Anolis_carolinensis
ENSNSUP00000015415	ENSNSUG00000011397	Notechis_scutatus
ENSSMRP00000008751	ENSSMRG00000007002	Salvator_merianae
ENSSPUP00000013193	ENSSPUG00000010167	Sphenodon_punctatus
ENSXETP00000041994	ENSXETG00000010195	Xenopus_tropicalis
ENSLACP00000010359	ENSLACG00000009124	Latimeria_chalumnae
ENSEEEP00000045855	ENSEEEG00000021613	Electrophorus_electricus
ENSIPUP00000003036	ENSIPUG00000002170	Ictalurus_punctatus
ENSPNAP00000029306	ENSPNAG00000015340	Pygocentrus_nattereri
ENSAMXP00000041643	ENSAMXG00000035154	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000138943	ENSDARG00000101474	Danio_rerio
ENSDCDP00000014718	ENSDCDG00000011135	Denticeps_clupeoides
ENSCHAP00000062788	ENSCHAG00000027847	Clupea_harengus
ENSGAFP00000024001	ENSGAFG00000016188	Gambusia_affinis
ENSXMAP00000010151	ENSXMAG00000010120	Xiphophorus_maculatus
ENSPLAP00000008288	ENSPLAG00000010806	Poecilia_latipinna
ENSPFOP00000011819	ENSPFOG00000011781	Poecilia_formosa
ENSPMEP00000012717	ENSPMEG00000014939	Poecilia_mexicana
ENSPREP00000003216	ENSPREG00000002341	Poecilia_reticulata
ENSFHEP00000005608	ENSFHEG00000006597	Fundulus_heteroclitus
ENSOMEP00000024676	ENSOMEG00000005458	Oryzias_melastigma
ENSOMEP00000025777	ENSOMEG00000007228	Oryzias_melastigma
ENSORLP00020019369	ENSORLG00020020363	Oryzias_latipes_ASM223471v1
ENSORLP00000042005	ENSORLG00000030074	Oryzias_latipes_ASM223467v1
ENSORLP00000036170	ENSORLG00000026982	Oryzias_latipes_ASM223467v1
ENSORLP00020032844	ENSORLG00020018579	Oryzias_latipes_ASM223471v1
ENSGWIP00000024342	ENSGWIG00000012924	Gouania_willdenowi
ENSTRUP00000024886	ENSTRUG00000009904	Takifugu_rubripes
ENSTNIP00000021182	ENSTNIG00000018016	Tetraodon_nigroviridis
ENSLCRP00005016787	ENSLCRG00005006965	Larimichthys_crocea
ENSBSLP00000000431	ENSBSLG00000000329	Betta_splendens
ENSCSEP00000015230	ENSCSEG00000009790	Cynoglossus_semilaevis
ENSMAMP00000023089	ENSMAMG00000015560	Mastacembelus_armatus
ENSMALP00000000316	ENSMALG00000000222	Monopterus_albus
ENSATEP00000021502	ENSATEG00000014933	Anabas_testudineus
ENSSDUP00000002184	ENSSDUG00000001704	Seriola_dumerili
ENSSLDP00000030308	ENSSLDG00000023354	Seriola_lalandi_dorsalis
ENSSMAP00000010854	ENSSMAG00000006705	Scophthalmus_maximus
ENSLCAP00010010957	ENSLCAG00010005207	Lates_calcarifer
ENSAOCP00000017594	ENSAOCG00000022674	Amphiprion_ocellaris
ENSAPEP00000019418	ENSAPEG00000013868	Amphiprion_percula
ENSAPOP00000020220	ENSAPOG00000023748	Acanthochromis_polyacanthus
ENSSPAP00000002274	ENSSPAG00000001746	Stegastes_partitus
ENSPRNP00000042004	ENSPRNG00000020567	Parambassis_ranga
ENSHBUP00000024926	ENSHBUG00000006624	Haplochromis_burtoni
ENSACLP00000033026	ENSACLG00000022392	Astatotilapia_calliptera
ENSPNYP00000013598	ENSPNYG00000010319	Pundamilia_nyererei
ENSONIP00000022052	ENSONIG00000017485	Oreochromis_niloticus
ENSCGOP00000030485	ENSCGOG00000014150	Cottoperca_gobio
ENSGACP00000023005	ENSGACG00000017405	Gasterosteus_aculeatus
ENSLBEP00000020335	ENSLBEG00000015639	Labrus_bergylta
ENSHCOP00000003165	ENSHCOG00000004441	Hippocampus_comes
ENSKMAP00000002726	ENSKMAG00000002097	Kryptolebias_marmoratus
ENSCVAP00000002672	ENSCVAG00000003786	Cyprinodon_variegatus
ENSMMOP00000008139	ENSMMOG00000006312	Mola_mola
ENSNBRP00000015917	ENSNBRG00000012312	Neolamprologus_brichardi
ENSMZEP00005026209	ENSMZEG00005019547	Maylandia_zebra
ENSACIP00000024310	ENSACIG00000018882	Amphilophus_citrinellus
ENSPMGP00000008515	ENSPMGG00000007045	Periophthalmus_magnuspinnatus
ENSGMOP00000018384	ENSGMOG00000017104	Gadus_morhua
ENSHHUP00000070691	ENSHHUG00000041551	Hucho_hucho
ENSELUP00000016763	ENSELUG00000016520	Esox_lucius
ENSPKIP00000033225	ENSPKIG00000013017	Paramormyrops_kingsleyae
ENSSFOP00015028608	ENSSFOG00015018372	Scleropages_formosus
ENSLOCP00000014578	ENSLOCG00000011852	Lepisosteus_oculatus
ENSECRP00000033295	ENSECRG00000022539	Erpetoichthys_calabaricus
ENSCMIP00000041734	ENSCMIG00000017394	Callorhinchus_milii
ENSPMAP00000000729	ENSPMAG00000000664	Petromyzon_marinus
ENSEBUP00000001204	ENSEBUG00000001092	Eptatretus_burgeri
ENSCINP00000033777	ENSCING00000021468	Ciona_intestinalis
ENSCSAVP00000006496	ENSCSAVG00000003888	Ciona_savignyi
