ENSLSDP00000024668	ENSLSDG00000017294	Lonchura_striata_domestica
ENSECAP00000048835	ENSECAG00000043359	Equus_caballus
ENSPVAP00000000548	ENSPVAG00000000582	Pteropus_vampyrus
ENSMLUP00000003238	ENSMLUG00000003557	Myotis_lucifugus
ENSMPUP00000014691	ENSMPUG00000014800	Mustela_putorius_furo
ENSNVIP00000009661	ENSNVIG00000007638	Neovison_vison
ENSCAFP00000010815	ENSCAFG00000007295	Canis_lupus_familiaris
ENSPPRP00000000743	ENSPPRG00000024627	Panthera_pardus
ENSPTIP00000015473	ENSPTIG00000014542	Panthera_tigris_altaica
ENSFCAP00000021370	ENSFCAG00000027898	Felis_catus
ENSBIXP00000032406	ENSBIXG00000014937	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005033519	ENSBIXG00005014294	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000047352	ENSBTAG00000009469	Bos_taurus
ENSBMUP00000005691	ENSBMUG00000004478	Bos_mutus
ENSBBBP00000005172	ENSBBBG00000003042	Bison_bison_bison
ENSCHIP00000011337	ENSCHIG00000013531	Capra_hircus
ENSOARP00000006940	ENSOARG00000006486	Ovis_aries
ENSTTRP00000007078	ENSTTRG00000007483	Tursiops_truncatus
ENSVPAP00000006825	ENSVPAG00000007338	Vicugna_pacos
ENSSSCP00000069460	ENSSSCG00000041202	Sus_scrofa_strain_reference
ENSSARP00000006495	ENSSARG00000007176	Sorex_araneus
ENSLAFP00000009018	ENSLAFG00000010780	Loxodonta_africana
ENSPCAP00000004118	ENSPCAG00000004427	Procavia_capensis
ENSTSYP00000023268	ENSTSYG00000028702	Carlito_syrichta
ENSRBIP00000003354	ENSRBIG00000015808	Rhinopithecus_bieti
ENSMUGP00000010974	ENSMUGG00000009624	Meriones_unguiculatus
ENSVVUP00000007316	ENSVVUG00000005556	Vulpes_vulpes
ENSUMAP00000011661	ENSUMAG00000008759	Ursus_maritimus
ENSEASP00005009725	ENSEASG00005006911	Equus_asinus_asinus
ENSETEP00000004760	ENSETEG00000005864	Echinops_telfairi
ENSDNOP00000026151	ENSDNOG00000046675	Dasypus_novemcinctus
ENSOANP00000012194	ENSOANG00000007654	Ornithorhynchus_anatinus
ENSXETP00000045465	ENSXETG00000019819	Xenopus_tropicalis
ENSLACP00000004384	ENSLACG00000003898	Latimeria_chalumnae
ENSPNAP00000003794	ENSPNAG00000010212	Pygocentrus_nattereri
ENSEEEP00000023096	ENSEEEG00000011206	Electrophorus_electricus
ENSIPUP00000029430	ENSIPUG00000019898	Ictalurus_punctatus
ENSDARP00000064211	ENSDARG00000043728	Danio_rerio
ENSHHUP00000061159	ENSHHUG00000036217	Hucho_hucho
ENSELUP00000027314	ENSELUG00000003495	Esox_lucius
ENSDCDP00000039160	ENSDCDG00000026096	Denticeps_clupeoides
ENSSFOP00015008227	ENSSFOG00015005395	Scleropages_formosus
ENSPKIP00000011095	ENSPKIG00000025540	Paramormyrops_kingsleyae	ENSPKIT00000035235
ENSLOCP00000013038	ENSLOCG00000010643	Lepisosteus_oculatus
ENSECRP00000013505	ENSECRG00000009007	Erpetoichthys_calabaricus
ENSLBEP00000025070	ENSLBEG00000019153	Labrus_bergylta
ENSCGOP00000037039	ENSCGOG00000017094	Cottoperca_gobio
ENSGAFP00000019786	ENSGAFG00000013379	Gambusia_affinis
ENSATEP00000019245	ENSATEG00000013405	Anabas_testudineus
ENSBSLP00000026730	ENSBSLG00000013398	Betta_splendens
ENSMALP00000021155	ENSMALG00000014780	Monopterus_albus
ENSGWIP00000011009	ENSGWIG00000006451	Gouania_willdenowi
ENSGACP00000011832	ENSGACG00000008958	Gasterosteus_aculeatus
ENSMMOP00000011076	ENSMMOG00000008545	Mola_mola
ENSHCOP00000022470	ENSHCOG00000010200	Hippocampus_comes
ENSSDUP00000008553	ENSSDUG00000006288	Seriola_dumerili
ENSSLDP00000002446	ENSSLDG00000001965	Seriola_lalandi_dorsalis
ENSLCAP00010021069	ENSLCAG00010009931	Lates_calcarifer
ENSSMAP00000034736	ENSSMAG00000021239	Scophthalmus_maximus
ENSLCRP00005063295	ENSLCRG00005023217	Larimichthys_crocea
ENSLBEP00000030039	ENSLBEG00000022722	Labrus_bergylta
ENSMAMP00000003090	ENSMAMG00000002138	Mastacembelus_armatus
ENSAOCP00000000304	ENSAOCG00000003143	Amphiprion_ocellaris
ENSAPEP00000003885	ENSAPEG00000002820	Amphiprion_percula
ENSAPOP00000034580	ENSAPOG00000023928	Acanthochromis_polyacanthus
ENSSPAP00000022341	ENSSPAG00000016885	Stegastes_partitus
ENSORLP00000042275	ENSORLG00000007002	Oryzias_latipes_ASM223467v1
ENSORLP00015030262	ENSORLG00015013852	Oryzias_latipes_ASM223469v1
ENSORLP00020016939	ENSORLG00020017976	Oryzias_latipes_ASM223471v1
ENSOMEP00000018899	ENSOMEG00000020651	Oryzias_melastigma
ENSACLP00000038535	ENSACLG00000026017	Astatotilapia_calliptera
ENSMZEP00005023282	ENSMZEG00005017431	Maylandia_zebra
ENSHBUP00000025078	ENSHBUG00000006890	Haplochromis_burtoni
ENSNBRP00000001611	ENSNBRG00000001313	Neolamprologus_brichardi
ENSPNYP00000027129	ENSPNYG00000020460	Pundamilia_nyererei
ENSONIP00000015751	ENSONIG00000012512	Oreochromis_niloticus
ENSACIP00000017056	ENSACIG00000013301	Amphilophus_citrinellus
ENSPRNP00000052761	ENSPRNG00000024908	Parambassis_ranga
ENSPFOP00000027315	ENSPFOG00000022651	Poecilia_formosa
ENSPLAP00000020469	ENSPLAG00000003402	Poecilia_latipinna
ENSPMEP00000013704	ENSPMEG00000016042	Poecilia_mexicana
ENSPREP00000011002	ENSPREG00000007515	Poecilia_reticulata
ENSXMAP00000005950	ENSXMAG00000005939	Xiphophorus_maculatus
ENSXCOP00000004482	ENSXCOG00000003546	Xiphophorus_couchianus
ENSFHEP00000031878	ENSFHEG00000018042	Fundulus_heteroclitus
ENSCVAP00000010468	ENSCVAG00000012618	Cyprinodon_variegatus
ENSKMAP00000010770	ENSKMAG00000008086	Kryptolebias_marmoratus
ENSTRUP00000054230	ENSTRUG00000025360	Takifugu_rubripes
ENSCSEP00000023621	ENSCSEG00000015070	Cynoglossus_semilaevis
ENSPMGP00000013370	ENSPMGG00000011012	Periophthalmus_magnuspinnatus
ENSGMOP00000001320	ENSGMOG00000001277	Gadus_morhua
ENSCMIP00000046427	ENSCMIG00000019099	Callorhinchus_milii
ENSEBUP00000011977	ENSEBUG00000007655	Eptatretus_burgeri
ENSCINP00000011742	ENSCING00000005677	Ciona_intestinalis
C13F10.7.2	WBGene00015746	Caenorhabditis_elegans_strain_N2
