ENSEBUP00000006074	ENSEBUG00000004051	Eptatretus_burgeri	ENSEBUT00000006523
ENSPMAP00000002779	ENSPMAG00000002547	Petromyzon_marinus	ENSPMAT00000002792
ENSSFOP00015015049	ENSSFOG00015009729	Scleropages_formosus
ENSMUNP00000005871	ENSMUNG00000004771	Melopsittacus_undulatus	ENSMUNT00000006787
ENSTGUP00000012611	ENSTGUG00000012245	Taeniopygia_guttata
ENSLSDP00000005786	ENSLSDG00000004476	Lonchura_striata_domestica
ENSSCAP00000008254	ENSSCAG00000006301	Serinus_canaria
ENSZALP00000010585	ENSZALG00000008958	Zonotrichia_albicollis
ENSJHYP00000001046	ENSJHYG00000000932	Junco_hyemalis
ENSPMJP00000014375	ENSPMJG00000010894	Parus_major
ENSCCEP00000002397	ENSCCEG00000002674	Cyanistes_caeruleus
ENSFALP00000006383	ENSFALG00000006119	Ficedula_albicollis
ENSLCOP00000011516	ENSLCOG00000008368	Lepidothrix_coronata
ENSMVIP00005020051	ENSMVIG00005014190	Manacus_vitellinus
ENSGALP00000050243	ENSGALG00000040879	Gallus_gallus
ENSCJPP00005005356	ENSCJPG00005005146	Coturnix_japonica
ENSMGAP00000013080	ENSMGAG00000012424	Meleagris_gallopavo
ENSNMEP00000004361	ENSNMEG00000004782	Numida_meleagris
ENSABRP00000016276	ENSABRG00000014278	Anser_brachyrhynchus
ENSAPLP00000004370	ENSAPLG00000004835	Anas_platyrhynchos_platyrhynchos
ENSAOWP00000007977	ENSAOWG00000005466	Apteryx_owenii
ENSARWP00000005739	ENSARWG00000004089	Apteryx_rowi
ENSAHAP00000007283	ENSAHAG00000005470	Apteryx_haastii
ENSDNVP00000006732	ENSDNVG00000004828	Dromaius_novaehollandiae
ENSNPEP00000017517	ENSNPEG00000012895	Nothoprocta_perdicaria
ENSCPRP00005009949	ENSCPRG00005007101	Crocodylus_porosus
ENSCABP00000007384	ENSCABG00000005539	Chelonoidis_abingdonii
ENSGAGP00000031582	ENSGAGG00000022638	Gopherus_agassizii
ENSCPBP00000001286	ENSCPBG00000001051	Chrysemys_picta_bellii
ENSPSIP00000018662	ENSPSIG00000016593	Pelodiscus_sinensis
ENSPVIP00000008897	ENSPVIG00000007133	Pogona_vitticeps
ENSACAP00000002358	ENSACAG00000002434	Anolis_carolinensis
ENSNSUP00000016683	ENSNSUG00000012307	Notechis_scutatus
ENSSMRP00000027770	ENSSMRG00000021405	Salvator_merianae
ENSSPUP00000016154	ENSSPUG00000012499	Sphenodon_punctatus
ENSOARP00000015479	ENSOARG00000014426	Ovis_aries
ENSCHIP00000033882	ENSCHIG00000027249	Capra_hircus
ENSBIXP00000014363	ENSBIXG00000019077	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005010679	ENSBIXG00005015298	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000063407	ENSBTAG00000007386	Bos_taurus
ENSBMUP00000006207	ENSBMUG00000004874	Bos_mutus
ENSBBBP00000020444	ENSBBBG00000014048	Bison_bison_bison
ENSTTRP00000001641	ENSTTRG00000001736	Tursiops_truncatus
ENSVPAP00000005784	ENSVPAG00000006238	Vicugna_pacos
ENSSSCP00000072674	ENSSSCG00000006029	Sus_scrofa_strain_reference
ENSUMAP00000027638	ENSUMAG00000020064	Ursus_maritimus
ENSUAMP00000025221	ENSUAMG00000019661	Ursus_americanus
ENSAMEP00000013573	ENSAMEG00000012879	Ailuropoda_melanoleuca
ENSNVIP00000002684	ENSNVIG00000002153	Neovison_vison
ENSMPUP00000005836	ENSMPUG00000005884	Mustela_putorius_furo
ENSCAFP00000001029	ENSCAFG00000000719	Canis_lupus_familiaris
ENSCAFP00020004127	ENSCAFG00020003417	Canis_lupus_dingo
ENSVVUP00000017364	ENSVVUG00000012788	Vulpes_vulpes
ENSPPRP00000029348	ENSPPRG00000021921	Panthera_pardus
ENSPTIP00000019499	ENSPTIG00000017276	Panthera_tigris_altaica
ENSFCAP00000016407	ENSFCAG00000008501	Felis_catus
ENSPVAP00000007498	ENSPVAG00000007946	Pteropus_vampyrus
ENSMLUP00000012267	ENSMLUG00000013475	Myotis_lucifugus
ENSECAP00000033897	ENSECAG00000023445	Equus_caballus
ENSEASP00005000070	ENSEASG00005000131	Equus_asinus_asinus
ENSEEUP00000005188	ENSEEUG00000005705	Erinaceus_europaeus
ENSSARP00000004405	ENSSARG00000004854	Sorex_araneus
ENSCCNP00000025893	ENSCCNG00000025206	Castor_canadensis
ENSDORP00000007512	ENSDORG00000008008	Dipodomys_ordii
MGP_SPRETEiJ_P0039943	MGP_SPRETEiJ_G0020669	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000015712	ENSMSIG00000013452	Mus_spicilegus
ENSMUSP00000154478	ENSMUSG00000038736	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0038154	MGP_CAROLIEiJ_G0019772	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0041536	MGP_PahariEiJ_G0019781	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000006685	ENSRNOG00000024929	Rattus_norvegicus
ENSMUGP00000025072	ENSMUGG00000020933	Meriones_unguiculatus
ENSPEMP00000003934	ENSPEMG00000005927	Peromyscus_maniculatus_bairdii
ENSMOCP00000001795	ENSMOCG00000001394	Microtus_ochrogaster
ENSCGRP00000012780	ENSCGRG00000009298	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015035706	ENSCGRG00015026800	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001016067	ENSCGRG00001016509	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000004428	ENSMAUG00000005692	Mesocricetus_auratus
ENSNGAP00000001832	ENSNGAG00000001356	Nannospalax_galili
ENSJJAP00000014593	ENSJJAG00000017022	Jaculus_jaculus
ENSUPAP00010017981	ENSUPAG00010014294	Urocitellus_parryii
ENSSTOP00000013677	ENSSTOG00000015266	Ictidomys_tridecemlineatus
ENSSDAP00000013665	ENSSDAG00000012335	Spermophilus_dauricus
ENSMMMP00000019180	ENSMMMG00000016954	Marmota_marmota_marmota
ENSMMMP00000025289	ENSMMMG00000022140	Marmota_marmota_marmota
ENSCLAP00000007909	ENSCLAG00000005542	Chinchilla_lanigera
ENSCPOP00000022418	ENSCPOG00000036228	Cavia_porcellus
ENSODEP00000004424	ENSODEG00000003376	Octodon_degus
ENSHGLP00000017746	ENSHGLG00000012690	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100006184	ENSHGLG00100004648	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000018136	ENSHGLG00000012947	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024342	ENSHGLG00100017875	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000008291	ENSFDAG00000016583	Fukomys_damarensis
ENSOCUP00000004041	ENSOCUG00000004673	Oryctolagus_cuniculus
ENSOPRP00000013729	ENSOPRG00000015035	Ochotona_princeps
ENSPPAP00000040251	ENSPPAG00000042778	Pan_paniscus
ENSPTRP00000035070	ENSPTRG00000020509	Pan_troglodytes
ENSP00000239690	ENSG00000120526	Homo_sapiens
ENSGGOP00000016129	ENSGGOG00000016533	Gorilla_gorilla
ENSPPYP00000021119	ENSPPYG00000018823	Pongo_abelii
ENSNLEP00000032892	ENSNLEG00000004231	Nomascus_leucogenys
ENSPTEP00000038403	ENSPTEG00000035728	Piliocolobus_tephrosceles
ENSCANP00000003894	ENSCANG00000013723	Colobus_angolensis_palliatus
ENSRROP00000023197	ENSRROG00000035449	Rhinopithecus_roxellana
ENSRBIP00000030236	ENSRBIG00000038989	Rhinopithecus_bieti
ENSMFAP00000022862	ENSMFAG00000043118	Macaca_fascicularis
ENSMNEP00000017495	ENSMNEG00000032729	Macaca_nemestrina
ENSMMUP00000008021	ENSMMUG00000006103	Macaca_mulatta
ENSTGEP00000007015	ENSTGEG00000005738	Theropithecus_gelada
ENSPANP00000017796	ENSPANG00000003130	Papio_anubis
ENSMLEP00000005108	ENSMLEG00000022977	Mandrillus_leucophaeus
ENSCATP00000003972	ENSCATG00000014721	Cercocebus_atys
ENSCSAP00000007851	ENSCSAG00000011655	Chlorocebus_sabaeus
ENSSBOP00000013210	ENSSBOG00000023373	Saimiri_boliviensis_boliviensis
ENSCCAP00000034418	ENSCCAG00000035168	Cebus_capucinus_imitator
ENSCJAP00000011843	ENSCJAG00000006407	Callithrix_jacchus
ENSANAP00000009423	ENSANAG00000022706	Aotus_nancymaae
ENSTSYP00000005083	ENSTSYG00000005528	Carlito_syrichta
ENSPSMP00000018109	ENSPSMG00000012848	Prolemur_simus
ENSMICP00000033679	ENSMICG00000012937	Microcebus_murinus
ENSOGAP00000017441	ENSOGAG00000006518	Otolemur_garnettii
ENSTBEP00000007586	ENSTBEG00000008756	Tupaia_belangeri
ENSPCAP00000002551	ENSPCAG00000002724	Procavia_capensis
ENSLAFP00000011241	ENSLAFG00000013430	Loxodonta_africana
ENSPCOP00000010098	ENSPCOG00000016491	Propithecus_coquereli
ENSUAMP00000002563	ENSUAMG00000002345	Ursus_americanus
ENSETEP00000008829	ENSETEG00000010879	Echinops_telfairi
ENSCHOP00000008366	ENSCHOG00000009447	Choloepus_hoffmanni
ENSDNOP00000013582	ENSDNOG00000017517	Dasypus_novemcinctus
ENSCGRP00001021467	ENSCGRG00001020308	Cricetulus_griseus_CHOK1GS_HDv1
ENSVURP00010023535	ENSVURG00010018036	Vombatus_ursinus
ENSPCIP00000034234	ENSPCIG00000025328	Phascolarctos_cinereus
ENSMEUP00000010151	ENSMEUG00000011125	Notamacropus_eugenii
ENSSHAP00000000607	ENSSHAG00000000539	Sarcophilus_harrisii
ENSMODP00000006063	ENSMODG00000004926	Monodelphis_domestica
ENSOANP00000012870	ENSOANG00000008096	Ornithorhynchus_anatinus
ENSXETP00000002827	ENSXETG00000005362	Xenopus_tropicalis
ENSCINP00000015976	ENSCING00000007800	Ciona_intestinalis
FBpp0073439	FBgn0030342	Drosophila_melanogaster
C44E4.5.1	WBGene00016654	Caenorhabditis_elegans_strain_N2
