FBpp0086705	FBgn0033902	Drosophila_melanogaster	FBtr0087579
K08F11.3.1	WBGene00019543	Caenorhabditis_elegans_strain_N2	K08F11.3.1
ENSPCIP00000005133	ENSPCIG00000004258	Phascolarctos_cinereus	ENSPCIT00000006438
ENSPCIP00000032789	ENSPCIG00000024347	Phascolarctos_cinereus	ENSPCIT00000040362
ENSVURP00010017179	ENSVURG00010013122	Vombatus_ursinus	ENSVURT00010019517
ENSMEUP00000000722	ENSMEUG00000000780	Notamacropus_eugenii	ENSMEUT00000000782
ENSSHAP00000020801	ENSSHAG00000017641	Sarcophilus_harrisii	ENSSHAT00000020968
ENSMODP00000012102	ENSMODG00000009678	Monodelphis_domestica	ENSMODT00000012326
ENSMLUP00000013405	ENSMLUG00000014727	Myotis_lucifugus
ENSMMUP00000074547	ENSMMUG00000009026	Macaca_mulatta
ENSMNEP00000000703	ENSMNEG00000002856	Macaca_nemestrina
ENSMFAP00000002583	ENSMFAG00000040767	Macaca_fascicularis
ENSCATP00000004198	ENSCATG00000014736	Cercocebus_atys
ENSPANP00000004919	ENSPANG00000006540	Papio_anubis
ENSMLEP00000000216	ENSMLEG00000000401	Mandrillus_leucophaeus
ENSCSAP00000001574	ENSCSAG00000005261	Chlorocebus_sabaeus
ENSTGEP00000005867	ENSTGEG00000004850	Theropithecus_gelada
ENSPTRP00000006042	ENSPTRG00000003478	Pan_troglodytes
ENSPPAP00000012684	ENSPPAG00000029515	Pan_paniscus
ENSP00000436049	ENSG00000149100	Homo_sapiens
ENSGGOP00000002754	ENSGGOG00000002796	Gorilla_gorilla
ENSPPYP00000003882	ENSPPYG00000003381	Pongo_abelii
ENSNLEP00000027957	ENSNLEG00000029977	Nomascus_leucogenys
ENSCCAP00000014745	ENSCCAG00000025160	Cebus_capucinus_imitator
ENSCJAP00000010826	ENSCJAG00000005845	Callithrix_jacchus
ENSSBOP00000039353	ENSSBOG00000035716	Saimiri_boliviensis_boliviensis
ENSANAP00000027711	ENSANAG00000031661	Aotus_nancymaae
ENSMICP00000034146	ENSMICG00000035817	Microcebus_murinus
ENSPCOP00000001735	ENSPCOG00000005374	Propithecus_coquereli
ENSPSMP00000021934	ENSPSMG00000015489	Prolemur_simus
ENSOCUP00000043688	ENSOCUG00000004483	Oryctolagus_cuniculus
ENSDORP00000003865	ENSDORG00000004141	Dipodomys_ordii	ENSDORT00000004139
ENSCCNP00000021680	ENSCCNG00000021421	Castor_canadensis	ENSCCNT00000027853
ENSSTOP00000030706	ENSSTOG00000010502	Ictidomys_tridecemlineatus	ENSSTOT00000041056
ENSMMMP00000008490	ENSMMMG00000007588	Marmota_marmota_marmota
ENSUPAP00010024024	ENSUPAG00010019056	Urocitellus_parryii
ENSSDAP00000002458	ENSSDAG00000002346	Spermophilus_dauricus
ENSMOCP00000024265	ENSMOCG00000020753	Microtus_ochrogaster
ENSPEMP00000010998	ENSPEMG00000011786	Peromyscus_maniculatus_bairdii
ENSCGRP00000016400	ENSCGRG00000011907	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001024336	ENSCGRG00001022289	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015012354	ENSCGRG00015009455	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000005768	ENSMAUG00000007848	Mesocricetus_auratus
MGP_SPRETEiJ_P0055573	MGP_SPRETEiJ_G0024946	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000016656	ENSMSIG00000014235	Mus_spicilegus
ENSMUSP00000028592	ENSMUSG00000027170	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0053479	MGP_CAROLIEiJ_G0024033	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0064456	MGP_PahariEiJ_G0025471	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000017409	ENSRNOG00000012738	Rattus_norvegicus
ENSMUGP00000019549	ENSMUGG00000016569	Meriones_unguiculatus
ENSNGAP00000004792	ENSNGAG00000006519	Nannospalax_galili
ENSJJAP00000007055	ENSJJAG00000011546	Jaculus_jaculus
ENSTSYP00000000433	ENSTSYG00000000469	Carlito_syrichta
ENSTBEP00000003364	ENSTBEG00000003871	Tupaia_belangeri
ENSHGLP00000007066	ENSHGLG00000005161	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100019179	ENSHGLG00100014140	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000001651	ENSFDAG00000011573	Fukomys_damarensis
ENSODEP00000020739	ENSODEG00000015300	Octodon_degus
ENSODEP00000008539	ENSODEG00000006379	Octodon_degus
ENSCPOP00000003472	ENSCPOG00000003846	Cavia_porcellus
ENSCAPP00000004338	ENSCAPG00000006905	Cavia_aperea
ENSCLAP00000001889	ENSCLAG00000001396	Chinchilla_lanigera
ENSDNOP00000010014	ENSDNOG00000012904	Dasypus_novemcinctus
ENSCHOP00000009996	ENSCHOG00000011292	Choloepus_hoffmanni
ENSLAFP00000016953	ENSLAFG00000021669	Loxodonta_africana
ENSPCAP00000006522	ENSPCAG00000006968	Procavia_capensis
ENSETEP00000010896	ENSETEG00000013437	Echinops_telfairi
ENSOANP00000023853	ENSOANG00000015146	Ornithorhynchus_anatinus
ENSCPGP00000019608	ENSCPGG00000013733	Calidris_pygmaea
ENSCPUP00000025345	ENSCPUG00000017147	Calidris_pugnax
ENSMUNP00000005641	ENSMUNG00000004614	Melopsittacus_undulatus
ENSLCOP00000019305	ENSLCOG00000013657	Lepidothrix_coronata
ENSMVIP00005000759	ENSMVIG00005000590	Manacus_vitellinus
ENSJHYP00000021273	ENSJHYG00000016099	Junco_hyemalis
ENSZALP00000001788	ENSZALG00000002164	Zonotrichia_albicollis
ENSSCAP00000010397	ENSSCAG00000007893	Serinus_canaria
ENSLSDP00000012205	ENSLSDG00000008904	Lonchura_striata_domestica
ENSTGUP00000005078	ENSTGUG00000004912	Taeniopygia_guttata
ENSCCEP00000017287	ENSCCEG00000016044	Cyanistes_caeruleus
ENSPMJP00000002523	ENSPMJG00000002140	Parus_major
ENSFALP00000011285	ENSFALG00000010817	Ficedula_albicollis
ENSCJPP00005018918	ENSCJPG00005015362	Coturnix_japonica
ENSMGAP00000000939	ENSMGAG00000001453	Meleagris_gallopavo
ENSGALP00000019755	ENSGALG00000012109	Gallus_gallus
ENSNMEP00000009630	ENSNMEG00000009276	Numida_meleagris
ENSAOWP00000020391	ENSAOWG00000013802	Apteryx_owenii
ENSARWP00000027320	ENSARWG00000018462	Apteryx_rowi
ENSAHAP00000000077	ENSAHAG00000000099	Apteryx_haastii
ENSDNVP00000013826	ENSDNVG00000009752	Dromaius_novaehollandiae
ENSABRP00000021042	ENSABRG00000017863	Anser_brachyrhynchus
ENSAPLP00000005841	ENSAPLG00000006196	Anas_platyrhynchos_platyrhynchos
ENSNPEP00000009924	ENSNPEG00000007443	Nothoprocta_perdicaria
ENSCPRP00005009439	ENSCPRG00005006702	Crocodylus_porosus
ENSGAGP00000000333	ENSGAGG00000000285	Gopherus_agassizii
ENSCABP00000017062	ENSCABG00000012678	Chelonoidis_abingdonii
ENSCPBP00000008550	ENSCPBG00000006652	Chrysemys_picta_bellii
ENSPSIP00000015766	ENSPSIG00000014035	Pelodiscus_sinensis
ENSPVIP00000014093	ENSPVIG00000010889	Pogona_vitticeps
ENSACAP00000002521	ENSACAG00000002574	Anolis_carolinensis
ENSNSUP00000016406	ENSNSUG00000012110	Notechis_scutatus
ENSSMRP00000001530	ENSSMRG00000001337	Salvator_merianae
ENSSPUP00000018479	ENSSPUG00000014264	Sphenodon_punctatus
ENSXETP00000029179	ENSXETG00000007842	Xenopus_tropicalis
ENSLACP00000018988	ENSLACG00000016705	Latimeria_chalumnae
ENSCHAP00000050982	ENSCHAG00000023358	Clupea_harengus
ENSDCDP00000011593	ENSDCDG00000006102	Denticeps_clupeoides
ENSIPUP00000019196	ENSIPUG00000012938	Ictalurus_punctatus
ENSEEEP00000000985	ENSEEEG00000000668	Electrophorus_electricus
ENSAMXP00005045065	ENSAMXG00005020895	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000014709	ENSAMXG00000014287	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000032205	ENSPNAG00000020059	Pygocentrus_nattereri
ENSDARP00000024129	ENSDARG00000013931	Danio_rerio
ENSORLP00000012358	ENSORLG00000009848	Oryzias_latipes_ASM223467v1
ENSORLP00015023387	ENSORLG00015003358	Oryzias_latipes_ASM223469v1
ENSORLP00020004475	ENSORLG00020001039	Oryzias_latipes_ASM223471v1
ENSOMEP00000003018	ENSOMEG00000003931	Oryzias_melastigma
ENSKMAP00000014779	ENSKMAG00000011080	Kryptolebias_marmoratus
ENSCSEP00000022543	ENSCSEG00000014358	Cynoglossus_semilaevis
ENSMALP00000017058	ENSMALG00000011934	Monopterus_albus
ENSMAMP00000030242	ENSMAMG00000020390	Mastacembelus_armatus
ENSBSLP00000044568	ENSBSLG00000021132	Betta_splendens
ENSCGOP00000005910	ENSCGOG00000002728	Cottoperca_gobio
ENSGACP00000021138	ENSGACG00000016009	Gasterosteus_aculeatus
ENSLBEP00000002740	ENSLBEG00000002143	Labrus_bergylta
ENSTNIP00000016809	ENSTNIG00000013807	Tetraodon_nigroviridis
ENSLCRP00005013207	ENSLCRG00005005744	Larimichthys_crocea
ENSMMOP00000021056	ENSMMOG00000016014	Mola_mola
ENSSDUP00000028553	ENSSDUG00000020604	Seriola_dumerili
ENSSLDP00000033536	ENSSLDG00000025653	Seriola_lalandi_dorsalis
ENSSMAP00000003850	ENSSMAG00000002377	Scophthalmus_maximus
ENSLCAP00010009891	ENSLCAG00010004753	Lates_calcarifer
ENSAPEP00000010915	ENSAPEG00000007816	Amphiprion_percula
ENSAOCP00000024286	ENSAOCG00000011010	Amphiprion_ocellaris
ENSAPOP00000027058	ENSAPOG00000011373	Acanthochromis_polyacanthus
ENSSPAP00000006611	ENSSPAG00000005083	Stegastes_partitus
ENSPRNP00000004551	ENSPRNG00000002556	Parambassis_ranga
ENSXMAP00000014234	ENSXMAG00000014190	Xiphophorus_maculatus
ENSXCOP00000015541	ENSXCOG00000011750	Xiphophorus_couchianus
ENSGAFP00000003418	ENSGAFG00000002329	Gambusia_affinis
ENSPFOP00000017222	ENSPFOG00000017134	Poecilia_formosa
ENSPLAP00000023845	ENSPLAG00000009551	Poecilia_latipinna
ENSPMEP00000008607	ENSPMEG00000010393	Poecilia_mexicana
ENSPREP00000020300	ENSPREG00000013722	Poecilia_reticulata
ENSCVAP00000016574	ENSCVAG00000019573	Cyprinodon_variegatus
ENSFHEP00000033430	ENSFHEG00000020507	Fundulus_heteroclitus
ENSHBUP00000014898	ENSHBUG00000016804	Haplochromis_burtoni
ENSPNYP00000023948	ENSPNYG00000018073	Pundamilia_nyererei
ENSACLP00000011586	ENSACLG00000007918	Astatotilapia_calliptera
ENSMZEP00005015978	ENSMZEG00005011988	Maylandia_zebra
ENSNBRP00000009244	ENSNBRG00000007198	Neolamprologus_brichardi
ENSONIP00000006973	ENSONIG00000005547	Oreochromis_niloticus
ENSACIP00000007215	ENSACIG00000005650	Amphilophus_citrinellus
ENSGWIP00000007550	ENSGWIG00000004141	Gouania_willdenowi
ENSPMGP00000000202	ENSPMGG00000000207	Periophthalmus_magnuspinnatus
ENSHCOP00000025133	ENSHCOG00000015089	Hippocampus_comes
ENSGMOP00000013155	ENSGMOG00000012291	Gadus_morhua
ENSELUP00000024483	ENSELUG00000023267	Esox_lucius
ENSHHUP00000014682	ENSHHUG00000009090	Hucho_hucho
ENSATEP00000032702	ENSATEG00000022520	Anabas_testudineus
ENSTRUP00000057591	ENSTRUG00000006300	Takifugu_rubripes
ENSHHUP00000021517	ENSHHUG00000013310	Hucho_hucho
ENSHHUP00000020312	ENSHHUG00000012480	Hucho_hucho
ENSSFOP00015000789	ENSSFOG00015000568	Scleropages_formosus
ENSPKIP00000007765	ENSPKIG00000023537	Paramormyrops_kingsleyae
ENSSFOP00015034954	ENSSFOG00015022250	Scleropages_formosus
ENSLOCP00000005411	ENSLOCG00000004520	Lepisosteus_oculatus
ENSECRP00000006552	ENSECRG00000004359	Erpetoichthys_calabaricus
ENSCMIP00000043578	ENSCMIG00000018018	Callorhinchus_milii
ENSEBUP00000000760	ENSEBUG00000000825	Eptatretus_burgeri
ENSCSAVP00000010934	ENSCSAVG00000006405	Ciona_savignyi
ENSCINP00000006766	ENSCING00000003291	Ciona_intestinalis
