ENSPKIP00000013005	ENSPKIG00000000593	Paramormyrops_kingsleyae	ENSPKIT00000037415
ENSSFOP00015032174	ENSSFOG00015020594	Scleropages_formosus
ENSDCDP00000015827	ENSDCDG00000012882	Denticeps_clupeoides
ENSCHAP00000035182	ENSCHAG00000016703	Clupea_harengus
ENSAMXP00000047733	ENSAMXG00000040447	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005029547	ENSAMXG00005014610	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000032148	ENSPNAG00000019933	Pygocentrus_nattereri
ENSEEEP00000017821	ENSEEEG00000008797	Electrophorus_electricus
ENSIPUP00000033210	ENSIPUG00000022325	Ictalurus_punctatus
ENSDARP00000129013	ENSDARG00000091101	Danio_rerio
ENSCVAP00000016297	ENSCVAG00000019245	Cyprinodon_variegatus
ENSFHEP00000013241	ENSFHEG00000014886	Fundulus_heteroclitus
ENSPFOP00000004245	ENSPFOG00000004356	Poecilia_formosa
ENSPLAP00000020852	ENSPLAG00000004227	Poecilia_latipinna
ENSPMEP00000021071	ENSPMEG00000000998	Poecilia_mexicana
ENSPREP00000012534	ENSPREG00000008406	Poecilia_reticulata
ENSXMAP00000030444	ENSXMAG00000004722	Xiphophorus_maculatus
ENSGAFP00000023318	ENSGAFG00000014782	Gambusia_affinis
ENSORLP00000009645	ENSORLG00000007702	Oryzias_latipes_ASM223467v1
ENSORLP00020028619	ENSORLG00020012210	Oryzias_latipes_ASM223471v1
ENSORLP00015001848	ENSORLG00015002572	Oryzias_latipes_ASM223469v1
ENSOMEP00000032723	ENSOMEG00000018365	Oryzias_melastigma
ENSGWIP00000013479	ENSGWIG00000007683	Gouania_willdenowi
ENSCSEP00000012761	ENSCSEG00000008220	Cynoglossus_semilaevis
ENSTRUP00000057503	ENSTRUG00000020508	Takifugu_rubripes
ENSLCAP00010027875	ENSLCAG00010013105	Lates_calcarifer
ENSLCAP00010027870	ENSLCAG00010013103	Lates_calcarifer
ENSSMAP00000030400	ENSSMAG00000018570	Scophthalmus_maximus
ENSMALP00000024680	ENSMALG00000017061	Monopterus_albus
ENSMAMP00000011231	ENSMAMG00000007417	Mastacembelus_armatus
ENSBSLP00000036755	ENSBSLG00000017956	Betta_splendens
ENSATEP00000004930	ENSATEG00000003342	Anabas_testudineus
ENSMZEP00005034926	ENSMZEG00005026124	Maylandia_zebra
ENSACLP00000033416	ENSACLG00000022663	Astatotilapia_calliptera
ENSPNYP00000009451	ENSPNYG00000007074	Pundamilia_nyererei
ENSHBUP00000031541	ENSHBUG00000017272	Haplochromis_burtoni
ENSNBRP00000022443	ENSNBRG00000017142	Neolamprologus_brichardi
ENSONIP00000017434	ENSONIG00000013867	Oreochromis_niloticus
ENSACIP00000001845	ENSACIG00000001374	Amphilophus_citrinellus
ENSAOCP00000019441	ENSAOCG00000002845	Amphiprion_ocellaris
ENSAPEP00000022650	ENSAPEG00000016144	Amphiprion_percula
ENSAPOP00000010723	ENSAPOG00000013375	Acanthochromis_polyacanthus
ENSSPAP00000002521	ENSSPAG00000001848	Stegastes_partitus
ENSPRNP00000001527	ENSPRNG00000001008	Parambassis_ranga
ENSPRNP00000001576	ENSPRNG00000001032	Parambassis_ranga
ENSSLDP00000019522	ENSSLDG00000015314	Seriola_lalandi_dorsalis
ENSSDUP00000011327	ENSSDUG00000008209	Seriola_dumerili
ENSGACP00000002910	ENSGACG00000002234	Gasterosteus_aculeatus
ENSCGOP00000008127	ENSCGOG00000004081	Cottoperca_gobio
ENSMMOP00000017585	ENSMMOG00000013225	Mola_mola
ENSLCRP00005065748	ENSLCRG00005023952	Larimichthys_crocea
ENSLBEP00000016616	ENSLBEG00000012741	Labrus_bergylta
ENSPMGP00000029774	ENSPMGG00000023956	Periophthalmus_magnuspinnatus
ENSGMOP00000012867	ENSGMOG00000012026	Gadus_morhua
ENSHHUP00000048247	ENSHHUG00000029263	Hucho_hucho
ENSELUP00000030624	ENSELUG00000007901	Esox_lucius
ENSLOCP00000006843	ENSLOCG00000005668	Lepisosteus_oculatus
ENSECRP00000022347	ENSECRG00000015113	Erpetoichthys_calabaricus
ENSPVIP00000027259	ENSPVIG00000020269	Pogona_vitticeps
ENSACAP00000005218	ENSACAG00000005346	Anolis_carolinensis
ENSNSUP00000027732	ENSNSUG00000019815	Notechis_scutatus
ENSSMRP00000020719	ENSSMRG00000016117	Salvator_merianae
ENSSPUP00000021061	ENSSPUG00000016203	Sphenodon_punctatus
ENSABRP00000013999	ENSABRG00000012434	Anser_brachyrhynchus
ENSAPLP00000026494	ENSAPLG00000005402	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000005699	ENSMGAG00000005764	Meleagris_gallopavo
ENSGALP00000006574	ENSGALG00000004141	Gallus_gallus
ENSCJPP00005005313	ENSCJPG00005005122	Coturnix_japonica
ENSNMEP00000013024	ENSNMEG00000011935	Numida_meleagris
ENSMUNP00000011570	ENSMUNG00000009100	Melopsittacus_undulatus
ENSLCOP00000013347	ENSLCOG00000009624	Lepidothrix_coronata
ENSMVIP00005011776	ENSMVIG00005008625	Manacus_vitellinus
ENSTGUP00000001212	ENSTGUG00000001176	Taeniopygia_guttata
ENSSCAP00000009058	ENSSCAG00000006894	Serinus_canaria
ENSFALP00000000517	ENSFALG00000000503	Ficedula_albicollis
ENSCCEP00000018305	ENSCCEG00000016802	Cyanistes_caeruleus
ENSPMJP00000000690	ENSPMJG00000000603	Parus_major
ENSJHYP00000000392	ENSJHYG00000000368	Junco_hyemalis
ENSZALP00000020340	ENSZALG00000016016	Zonotrichia_albicollis
ENSLSDP00000004156	ENSLSDG00000003245	Lonchura_striata_domestica
ENSLSDP00000000830	ENSLSDG00000000668	Lonchura_striata_domestica
ENSCCEP00000006177	ENSCCEG00000006659	Cyanistes_caeruleus
ENSCPGP00000025851	ENSCPGG00000017822	Calidris_pygmaea
ENSCPUP00000023978	ENSCPUG00000016256	Calidris_pugnax
ENSAHAP00000014198	ENSAHAG00000010215	Apteryx_haastii
ENSARWP00000016099	ENSARWG00000011107	Apteryx_rowi
ENSAOWP00000015815	ENSAOWG00000010762	Apteryx_owenii
ENSDNVP00000012182	ENSDNVG00000008590	Dromaius_novaehollandiae
ENSNPEP00000014084	ENSNPEG00000010529	Nothoprocta_perdicaria
ENSCPRP00005023875	ENSCPRG00005016562	Crocodylus_porosus
ENSGAGP00000006634	ENSGAGG00000005359	Gopherus_agassizii
ENSCABP00000002533	ENSCABG00000001971	Chelonoidis_abingdonii
ENSCPBP00000000509	ENSCPBG00000000419	Chrysemys_picta_bellii
ENSXETP00000033987	ENSXETG00000015644	Xenopus_tropicalis
ENSCMIP00000038136	ENSCMIG00000016027	Callorhinchus_milii
ENSLACP00000018223	ENSLACG00000016052	Latimeria_chalumnae
ENSPMAP00000004825	ENSPMAG00000004351	Petromyzon_marinus
ENSCSAVP00000005960	ENSCSAVG00000003551	Ciona_savignyi
