ENSOARP00000010435	ENSOARG00000009730	Ovis_aries
ENSRNOP00000072706	ENSRNOG00000038095	Rattus_norvegicus
ENSVVUP00000012095	ENSVVUG00000008936	Vulpes_vulpes
ENSECAP00000009250	ENSECAG00000010606	Equus_caballus
MGP_PahariEiJ_P0068663	MGP_PahariEiJ_G0026440	Mus_pahari_strain_PAHARI_EIJ
ENSTSYP00000034252	ENSTSYG00000001058	Carlito_syrichta
ENSBTAP00000054546	ENSBTAG00000046395	Bos_taurus
ENSSBOP00000028796	ENSSBOG00000030756	Saimiri_boliviensis_boliviensis
ENSMNEP00000045028	ENSMNEG00000045062	Macaca_nemestrina
ENSNLEP00000042821	ENSNLEG00000036082	Nomascus_leucogenys
ENSAMEP00000020894	ENSAMEG00000019842	Ailuropoda_melanoleuca
ENSCHIP00000030180	ENSCHIG00000025044	Capra_hircus
MGP_CAROLIEiJ_P0057707	MGP_CAROLIEiJ_G0024999	Mus_caroli_strain_CAROLI_EIJ
ENSMICP00000044736	ENSMICG00000046020	Microcebus_murinus
ENSTGEP00000029418	ENSTGEG00000023661	Theropithecus_gelada
ENSMODP00000012489	ENSMODG00000009974	Monodelphis_domestica
ENSBMUP00000017939	ENSBMUG00000013574	Bos_mutus
ENSMSIP00000013015	ENSMSIG00000011250	Mus_spicilegus
ENSMOCP00000008188	ENSMOCG00000008131	Microtus_ochrogaster	ENSMOCT00000010474
ENSFDAP00000005432	ENSFDAG00000014449	Fukomys_damarensis
ENSDORP00000020817	ENSDORG00000026608	Dipodomys_ordii
ENSPSMP00000031587	ENSPSMG00000021912	Prolemur_simus
ENSMLUP00000021364	ENSMLUG00000026586	Myotis_lucifugus
ENSRBIP00000038667	ENSRBIG00000042832	Rhinopithecus_bieti
ENSOGAP00000009274	ENSOGAG00000010367	Otolemur_garnettii
ENSAMEP00000004854	ENSAMEG00000004615	Ailuropoda_melanoleuca
ENSCGRP00000014004	ENSCGRG00000010144	Cricetulus_griseus_CriGri_1.0
ENSMPUP00000018866	ENSMPUG00000018986	Mustela_putorius_furo
ENSPPRP00000024169	ENSPPRG00000014387	Panthera_pardus
ENSHGLP00000010102	ENSHGLG00000007245	Heterocephalus_glaber_HetGla_female_1.0
ENSMAUP00000016071	ENSMAUG00000015333	Mesocricetus_auratus
ENSSTOP00000024344	ENSSTOG00000033458	Ictidomys_tridecemlineatus
ENSNVIP00000028521	ENSNVIG00000021999	Neovison_vison
ENSUMAP00000005885	ENSUMAG00000004657	Ursus_maritimus
ENSSSCP00000022797	ENSSSCG00000030606	Sus_scrofa_strain_reference
ENSCATP00000015133	ENSCATG00000031543	Cercocebus_atys
ENSBBBP00000027101	ENSBBBG00000000378	Bison_bison_bison
ENSMMMP00000025786	ENSMMMG00000022606	Marmota_marmota_marmota
ENSEASP00005010898	ENSEASG00005007689	Equus_asinus_asinus
ENSEASP00005029157	ENSEASG00005019856	Equus_asinus_asinus
ENSCPOP00000028506	ENSCPOG00000037354	Cavia_porcellus
ENSCGRP00015012280	ENSCGRG00015009422	Cricetulus_griseus_CriGri-PICR
ENSCJAP00000033660	ENSCJAG00000031495	Callithrix_jacchus
ENSNGAP00000006043	ENSNGAG00000008813	Nannospalax_galili
ENSPTRP00000093726	ENSPTRG00000046000	Pan_troglodytes
ENSSDAP00000009173	ENSSDAG00000008353	Spermophilus_dauricus
ENSMFAP00000019747	ENSMFAG00000032877	Macaca_fascicularis
ENSJJAP00000020744	ENSJJAG00000021324	Jaculus_jaculus
ENSPCIP00000018062	ENSPCIG00000013822	Phascolarctos_cinereus
ENSPANP00000038302	ENSPANG00000009259	Papio_anubis
ENSPPAP00000012157	ENSPPAG00000029270	Pan_paniscus
