ENSPCIP00000000376	ENSPCIG00000000317	Phascolarctos_cinereus	ENSPCIT00000000489
ENSVURP00010017645	ENSVURG00010013472	Vombatus_ursinus	ENSVURT00010020032
ENSMEUP00000011700	ENSMEUG00000012838	Notamacropus_eugenii	ENSMEUT00000012865
ENSSHAP00000015298	ENSSHAG00000013043	Sarcophilus_harrisii	ENSSHAT00000015425
ENSMODP00000054765	ENSMODG00000040530	Monodelphis_domestica	ENSMODT00000052542
ENSCCNP00000026390	ENSCCNG00000025614	Castor_canadensis
ENSBIXP00000037710	ENSBIXG00000021339	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005017207	ENSBIXG00005020697	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000019675	ENSBTAG00000014790	Bos_taurus
ENSBMUP00000030621	ENSBMUG00000022889	Bos_mutus
ENSBBBP00000019449	ENSBBBG00000012799	Bison_bison_bison
ENSCHIP00000027501	ENSCHIG00000023404	Capra_hircus
ENSOARP00000003346	ENSOARG00000003148	Ovis_aries
ENSSSCP00000004419	ENSSSCG00000004090	Sus_scrofa_strain_reference
ENSTTRP00000013453	ENSTTRG00000014190	Tursiops_truncatus
ENSVPAP00000002814	ENSVPAG00000003041	Vicugna_pacos
ENSECAP00000019174	ENSECAG00000021762	Equus_caballus
ENSEASP00005027529	ENSEASG00005018742	Equus_asinus_asinus
ENSUMAP00000002526	ENSUMAG00000002240	Ursus_maritimus
ENSAMEP00000011667	ENSAMEG00000011098	Ailuropoda_melanoleuca
ENSMPUP00000010368	ENSMPUG00000010444	Mustela_putorius_furo
ENSNVIP00000008640	ENSNVIG00000006849	Neovison_vison
ENSPPRP00000017171	ENSPPRG00000009222	Panthera_pardus
ENSPTIP00000012024	ENSPTIG00000012254	Panthera_tigris_altaica
ENSFCAP00000050967	ENSFCAG00000040972	Felis_catus
ENSCHOP00000011057	ENSCHOG00000012489	Choloepus_hoffmanni
MGP_SPRETEiJ_P0023205	MGP_SPRETEiJ_G0015887	Mus_spretus_strain_SPRET/EiJ
ENSCAFP00000000611	ENSCAFG00000000422	Canis_lupus_familiaris
ENSCAFP00020018403	ENSCAFG00020014696	Canis_lupus_dingo
ENSVVUP00000008082	ENSVVUG00000006110	Vulpes_vulpes
ENSUAMP00000030038	ENSUAMG00000023085	Ursus_americanus
ENSPVAP00000012442	ENSPVAG00000013191	Pteropus_vampyrus
ENSDNOP00000018519	ENSDNOG00000047729	Dasypus_novemcinctus
ENSEEUP00000007363	ENSEEUG00000008075	Erinaceus_europaeus
ENSMLUP00000001206	ENSMLUG00000001314	Myotis_lucifugus
ENSETEP00000013177	ENSETEG00000016256	Echinops_telfairi
ENSOANP00000005279	ENSOANG00000003326	Ornithorhynchus_anatinus
ENSARWP00000003087	ENSARWG00000002320	Apteryx_rowi
ENSAHAP00000016473	ENSAHAG00000011754	Apteryx_haastii
ENSAOWP00000007015	ENSAOWG00000004826	Apteryx_owenii
ENSDNVP00000008079	ENSDNVG00000005750	Dromaius_novaehollandiae
ENSNPEP00000020977	ENSNPEG00000015575	Nothoprocta_perdicaria
ENSABRP00000009937	ENSABRG00000008902	Anser_brachyrhynchus
ENSAPLP00000011563	ENSAPLG00000011819	Anas_platyrhynchos_platyrhynchos
ENSGALP00000021121	ENSGALG00000012966	Gallus_gallus
ENSMGAP00000013355	ENSMGAG00000012677	Meleagris_gallopavo
ENSCJPP00005008401	ENSCJPG00005007510	Coturnix_japonica
ENSNMEP00000025482	ENSNMEG00000021567	Numida_meleagris
ENSCPGP00000027621	ENSCPGG00000019048	Calidris_pygmaea
ENSCPUP00000021002	ENSCPUG00000014365	Calidris_pugnax
ENSMUNP00000006949	ENSMUNG00000005591	Melopsittacus_undulatus
ENSLCOP00000018649	ENSLCOG00000013196	Lepidothrix_coronata
ENSMVIP00005023474	ENSMVIG00005016473	Manacus_vitellinus
ENSLSDP00000020447	ENSLSDG00000014480	Lonchura_striata_domestica
ENSTGUP00000011625	ENSTGUG00000011276	Taeniopygia_guttata
ENSSCAP00000015872	ENSSCAG00000011626	Serinus_canaria
ENSJHYP00000012355	ENSJHYG00000009660	Junco_hyemalis
ENSZALP00000012830	ENSZALG00000010712	Zonotrichia_albicollis
ENSFALP00000012795	ENSFALG00000012253	Ficedula_albicollis
ENSPMJP00000011741	ENSPMJG00000009064	Parus_major
ENSCCEP00000013636	ENSCCEG00000013081	Cyanistes_caeruleus
ENSCPRP00005026220	ENSCPRG00005018192	Crocodylus_porosus
ENSGAGP00000017932	ENSGAGG00000013300	Gopherus_agassizii
ENSCABP00000016135	ENSCABG00000012021	Chelonoidis_abingdonii
ENSCPBP00000023141	ENSCPBG00000016532	Chrysemys_picta_bellii
ENSPSIP00000020626	ENSPSIG00000018246	Pelodiscus_sinensis
ENSPVIP00000016616	ENSPVIG00000012840	Pogona_vitticeps
ENSACAP00000006169	ENSACAG00000006317	Anolis_carolinensis
ENSNSUP00000015614	ENSNSUG00000011556	Notechis_scutatus
ENSSMRP00000029429	ENSSMRG00000022626	Salvator_merianae
ENSSPUP00000007752	ENSSPUG00000006004	Sphenodon_punctatus
ENSXETP00000047293	ENSXETG00000020761	Xenopus_tropicalis
ENSLACP00000008437	ENSLACG00000007469	Latimeria_chalumnae
ENSAMXP00005055699	ENSAMXG00005024791	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000046044	ENSAMXG00000039547	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000000876	ENSPNAG00000007788	Pygocentrus_nattereri
ENSEEEP00000001357	ENSEEEG00000000900	Electrophorus_electricus
ENSDARP00000064654	ENSDARG00000044038	Danio_rerio
ENSLCAP00010013578	ENSLCAG00010006457	Lates_calcarifer
ENSPKIP00000034994	ENSPKIG00000014122	Paramormyrops_kingsleyae
ENSPKIP00000041721	ENSPKIG00000018172	Paramormyrops_kingsleyae
ENSAOCP00000011174	ENSAOCG00000015452	Amphiprion_ocellaris
ENSAOCP00000011198	ENSAOCG00000015463	Amphiprion_ocellaris
ENSCSEP00000028372	ENSCSEG00000018151	Cynoglossus_semilaevis
ENSPMGP00000023694	ENSPMGG00000019164	Periophthalmus_magnuspinnatus
ENSTRUP00000046674	ENSTRUG00000018234	Takifugu_rubripes
ENSTNIP00000015230	ENSTNIG00000012263	Tetraodon_nigroviridis
ENSLCRP00005021112	ENSLCRG00005008592	Larimichthys_crocea
ENSLBEP00000025142	ENSLBEG00000019211	Labrus_bergylta
ENSGACP00000011463	ENSGACG00000008691	Gasterosteus_aculeatus
ENSATEP00000017841	ENSATEG00000012415	Anabas_testudineus
ENSMALP00000003253	ENSMALG00000002397	Monopterus_albus
ENSCGOP00000016396	ENSCGOG00000007874	Cottoperca_gobio
ENSMAMP00000026572	ENSMAMG00000017853	Mastacembelus_armatus
ENSSMAP00000026479	ENSSMAG00000016194	Scophthalmus_maximus
ENSSDUP00000026306	ENSSDUG00000019081	Seriola_dumerili
ENSSLDP00000011591	ENSSLDG00000009220	Seriola_lalandi_dorsalis
ENSBSLP00000053490	ENSBSLG00000025174	Betta_splendens
ENSAPOP00000006690	ENSAPOG00000008546	Acanthochromis_polyacanthus
ENSSPAP00000005483	ENSSPAG00000004259	Stegastes_partitus
ENSAPEP00000023109	ENSAPEG00000016458	Amphiprion_percula
ENSPRNP00000037369	ENSPRNG00000018630	Parambassis_ranga
ENSMZEP00005023848	ENSMZEG00005017843	Maylandia_zebra
ENSNBRP00000024001	ENSNBRG00000018368	Neolamprologus_brichardi
ENSHBUP00000007031	ENSHBUG00000008481	Haplochromis_burtoni
ENSACLP00000028332	ENSACLG00000019230	Astatotilapia_calliptera
ENSPNYP00000015292	ENSPNYG00000011592	Pundamilia_nyererei
ENSONIP00000016807	ENSONIG00000013371	Oreochromis_niloticus
ENSACIP00000009912	ENSACIG00000007772	Amphilophus_citrinellus
ENSCVAP00000008724	ENSCVAG00000010571	Cyprinodon_variegatus
ENSFHEP00000021306	ENSFHEG00000000951	Fundulus_heteroclitus
ENSPMEP00000029930	ENSPMEG00000016020	Poecilia_mexicana
ENSPFOP00000019720	ENSPFOG00000019596	Poecilia_formosa
ENSPLAP00000017715	ENSPLAG00000022175	Poecilia_latipinna
ENSPREP00000005836	ENSPREG00000004055	Poecilia_reticulata
ENSXMAP00000027233	ENSXMAG00000025504	Xiphophorus_maculatus
ENSGAFP00000018156	ENSGAFG00000012285	Gambusia_affinis
ENSKMAP00000012677	ENSKMAG00000009506	Kryptolebias_marmoratus
ENSORLP00015004494	ENSORLG00015005246	Oryzias_latipes_ASM223469v1
ENSORLP00020009383	ENSORLG00020010276	Oryzias_latipes_ASM223471v1
ENSORLP00000018142	ENSORLG00000014474	Oryzias_latipes_ASM223467v1
ENSOMEP00000008759	ENSOMEG00000009937	Oryzias_melastigma
ENSGWIP00000055809	ENSGWIG00000026511	Gouania_willdenowi
ENSGMOP00000008033	ENSGMOG00000007509	Gadus_morhua
ENSHHUP00000007392	ENSHHUG00000004552	Hucho_hucho
ENSHHUP00000007564	ENSHHUG00000004663	Hucho_hucho
ENSELUP00000017804	ENSELUG00000000662	Esox_lucius
ENSDCDP00000057735	ENSDCDG00000033665	Denticeps_clupeoides
ENSCHAP00000008489	ENSCHAG00000005154	Clupea_harengus
ENSAMXP00000032006	ENSAMXG00000032501	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005039167	ENSAMXG00005018507	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000026216	ENSPNAG00000001760	Pygocentrus_nattereri
ENSEEEP00000028326	ENSEEEG00000013616	Electrophorus_electricus
ENSIPUP00000028728	ENSIPUG00000019462	Ictalurus_punctatus
ENSDARP00000072556	ENSDARG00000028086	Danio_rerio
ENSXCOP00000005675	ENSXCOG00000004415	Xiphophorus_couchianus
ENSHCOP00000024788	ENSHCOG00000014426	Hippocampus_comes
ENSMMOP00000021189	ENSMMOG00000016118	Mola_mola
ENSCHAP00000016087	ENSCHAG00000008565	Clupea_harengus
ENSSFOP00015025362	ENSSFOG00015016319	Scleropages_formosus
ENSSFOP00015019549	ENSSFOG00015012566	Scleropages_formosus
ENSLOCP00000020108	ENSLOCG00000016295	Lepisosteus_oculatus
ENSECRP00000003810	ENSECRG00000002618	Erpetoichthys_calabaricus
ENSEASP00005029945	ENSEASG00005020367	Equus_asinus_asinus
ENSOARP00000003959	ENSOARG00000003710	Ovis_aries
ENSDARP00000012567	ENSDARG00000008333	Danio_rerio
ENSMSIP00000008846	ENSMSIG00000007863	Mus_spicilegus
ENSCMIP00000013856	ENSCMIG00000006914	Callorhinchus_milii
ENSEBUP00000004746	ENSEBUG00000003307	Eptatretus_burgeri
ENSPMAP00000009405	ENSPMAG00000008544	Petromyzon_marinus
