ENSCHOP00000001121	ENSCHOG00000001269	Choloepus_hoffmanni
ENSUPAP00010001526	ENSUPAG00010001315	Urocitellus_parryii
ENSUPAP00010001734	ENSUPAG00010001479	Urocitellus_parryii
ENSMMMP00000014414	ENSMMMG00000012846	Marmota_marmota_marmota
ENSSTOP00000027178	ENSSTOG00000025647	Ictidomys_tridecemlineatus
ENSSDAP00000016400	ENSSDAG00000014637	Spermophilus_dauricus
ENSMMMP00000014734	ENSMMMG00000013119	Marmota_marmota_marmota
ENSCAPP00000011397	ENSCAPG00000012479	Cavia_aperea	ENSCAPT00000015140
ENSCPOP00000023367	ENSCPOG00000034667	Cavia_porcellus	ENSCPOT00000044431
ENSCPOP00000021001	ENSCPOG00000031812	Cavia_porcellus	ENSCPOT00000021734
ENSCPOP00000002750	ENSCPOG00000003036	Cavia_porcellus	ENSCPOT00000003076
ENSCPOP00000002751	ENSCPOG00000024162	Cavia_porcellus	ENSCPOT00000003077
ENSCPOP00000029391	ENSCPOG00000034234	Cavia_porcellus	ENSCPOT00000038052
ENSCAPP00000007340	ENSCAPG00000009289	Cavia_aperea	ENSCAPT00000011031
ENSCLAP00000000765	ENSCLAG00000000602	Chinchilla_lanigera	ENSCLAT00000000802
ENSODEP00000000051	ENSODEG00000000044	Octodon_degus	ENSODET00000000054
ENSHGLP00000018791	ENSHGLG00000013462	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024002	ENSHGLG00100017629	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100025874	ENSHGLG00100018976	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000006440	ENSFDAG00000015204	Fukomys_damarensis
ENSFDAP00000014572	ENSFDAG00000001886	Fukomys_damarensis
ENSHGLP00100017143	ENSHGLG00100012641	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000025477	ENSHGLG00000018150	Heterocephalus_glaber_HetGla_female_1.0
ENSCLAP00000000460	ENSCLAG00000000378	Chinchilla_lanigera
ENSODEP00000000066	ENSODEG00000000060	Octodon_degus
ENSDORP00000006863	ENSDORG00000007318	Dipodomys_ordii
ENSDORP00000006950	ENSDORG00000007410	Dipodomys_ordii
ENSCCNP00000003062	ENSCCNG00000002841	Castor_canadensis
ENSCGRP00001000709	ENSCGRG00001000562	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000023723	ENSCGRG00000017189	Cricetulus_griseus_CriGri_1.0
ENSMUSP00000066897	ENSMUSG00000030378	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0080793	MGP_SPRETEiJ_G0030291	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000018409	ENSMSIG00000015676	Mus_spicilegus
MGP_CAROLIEiJ_P0077487	MGP_CAROLIEiJ_G0029212	Mus_caroli_strain_CAROLI_EIJ
ENSMOCP00000007692	ENSMOCG00000007540	Microtus_ochrogaster
ENSMOCP00000003217	ENSMOCG00000002562	Microtus_ochrogaster
ENSCGRP00001016614	ENSCGRG00001016892	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015022353	ENSCGRG00015017025	Cricetulus_griseus_CriGri-PICR
ENSCGRP00015022335	ENSCGRG00015016972	Cricetulus_griseus_CriGri-PICR
ENSCGRP00015022255	ENSCGRG00015016831	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001010739	ENSCGRG00001012543	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000010632	ENSCGRG00000007801	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015022383	ENSCGRG00015017037	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000001304	ENSMAUG00000000964	Mesocricetus_auratus
ENSCGRP00000024741	ENSCGRG00000017926	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001003189	ENSCGRG00001003796	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015010104	ENSCGRG00015007745	Cricetulus_griseus_CriGri-PICR
ENSCGRP00015010127	ENSCGRG00015007817	Cricetulus_griseus_CriGri-PICR
ENSCGRP00015010157	ENSCGRG00015007836	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001019122	ENSCGRG00001018655	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000001958	ENSCGRG00000001460	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015010186	ENSCGRG00015007850	Cricetulus_griseus_CriGri-PICR
ENSPEMP00000034912	ENSPEMG00000030289	Peromyscus_maniculatus_bairdii
ENSPEMP00000029685	ENSPEMG00000031213	Peromyscus_maniculatus_bairdii
ENSPEMP00000031911	ENSPEMG00000027482	Peromyscus_maniculatus_bairdii
ENSPEMP00000030443	ENSPEMG00000029832	Peromyscus_maniculatus_bairdii
ENSPEMP00000022078	ENSPEMG00000029272	Peromyscus_maniculatus_bairdii
ENSPEMP00000036426	ENSPEMG00000025941	Peromyscus_maniculatus_bairdii
ENSPEMP00000022744	ENSPEMG00000020017	Peromyscus_maniculatus_bairdii
ENSPEMP00000032580	ENSPEMG00000027191	Peromyscus_maniculatus_bairdii
ENSPEMP00000028939	ENSPEMG00000025024	Peromyscus_maniculatus_bairdii
ENSPEMP00000031420	ENSPEMG00000029263	Peromyscus_maniculatus_bairdii
ENSPEMP00000010202	ENSPEMG00000011258	Peromyscus_maniculatus_bairdii
ENSPEMP00000035077	ENSPEMG00000025275	Peromyscus_maniculatus_bairdii
ENSPEMP00000037182	ENSPEMG00000024445	Peromyscus_maniculatus_bairdii
ENSPEMP00000029357	ENSPEMG00000025915	Peromyscus_maniculatus_bairdii
ENSPEMP00000000706	ENSPEMG00000026522	Peromyscus_maniculatus_bairdii
ENSPEMP00000036634	ENSPEMG00000030918	Peromyscus_maniculatus_bairdii
ENSPEMP00000030268	ENSPEMG00000026357	Peromyscus_maniculatus_bairdii
ENSPEMP00000029277	ENSPEMG00000026160	Peromyscus_maniculatus_bairdii
ENSMUSP00000104165	ENSMUSG00000078799	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000005095	ENSMSIG00000004637	Mus_spicilegus
ENSMUSP00000104162	ENSMUSG00000078798	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000083317	ENSMUSG00000070811	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000130490	ENSMUSG00000074377	Mus_musculus_strain_reference_(CL57BL6)
ENSMUSP00000096407	ENSMUSG00000074375	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000006700	ENSMSIG00000005979	Mus_spicilegus
MGP_SPRETEiJ_P0080787	MGP_SPRETEiJ_G0030288	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000075884	ENSMUSG00000070810	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000032055	ENSMSIG00000026847	Mus_spicilegus
MGP_SPRETEiJ_P0080789	MGP_SPRETEiJ_G0030289	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0077484	MGP_CAROLIEiJ_G0029210	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000071849	ENSRNOG00000047986	Rattus_norvegicus
ENSMUSP00000104164	ENSMUSG00000094156	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0077489	MGP_CAROLIEiJ_G0029213	Mus_caroli_strain_CAROLI_EIJ
ENSMUGP00000004819	ENSMUGG00000004446	Meriones_unguiculatus
ENSNGAP00000014872	ENSNGAG00000016067	Nannospalax_galili
ENSJJAP00000007466	ENSJJAG00000011866	Jaculus_jaculus
ENSTBEP00000014602	ENSTBEG00000016792	Tupaia_belangeri
ENSECAP00000048729	ENSECAG00000010649	Equus_caballus
ENSECAP00000018318	ENSECAG00000020744	Equus_caballus
ENSEASP00005005922	ENSEASG00005004360	Equus_asinus_asinus
ENSECAP00000037232	ENSECAG00000029321	Equus_caballus
ENSECAP00000005966	ENSECAG00000007898	Equus_caballus
ENSEASP00005005943	ENSEASG00005004378	Equus_asinus_asinus
ENSEASP00005005950	ENSEASG00005004386	Equus_asinus_asinus
ENSEASP00005005959	ENSEASG00005004396	Equus_asinus_asinus
ENSPVAP00000000009	ENSPVAG00000000009	Pteropus_vampyrus
ENSMLUP00000014717	ENSMLUG00000016154	Myotis_lucifugus
ENSBIXP00005042176	ENSBIXG00005025492	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000034747	ENSBIXG00000007473	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000031863	ENSBTAG00000039971	Bos_taurus
ENSBMUP00000022821	ENSBMUG00000017155	Bos_mutus
ENSBBBP00000002447	ENSBBBG00000011565	Bison_bison_bison
ENSCHIP00000022398	ENSCHIG00000020372	Capra_hircus
ENSCHIP00000010627	ENSCHIG00000013073	Capra_hircus
ENSOARP00000012295	ENSOARG00000011468	Ovis_aries
ENSBMUP00000022859	ENSBMUG00000017176	Bos_mutus
ENSBBBP00000002461	ENSBBBG00000011573	Bison_bison_bison
ENSBTAP00000028234	ENSBTAG00000023419	Bos_taurus
ENSBMUP00000022812	ENSBMUG00000017144	Bos_mutus
ENSBBBP00000002435	ENSBBBG00000002119	Bison_bison_bison
ENSBBBP00000002348	ENSBBBG00000011528	Bison_bison_bison
ENSSSCP00000047878	ENSSSCG00000033207	Sus_scrofa_strain_reference
ENSVPAP00000007907	ENSVPAG00000008495	Vicugna_pacos
ENSEEUP00000000782	ENSEEUG00000000878	Erinaceus_europaeus
ENSEEUP00000005860	ENSEEUG00000006422	Erinaceus_europaeus
ENSEEUP00000000788	ENSEEUG00000000885	Erinaceus_europaeus
ENSSARP00000008529	ENSSARG00000009435	Sorex_araneus
ENSPPYP00000011388	ENSPPYG00000010184	Pongo_abelii
ENSMLUP00000014447	ENSMLUG00000015862	Myotis_lucifugus
ENSLAFP00000025900	ENSLAFG00000026535	Loxodonta_africana
ENSLAFP00000018467	ENSLAFG00000025981	Loxodonta_africana
ENSMLUP00000017640	ENSMLUG00000022738	Myotis_lucifugus
ENSMLUP00000018939	ENSMLUG00000027815	Myotis_lucifugus
ENSDNOP00000034964	ENSDNOG00000043488	Dasypus_novemcinctus
ENSDNOP00000035254	ENSDNOG00000049306	Dasypus_novemcinctus
ENSDNOP00000032285	ENSDNOG00000043915	Dasypus_novemcinctus
ENSDNOP00000017675	ENSDNOG00000034269	Dasypus_novemcinctus
ENSDNOP00000019605	ENSDNOG00000030914	Dasypus_novemcinctus
ENSDNOP00000029082	ENSDNOG00000034210	Dasypus_novemcinctus
ENSDNOP00000026211	ENSDNOG00000041649	Dasypus_novemcinctus
ENSDNOP00000021376	ENSDNOG00000038195	Dasypus_novemcinctus
ENSDNOP00000031757	ENSDNOG00000046698	Dasypus_novemcinctus
ENSDNOP00000033701	ENSDNOG00000039787	Dasypus_novemcinctus
ENSDNOP00000023718	ENSDNOG00000043874	Dasypus_novemcinctus
ENSCGRP00001014096	ENSCGRG00001015079	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015006174	ENSCGRG00015004794	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000014520	ENSCGRG00000010508	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015006199	ENSCGRG00015004817	Cricetulus_griseus_CriGri-PICR
ENSCGRP00015036262	ENSCGRG00015027178	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000014735	ENSCGRG00000010669	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015006194	ENSCGRG00015004803	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001012092	ENSCGRG00001013596	Cricetulus_griseus_CHOK1GS_HDv1
ENSMICP00000041310	ENSMICG00000045867	Microcebus_murinus
ENSPCIP00000009210	ENSPCIG00000007552	Phascolarctos_cinereus
ENSPCIP00000012681	ENSPCIG00000010092	Phascolarctos_cinereus
ENSVURP00010024987	ENSVURG00010019106	Vombatus_ursinus
ENSMEUP00000015091	ENSMEUG00000016507	Notamacropus_eugenii
ENSMODP00000027473	ENSMODG00000022835	Monodelphis_domestica
ENSMODP00000027475	ENSMODG00000020948	Monodelphis_domestica
ENSSHAP00000002579	ENSSHAG00000002284	Sarcophilus_harrisii
ENSPCIP00000031720	ENSPCIG00000023514	Phascolarctos_cinereus
