ENSLOCP00000022333	ENSLOCG00000018232	Lepisosteus_oculatus
ENSACLP00000026606	ENSACLG00000017999	Astatotilapia_calliptera
ENSHBUP00000018508	ENSHBUG00000020605	Haplochromis_burtoni
ENSNBRP00000000408	ENSNBRG00000000360	Neolamprologus_brichardi
ENSONIP00000024079	ENSONIG00000019131	Oreochromis_niloticus
ENSPNYP00000022825	ENSPNYG00000017233	Pundamilia_nyererei
ENSACIP00000019285	ENSACIG00000014997	Amphilophus_citrinellus
ENSAOCP00000018585	ENSAOCG00000023761	Amphiprion_ocellaris
ENSAPEP00000013367	ENSAPEG00000009525	Amphiprion_percula
ENSAPOP00000020012	ENSAPOG00000023550	Acanthochromis_polyacanthus
ENSSPAP00000009607	ENSSPAG00000007325	Stegastes_partitus
ENSLBEP00000026762	ENSLBEG00000020348	Labrus_bergylta
ENSMMOP00000012028	ENSMMOG00000009243	Mola_mola
ENSGACP00000013689	ENSGACG00000010361	Gasterosteus_aculeatus
ENSSMAP00000022570	ENSSMAG00000013762	Scophthalmus_maximus
ENSPRNP00000034987	ENSPRNG00000017563	Parambassis_ranga
ENSORLP00020026645	ENSORLG00020009213	Oryzias_latipes_ASM223471v1
ENSORLP00000024169	ENSORLG00000019416	Oryzias_latipes_ASM223467v1
ENSOMEP00000013814	ENSOMEG00000015266	Oryzias_melastigma
ENSGMOP00000012469	ENSGMOG00000011663	Gadus_morhua
ENSMALP00000006887	ENSMALG00000004891	Monopterus_albus
ENSMALP00000023191	ENSMALG00000016165	Monopterus_albus
ENSMAMP00000031219	ENSMAMG00000021015	Mastacembelus_armatus
ENSSLDP00000033199	ENSSLDG00000025417	Seriola_lalandi_dorsalis
ENSSDUP00000018547	ENSSDUG00000013547	Seriola_dumerili
ENSLCAP00010015066	ENSLCAG00010007131	Lates_calcarifer
ENSLCRP00005018062	ENSLCRG00005007430	Larimichthys_crocea
ENSAOCP00000010169	ENSAOCG00000014377	Amphiprion_ocellaris
ENSAOCP00000003206	ENSAOCG00000006454	Amphiprion_ocellaris
ENSAPEP00000012791	ENSAPEG00000009103	Amphiprion_percula
ENSAPOP00000006467	ENSAPOG00000008312	Acanthochromis_polyacanthus
ENSSPAP00000019936	ENSSPAG00000015028	Stegastes_partitus
ENSATEP00000008385	ENSATEG00000005898	Anabas_testudineus
ENSBSLP00000050221	ENSBSLG00000023857	Betta_splendens
ENSHHUP00000043037	ENSHHUG00000026467	Hucho_hucho
ENSCHAP00000034832	ENSCHAG00000016557	Clupea_harengus	ENSCHAT00000037741
ENSCHAP00000009278	ENSCHAG00000005469	Clupea_harengus	ENSCHAT00000010405
ENSCHAP00000008651	ENSCHAG00000005168	Clupea_harengus	ENSCHAT00000009750
ENSDCDP00000056347	ENSDCDG00000033128	Denticeps_clupeoides	ENSDCDT00000068354
ENSAMXP00005008375	ENSAMXG00005004878	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000026577	ENSAMXG00000025872	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000024437	ENSPNAG00000008985	Pygocentrus_nattereri
ENSIPUP00000005282	ENSIPUG00000003689	Ictalurus_punctatus
ENSEEEP00000030977	ENSEEEG00000014819	Electrophorus_electricus
ENSDARP00000066438	ENSDARG00000045190	Danio_rerio
ENSHHUP00000039558	ENSHHUG00000024562	Hucho_hucho
ENSHHUP00000039576	ENSHHUG00000024563	Hucho_hucho
ENSELUP00000027288	ENSELUG00000003455	Esox_lucius
ENSSFOP00015018924	ENSSFOG00015012150	Scleropages_formosus
ENSPKIP00000010153	ENSPKIG00000024977	Paramormyrops_kingsleyae
ENSXETP00000011134	ENSXETG00000016272	Xenopus_tropicalis
ENSCMIP00000045832	ENSCMIG00000018886	Callorhinchus_milii
F35C8.5.1	WBGene00018036	Caenorhabditis_elegans_strain_N2
