ENSSFOP00015001314	ENSSFOG00015000940	Scleropages_formosus	ENSSFOT00015001348
ENSPKIP00000001460	ENSPKIG00000019753	Paramormyrops_kingsleyae	ENSPKIT00000025380
ENSDCDP00000003510	ENSDCDG00000001806	Denticeps_clupeoides
ENSGWIP00000023041	ENSGWIG00000012319	Gouania_willdenowi
ENSTRUP00000037316	ENSTRUG00000014606	Takifugu_rubripes
ENSTNIP00000003012	ENSTNIG00000001068	Tetraodon_nigroviridis
ENSMMOP00000002196	ENSMMOG00000001800	Mola_mola
ENSCSEP00000006834	ENSCSEG00000004422	Cynoglossus_semilaevis
ENSHCOP00000027038	ENSHCOG00000018533	Hippocampus_comes
ENSPMGP00000014777	ENSPMGG00000012116	Periophthalmus_magnuspinnatus
ENSGMOP00000007494	ENSGMOG00000007047	Gadus_morhua
ENSHHUP00000046669	ENSHHUG00000028399	Hucho_hucho
ENSELUP00000001472	ENSELUG00000002945	Esox_lucius
ENSLOCP00000022436	ENSLOCG00000018335	Lepisosteus_oculatus
ENSECRP00000018286	ENSECRG00000012223	Erpetoichthys_calabaricus
ENSGAGP00000035982	ENSGAGG00000025515	Gopherus_agassizii
ENSCABP00000002661	ENSCABG00000002076	Chelonoidis_abingdonii
ENSCPBP00000023449	ENSCPBG00000016748	Chrysemys_picta_bellii
ENSPSIP00000013610	ENSPSIG00000012218	Pelodiscus_sinensis
ENSCPRP00005004426	ENSCPRG00005003235	Crocodylus_porosus
ENSACAP00000003277	ENSACAG00000003390	Anolis_carolinensis
ENSPVIP00000003617	ENSPVIG00000003011	Pogona_vitticeps
ENSNSUP00000023365	ENSNSUG00000016914	Notechis_scutatus
ENSSMRP00000007028	ENSSMRG00000005677	Salvator_merianae
ENSSPUP00000012817	ENSSPUG00000009879	Sphenodon_punctatus
ENSNPEP00000020951	ENSNPEG00000015558	Nothoprocta_perdicaria
ENSARWP00000020166	ENSARWG00000013813	Apteryx_rowi
ENSJHYP00000019840	ENSJHYG00000015072	Junco_hyemalis
ENSPMJP00000024812	ENSPMJG00000018200	Parus_major
ENSZALP00000003399	ENSZALG00000003409	Zonotrichia_albicollis
ENSCCEP00000000837	ENSCCEG00000001097	Cyanistes_caeruleus
ENSLSDP00000014828	ENSLSDG00000010696	Lonchura_striata_domestica
ENSLCOP00000006874	ENSLCOG00000005085	Lepidothrix_coronata
ENSCPUP00000007158	ENSCPUG00000005159	Calidris_pugnax
ENSCPGP00000022446	ENSCPGG00000015583	Calidris_pygmaea
ENSGALP00000020673	ENSGALG00000012688	Gallus_gallus
ENSCJPP00005022525	ENSCJPG00005017917	Coturnix_japonica
ENSNMEP00000001493	ENSNMEG00000001898	Numida_meleagris
ENSABRP00000014341	ENSABRG00000012681	Anser_brachyrhynchus
ENSAPLP00000018060	ENSAPLG00000021634	Anas_platyrhynchos_platyrhynchos
ENSPCIP00000017463	ENSPCIG00000013366	Phascolarctos_cinereus
ENSVURP00010002580	ENSVURG00010002104	Vombatus_ursinus
ENSSHAP00000017707	ENSSHAG00000015039	Sarcophilus_harrisii
ENSMODP00000014047	ENSMODG00000011227	Monodelphis_domestica
ENSMEUP00000013821	ENSMEUG00000015140	Notamacropus_eugenii
ENSNVIP00000025519	ENSNVIG00000019748	Neovison_vison
ENSMPUP00000005097	ENSMPUG00000005133	Mustela_putorius_furo
ENSUAMP00000017859	ENSUAMG00000014174	Ursus_americanus
ENSCAFP00000014911	ENSCAFG00000010151	Canis_lupus_familiaris
ENSCAFP00020013091	ENSCAFG00020010518	Canis_lupus_dingo
ENSVVUP00000003990	ENSVVUG00000003126	Vulpes_vulpes
ENSPPRP00000019386	ENSPPRG00000010753	Panthera_pardus
ENSPTIP00000001692	ENSPTIG00000004396	Panthera_tigris_altaica
ENSFCAP00000003931	ENSFCAG00000004265	Felis_catus
ENSBIXP00005029490	ENSBIXG00005009409	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000001287	ENSBIXG00000028706	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000016029	ENSBTAG00000012087	Bos_taurus
ENSBBBP00000002608	ENSBBBG00000011710	Bison_bison_bison
ENSCHIP00000025248	ENSCHIG00000022100	Capra_hircus
ENSOARP00000021582	ENSOARG00000020102	Ovis_aries
ENSTTRP00000006743	ENSTTRG00000007132	Tursiops_truncatus
ENSECAP00000001770	ENSECAG00000002623	Equus_caballus
ENSEASP00005013651	ENSEASG00005009535	Equus_asinus_asinus
ENSPVAP00000010207	ENSPVAG00000010831	Pteropus_vampyrus
ENSEEUP00000005168	ENSEEUG00000005716	Erinaceus_europaeus
MGP_SPRETEiJ_P0035865	MGP_SPRETEiJ_G0019365	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000054990	ENSMUSG00000044231	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000000472	ENSMSIG00000000524	Mus_spicilegus
MGP_CAROLIEiJ_P0034244	MGP_CAROLIEiJ_G0018485	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040850	MGP_PahariEiJ_G0019553	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000030625	ENSRNOG00000026286	Rattus_norvegicus
ENSMUGP00000018341	ENSMUGG00000015548	Meriones_unguiculatus
ENSCGRP00015003257	ENSCGRG00015002611	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001010692	ENSCGRG00001012520	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000018126	ENSCGRG00000013183	Cricetulus_griseus_CriGri_1.0
ENSMOCP00000003252	ENSMOCG00000002593	Microtus_ochrogaster
ENSPEMP00000014610	ENSPEMG00000014363	Peromyscus_maniculatus_bairdii
ENSNGAP00000002543	ENSNGAG00000002309	Nannospalax_galili
ENSJJAP00000023303	ENSJJAG00000023113	Jaculus_jaculus
ENSHGLP00100004674	ENSHGLG00100003530	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012172	ENSHGLG00000008705	Heterocephalus_glaber_HetGla_female_1.0
ENSCPOP00000015791	ENSCPOG00000026167	Cavia_porcellus
ENSDORP00000020148	ENSDORG00000004597	Dipodomys_ordii
ENSCCNP00000028353	ENSCCNG00000027320	Castor_canadensis
ENSUPAP00010025223	ENSUPAG00010019969	Urocitellus_parryii
ENSSDAP00000025944	ENSSDAG00000023553	Spermophilus_dauricus
ENSSTOP00000017363	ENSSTOG00000028904	Ictidomys_tridecemlineatus
ENSMMMP00000018302	ENSMMMG00000016241	Marmota_marmota_marmota
ENSOCUP00000003335	ENSOCUG00000003851	Oryctolagus_cuniculus
ENSOPRP00000003138	ENSOPRG00000003436	Ochotona_princeps
ENSPSMP00000036937	ENSPSMG00000025413	Prolemur_simus
ENSOGAP00000019115	ENSOGAG00000007737	Otolemur_garnettii
ENSPTRP00000030321	ENSPTRG00000017755	Pan_troglodytes
ENSPPAP00000002740	ENSPPAG00000011964	Pan_paniscus
ENSP00000345464	ENSG00000187566	Homo_sapiens
ENSGGOP00000016278	ENSGGOG00000016684	Gorilla_gorilla
ENSPPYP00000018186	ENSPPYG00000016262	Pongo_abelii
ENSNLEP00000022564	ENSNLEG00000018685	Nomascus_leucogenys
ENSMNEP00000000188	ENSMNEG00000000708	Macaca_nemestrina
ENSMFAP00000010828	ENSMFAG00000010699	Macaca_fascicularis
ENSMMUP00000021863	ENSMMUG00000016626	Macaca_mulatta
ENSMLEP00000006852	ENSMLEG00000027331	Mandrillus_leucophaeus
ENSCATP00000000513	ENSCATG00000002581	Cercocebus_atys
ENSTGEP00000023300	ENSTGEG00000018869	Theropithecus_gelada
ENSPANP00000009926	ENSPANG00000018224	Papio_anubis
ENSCSAP00000018616	ENSCSAG00000019106	Chlorocebus_sabaeus
ENSCANP00000000239	ENSCANG00000000852	Colobus_angolensis_palliatus
ENSPTEP00000010829	ENSPTEG00000012219	Piliocolobus_tephrosceles
ENSRROP00000014374	ENSRROG00000031410	Rhinopithecus_roxellana
ENSCCAP00000000791	ENSCCAG00000005020	Cebus_capucinus_imitator
ENSSBOP00000001138	ENSSBOG00000005358	Saimiri_boliviensis_boliviensis
ENSCJAP00000060739	ENSCJAG00000039154	Callithrix_jacchus
ENSANAP00000000949	ENSANAG00000008212	Aotus_nancymaae
ENSPCAP00000002293	ENSPCAG00000002477	Procavia_capensis
ENSETEP00000013816	ENSETEG00000017025	Echinops_telfairi
ENSDNOP00000004736	ENSDNOG00000006121	Dasypus_novemcinctus
ENSOANP00000018783	ENSOANG00000011852	Ornithorhynchus_anatinus
ENSXETP00000051653	ENSXETG00000021158	Xenopus_tropicalis
ENSLACP00000005860	ENSLACG00000005206	Latimeria_chalumnae
ENSCMIP00000018290	ENSCMIG00000008620	Callorhinchus_milii
