ENSSPUP00000008930	ENSSPUG00000006960	Sphenodon_punctatus
ENSGWIP00000016493	ENSGWIG00000009262	Gouania_willdenowi
ENSLBEP00000006224	ENSLBEG00000004800	Labrus_bergylta
ENSATEP00000002261	ENSATEG00000001608	Anabas_testudineus
ENSBSLP00000057125	ENSBSLG00000026588	Betta_splendens
ENSMALP00000027805	ENSMALG00000019288	Monopterus_albus
ENSMAMP00000000337	ENSMAMG00000000232	Mastacembelus_armatus
ENSTRUP00000057485	ENSTRUG00000024260	Takifugu_rubripes
ENSTNIP00000022516	ENSTNIG00000019314	Tetraodon_nigroviridis
ENSMMOP00000014200	ENSMMOG00000010870	Mola_mola
ENSFHEP00000001068	ENSFHEG00000001820	Fundulus_heteroclitus
ENSCVAP00000016225	ENSCVAG00000019116	Cyprinodon_variegatus
ENSPFOP00000015292	ENSPFOG00000015252	Poecilia_formosa
ENSPLAP00000024851	ENSPLAG00000011386	Poecilia_latipinna
ENSPMEP00000013125	ENSPMEG00000015362	Poecilia_mexicana
ENSPREP00000024684	ENSPREG00000016676	Poecilia_reticulata
ENSXMAP00000041664	ENSXMAG00000023765	Xiphophorus_maculatus
ENSXCOP00000004290	ENSXCOG00000003375	Xiphophorus_couchianus
ENSGAFP00000027281	ENSGAFG00000018440	Gambusia_affinis
ENSKMAP00000020997	ENSKMAG00000015616	Kryptolebias_marmoratus
ENSPMGP00000009146	ENSPMGG00000007565	Periophthalmus_magnuspinnatus
ENSHCOP00000026449	ENSHCOG00000017405	Hippocampus_comes
ENSGMOP00000013631	ENSGMOG00000012748	Gadus_morhua
ENSHHUP00000087677	ENSHHUG00000050705	Hucho_hucho
ENSCHAP00000055328	ENSCHAG00000025066	Clupea_harengus
ENSPKIP00000040565	ENSPKIG00000017482	Paramormyrops_kingsleyae
ENSSFOP00015020384	ENSSFOG00015013110	Scleropages_formosus
ENSCMIP00000035695	ENSCMIG00000015092	Callorhinchus_milii
ENSCMIP00000038562	ENSCMIG00000016182	Callorhinchus_milii
