ENSBIXP00005010065	ENSBIXG00005014810	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMMUP00000062591	ENSMMUG00000058204	Macaca_mulatta
ENSCPRP00005013029	ENSCPRG00005009239	Crocodylus_porosus
ENSXCOP00000025060	ENSXCOG00000018710	Xiphophorus_couchianus
ENSLSDP00000003898	ENSLSDG00000003030	Lonchura_striata_domestica
ENSSARP00000010272	ENSSARG00000011378	Sorex_araneus
ENSVVUP00000000834	ENSVVUG00000000702	Vulpes_vulpes
ENSSMAP00000025788	ENSSMAG00000015788	Scophthalmus_maximus
ENSPVAP00000001649	ENSPVAG00000001746	Pteropus_vampyrus
ENSCJAP00000004716	ENSCJAG00000002602	Callithrix_jacchus
ENSHHUP00000072289	ENSHHUG00000042448	Hucho_hucho
ENSPCIP00000035062	ENSPCIG00000025943	Phascolarctos_cinereus
ENSORLP00020003463	ENSORLG00020004258	Oryzias_latipes_ASM223471v1
ENSGAGP00000020694	ENSGAGG00000015241	Gopherus_agassizii
ENSGGOP00000007296	ENSGGOG00000007455	Gorilla_gorilla
ENSSLDP00000014351	ENSSLDG00000011473	Seriola_lalandi_dorsalis
ENSPVIP00000026853	ENSPVIG00000019984	Pogona_vitticeps
ENSPSMP00000034964	ENSPSMG00000024099	Prolemur_simus
ENSBBBP00000000776	ENSBBBG00000009931	Bison_bison_bison
ENSORLP00015003401	ENSORLG00015004153	Oryzias_latipes_ASM223469v1
ENSLOCP00000008685	ENSLOCG00000007177	Lepisosteus_oculatus
ENSFCAP00000004066	ENSFCAG00000004404	Felis_catus
ENSGWIP00000039792	ENSGWIG00000020180	Gouania_willdenowi
ENSPPRP00000012770	ENSPPRG00000006215	Panthera_pardus
ENSPTEP00000035104	ENSPTEG00000033190	Piliocolobus_tephrosceles
ENSCLAP00000016978	ENSCLAG00000011650	Chinchilla_lanigera
ENSAPEP00000030337	ENSAPEG00000021559	Amphiprion_percula
ENSGAFP00000029752	ENSGAFG00000020060	Gambusia_affinis
ENSMICP00000051539	ENSMICG00000049223	Microcebus_murinus
ENSMEUP00000008187	ENSMEUG00000008974	Notamacropus_eugenii
ENSFALP00000008987	ENSFALG00000008616	Ficedula_albicollis
ENSOARP00000000521	ENSOARG00000000509	Ovis_aries
ENSELUP00000028594	ENSELUG00000005237	Esox_lucius
ENSCAFP00000021753	ENSCAFG00000014755	Canis_lupus_familiaris
ENSPCOP00000014182	ENSPCOG00000018768	Propithecus_coquereli
ENSHCOP00000001762	ENSHCOG00000002798	Hippocampus_comes
ENSDCDP00000045895	ENSDCDG00000028871	Denticeps_clupeoides
ENSXMAP00000035908	ENSXMAG00000017807	Xiphophorus_maculatus
ENSMUSP00000103897	ENSMUSG00000051860	Mus_musculus_strain_reference_(CL57BL6)
ENSCVAP00000011793	ENSCVAG00000014122	Cyprinodon_variegatus
ENSBIXP00000021774	ENSBIXG00000024805	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPTRP00000026863	ENSPTRG00000015610	Pan_troglodytes
ENSACAP00000019498	ENSACAG00000015781	Anolis_carolinensis
ENSMUGP00000007838	ENSMUGG00000007112	Meriones_unguiculatus
ENSMLUP00000003609	ENSMLUG00000003960	Myotis_lucifugus
ENSNVIP00000016986	ENSNVIG00000013316	Neovison_vison
ENSBSLP00000057005	ENSBSLG00000026545	Betta_splendens
ENSSDAP00000005243	ENSSDAG00000004898	Spermophilus_dauricus
ENSNPEP00000003044	ENSNPEG00000002338	Nothoprocta_perdicaria
ENSJHYP00000005869	ENSJHYG00000004768	Junco_hyemalis
ENSTGUP00000011327	ENSTGUG00000010990	Taeniopygia_guttata	ENSTGUT00000011451
ENSTBEP00000008103	ENSTBEG00000009353	Tupaia_belangeri
ENSGACP00000022436	ENSGACG00000016988	Gasterosteus_aculeatus
ENSJJAP00000023875	ENSJJAG00000023514	Jaculus_jaculus
ENSMMOP00000027085	ENSMMOG00000020487	Mola_mola
ENSAPOP00000002788	ENSAPOG00000004251	Acanthochromis_polyacanthus
ENSPMEP00000028716	ENSPMEG00000013982	Poecilia_mexicana
MGP_PahariEiJ_P0068181	MGP_PahariEiJ_G0026350	Mus_pahari_strain_PAHARI_EIJ
ENSLCAP00010033379	ENSLCAG00010015697	Lates_calcarifer
ENSPLAP00000007788	ENSPLAG00000010226	Poecilia_latipinna
ENSCGOP00000006263	ENSCGOG00000003290	Cottoperca_gobio
ENSEEUP00000000978	ENSEEUG00000001095	Erinaceus_europaeus
ENSRNOP00000030145	ENSRNOG00000027995	Rattus_norvegicus
ENSCJPP00005022513	ENSCJPG00005017910	Coturnix_japonica	ENSCJPT00005030823
ENSMUNP00000009628	ENSMUNG00000007611	Melopsittacus_undulatus	ENSMUNT00000011143
ENSAMXP00005044102	ENSAMXG00005020488	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSUAMP00000020866	ENSUAMG00000016429	Ursus_americanus
ENSAMXP00000031126	ENSAMXG00000006356	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMLEP00000040089	ENSMLEG00000044071	Mandrillus_leucophaeus
ENSSSCP00000025753	ENSSSCG00000028497	Sus_scrofa_strain_reference
ENSPCAP00000001053	ENSPCAG00000001157	Procavia_capensis
ENSBTAP00000024261	ENSBTAG00000018228	Bos_taurus
ENSACLP00000016646	ENSACLG00000011343	Astatotilapia_calliptera
ENSTGEP00000034968	ENSTGEG00000027859	Theropithecus_gelada
ENSPNAP00000004299	ENSPNAG00000010774	Pygocentrus_nattereri
ENSMALP00000027300	ENSMALG00000018936	Monopterus_albus
ENSDORP00000004859	ENSDORG00000005194	Dipodomys_ordii
ENSAOCP00000031737	ENSAOCG00000023548	Amphiprion_ocellaris
ENSEASP00005025316	ENSEASG00005017235	Equus_asinus_asinus
ENSPPAP00000035645	ENSPPAG00000040625	Pan_paniscus
ENSCGRP00001019720	ENSCGRG00001019079	Cricetulus_griseus_CHOK1GS_HDv1
ENSRROP00000016356	ENSRROG00000032323	Rhinopithecus_roxellana
MGP_CAROLIEiJ_P0057180	MGP_CAROLIEiJ_G0024905	Mus_caroli_strain_CAROLI_EIJ
ENSARWP00000025472	ENSARWG00000017302	Apteryx_rowi
ENSZALP00000006278	ENSZALG00000005751	Zonotrichia_albicollis
ENSSHAP00000018443	ENSSHAG00000015657	Sarcophilus_harrisii
ENSNMEP00000019275	ENSNMEG00000016660	Numida_meleagris	ENSNMET00000028242
ENSUMAP00000015728	ENSUMAG00000011530	Ursus_maritimus
ENSIPUP00000020805	ENSIPUG00000014096	Ictalurus_punctatus
ENSMNEP00000037189	ENSMNEG00000041674	Macaca_nemestrina
ENSCPOP00000018916	ENSCPOG00000025571	Cavia_porcellus
ENSCHAP00000040369	ENSCHAG00000018894	Clupea_harengus
ENSCCEP00000006103	ENSCCEG00000006588	Cyanistes_caeruleus
ENSECRP00000010563	ENSECRG00000007034	Erpetoichthys_calabaricus
ENSSBOP00000037456	ENSSBOG00000034829	Saimiri_boliviensis_boliviensis
ENSPNYP00000011085	ENSPNYG00000008412	Pundamilia_nyererei
ENSCPUP00000013471	ENSCPUG00000009537	Calidris_pugnax	ENSCPUT00000016073
ENSPRNP00000056911	ENSPRNG00000026563	Parambassis_ranga
ENSDNVP00000014630	ENSDNVG00000010303	Dromaius_novaehollandiae
ENSDNOP00000004927	ENSDNOG00000006359	Dasypus_novemcinctus
