ENSAHAP00000006021	ENSAHAG00000004598	Apteryx_haastii	ENSAHAT00000006720
ENSAOWP00000009645	ENSAOWG00000006629	Apteryx_owenii	ENSAOWT00000010946
ENSARWP00000021279	ENSARWG00000014551	Apteryx_rowi	ENSARWT00000024130
ENSDNVP00000011709	ENSDNVG00000008254	Dromaius_novaehollandiae	ENSDNVT00000014098
ENSNPEP00000005309	ENSNPEG00000004025	Nothoprocta_perdicaria
ENSFHEP00000002371	ENSFHEG00000003157	Fundulus_heteroclitus
ENSCVAP00000000703	ENSCVAG00000001645	Cyprinodon_variegatus
ENSPLAP00000016660	ENSPLAG00000020880	Poecilia_latipinna
ENSPREP00000020121	ENSPREG00000013612	Poecilia_reticulata
ENSPMEP00000011566	ENSPMEG00000000276	Poecilia_mexicana
ENSPFOP00000003278	ENSPFOG00000003399	Poecilia_formosa
ENSXMAP00000016222	ENSXMAG00000016197	Xiphophorus_maculatus
ENSXCOP00000000758	ENSXCOG00000000645	Xiphophorus_couchianus
ENSGAFP00000004021	ENSGAFG00000002718	Gambusia_affinis
ENSKMAP00000025972	ENSKMAG00000019248	Kryptolebias_marmoratus
ENSORLP00000000806	ENSORLG00000000654	Oryzias_latipes_ASM223467v1
ENSORLP00020024411	ENSORLG00020005789	Oryzias_latipes_ASM223471v1
ENSORLP00015013532	ENSORLG00015014431	Oryzias_latipes_ASM223469v1
ENSOMEP00000011547	ENSOMEG00000012857	Oryzias_melastigma
ENSBSLP00000019536	ENSBSLG00000010148	Betta_splendens
ENSMMOP00000005147	ENSMMOG00000004100	Mola_mola
ENSLBEP00000028061	ENSLBEG00000021269	Labrus_bergylta
ENSGACP00000023188	ENSGACG00000017551	Gasterosteus_aculeatus
ENSLCRP00005002879	ENSLCRG00005001364	Larimichthys_crocea
ENSCGOP00000009261	ENSCGOG00000004778	Cottoperca_gobio
ENSATEP00000002317	ENSATEG00000001650	Anabas_testudineus
ENSLCAP00010050344	ENSLCAG00010023484	Lates_calcarifer
ENSSMAP00000018618	ENSSMAG00000011397	Scophthalmus_maximus
ENSSDUP00000004836	ENSSDUG00000003591	Seriola_dumerili
ENSSLDP00000031263	ENSSLDG00000024025	Seriola_lalandi_dorsalis
ENSAPEP00000005543	ENSAPEG00000003973	Amphiprion_percula
ENSAOCP00000016742	ENSAOCG00000021719	Amphiprion_ocellaris
ENSAPOP00000021071	ENSAPOG00000001421	Acanthochromis_polyacanthus
ENSSPAP00000003110	ENSSPAG00000002373	Stegastes_partitus
ENSHBUP00000005037	ENSHBUG00000006390	Haplochromis_burtoni
ENSACLP00000005142	ENSACLG00000003449	Astatotilapia_calliptera
ENSMZEP00005012029	ENSMZEG00005009028	Maylandia_zebra
ENSPNYP00000010727	ENSPNYG00000008137	Pundamilia_nyererei
ENSONIP00000002988	ENSONIG00000002391	Oreochromis_niloticus
ENSNBRP00000016533	ENSNBRG00000012773	Neolamprologus_brichardi
ENSACIP00000025761	ENSACIG00000019961	Amphilophus_citrinellus
ENSPRNP00000039847	ENSPRNG00000019603	Parambassis_ranga
ENSMALP00000021710	ENSMALG00000015179	Monopterus_albus
ENSMAMP00000028391	ENSMAMG00000019110	Mastacembelus_armatus
ENSPMGP00000005580	ENSPMGG00000004687	Periophthalmus_magnuspinnatus
ENSHCOP00000005730	ENSHCOG00000007426	Hippocampus_comes
ENSGMOP00000017661	ENSGMOG00000016465	Gadus_morhua
ENSHHUP00000016411	ENSHHUG00000010221	Hucho_hucho
ENSHHUP00000007618	ENSHHUG00000004680	Hucho_hucho
ENSELUP00000008430	ENSELUG00000009081	Esox_lucius
ENSLOCP00000015300	ENSLOCG00000012429	Lepisosteus_oculatus
ENSECRP00000004875	ENSECRG00000003298	Erpetoichthys_calabaricus
ENSCMIP00000023283	ENSCMIG00000010434	Callorhinchus_milii
ENSPMAP00000001692	ENSPMAG00000001538	Petromyzon_marinus
ENSEBUP00000019850	ENSEBUG00000012329	Eptatretus_burgeri
