ENSXETP00000014574	ENSXETG00000000600	Xenopus_tropicalis
ENSMAMP00000009223	ENSMAMG00000006209	Mastacembelus_armatus
ENSATEP00000035840	ENSATEG00000024630	Anabas_testudineus
ENSCGOP00000029670	ENSCGOG00000013837	Cottoperca_gobio
ENSGACP00000015512	ENSGACG00000011728	Gasterosteus_aculeatus
ENSLCRP00005022085	ENSLCRG00005008940	Larimichthys_crocea
ENSACLP00000023643	ENSACLG00000016086	Astatotilapia_calliptera
ENSMZEP00005035689	ENSMZEG00005026662	Maylandia_zebra
ENSPNYP00000029701	ENSPNYG00000022383	Pundamilia_nyererei
ENSHBUP00000026401	ENSHBUG00000009054	Haplochromis_burtoni
ENSONIP00000020841	ENSONIG00000016548	Oreochromis_niloticus
ENSACIP00000006350	ENSACIG00000004994	Amphilophus_citrinellus
ENSHCOP00000012236	ENSHCOG00000015228	Hippocampus_comes
ENSPMGP00000001498	ENSPMGG00000001348	Periophthalmus_magnuspinnatus
ENSPMGP00000024960	ENSPMGG00000020171	Periophthalmus_magnuspinnatus
ENSGMOP00000012325	ENSGMOG00000011529	Gadus_morhua
ENSHHUP00000081142	ENSHHUG00000047211	Hucho_hucho
ENSHHUP00000037210	ENSHHUG00000023311	Hucho_hucho
ENSELUP00000006097	ENSELUG00000007038	Esox_lucius
ENSHHUP00000017336	ENSHHUG00000010811	Hucho_hucho
ENSHHUP00000056832	ENSHHUG00000033893	Hucho_hucho
ENSELUP00000040193	ENSELUG00000020606	Esox_lucius
ENSTRUP00000047405	ENSTRUG00000020472	Takifugu_rubripes
ENSTNIP00000021407	ENSTNIG00000018241	Tetraodon_nigroviridis
ENSMMOP00000000041	ENSMMOG00000000030	Mola_mola
ENSXMAP00000005167	ENSXMAG00000005156	Xiphophorus_maculatus
ENSGAFP00000004419	ENSGAFG00000003015	Gambusia_affinis
ENSPFOP00000009384	ENSPFOG00000009380	Poecilia_formosa
ENSPMEP00000026948	ENSPMEG00000011012	Poecilia_mexicana
ENSPLAP00000031243	ENSPLAG00000023094	Poecilia_latipinna
ENSPREP00000021668	ENSPREG00000014649	Poecilia_reticulata
ENSFHEP00000007159	ENSFHEG00000008250	Fundulus_heteroclitus
ENSKMAP00000022662	ENSKMAG00000016829	Kryptolebias_marmoratus
ENSORLP00000019029	ENSORLG00000015188	Oryzias_latipes_ASM223467v1
ENSORLP00020016485	ENSORLG00020017505	Oryzias_latipes_ASM223471v1
ENSORLP00015012174	ENSORLG00015013010	Oryzias_latipes_ASM223469v1
ENSOMEP00000020347	ENSOMEG00000022192	Oryzias_melastigma
ENSGWIP00000045401	ENSGWIG00000022498	Gouania_willdenowi
ENSLBEP00000021897	ENSLBEG00000016826	Labrus_bergylta
ENSBSLP00000004757	ENSBSLG00000002562	Betta_splendens
ENSLCAP00010044795	ENSLCAG00010020821	Lates_calcarifer
ENSSLDP00000005284	ENSSLDG00000004214	Seriola_lalandi_dorsalis
ENSMAMP00000006543	ENSMAMG00000004454	Mastacembelus_armatus
ENSMALP00000025699	ENSMALG00000017881	Monopterus_albus
ENSATEP00000035807	ENSATEG00000024604	Anabas_testudineus
ENSCGOP00000053712	ENSCGOG00000023550	Cottoperca_gobio
ENSGACP00000000754	ENSGACG00000000584	Gasterosteus_aculeatus
ENSLCRP00005059428	ENSLCRG00005021999	Larimichthys_crocea
ENSAOCP00000001698	ENSAOCG00000004732	Amphiprion_ocellaris
ENSAPEP00000013748	ENSAPEG00000009775	Amphiprion_percula
ENSAPOP00000024450	ENSAPOG00000006871	Acanthochromis_polyacanthus
ENSSPAP00000000127	ENSSPAG00000000101	Stegastes_partitus
ENSACLP00000005081	ENSACLG00000003418	Astatotilapia_calliptera
ENSMZEP00005001626	ENSMZEG00005001331	Maylandia_zebra
ENSHBUP00000003098	ENSHBUG00000004358	Haplochromis_burtoni
ENSONIP00000024157	ENSONIG00000019191	Oreochromis_niloticus
ENSACIP00000002590	ENSACIG00000002099	Amphilophus_citrinellus
ENSSMAP00000006464	ENSSMAG00000003991	Scophthalmus_maximus
ENSCSEP00000006626	ENSCSEG00000004288	Cynoglossus_semilaevis
ENSPRNP00000057228	ENSPRNG00000026666	Parambassis_ranga
ENSHCOP00000027697	ENSHCOG00000019737	Hippocampus_comes
ENSCHAP00000037569	ENSCHAG00000017653	Clupea_harengus
ENSDCDP00000059652	ENSDCDG00000034413	Denticeps_clupeoides
ENSAMXP00005018600	ENSAMXG00005009678	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000037333	ENSAMXG00000029335	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000000410	ENSPNAG00000007491	Pygocentrus_nattereri
ENSPKIP00000020959	ENSPKIG00000005551	Paramormyrops_kingsleyae
ENSSFOP00015026221	ENSSFOG00015016873	Scleropages_formosus
ENSSFOP00015012359	ENSSFOG00015007965	Scleropages_formosus
ENSPKIP00000016016	ENSPKIG00000002517	Paramormyrops_kingsleyae
ENSLOCP00000004674	ENSLOCG00000003914	Lepisosteus_oculatus
ENSECRP00000016713	ENSECRG00000011104	Erpetoichthys_calabaricus
ENSNSUP00000003975	ENSNSUG00000003181	Notechis_scutatus
ENSSMRP00000010615	ENSSMRG00000008400	Salvator_merianae
ENSSPUP00000008056	ENSSPUG00000006217	Sphenodon_punctatus
ENSCABP00000010249	ENSCABG00000007695	Chelonoidis_abingdonii
ENSACAP00000012963	ENSACAG00000013196	Anolis_carolinensis
ENSPVIP00000008705	ENSPVIG00000006989	Pogona_vitticeps
ENSGAGP00000028902	ENSGAGG00000020930	Gopherus_agassizii
ENSCPBP00000015861	ENSCPBG00000011713	Chrysemys_picta_bellii
ENSPSIP00000018226	ENSPSIG00000016207	Pelodiscus_sinensis
ENSCPRP00005005624	ENSCPRG00005004036	Crocodylus_porosus
ENSPCOP00000010184	ENSPCOG00000016544	Propithecus_coquereli
ENSMICP00000031897	ENSMICG00000003794	Microcebus_murinus
ENSPSMP00000030144	ENSPSMG00000020914	Prolemur_simus
ENSOGAP00000017173	ENSOGAG00000034768	Otolemur_garnettii
ENSCCAP00000003010	ENSCCAG00000017126	Cebus_capucinus_imitator
ENSCJAP00000067394	ENSCJAG00000045412	Callithrix_jacchus
ENSANAP00000024376	ENSANAG00000029912	Aotus_nancymaae
ENSPTRP00000008759	ENSPTRG00000005148	Pan_troglodytes
ENSP00000266643	ENSG00000139266	Homo_sapiens
ENSGGOP00000045394	ENSGGOG00000001407	Gorilla_gorilla
ENSPPYP00000005361	ENSPPYG00000004704	Pongo_abelii
ENSNLEP00000024863	ENSNLEG00000032051	Nomascus_leucogenys
ENSRROP00000025317	ENSRROG00000036411	Rhinopithecus_roxellana
ENSRBIP00000023360	ENSRBIG00000035604	Rhinopithecus_bieti
ENSPTEP00000027644	ENSPTEG00000027461	Piliocolobus_tephrosceles
ENSTGEP00000023048	ENSTGEG00000018663	Theropithecus_gelada
ENSPANP00000012246	ENSPANG00000022647	Papio_anubis
ENSMFAP00000021889	ENSMFAG00000035849	Macaca_fascicularis
ENSMMUP00000042700	ENSMMUG00000046540	Macaca_mulatta
ENSMNEP00000016858	ENSMNEG00000032432	Macaca_nemestrina
ENSCATP00000043683	ENSCATG00000044373	Cercocebus_atys
ENSCSAP00000000953	ENSCSAG00000004626	Chlorocebus_sabaeus
ENSCPOP00000002426	ENSCPOG00000002671	Cavia_porcellus
ENSODEP00000002194	ENSODEG00000001713	Octodon_degus
ENSHGLP00100007938	ENSHGLG00100005915	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000004384	ENSHGLG00000003201	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000022476	ENSHGLG00000016029	Heterocephalus_glaber_HetGla_female_1.0
ENSUPAP00010022170	ENSUPAG00010017626	Urocitellus_parryii
ENSMUSP00000041581	ENSMUSG00000040502	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0026236	MGP_SPRETEiJ_G0016703	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000022451	ENSMSIG00000019050	Mus_spicilegus
MGP_CAROLIEiJ_P0024966	MGP_CAROLIEiJ_G0015877	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0087699	MGP_PahariEiJ_G0031208	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000009228	ENSMUGG00000008249	Meriones_unguiculatus
ENSCGRP00001010287	ENSCGRG00001012220	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015001387	ENSCGRG00015001190	Cricetulus_griseus_CriGri-PICR
ENSCCNP00000032933	ENSCCNG00000031218	Castor_canadensis
ENSMPUP00000002016	ENSMPUG00000002037	Mustela_putorius_furo
ENSCAFP00020029273	ENSCAFG00020022859	Canis_lupus_dingo
ENSFCAP00000043975	ENSFCAG00000045499	Felis_catus
ENSPPRP00000022212	ENSPPRG00000012795	Panthera_pardus
ENSTTRP00000007905	ENSTTRG00000008344	Tursiops_truncatus
ENSSSCP00000046227	ENSSSCG00000033013	Sus_scrofa_strain_reference
ENSVPAP00000011704	ENSVPAG00000012592	Vicugna_pacos
ENSBIXP00005005432	ENSBIXG00005007471	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000036476	ENSBIXG00000019956	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000022483	ENSBTAG00000016904	Bos_taurus
ENSBMUP00000034139	ENSBMUG00000025432	Bos_mutus
ENSBBBP00000002342	ENSBBBG00000002098	Bison_bison_bison
ENSCHIP00000032569	ENSCHIG00000026496	Capra_hircus
ENSOARP00000005621	ENSOARG00000005241	Ovis_aries
ENSEASP00005010235	ENSEASG00005007278	Equus_asinus_asinus
ENSECAP00000022709	ENSECAG00000025138	Equus_caballus
ENSPVAP00000011434	ENSPVAG00000012132	Pteropus_vampyrus
ENSDNOP00000011067	ENSDNOG00000014256	Dasypus_novemcinctus
ENSCHOP00000005492	ENSCHOG00000006213	Choloepus_hoffmanni
ENSLAFP00000009025	ENSLAFG00000010786	Loxodonta_africana
ENSEEUP00000006154	ENSEEUG00000006764	Erinaceus_europaeus
ENSMLUP00000005409	ENSMLUG00000005921	Myotis_lucifugus
ENSCAPP00000010926	ENSCAPG00000012095	Cavia_aperea
ENSCLAP00000018392	ENSCLAG00000012609	Chinchilla_lanigera
ENSFDAP00000016088	ENSFDAG00000004379	Fukomys_damarensis
ENSDORP00000006813	ENSDORG00000007268	Dipodomys_ordii
ENSMAUP00000008952	ENSMAUG00000010248	Mesocricetus_auratus
ENSCGRP00000006216	ENSCGRG00000004551	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000019747	ENSPEMG00000017943	Peromyscus_maniculatus_bairdii
ENSMOCP00000002951	ENSMOCG00000002354	Microtus_ochrogaster
ENSRNOP00000067861	ENSRNOG00000046245	Rattus_norvegicus
ENSNGAP00000018583	ENSNGAG00000018675	Nannospalax_galili
ENSJJAP00000000941	ENSJJAG00000000800	Jaculus_jaculus
ENSSTOP00000018567	ENSSTOG00000021963	Ictidomys_tridecemlineatus
ENSUAMP00000016518	ENSUAMG00000013154	Ursus_americanus
ENSUMAP00000027699	ENSUMAG00000020102	Ursus_maritimus
ENSCAFP00000040391	ENSCAFG00000031631	Canis_lupus_familiaris
ENSNVIP00000004143	ENSNVIG00000003332	Neovison_vison
ENSPTIP00000011991	ENSPTIG00000012228	Panthera_tigris_altaica
ENSAMEP00000005621	ENSAMEG00000005329	Ailuropoda_melanoleuca
ENSCANP00000021488	ENSCANG00000034185	Colobus_angolensis_palliatus
ENSMLEP00000037482	ENSMLEG00000042835	Mandrillus_leucophaeus
ENSPPAP00000020995	ENSPPAG00000033727	Pan_paniscus
ENSSBOP00000025252	ENSSBOG00000029099	Saimiri_boliviensis_boliviensis
ENSTSYP00000005043	ENSTSYG00000005550	Carlito_syrichta
ENSMMMP00000011796	ENSMMMG00000010562	Marmota_marmota_marmota
ENSETEP00000002184	ENSETEG00000002677	Echinops_telfairi
ENSPCAP00000003370	ENSPCAG00000003646	Procavia_capensis
ENSOPRP00000006081	ENSOPRG00000006640	Ochotona_princeps
ENSTBEP00000009388	ENSTBEG00000010865	Tupaia_belangeri
ENSVURP00010029991	ENSVURG00010022931	Vombatus_ursinus
ENSPCIP00000031853	ENSPCIG00000023638	Phascolarctos_cinereus
ENSMEUP00000013337	ENSMEUG00000014611	Notamacropus_eugenii
ENSMODP00000026679	ENSMODG00000021347	Monodelphis_domestica
ENSSHAP00000010941	ENSSHAG00000009428	Sarcophilus_harrisii
ENSPFOP00000000463	ENSPFOG00000000507	Poecilia_formosa
ENSPLAP00000030442	ENSPLAG00000021521	Poecilia_latipinna
ENSPREP00000014240	ENSPREG00000009664	Poecilia_reticulata
ENSPMEP00000031211	ENSPMEG00000018168	Poecilia_mexicana
ENSGAFP00000015792	ENSGAFG00000010677	Gambusia_affinis
ENSXMAP00000027158	ENSXMAG00000021114	Xiphophorus_maculatus
ENSCVAP00000015927	ENSCVAG00000018810	Cyprinodon_variegatus
ENSMAMP00000001122	ENSMAMG00000000791	Mastacembelus_armatus
ENSGWIP00000047298	ENSGWIG00000023286	Gouania_willdenowi
ENSELUP00000009890	ENSELUG00000010413	Esox_lucius
ENSAMXP00005040794	ENSAMXG00005019120	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000054177	ENSAMXG00000035289	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCMIP00000016520	ENSCMIG00000007956	Callorhinchus_milii
