ENSSFOP00015001023	ENSSFOG00015000740	Scleropages_formosus
ENSSPAP00000014576	ENSSPAG00000010991	Stegastes_partitus
ENSMALP00000028286	ENSMALG00000019570	Monopterus_albus
ENSDCDP00000014929	ENSDCDG00000011141	Denticeps_clupeoides
ENSLOCP00000013665	ENSLOCG00000011121	Lepisosteus_oculatus
ENSLACP00000017141	ENSLACG00000015104	Latimeria_chalumnae
ENSPSIP00000004643	ENSPSIG00000004350	Pelodiscus_sinensis
ENSCPRP00005003575	ENSCPRG00005002615	Crocodylus_porosus
ENSJHYP00000006035	ENSJHYG00000004903	Junco_hyemalis
ENSSCAP00000000500	ENSSCAG00000000428	Serinus_canaria
ENSFALP00000001345	ENSFALG00000001293	Ficedula_albicollis
ENSLCOP00000002639	ENSLCOG00000002029	Lepidothrix_coronata
ENSCPGP00000002091	ENSCPGG00000001566	Calidris_pygmaea
ENSGALP00000043652	ENSGALG00000027789	Gallus_gallus
ENSCJPP00005027859	ENSCJPG00005021538	Coturnix_japonica
ENSMGAP00000009465	ENSMGAG00000009178	Meleagris_gallopavo
ENSNMEP00000012089	ENSNMEG00000011289	Numida_meleagris
ENSABRP00000018198	ENSABRG00000015614	Anser_brachyrhynchus
ENSNPEP00000006499	ENSNPEG00000004915	Nothoprocta_perdicaria
ENSMVIP00005002882	ENSMVIG00005002251	Manacus_vitellinus
ENSMUNP00000013816	ENSMUNG00000010774	Melopsittacus_undulatus
ENSPMJP00000000021	ENSPMJG00000000049	Parus_major
ENSCCEP00000014741	ENSCCEG00000014050	Cyanistes_caeruleus
ENSZALP00000017624	ENSZALG00000014228	Zonotrichia_albicollis
ENSARWP00000010965	ENSARWG00000007601	Apteryx_rowi
ENSAPLP00000019987	ENSAPLG00000019424	Anas_platyrhynchos_platyrhynchos
ENSPVIP00000002016	ENSPVIG00000001750	Pogona_vitticeps
ENSCABP00000015930	ENSCABG00000011878	Chelonoidis_abingdonii
ENSSPUP00000013039	ENSSPUG00000010044	Sphenodon_punctatus
ENSSMRP00000030285	ENSSMRG00000023226	Salvator_merianae
ENSOARP00000013194	ENSOARG00000012313	Ovis_aries
ENSCHIP00000032492	ENSCHIG00000026443	Capra_hircus
ENSBIXP00005027289	ENSBIXG00005030823	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000030669	ENSBIXG00000012682	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSECAP00000017257	ENSECAG00000019613	Equus_caballus
ENSMPUP00000014076	ENSMPUG00000014184	Mustela_putorius_furo
ENSNVIP00000012545	ENSNVIG00000009867	Neovison_vison
ENSCAFP00000006847	ENSCAFG00000004583	Canis_lupus_familiaris
ENSCAFP00020027821	ENSCAFG00020021845	Canis_lupus_dingo
ENSUMAP00000010821	ENSUMAG00000008153	Ursus_maritimus
ENSAMEP00000009430	ENSAMEG00000008935	Ailuropoda_melanoleuca
ENSPPRP00000022975	ENSPPRG00000013413	Panthera_pardus
ENSPTIP00000012798	ENSPTIG00000012711	Panthera_tigris_altaica
ENSDORP00000004966	ENSDORG00000005310	Dipodomys_ordii
ENSOCUP00000014049	ENSOCUG00000016341	Oryctolagus_cuniculus
ENSPCOP00000015594	ENSPCOG00000019537	Propithecus_coquereli
ENSPSMP00000000187	ENSPSMG00000000173	Prolemur_simus
ENSMICP00000031493	ENSMICG00000010541	Microcebus_murinus
ENSOGAP00000016866	ENSOGAG00000031986	Otolemur_garnettii
ENSPPYP00000009661	ENSPPYG00000008601	Pongo_abelii
ENSGGOP00000026843	ENSGGOG00000003279	Gorilla_gorilla
ENSNLEP00000032025	ENSNLEG00000010419	Nomascus_leucogenys
ENSRROP00000026933	ENSRROG00000037238	Rhinopithecus_roxellana
ENSRBIP00000031827	ENSRBIG00000039720	Rhinopithecus_bieti
ENSPTEP00000000459	ENSPTEG00000000499	Piliocolobus_tephrosceles
ENSMFAP00000038649	ENSMFAG00000038600	Macaca_fascicularis
ENSMNEP00000036517	ENSMNEG00000041357	Macaca_nemestrina
ENSTGEP00000034134	ENSTGEG00000027227	Theropithecus_gelada
ENSMLEP00000012744	ENSMLEG00000030521	Mandrillus_leucophaeus
ENSPANP00000016074	ENSPANG00000020292	Papio_anubis
ENSCSAP00000000929	ENSCSAG00000004608	Chlorocebus_sabaeus
ENSCCAP00000028979	ENSCCAG00000032419	Cebus_capucinus_imitator
ENSANAP00000019888	ENSANAG00000027719	Aotus_nancymaae
ENSMUSP00000021076	ENSMUSG00000020732	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0032299	MGP_SPRETEiJ_G0018231	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0030853	MGP_CAROLIEiJ_G0017386	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0037579	MGP_PahariEiJ_G0018517	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000071538	ENSRNOG00000059793	Rattus_norvegicus
ENSMUGP00000026778	ENSMUGG00000022289	Meriones_unguiculatus
ENSCGRP00001024811	ENSCGRG00001022608	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000009176	ENSCGRG00000006716	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015013313	ENSCGRG00015010187	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024702	ENSMAUG00000021466	Mesocricetus_auratus
ENSMOCP00000011017	ENSMOCG00000011264	Microtus_ochrogaster
ENSPEMP00000020168	ENSPEMG00000018220	Peromyscus_maniculatus_bairdii
ENSNGAP00000024434	ENSNGAG00000022706	Nannospalax_galili
ENSJJAP00000001511	ENSJJAG00000001784	Jaculus_jaculus
ENSHGLP00000005995	ENSHGLG00000004384	Heterocephalus_glaber_HetGla_female_1.0
ENSCPOP00000016156	ENSCPOG00000025645	Cavia_porcellus
ENSCLAP00000012911	ENSCLAG00000008913	Chinchilla_lanigera
ENSODEP00000012821	ENSODEG00000009487	Octodon_degus
ENSCCNP00000002249	ENSCCNG00000002451	Castor_canadensis
ENSUPAP00010030528	ENSUPAG00010023965	Urocitellus_parryii
ENSSDAP00000004919	ENSSDAG00000004587	Spermophilus_dauricus
ENSMMMP00000012747	ENSMMMG00000011389	Marmota_marmota_marmota
ENSDNOP00000025961	ENSDNOG00000031823	Dasypus_novemcinctus
ENSPVAP00000001295	ENSPVAG00000001379	Pteropus_vampyrus
ENSMLUP00000002956	ENSMLUG00000003255	Myotis_lucifugus
ENSVPAP00000001707	ENSVPAG00000001853	Vicugna_pacos
ENSUAMP00000030877	ENSUAMG00000023701	Ursus_americanus
ENSTSYP00000031472	ENSTSYG00000012196	Carlito_syrichta
ENSBMUP00000010498	ENSBMUG00000008105	Bos_mutus
ENSBBBP00000014900	ENSBBBG00000022703	Bison_bison_bison
ENSSSCP00000071525	ENSSSCG00000017233	Sus_scrofa_strain_reference
ENSHGLP00100017029	ENSHGLG00100012557	Heterocephalus_glaber_HetGla_1.0
ENSCAPP00000003271	ENSCAPG00000006088	Cavia_aperea
ENSCANP00000002643	ENSCANG00000009525	Colobus_angolensis_palliatus
ENSCATP00000045968	ENSCATG00000045330	Cercocebus_atys
ENSSBOP00000034405	ENSSBOG00000033362	Saimiri_boliviensis_boliviensis
ENSSTOP00000029065	ENSSTOG00000009573	Ictidomys_tridecemlineatus
ENSTTRP00000002438	ENSTTRG00000002600	Tursiops_truncatus
ENSVVUP00000013747	ENSVVUG00000010072	Vulpes_vulpes
ENSCHOP00000006016	ENSCHOG00000006796	Choloepus_hoffmanni
ENSPCAP00000013015	ENSPCAG00000013911	Procavia_capensis
ENSPTRP00000069598	ENSPTRG00000009614	Pan_troglodytes
ENSPPAP00000014759	ENSPPAG00000030513	Pan_paniscus
ENSP00000376390	ENSG00000172794	Homo_sapiens
ENSCJAP00000027325	ENSCJAG00000014808	Callithrix_jacchus
ENSFDAP00000006561	ENSFDAG00000015285	Fukomys_damarensis
ENSMSIP00000034159	ENSMSIG00000028508	Mus_spicilegus
ENSOPRP00000001318	ENSOPRG00000001438	Ochotona_princeps
ENSANAP00000016419	ENSANAG00000026050	Aotus_nancymaae
ENSMMUP00000059494	ENSMMUG00000005733	Macaca_mulatta
ENSBTAP00000062494	ENSBTAG00000008092	Bos_taurus
ENSLAFP00000011555	ENSLAFG00000013798	Loxodonta_africana
ENSPCIP00000005357	ENSPCIG00000004450	Phascolarctos_cinereus
ENSVURP00010015933	ENSVURG00010012202	Vombatus_ursinus
ENSSHAP00000022281	ENSSHAG00000018855	Sarcophilus_harrisii
ENSMODP00000008480	ENSMODG00000006846	Monodelphis_domestica
ENSOANP00000019891	ENSOANG00000012583	Ornithorhynchus_anatinus
ENSTBEP00000002609	ENSTBEG00000003032	Tupaia_belangeri
ENSFCAP00000060716	ENSFCAG00000001627	Felis_catus
ENSTGUP00000015385	ENSTGUG00000015036	Taeniopygia_guttata
ENSCPUP00000003174	ENSCPUG00000002436	Calidris_pugnax
ENSNSUP00000018176	ENSNSUG00000013306	Notechis_scutatus
ENSXETP00000042169	ENSXETG00000010247	Xenopus_tropicalis
ENSDNVP00000014745	ENSDNVG00000010385	Dromaius_novaehollandiae
ENSLSDP00000020768	ENSLSDG00000014710	Lonchura_striata_domestica
ENSGAGP00000034663	ENSGAGG00000024632	Gopherus_agassizii
ENSCPBP00000041027	ENSCPBG00000028162	Chrysemys_picta_bellii
ENSACAP00000005304	ENSACAG00000005376	Anolis_carolinensis
ENSMAMP00000030087	ENSMAMG00000020286	Mastacembelus_armatus
ENSORLP00020030928	ENSORLG00020015717	Oryzias_latipes_ASM223471v1
ENSSDUP00000018044	ENSSDUG00000013162	Seriola_dumerili
ENSLCAP00010041576	ENSLCAG00010019478	Lates_calcarifer
ENSPREP00000025678	ENSPREG00000017330	Poecilia_reticulata
ENSLCRP00005015648	ENSLCRG00005006424	Larimichthys_crocea
ENSKMAP00000013853	ENSKMAG00000010379	Kryptolebias_marmoratus
ENSBSLP00000040949	ENSBSLG00000019781	Betta_splendens
ENSAPOP00000014853	ENSAPOG00000017810	Acanthochromis_polyacanthus
ENSCGOP00000036811	ENSCGOG00000016945	Cottoperca_gobio
ENSLBEP00000036856	ENSLBEG00000027539	Labrus_bergylta
ENSMALP00000022561	ENSMALG00000015746	Monopterus_albus
ENSHBUP00000017669	ENSHBUG00000019730	Haplochromis_burtoni
ENSACLP00000036736	ENSACLG00000024883	Astatotilapia_calliptera
ENSONIP00000024557	ENSONIG00000019509	Oreochromis_niloticus
ENSGWIP00000006129	ENSGWIG00000002844	Gouania_willdenowi
ENSPFOP00000006277	ENSPFOG00000006314	Poecilia_formosa
ENSPFOP00000019262	ENSPFOG00000019144	Poecilia_formosa
ENSPMEP00000021974	ENSPMEG00000002564	Poecilia_mexicana
ENSPMEP00000030618	ENSPMEG00000017161	Poecilia_mexicana
ENSXMAP00000029107	ENSXMAG00000021303	Xiphophorus_maculatus
ENSORLP00015012697	ENSORLG00015013564	Oryzias_latipes_ASM223469v1
ENSORLP00000026195	ENSORLG00000024558	Oryzias_latipes_ASM223467v1
ENSOMEP00000016843	ENSOMEG00000018494	Oryzias_melastigma
ENSSMAP00000002801	ENSSMAG00000001730	Scophthalmus_maximus
ENSSLDP00000014859	ENSSLDG00000011862	Seriola_lalandi_dorsalis
ENSPRNP00000021958	ENSPRNG00000010770	Parambassis_ranga
ENSFHEP00000006113	ENSFHEG00000007148	Fundulus_heteroclitus
ENSATEP00000034727	ENSATEG00000023865	Anabas_testudineus
ENSMZEP00005004476	ENSMZEG00005003450	Maylandia_zebra
ENSPNYP00000011806	ENSPNYG00000008906	Pundamilia_nyererei
ENSNBRP00000015340	ENSNBRG00000011872	Neolamprologus_brichardi
ENSACIP00000030021	ENSACIG00000023222	Amphilophus_citrinellus
ENSGAFP00000021834	ENSGAFG00000014730	Gambusia_affinis
ENSPLAP00000029618	ENSPLAG00000020019	Poecilia_latipinna
ENSCVAP00000012026	ENSCVAG00000014416	Cyprinodon_variegatus
ENSAOCP00000022239	ENSAOCG00000007586	Amphiprion_ocellaris
ENSAPEP00000022943	ENSAPEG00000016279	Amphiprion_percula
ENSSPAP00000027166	ENSSPAG00000020473	Stegastes_partitus
ENSCSEP00000004367	ENSCSEG00000002816	Cynoglossus_semilaevis
ENSMMOP00000000931	ENSMMOG00000000788	Mola_mola
ENSGACP00000020096	ENSGACG00000015233	Gasterosteus_aculeatus
ENSPMGP00000023627	ENSPMGG00000019093	Periophthalmus_magnuspinnatus
ENSGMOP00000000517	ENSGMOG00000000529	Gadus_morhua
ENSHHUP00000001655	ENSHHUG00000001104	Hucho_hucho
ENSELUP00000042042	ENSELUG00000023120	Esox_lucius
ENSTNIP00000014538	ENSTNIG00000011588	Tetraodon_nigroviridis	ENSTNIT00000014737
ENSPNAP00000033193	ENSPNAG00000021675	Pygocentrus_nattereri
ENSIPUP00000006762	ENSIPUG00000004689	Ictalurus_punctatus
ENSDCDP00000029983	ENSDCDG00000020882	Denticeps_clupeoides
ENSECRP00000032836	ENSECRG00000022238	Erpetoichthys_calabaricus
ENSCMIP00000043225	ENSCMIG00000017947	Callorhinchus_milii
