ENSARWP00000007118	ENSARWG00000004588	Apteryx_rowi
ENSODEP00000008988	ENSODEG00000006714	Octodon_degus
ENSCPOP00000013832	ENSCPOG00000015347	Cavia_porcellus
ENSOPRP00000014537	ENSOPRG00000015920	Ochotona_princeps
ENSPPRP00000015697	ENSPPRG00000008229	Panthera_pardus
ENSPPRP00000017657	ENSPPRG00000009622	Panthera_pardus
ENSPTIP00000024015	ENSPTIG00000020185	Panthera_tigris_altaica
ENSFCAP00000003978	ENSFCAG00000004312	Felis_catus
ENSMPUP00000003823	ENSMPUG00000003853	Mustela_putorius_furo
ENSPVAP00000007262	ENSPVAG00000007690	Pteropus_vampyrus
ENSBBBP00000003716	ENSBBBG00000002457	Bison_bison_bison
ENSPCAP00000014801	ENSPCAG00000015817	Procavia_capensis
ENSDNOP00000013356	ENSDNOG00000017232	Dasypus_novemcinctus
ENSEEUP00000007044	ENSEEUG00000007745	Erinaceus_europaeus
ENSPCIP00000040976	ENSPCIG00000029991	Phascolarctos_cinereus
ENSVURP00010003278	ENSVURG00010002635	Vombatus_ursinus
ENSMEUP00000009382	ENSMEUG00000010289	Notamacropus_eugenii
ENSLACP00000011291	ENSLACG00000009933	Latimeria_chalumnae
ENSCHAP00000046252	ENSCHAG00000021082	Clupea_harengus
ENSDCDP00000012224	ENSDCDG00000006299	Denticeps_clupeoides
ENSPNAP00000033835	ENSPNAG00000022695	Pygocentrus_nattereri
ENSPNAP00000036443	ENSPNAG00000027287	Pygocentrus_nattereri
ENSAMXP00005039848	ENSAMXG00005018702	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000002885	ENSIPUG00000002039	Ictalurus_punctatus
ENSEEEP00000013436	ENSEEEG00000006687	Electrophorus_electricus
ENSDARP00000091056	ENSDARG00000069100	Danio_rerio
ENSDARP00000091054	ENSDARG00000055331	Danio_rerio
ENSONIP00000024199	ENSONIG00000019226	Oreochromis_niloticus
ENSGWIP00000010155	ENSGWIG00000004935	Gouania_willdenowi
ENSATEP00000012337	ENSATEG00000008606	Anabas_testudineus
ENSBSLP00000023474	ENSBSLG00000011816	Betta_splendens
ENSMAMP00000011287	ENSMAMG00000007648	Mastacembelus_armatus
ENSTRUP00000009058	ENSTRUG00000003843	Takifugu_rubripes
ENSTNIP00000009504	ENSTNIG00000006719	Tetraodon_nigroviridis
ENSXCOP00000005794	ENSXCOG00000004500	Xiphophorus_couchianus
ENSXMAP00000006336	ENSXMAG00000006313	Xiphophorus_maculatus
ENSGAFP00000024314	ENSGAFG00000016402	Gambusia_affinis
ENSPFOP00000016299	ENSPFOG00000016210	Poecilia_formosa
ENSPMEP00000021507	ENSPMEG00000001776	Poecilia_mexicana
ENSPLAP00000013980	ENSPLAG00000017591	Poecilia_latipinna
ENSPREP00000020248	ENSPREG00000013697	Poecilia_reticulata
ENSFHEP00000012554	ENSFHEG00000014044	Fundulus_heteroclitus
ENSCVAP00000010343	ENSCVAG00000012471	Cyprinodon_variegatus
ENSKMAP00000005604	ENSKMAG00000004229	Kryptolebias_marmoratus
ENSORLP00020021492	ENSORLG00020001345	Oryzias_latipes_ASM223471v1
ENSORLP00015019054	ENSORLG00015020172	Oryzias_latipes_ASM223469v1
ENSORLP00000032387	ENSORLG00000014167	Oryzias_latipes_ASM223467v1
ENSOMEP00000022180	ENSOMEG00000001600	Oryzias_melastigma
ENSHCOP00000020313	ENSHCOG00000006238	Hippocampus_comes
ENSLBEP00000001237	ENSLBEG00000000951	Labrus_bergylta
ENSPMGP00000019165	ENSPMGG00000015573	Periophthalmus_magnuspinnatus
ENSAOCP00000032145	ENSAOCG00000002089	Amphiprion_ocellaris
ENSAPEP00000033039	ENSAPEG00000023472	Amphiprion_percula
ENSAPOP00000013223	ENSAPOG00000016032	Acanthochromis_polyacanthus
ENSSPAP00000011358	ENSSPAG00000008616	Stegastes_partitus
ENSSMAP00000005672	ENSSMAG00000003462	Scophthalmus_maximus
ENSCSEP00000000578	ENSCSEG00000000405	Cynoglossus_semilaevis
ENSMMOP00000019070	ENSMMOG00000014443	Mola_mola
ENSMMOP00000019077	ENSMMOG00000014449	Mola_mola
ENSLCRP00005017605	ENSLCRG00005007256	Larimichthys_crocea
ENSCGOP00000006061	ENSCGOG00000003054	Cottoperca_gobio
ENSGACP00000005160	ENSGACG00000003908	Gasterosteus_aculeatus
ENSMZEP00005014473	ENSMZEG00005010510	Maylandia_zebra
ENSACLP00000039974	ENSACLG00000026902	Astatotilapia_calliptera
ENSPNYP00000028900	ENSPNYG00000021762	Pundamilia_nyererei
ENSMZEP00005014493	ENSMZEG00005010906	Maylandia_zebra
ENSNBRP00000021497	ENSNBRG00000016490	Neolamprologus_brichardi
ENSACLP00000039829	ENSACLG00000026836	Astatotilapia_calliptera
ENSHBUP00000027728	ENSHBUG00000011108	Haplochromis_burtoni
ENSNBRP00000021473	ENSNBRG00000016447	Neolamprologus_brichardi
ENSACIP00000019925	ENSACIG00000015472	Amphilophus_citrinellus
ENSPRNP00000040892	ENSPRNG00000020067	Parambassis_ranga
ENSPRNP00000040937	ENSPRNG00000020096	Parambassis_ranga
ENSSDUP00000031353	ENSSDUG00000022536	Seriola_dumerili
ENSSLDP00000025420	ENSSLDG00000019759	Seriola_lalandi_dorsalis
ENSLCAP00010016108	ENSLCAG00010007617	Lates_calcarifer
ENSGMOP00000008152	ENSGMOG00000007613	Gadus_morhua
ENSHHUP00000013113	ENSHHUG00000007690	Hucho_hucho
ENSELUP00000022991	ENSELUG00000021907	Esox_lucius
ENSSFOP00015035129	ENSSFOG00015022357	Scleropages_formosus
ENSSFOP00015035059	ENSSFOG00015022323	Scleropages_formosus
ENSPKIP00000030283	ENSPKIG00000011195	Paramormyrops_kingsleyae
ENSLOCP00000007306	ENSLOCG00000006045	Lepisosteus_oculatus
ENSECRP00000011558	ENSECRG00000007692	Erpetoichthys_calabaricus
ENSCMIP00000045837	ENSCMIG00000018878	Callorhinchus_milii
