ENSDORP00000016208	ENSDORG00000023528	Dipodomys_ordii
ENSORLP00000031192	ENSORLG00000025015	Oryzias_latipes_ASM223467v1
ENSUPAP00010021008	ENSUPAG00010016673	Urocitellus_parryii
ENSCPUP00000004993	ENSCPUG00000003675	Calidris_pugnax
ENSVURP00010005205	ENSVURG00010004089	Vombatus_ursinus
ENSCPRP00005016249	ENSCPRG00005011343	Crocodylus_porosus
ENSHHUP00000052100	ENSHHUG00000031346	Hucho_hucho
ENSCAFP00020010024	ENSCAFG00020008142	Canis_lupus_dingo
ENSEBUP00000012592	ENSEBUG00000007989	Eptatretus_burgeri
ENSOGAP00000017877	ENSOGAG00000025754	Otolemur_garnettii
ENSKMAP00000021495	ENSKMAG00000015973	Kryptolebias_marmoratus
ENSPREP00000015763	ENSPREG00000010619	Poecilia_reticulata
ENSPKIP00000006774	ENSPKIG00000022916	Paramormyrops_kingsleyae
ENSORLP00020025968	ENSORLG00020008203	Oryzias_latipes_ASM223471v1
ENSRNOP00000057942	ENSRNOG00000039876	Rattus_norvegicus
ENSORLP00015031107	ENSORLG00015015185	Oryzias_latipes_ASM223469v1
ENSCLAP00000022080	ENSCLAG00000015132	Chinchilla_lanigera
ENSPMJP00000011262	ENSPMJG00000008753	Parus_major
ENSLCOP00000010646	ENSLCOG00000007735	Lepidothrix_coronata
ENSAPEP00000031725	ENSAPEG00000022522	Amphiprion_percula
ENSCLAP00000010298	ENSCLAG00000007120	Chinchilla_lanigera
ENSCJAP00000025429	ENSCJAG00000013830	Callithrix_jacchus
ENSSPAP00000011804	ENSSPAG00000008969	Stegastes_partitus
ENSAMXP00000007255	ENSAMXG00000007065	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCAPP00000001740	ENSCAPG00000003643	Cavia_aperea
ENSFHEP00000007263	ENSFHEG00000008384	Fundulus_heteroclitus
ENSPMAP00000008956	ENSPMAG00000008125	Petromyzon_marinus
ENSLOCP00000007823	ENSLOCG00000006476	Lepisosteus_oculatus	ENSLOCT00000007833
ENSNMEP00000023976	ENSNMEG00000020374	Numida_meleagris
ENSBIXP00005031306	ENSBIXG00005001134	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGALP00000009933	ENSGALG00000006160	Gallus_gallus
ENSPFOP00000014094	ENSPFOG00000014049	Poecilia_formosa
ENSTTRP00000000465	ENSTTRG00000000499	Tursiops_truncatus
ENSGACP00000005955	ENSGACG00000004477	Gasterosteus_aculeatus
ENSTGEP00000027533	ENSTGEG00000022243	Theropithecus_gelada
ENSTNIP00000020080	ENSTNIG00000016958	Tetraodon_nigroviridis
ENSDNVP00000014585	ENSDNVG00000010272	Dromaius_novaehollandiae
ENSATEP00000005049	ENSATEG00000003526	Anabas_testudineus
ENSORLP00015016164	ENSORLG00015017144	Oryzias_latipes_ASM223469v1
ENSBTAP00000022514	ENSBTAG00000016929	Bos_taurus
ENSMZEP00005001234	ENSMZEG00005001055	Maylandia_zebra
ENSMAUP00000020470	ENSMAUG00000018485	Mesocricetus_auratus
ENSACLP00000012489	ENSACLG00000008532	Astatotilapia_calliptera
ENSAPOP00000001976	ENSAPOG00000003364	Acanthochromis_polyacanthus
ENSANAP00000002119	ENSANAG00000017086	Aotus_nancymaae
ENSMEUP00000012471	ENSMEUG00000013675	Notamacropus_eugenii
ENSFDAP00000011113	ENSFDAG00000018739	Fukomys_damarensis
MGP_PahariEiJ_P0041207	MGP_PahariEiJ_G0019657	Mus_pahari_strain_PAHARI_EIJ
ENSPPYP00000014482	ENSPPYG00000012967	Pongo_abelii
ENSMPUP00000019662	ENSMPUG00000019790	Mustela_putorius_furo
ENSEEEP00000021332	ENSEEEG00000010394	Electrophorus_electricus
ENSXETP00000051099	ENSXETG00000017121	Xenopus_tropicalis
ENSFHEP00000007312	ENSFHEG00000008390	Fundulus_heteroclitus
ENSAPOP00000002148	ENSAPOG00000003641	Acanthochromis_polyacanthus
ENSTRUP00000044875	ENSTRUG00000017504	Takifugu_rubripes
ENSMODP00000018401	ENSMODG00000014720	Monodelphis_domestica
ENSFALP00000015011	ENSFALG00000014395	Ficedula_albicollis
ENSEBUP00000014773	ENSEBUG00000009297	Eptatretus_burgeri
ENSSPAP00000001648	ENSSPAG00000001272	Stegastes_partitus
ENSLOCP00000008459	ENSLOCG00000006986	Lepisosteus_oculatus
ENSCCNP00000004173	ENSCCNG00000004424	Castor_canadensis
ENSCANP00000029053	ENSCANG00000038062	Colobus_angolensis_palliatus
ENSORLP00000021971	ENSORLG00000017561	Oryzias_latipes_ASM223467v1
ENSBBBP00000024753	ENSBBBG00000019792	Bison_bison_bison
ENSORLP00020006269	ENSORLG00020007109	Oryzias_latipes_ASM223471v1
ENSNGAP00000006080	ENSNGAG00000008883	Nannospalax_galili
ENSPPRP00000024454	ENSPPRG00000014655	Panthera_pardus
ENSHBUP00000017675	ENSHBUG00000019734	Haplochromis_burtoni
ENSCAFP00000001592	ENSCAFG00000001132	Canis_lupus_familiaris
ENSCVAP00000016100	ENSCVAG00000018995	Cyprinodon_variegatus
ENSOARP00000016553	ENSOARG00000015434	Ovis_aries
ENSCMIP00000000190	ENSCMIG00000000142	Callorhinchus_milii	ENSCMIT00000000217
ENSCGRP00000005037	ENSCGRG00000003686	Cricetulus_griseus_CriGri_1.0
ENSSSCP00000049478	ENSSSCG00000050495	Sus_scrofa_strain_reference
ENSACLP00000013127	ENSACLG00000008973	Astatotilapia_calliptera
ENSCPGP00000005206	ENSCPGG00000003769	Calidris_pygmaea
ENSSMAP00000024876	ENSSMAG00000015218	Scophthalmus_maximus
ENSPMAP00000009628	ENSPMAG00000008735	Petromyzon_marinus
ENSXMAP00000019851	ENSXMAG00000019804	Xiphophorus_maculatus
ENSPRNP00000053992	ENSPRNG00000025412	Parambassis_ranga
ENSPVIP00000001027	ENSPVIG00000000962	Pogona_vitticeps	ENSPVIT00000001351
ENSORLP00015031753	ENSORLG00015016169	Oryzias_latipes_ASM223469v1
ENSNSUP00000022008	ENSNSUG00000016003	Notechis_scutatus	ENSNSUT00000023409
ENSVURP00010011533	ENSVURG00010008910	Vombatus_ursinus
ENSHBUP00000000015	ENSHBUG00000023868	Haplochromis_burtoni
ENSCSAVP00000005016	ENSCSAVG00000002994	Ciona_savignyi
ENSCSAP00000007712	ENSCSAG00000011517	Chlorocebus_sabaeus
ENSCABP00000012150	ENSCABG00000009101	Chelonoidis_abingdonii
ENSPMEP00000014614	ENSPMEG00000017025	Poecilia_mexicana
ENSCGRP00001007683	ENSCGRG00001010070	Cricetulus_griseus_CHOK1GS_HDv1
ENSCCAP00000001591	ENSCCAG00000010302	Cebus_capucinus_imitator
ENSCANP00000005229	ENSCANG00000017881	Colobus_angolensis_palliatus
ENSMLEP00000018494	ENSMLEG00000033415	Mandrillus_leucophaeus
ENSCJPP00005005426	ENSCJPG00005005201	Coturnix_japonica
ENSCATP00000030833	ENSCATG00000038569	Cercocebus_atys
ENSDNOP00000030704	ENSDNOG00000031964	Dasypus_novemcinctus
ENSHGLP00000020392	ENSHGLG00000014577	Heterocephalus_glaber_HetGla_female_1.0
ENSMAMP00000026429	ENSMAMG00000017754	Mastacembelus_armatus
ENSEEEP00000030766	ENSEEEG00000014723	Electrophorus_electricus
ENSECRP00000011846	ENSECRG00000007907	Erpetoichthys_calabaricus
ENSCMIP00000030012	ENSCMIG00000012946	Callorhinchus_milii
ENSAPLP00000018648	ENSAPLG00000017729	Anas_platyrhynchos_platyrhynchos
ENSCATP00000006943	ENSCATG00000021167	Cercocebus_atys
ENSCMIP00000013307	ENSCMIG00000006691	Callorhinchus_milii
ENSODEP00000012504	ENSODEG00000009265	Octodon_degus
ENSOCUP00000031526	ENSOCUG00000033190	Oryctolagus_cuniculus
ENSPMEP00000005058	ENSPMEG00000006390	Poecilia_mexicana
ENSBIXP00000023506	ENSBIXG00000025996	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMNEP00000031023	ENSMNEG00000038943	Macaca_nemestrina
ENSABRP00000004739	ENSABRG00000004357	Anser_brachyrhynchus
ENSFDAP00000012433	ENSFDAG00000019780	Fukomys_damarensis
ENSVVUP00000019916	ENSVVUG00000014736	Vulpes_vulpes
ENSLCAP00010056555	ENSLCAG00010026393	Lates_calcarifer
ENSAOCP00000020196	ENSAOCG00000004095	Amphiprion_ocellaris
ENSGWIP00000037142	ENSGWIG00000019090	Gouania_willdenowi
ENSOMEP00000003901	ENSOMEG00000004838	Oryzias_melastigma
ENSCGRP00001010611	ENSCGRG00001012459	Cricetulus_griseus_CHOK1GS_HDv1
MGP_CAROLIEiJ_P0034587	MGP_CAROLIEiJ_G0018593	Mus_caroli_strain_CAROLI_EIJ
ENSSFOP00015025312	ENSSFOG00015016280	Scleropages_formosus	ENSSFOT00015025593
ENSPTEP00000016076	ENSPTEG00000017695	Piliocolobus_tephrosceles
ENSPPAP00000001215	ENSPPAG00000005303	Pan_paniscus
ENSHHUP00000016654	ENSHHUG00000010391	Hucho_hucho	ENSHHUT00000017257
ENSRBIP00000005262	ENSRBIG00000023673	Rhinopithecus_bieti
ENSCGRP00001004368	ENSCGRG00001005548	Cricetulus_griseus_CHOK1GS_HDv1
ENSUAMP00000000538	ENSUAMG00000000557	Ursus_americanus
ENSMUNP00000003512	ENSMUNG00000002993	Melopsittacus_undulatus
ENSXMAP00000035314	ENSXMAG00000029150	Xiphophorus_maculatus
ENSJJAP00000003524	ENSJJAG00000006954	Jaculus_jaculus
ENSMZEP00005006015	ENSMZEG00005004663	Maylandia_zebra
ENSCHIP00000001329	ENSCHIG00000002602	Capra_hircus
ENSMALP00000013941	ENSMALG00000009691	Monopterus_albus
ENSSSCP00000014410	ENSSSCG00000033635	Sus_scrofa_strain_reference
ENSACIP00000028190	ENSACIG00000021834	Amphilophus_citrinellus
ENSHHUP00000078181	ENSHHUG00000045639	Hucho_hucho
ENSMNEP00000003428	ENSMNEG00000015863	Macaca_nemestrina
ENSNVIP00000020029	ENSNVIG00000015700	Neovison_vison
